var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
b,o,o,e,i,k,i,f,e,k,n,k,g,a,i
e,d,c,j,e,i,l,j,o,d,o,l,l,h,g
c,e,m,i,l,m,h,l,c,c,h,o,a,g,n
b,e,g,l,k,n,d,h,n,a,c,i,n,n,d
e,c,g,k,i,n,a,m,i,m,e,o,m,j,k
c,d,d,l,g,o,f,f,o,k,g,a,a,i,g
e,l,n,j,a,n,f,b,g,k,k,f,l,e,k
i,n,a,g,k,j,l,i,c,f,d,f,a,h,k
f,c,l,d,e,h,c,l,o,e,e,a,j,c,e
b,f,f,l,h,m,d,o,c,h,c,i,k,c,h
i,g,d,g,e,k,l,l,g,h,h,k,g,i,a
b,o,d,n,h,m,l,l,i,k,a,f,g,j,g
f,c,o,n,a,c,j,c,c,e,h,a,b,c,i
f,m,d,j,h,i,l,l,g,f,c,a,c,i,a
e,f,i,g,h,b,o,o,f,m,m,n,i,k,g
n,m,m,k,e,i,g,a,h,i,c,o,g,i,l
f,g,d,c,h,f,f,a,c,c,i,k,g,k,o
c,c,m,e,g,e,i,b,d,e,g,g,e,j,g
c,o,a,e,i,k,m,f,d,f,l,c,g,e,a
c,f,i,k,e,i,b,m,b,d,a,d,o,f,k
j,m,d,i,g,i,d,g,c,b,j,b,m,c,e
i,f,m,h,a,n,c,o,c,m,h,a,c,d,g
c,g,m,g,a,m,d,e,f,n,c,h,l,i,d
d,f,d,j,a,h,n,o,l,g,e,o,f,c,j
k,n,l,g,e,k,d,m,b,m,m,o,g,l,l
i,n,b,m,l,f,g,l,j,h,k,l,i,h,n
l,k,a,l,b,h,k,o,b,h,f,i,k,l,a
c,n,a,g,c,g,f,o,i,j,h,h,d,c,l
f,m,l,c,a,o,d,g,g,b,h,l,g,b,l
e,g,d,k,a,f,d,k,e,h,c,i,b,j,c
c,n,f,h,l,f,g,o,c,k,g,i,g,o,g
h,l,h,n,n,i,j,c,c,h,l,k,i,m,m
j,b,i,k,a,b,b,m,c,m,l,i,k,k,j
i,k,o,l,j,i,f,a,g,b,h,a,h,j,b
c,m,k,o,l,a,b,m,l,h,f,c,n,j,a
h,j,j,i,i,l,g,o,f,i,d,n,k,j,a
b,c,i,h,n,k,c,j,f,k,h,a,b,b,n
f,c,a,n,l,i,c,l,e,h,d,a,g,g,i
c,m,g,n,h,h,d,j,b,k,j,h,b,h,l
e,m,i,k,l,c,n,k,e,e,e,a,a,i,g
i,f,m,h,a,k,j,a,g,b,g,a,n,n,g
f,h,m,e,f,o,l,m,c,o,d,a,k,c,l
h,n,g,b,n,m,g,j,c,n,i,n,l,c,j
o,l,j,k,l,i,o,b,e,k,g,l,i,l,m
o,a,g,h,a,o,m,f,e,g,i,a,d,g,a
b,d,m,l,c,n,j,a,i,f,o,a,b,o,g
j,m,l,b,l,o,g,l,l,b,g,i,k,f,e
l,j,c,j,i,m,f,n,l,k,m,a,o,d,g
j,m,i,k,n,j,e,f,g,a,n,h,b,i,d
j,c,c,e,f,i,k,m,e,j,b,a,b,j,n
