var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
m,k,h,n,i,n,j,m,a,j
h,b,o,h,j,d,a,a,c,j
l,o,k,c,l,h,k,h,b,f
m,b,m,e,m,c,n,h,b,n
k,m,g,g,h,j,e,b,h,e
d,b,a,o,e,e,l,l,g,g
o,n,c,l,c,b,j,j,d,d
h,d,l,f,h,g,d,m,k,a
c,m,o,n,h,m,i,h,c,h
n,c,e,c,d,h,n,j,b,l
j,a,n,d,j,f,n,a,a,l
i,g,a,a,c,d,o,m,i,i
j,m,h,a,d,b,a,h,b,h
f,b,b,g,i,d,d,j,d,f
i,d,n,k,i,c,b,b,g,g
j,m,f,d,j,l,a,g,n,f
m,e,g,a,i,g,b,o,i,f
j,m,f,f,c,j,d,j,k,l
i,l,l,o,h,a,f,g,k,a
g,h,f,c,b,d,m,l,j,k
e,l,h,i,c,i,o,l,d,n
d,h,b,o,c,h,m,d,i,m
e,a,k,c,g,k,n,g,d,e
a,c,f,h,g,m,g,d,e,g
o,e,c,c,j,a,b,l,j,k
h,e,i,d,c,g,h,b,i,c
m,n,l,e,l,f,c,b,j,o
n,d,l,k,e,o,l,a,c,g
f,a,m,h,m,i,i,b,l,f
e,a,h,b,g,j,n,h,e,l
h,e,i,k,h,h,j,d,d,f
b,k,d,a,l,j,k,b,d,l
f,j,f,b,g,l,l,c,j,m
j,i,m,n,f,c,c,n,o,n
d,l,d,c,b,l,b,c,e,e
c,i,j,h,h,d,h,j,k,k
n,n,a,b,d,a,h,i,g,b
m,g,m,f,b,n,n,o,o,l
i,j,d,k,i,m,a,b,m,i
j,b,i,c,b,h,i,m,f,h
h,g,n,m,g,c,k,n,d,n
f,i,k,g,m,i,d,j,j,a
j,k,i,c,d,b,c,i,j,d
a,j,j,h,e,d,b,j,o,m
a,d,f,i,c,b,i,o,n,b
c,k,n,g,j,h,k,k,f,o
l,l,i,m,d,b,a,k,e,n
c,n,o,h,h,h,l,f,f,i
c,i,i,j,e,c,k,o,d,g
e,o,j,f,o,d,c,o,n,o
o,h,j,g,c,e,l,e,e,n
a,a,b,h,m,o,f,e,e,d
j,f,e,k,a,i,n,i,i,b
l,a,g,g,m,b,i,i,n,m
j,e,m,c,o,j,c,g,e,f
i,j,l,f,j,d,a,o,n,a
c,j,f,k,e,l,d,k,e,f
c,j,f,j,c,a,g,n,m,j
d,b,e,d,b,l,l,g,e,o
b,g,j,l,n,i,n,h,i,m
d,e,a,a,o,h,d,l,h,d
b,e,o,c,j,c,l,i,h,c
d,f,e,h,i,g,k,f,g,b
f,c,f,n,c,g,a,i,j,a
h,i,k,j,g,h,n,g,e,g
f,j,g,c,m,a,h,h,c,i
n,a,a,c,g,i,l,f,c,o
d,l,g,j,i,e,d,j,h,n
n,i,l,d,o,n,o,f,j,k
i,m,b,i,h,d,h,h,m,h
j,j,b,k,e,a,g,g,e,f
n,a,d,e,l,b,n,k,g,b
c,j,n,b,g,a,n,d,b,l
o,d,l,h,h,j,l,b,c,n
g,n,b,b,j,h,h,n,i,b
b,m,i,c,f,j,a,c,n,g
m,g,n,d,c,j,h,d,l,a
i,o,n,b,n,a,g,l,h,b
o,c,h,m,a,d,l,h,j,b
a,f,k,k,j,j,i,d,l,k
g,b,a,k,m,i,a,f,m,d
b,i,a,j,k,m,g,i,e,k
m,h,e,m,f,c,k,n,i,m
i,l,b,l,j,o,k,h,l,j
h,a,i,e,a,n,c,b,d,i
d,e,c,d,k,b,f,h,l,a
g,g,o,c,e,e,g,a,a,n
d,e,d,l,h,i,h,m,i,b
b,h,k,j,k,k,l,a,b,e
l,c,d,c,c,h,b,l,g,n
m,h,c,g,h,m,g,a,i,k
o,l,k,e,c,o,l,j,e,m
a,j,h,n,f,d,b,f,m,b
c,m,a,m,c,k,e,a,m,h
h,d,b,k,a,f,b,a,e,a
a,d,g,i,j,j,k,a,j,e
a,o,n,h,l,n,j,c,a,a
j,a,c,k,o,b,m,d,g,m
f,k,h,d,m,m,f,l,i,e
m,h,e,j,g,d,l,c,b,c
e,o,i,g,l,d,i,o,j,n
c,d,j,f,e,m,c,j,j,o
n,n,c,n,f,h,i,j,d,g
j,l,e,c,e,c,n,d,a,f
b,m,e,j,f,h,e,b,a,m
m,e,e,f,d,j,d,a,f,f
d,n,i,n,m,a,e,e,a,i
h,f,c,g,e,c,i,f,m,j
b,b,f,f,b,i,c,o,g,j
g,g,m,a,n,n,o,b,l,f
n,c,k,o,n,d,j,l,c,e
o,l,n,l,a,a,b,f,e,j
h,n,i,g,j,j,b,d,d,f
d,g,h,a,n,k,i,h,o,c
o,m,j,f,f,d,o,b,d,a
o,g,m,n,b,g,j,m,o,h
e,m,o,o,l,i,l,o,f,o
g,n,m,a,c,f,h,n,m,a
f,f,o,f,i,h,e,l,d,m
f,j,m,n,i,f,g,c,j,o
m,b,j,i,o,i,k,g,g,h
c,l,b,j,m,d,f,m,a,o
f,h,o,n,c,k,o,c,d,f
d,n,e,d,a,d,g,d,d,i
l,h,o,o,k,c,m,e,i,j
o,l,h,o,a,l,d,c,m,a
j,e,i,o,o,f,f,b,c,i
g,e,i,b,j,l,e,g,f,j
a,a,n,d,d,g,n,h,g,n
k,n,f,o,f,k,k,l,n,n
j,h,n,a,a,c,l,n,d,a
n,i,c,n,m,c,a,f,j,n
d,b,k,o,j,b,j,f,o,d
b,g,m,l,i,l,b,k,l,k
i,c,k,h,a,i,i,n,f,o
b,m,g,a,c,a,h,m,m,b
i,n,l,k,j,o,l,d,i,n
m,e,g,k,b,m,a,k,d,e
m,a,k,o,g,m,m,l,b,c
i,i,k,c,j,l,j,g,o,c
i,f,f,d,n,d,a,b,m,i
o,d,m,i,g,n,a,f,g,d
o,o,a,n,l,h,k,m,o,j
d,g,j,n,m,k,e,b,i,d
f,e,h,e,i,o,e,i,d,g
o,g,a,b,g,h,b,g,g,j
m,h,o,b,h,n,l,g,g,c
j,m,g,f,a,m,o,b,d,b
i,b,m,i,d,e,m,o,c,b
f,g,j,n,l,j,e,k,c,n
a,e,c,a,k,b,n,c,g,f
b,j,d,k,f,h,g,e,d,o
j,k,b,m,j,o,n,f,d,c
a,i,n,c,m,n,d,l,k,c
n,d,h,j,g,g,m,n,g,a
h,m,g,f,k,b,a,c,i,j
j,g,i,m,i,c,n,d,l,b
