var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
l,e,a,o,b,j,g,o,d,l,k,g,i,n,m,n,c,a,c,k
d,g,l,a,a,a,b,g,g,o,b,h,h,h,o,o,l,o,e,k
i,b,g,l,o,g,b,o,c,e,l,n,h,c,m,c,m,h,b,n
o,b,m,h,j,b,n,h,i,f,l,f,m,g,n,j,i,m,k,f
e,f,b,c,c,i,d,f,e,h,g,e,f,l,k,j,a,g,h,d
e,g,n,f,e,a,i,f,l,i,g,i,c,h,o,f,m,d,h,k
o,c,b,j,e,o,o,j,o,m,h,k,o,c,n,i,h,i,g,j
g,g,k,o,c,m,a,k,f,b,c,k,a,n,f,n,k,i,c,n
j,f,c,k,c,e,g,o,g,c,o,i,j,h,k,m,i,f,l,h
d,k,c,d,b,g,n,j,j,g,i,k,e,c,g,d,k,i,j,l
g,d,n,e,a,f,a,o,d,g,n,l,m,h,l,f,b,i,n,o
k,o,n,i,e,a,d,l,e,m,l,j,o,l,o,i,a,m,e,n
b,i,a,i,b,k,o,e,i,c,g,i,n,b,m,h,j,g,h,i
j,h,n,e,i,a,b,d,a,e,a,i,f,j,b,e,e,a,h,k
e,a,d,m,h,h,f,h,b,c,d,m,a,k,o,a,l,o,h,m
b,f,l,i,a,n,c,n,h,n,j,e,h,h,e,k,g,m,g,b
l,d,i,f,o,b,f,l,e,e,o,f,b,b,b,a,f,e,d,l
n,f,g,o,e,l,b,h,f,g,g,m,a,e,e,o,l,i,m,c
k,c,k,f,h,a,l,e,d,b,n,k,i,j,k,k,c,k,a,o
m,k,j,g,e,a,j,c,k,o,j,e,d,g,f,i,f,d,c,m
l,h,b,l,e,i,m,k,l,k,m,c,m,d,k,m,i,b,l,k
n,k,m,l,e,f,o,e,e,c,a,a,g,f,a,g,a,e,k,i
o,d,h,l,m,n,a,m,i,h,i,n,n,a,n,f,k,c,i,o
a,k,g,a,m,f,e,k,o,d,d,e,m,f,f,k,j,e,l,k
a,n,n,m,a,o,b,k,k,n,j,e,l,n,c,f,l,l,c,d
g,n,o,e,g,b,o,c,e,k,f,i,i,e,e,g,o,o,a,a
i,k,k,h,o,o,h,f,k,j,k,l,e,b,i,f,b,k,k,i
j,f,k,k,l,b,i,l,g,j,b,n,k,f,c,f,e,h,m,j
o,d,a,f,m,i,o,f,c,l,h,a,k,o,l,f,k,i,c,h
c,d,h,g,m,l,j,e,e,g,j,h,g,e,l,o,d,k,k,f
i,n,k,c,g,b,o,h,c,m,g,i,l,n,o,n,h,g,c,f
h,e,j,f,o,a,g,f,m,o,j,l,l,d,d,a,l,n,b,c
i,l,g,o,m,h,m,a,k,a,i,m,o,l,k,a,b,n,l,o
b,d,l,h,d,h,o,g,e,f,l,m,k,e,a,o,a,k,c,g
l,h,j,l,n,n,k,f,m,g,k,d,d,e,l,m,j,b,b,a
d,j,e,l,c,a,c,d,e,n,c,f,a,e,i,o,m,l,n,f
l,h,n,g,b,o,k,i,b,d,h,a,c,f,h,j,m,b,o,k
l,f,k,k,g,a,j,l,a,g,k,m,l,m,m,e,a,c,k,a
n,h,j,d,h,f,a,f,o,m,m,n,n,f,c,n,c,k,e,m
e,g,d,l,g,j,b,l,j,c,d,l,h,h,k,g,i,g,b,l
g,b,c,f,m,h,g,o,k,b,k,b,m,j,a,g,k,a,j,g
d,m,h,j,j,i,a,k,k,b,c,h,f,n,g,h,l,e,h,j
b,e,g,l,c,k,h,i,k,h,o,f,m,d,h,o,e,c,n,m
o,l,e,a,g,a,f,j,a,k,b,a,f,n,d,n,h,b,g,g
o,a,g,i,e,i,l,a,h,d,o,c,o,c,m,l,i,l,d,j
i,n,d,a,a,i,g,i,j,j,b,i,c,l,j,g,h,f,i,k
i,h,o,n,g,l,c,d,m,f,g,g,c,g,k,d,h,i,h,k
j,n,l,a,c,n,i,b,j,b,l,c,d,l,d,c,l,m,o,g
b,i,e,m,b,h,m,l,b,i,e,n,e,b,i,n,k,f,a,f
d,b,e,o,n,m,o,c,a,j,n,i,a,e,m,b,a,l,e,d
g,n,a,b,c,d,m,m,g,m,c,c,h,k,a,l,n,m,i,g
i,d,k,b,j,m,l,k,b,b,i,g,c,g,h,i,e,o,l,b
b,m,o,d,f,i,i,i,n,d,m,g,i,e,g,o,h,n,g,e
k,d,b,b,a,j,g,i,h,i,m,o,l,k,o,k,a,d,i,j
b,l,n,l,n,l,h,n,m,b,g,a,j,k,d,k,a,k,f,n
i,l,c,o,i,a,f,l,h,b,k,f,l,a,e,c,e,e,n,i
