var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
s,l,h,l,t,s,e,b,b,c
a,i,p,t,h,a,o,d,c,a
e,k,l,n,e,h,h,d,t,j
t,h,f,l,h,d,a,r,d,a
d,o,m,s,d,j,r,n,l,e
t,s,t,r,c,i,e,q,s,b
k,l,c,e,f,s,l,s,a,t
l,t,n,e,t,s,q,c,i,g
h,h,b,k,f,d,k,f,b,l
e,a,c,p,o,h,d,t,h,r
c,r,t,i,n,a,l,h,q,d
k,c,k,j,s,m,g,h,m,k
s,k,n,h,l,a,s,g,f,p
s,a,o,k,i,k,c,g,a,h
s,l,d,g,c,i,d,r,g,c
s,h,g,o,s,o,i,f,e,f
d,c,q,k,n,r,l,f,d,o
l,o,p,l,b,o,l,b,b,m
d,f,s,f,e,m,j,h,p,k
e,d,l,t,d,f,i,d,k,r
o,l,a,e,l,l,r,k,k,c
n,n,o,n,g,e,g,l,a,n
l,n,f,g,f,b,b,i,i,p
b,i,k,f,l,e,s,k,b,l
b,p,t,n,h,r,j,f,d,t
s,k,i,j,k,q,i,f,d,s
j,d,j,r,g,r,k,f,n,q
j,i,r,p,d,g,b,b,m,a
p,j,t,h,k,n,r,j,p,l
f,b,t,f,p,m,m,h,e,k
a,m,m,r,k,b,j,e,p,i
j,l,l,h,n,o,h,r,e,b
g,q,g,g,n,r,k,l,b,g
c,b,e,o,t,f,t,t,o,s
f,n,t,p,r,k,s,r,b,m
j,e,q,r,d,e,m,r,b,b
d,e,j,s,o,k,b,l,b,a
d,o,d,l,e,a,i,s,r,a
n,c,l,g,t,p,b,g,e,o
p,q,c,b,o,d,m,s,g,c
b,b,f,a,a,p,s,l,j,f
q,i,g,s,s,b,g,n,s,l
k,d,h,h,r,k,m,e,b,k
e,j,f,k,a,b,b,t,l,h
d,o,j,a,i,s,k,i,f,d
l,f,a,s,t,k,h,o,l,t
n,s,r,p,o,r,l,r,i,h
i,a,o,a,f,e,d,c,t,p
a,i,o,h,q,h,f,p,j,g
c,r,l,n,j,h,o,k,a,m
a,m,q,o,c,p,b,t,p,l
m,d,i,q,e,q,c,j,s,o
b,k,l,c,d,p,b,d,i,q
o,d,g,p,d,g,h,t,n,k
p,m,s,g,q,g,i,b,e,a
n,s,h,n,b,c,g,b,g,e
b,c,r,b,f,s,f,i,a,i
s,m,d,s,m,n,h,c,c,c
b,r,m,s,p,q,h,n,p,k
n,r,s,g,s,s,n,r,p,a
h,c,i,r,i,p,o,m,o,r
k,e,k,c,j,q,o,g,d,s
h,p,j,f,h,p,n,l,d,s
s,q,t,b,j,s,i,s,q,s
n,q,n,o,j,m,t,c,k,n
p,r,s,p,d,e,g,j,n,e
h,b,c,a,o,i,r,t,o,q
b,j,a,e,j,m,k,c,b,s
d,q,a,g,t,i,f,d,j,g
m,c,m,a,d,b,o,s,g,a
l,e,t,k,m,l,b,a,r,h
n,a,d,j,s,a,f,t,a,s
d,j,k,s,o,s,r,l,b,i
m,p,j,l,k,d,e,h,e,o
p,r,n,k,c,p,s,a,p,o
k,j,s,h,l,f,j,t,n,p
g,l,h,f,l,h,k,g,g,k
g,n,t,e,j,g,r,j,s,j
f,b,t,i,r,o,a,j,p,o
p,n,h,l,k,b,q,h,s,h
t,o,d,e,p,i,m,b,h,i
f,t,a,c,s,a,r,n,j,n
g,l,f,b,f,r,t,g,t,h
g,b,t,c,t,d,t,c,r,s
a,m,b,c,r,l,i,o,a,c
r,j,s,o,d,h,k,c,t,k
n,l,t,t,p,l,q,a,o,r
i,k,o,h,q,c,e,k,n,h
g,k,b,g,l,o,b,s,h,g
i,g,b,h,e,s,d,a,g,f
s,r,h,k,p,r,b,f,q,t
e,q,c,i,a,o,k,m,o,j
c,k,r,f,h,h,p,s,h,o
b,b,c,a,c,d,s,j,a,h
i,d,k,a,e,j,b,s,r,b
g,a,g,d,p,b,m,i,p,q
k,j,l,s,f,d,b,t,g,c
i,k,t,j,h,g,t,h,t,l
o,o,l,n,d,r,r,p,o,h
g,n,q,f,t,k,n,q,j,p
r,m,t,m,c,j,t,b,r,n
f,n,e,a,n,i,l,j,h,c
b,g,j,f,b,b,m,b,a,g
k,o,d,q,j,b,f,c,h,e
m,t,i,p,e,r,q,o,c,l
p,t,f,j,p,q,q,g,a,e
t,k,f,t,i,j,l,i,a,r
r,s,b,n,e,m,p,e,q,n
o,n,s,f,m,e,k,i,d,m
a,n,g,g,j,s,i,k,k,s
c,q,c,g,o,d,s,k,e,f
f,e,a,g,d,d,k,a,k,b
i,h,t,b,h,q,r,d,q,d
b,m,l,b,h,r,t,a,s,o
e,s,e,r,h,t,q,o,c,s
p,g,e,p,m,s,t,j,h,o
a,q,a,s,r,e,q,a,r,i
e,t,q,c,n,s,a,c,b,t
m,t,e,a,d,f,c,q,h,o
g,n,o,o,d,c,k,k,p,t
l,r,m,d,c,m,e,f,p,o
g,m,l,d,l,n,b,e,l,k
p,s,r,a,s,d,c,n,l,r
g,n,f,p,k,d,n,t,t,r
g,f,b,i,s,c,e,k,l,m
c,n,n,f,i,h,n,e,e,k
f,l,f,b,m,o,k,k,r,c
e,o,a,g,s,q,r,q,e,o
m,k,j,g,h,d,p,r,g,i
s,f,o,c,h,s,g,e,d,m
b,o,r,j,i,i,q,d,l,h
j,b,n,d,k,h,a,c,j,c
n,l,m,s,i,e,g,q,r,p
t,e,d,l,m,d,c,o,l,s
g,b,r,t,p,i,r,f,j,q
b,d,a,o,p,e,n,g,p,m
i,s,n,q,f,t,d,m,a,h
o,t,e,m,d,s,b,h,p,o
o,j,k,q,p,b,l,b,d,g
g,r,h,j,s,h,r,n,n,r
l,t,c,i,i,n,f,k,s,n
d,o,a,s,c,d,m,b,a,n
q,k,c,t,l,s,e,i,e,p
m,f,r,o,j,n,f,s,b,k
o,f,s,h,n,r,a,i,p,h
d,q,q,n,j,k,s,b,m,n
j,m,e,i,c,j,n,r,o,g
o,i,i,h,t,j,p,p,k,p
s,c,t,d,a,r,j,k,s,r
g,m,m,t,p,n,h,n,p,b
g,m,b,k,c,o,a,n,a,n
q,t,l,g,l,j,c,n,h,j
e,r,p,o,b,o,l,f,m,o
o,d,c,f,o,k,d,r,r,m
d,l,h,j,p,k,e,e,e,r
b,d,r,p,m,m,t,i,q,p
o,b,t,q,k,q,j,n,l,i
n,s,c,s,j,j,a,c,d,r
k,o,d,f,f,s,m,i,s,d
l,q,c,p,t,g,k,j,a,s
a,p,j,n,i,l,d,d,p,r
h,t,b,g,k,s,r,s,r,e
j,c,n,q,g,d,i,q,p,a
o,r,c,m,j,o,m,c,g,b
f,s,a,h,m,o,p,m,e,d
e,s,j,n,p,n,p,e,n,b
d,p,r,f,n,h,s,b,h,p
o,m,f,b,q,r,m,f,j,m
q,e,m,f,k,o,c,q,j,d
i,t,l,l,t,h,i,h,i,j
m,d,d,s,i,n,h,c,m,g
e,c,l,q,m,t,a,c,r,b
r,a,t,f,h,m,g,a,i,d
d,j,c,c,q,d,h,t,k,a
f,n,q,h,q,r,n,a,n,q
t,j,g,m,l,s,i,o,i,o
r,r,a,q,n,a,k,t,a,q
p,r,e,q,m,f,s,d,i,i
g,h,c,n,h,h,n,g,k,k
j,i,p,t,t,q,o,s,a,f
h,a,l,p,q,s,e,d,e,m
m,h,e,i,l,n,b,s,r,c
s,g,f,q,b,e,e,g,g,h
f,k,t,t,h,b,a,e,s,t
j,o,o,g,n,b,n,c,s,s
r,e,r,b,l,a,s,a,o,c
m,l,p,r,p,n,h,k,b,o
p,k,l,a,m,e,s,r,h,l
j,h,s,a,q,g,c,h,g,q
