var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,t,i,t,j,g,d,a,l,p,s,a,c,r,b
j,l,g,q,r,b,a,m,b,k,b,q,b,n,d
d,a,s,q,p,q,s,p,i,f,o,c,i,h,p
r,s,n,t,r,n,p,s,s,k,t,j,o,m,i
h,l,j,l,g,d,k,k,l,m,q,l,l,b,g
r,c,e,o,n,m,q,b,e,o,q,i,s,f,h
d,t,p,d,o,q,i,h,t,l,s,a,q,o,m
j,b,a,d,t,e,e,q,e,g,a,a,b,p,n
l,b,s,f,o,r,n,q,c,r,e,j,d,t,i
j,m,p,k,b,q,f,m,m,j,k,p,e,n,p
a,c,t,s,a,k,i,t,a,h,m,g,r,e,r
d,b,h,m,q,j,h,t,j,t,h,p,m,l,o
o,a,m,p,c,b,p,c,p,c,k,j,l,f,l
o,m,i,f,i,s,c,o,t,f,l,g,k,o,t
c,t,t,n,n,m,f,s,h,o,j,q,p,f,p
o,s,c,s,c,a,t,q,l,b,p,a,q,g,q
h,b,b,f,a,s,i,q,s,c,b,h,g,l,a
t,t,g,t,h,j,i,a,r,n,j,r,a,e,d
f,j,f,r,p,j,e,d,m,s,e,s,t,f,f
j,f,e,e,g,e,t,p,r,j,h,p,b,d,k
f,o,r,d,c,f,k,l,r,p,i,r,f,n,p
a,f,m,q,l,i,n,r,t,a,j,i,c,l,m
g,f,q,n,o,o,t,q,e,c,a,h,q,t,k
q,e,h,o,b,i,p,j,i,g,g,g,f,c,d
q,p,e,q,h,k,o,q,s,l,o,t,k,c,t
d,m,l,m,b,m,t,q,s,q,g,g,r,j,g
e,h,j,o,h,i,n,d,d,d,m,m,n,l,i
e,e,d,k,g,p,q,a,k,g,p,q,c,i,j
n,t,e,p,m,c,k,d,q,t,n,o,d,p,m
t,o,e,p,s,j,l,t,o,n,t,f,k,e,c
i,i,j,o,m,n,a,i,q,i,i,h,b,b,h
e,t,s,m,a,a,s,n,o,o,o,j,a,h,h
g,n,c,n,h,i,n,k,k,g,d,p,o,h,i
a,o,k,s,j,e,j,l,g,q,s,i,k,l,p
j,f,c,k,d,s,p,s,n,n,n,p,q,a,g
f,s,b,o,g,e,f,s,n,o,r,e,d,t,p
