var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
m,k,h,f,h,n,k,m,a,i
h,b,o,h,j,d,d,n,c,i
n,o,g,c,l,h,c,h,l,f
a,b,m,e,m,c,n,d,b,l
k,m,j,i,h,f,e,b,i,m
c,b,a,i,c,d,l,b,d,g
a,n,c,l,c,a,j,j,m,i
j,b,j,f,h,o,d,e,k,a
c,b,e,n,h,m,i,m,c,h
c,c,e,k,d,h,n,j,k,l
h,a,a,d,l,a,i,m,a,l
i,g,a,i,b,d,o,o,i,i
j,i,h,e,d,b,j,h,b,h
f,b,a,h,k,d,i,j,o,f
l,m,j,o,i,c,b,d,g,h
j,m,i,e,j,l,a,g,n,k
m,a,a,o,l,g,b,e,i,f
j,m,f,f,c,g,i,e,k,l
i,l,l,o,h,a,f,g,k,m
d,c,f,h,j,d,m,l,j,j
e,l,k,c,c,i,o,l,d,m
d,h,b,c,c,m,m,d,a,h
a,a,k,c,g,l,d,e,b,e
k,c,f,h,g,m,g,e,m,g
o,e,k,j,j,a,k,l,j,m
c,e,i,d,b,g,m,e,i,c
l,l,l,e,l,i,c,b,j,o
n,m,f,k,e,g,l,c,c,g
a,a,h,o,g,i,h,b,l,m
n,a,k,b,g,o,m,h,e,l
l,e,l,i,d,h,c,d,d,i
b,k,d,o,l,d,k,b,d,l
f,l,f,g,g,c,o,b,d,m
j,a,e,e,f,c,c,n,i,n
d,l,f,c,o,i,h,b,k,l
c,i,j,h,h,d,h,j,i,k
m,l,a,b,d,a,h,i,g,d
m,f,l,k,b,d,m,k,o,l
b,i,d,i,i,o,f,b,m,i
k,b,c,c,b,n,i,o,f,h
h,o,e,o,g,c,k,n,j,o
f,f,k,f,m,i,d,l,e,a
j,o,f,c,h,b,b,i,j,d
a,d,j,h,b,d,b,j,i,i
c,j,f,i,c,i,f,k,n,b
a,b,n,h,j,c,k,n,f,o
a,l,i,m,b,e,a,k,e,n
n,e,e,h,h,h,l,f,j,a
l,h,e,j,d,c,k,o,d,g
c,o,j,f,o,o,c,b,n,o
b,h,j,g,m,e,l,e,c,i
l,a,l,h,h,o,f,l,g,b
j,f,e,k,a,i,l,e,h,b
i,a,g,g,j,b,k,e,n,g
j,g,a,c,o,d,c,g,a,a
l,j,e,f,k,d,b,o,l,a
c,j,f,c,l,o,d,b,c,g
c,b,n,o,c,h,g,n,n,m
d,n,m,o,e,o,l,g,f,g
l,i,j,h,n,h,n,k,i,a
n,e,a,l,j,j,m,l,k,d
b,e,o,c,j,c,b,i,h,o
n,f,e,k,i,g,k,f,g,b
f,c,f,e,c,g,b,i,j,e
h,i,k,b,l,a,k,b,e,g
i,j,g,c,m,a,h,h,c,i
n,a,a,g,m,k,m,f,c,f
b,l,c,c,i,i,d,e,i,a
n,i,l,d,a,n,o,f,a,k
i,m,b,i,l,d,h,h,m,h
j,j,b,k,f,m,f,g,k,j
m,d,d,h,l,g,o,b,d,d
c,j,n,b,c,a,c,e,d,l
o,d,f,h,h,b,a,b,f,m
g,n,b,h,i,k,h,n,i,b
b,m,i,c,f,j,a,n,i,b
m,g,n,d,l,h,h,d,l,a
i,h,n,h,d,e,j,l,h,b
a,k,l,m,c,d,l,h,j,b
a,h,a,h,k,a,i,e,l,c
c,b,a,i,k,i,a,f,m,d
b,n,a,c,k,m,c,i,e,k
m,l,e,h,f,a,c,k,i,k
i,l,b,l,j,o,k,h,l,j
o,j,i,e,a,f,m,b,d,i
d,e,e,d,k,f,g,c,l,a
b,f,e,c,e,m,j,d,b,n
g,j,d,l,j,i,j,m,n,b
b,h,g,j,k,k,d,f,f,l
i,k,d,c,c,m,b,l,g,h
l,h,c,g,j,f,g,a,i,d
a,o,k,e,c,o,l,j,e,m
k,h,h,n,k,d,g,f,m,g
c,l,i,m,c,k,e,a,m,h
h,f,b,l,a,f,b,b,m,l
a,d,f,i,j,j,k,a,a,e
b,o,k,h,l,n,j,c,f,a
k,f,c,a,o,m,m,d,g,m
