var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
l,e,a,k,c,j,g,o,d,m,k,a,i,n,m,b,c,n,c,f
g,g,l,a,c,a,a,g,g,o,b,g,h,n,e,o,l,o,e,k
i,b,i,n,o,g,b,j,c,e,l,n,h,h,e,c,m,h,h,n
l,g,o,h,j,h,n,g,i,g,l,f,m,g,n,j,i,m,k,f
e,f,e,j,c,l,d,f,e,h,j,c,f,l,k,e,a,g,h,d
n,g,n,m,e,l,i,f,b,i,g,b,c,h,o,l,m,h,h,k
a,c,c,j,e,e,o,j,o,c,h,k,o,c,n,c,h,i,b,b
g,g,k,m,c,i,a,m,f,b,c,k,d,n,f,n,b,i,c,i
d,g,c,k,c,f,b,o,g,c,d,i,h,h,k,m,i,f,l,h
d,k,c,l,b,g,n,j,j,g,n,c,e,a,g,a,k,d,j,l
g,d,n,e,o,o,b,c,d,g,n,l,e,h,o,k,b,i,n,o
k,o,n,c,h,a,e,l,m,m,l,f,l,l,o,i,l,m,e,n
b,i,a,k,b,k,o,e,i,c,g,i,g,b,m,g,j,a,h,i
f,g,n,b,i,a,b,j,a,e,a,i,f,j,g,e,e,a,c,o
i,a,d,m,f,h,f,h,b,c,d,m,a,o,n,a,l,o,h,m
b,f,o,k,a,l,c,n,h,n,j,e,h,h,e,k,g,m,g,b
l,d,n,f,o,b,k,l,e,o,o,f,k,m,b,a,f,e,d,l
b,b,g,o,e,l,b,j,f,g,g,m,j,e,a,d,m,i,m,g
k,c,k,f,c,j,l,n,f,a,c,d,i,j,k,e,c,k,l,d
m,i,f,a,o,a,j,k,k,o,j,d,d,g,a,i,e,d,c,c
l,h,h,l,e,l,m,k,l,k,m,c,m,d,k,m,i,f,k,n
n,i,f,l,e,m,j,h,j,c,h,i,g,f,a,g,a,e,k,i
c,d,h,m,m,n,n,m,i,h,i,n,n,h,n,f,k,i,i,m
e,k,g,k,m,f,e,k,m,k,d,b,o,f,n,m,g,e,e,k
m,n,n,m,a,o,g,k,k,n,j,d,g,n,c,h,l,j,c,c
g,n,o,e,m,b,i,c,f,k,b,a,i,e,e,g,o,o,a,a
i,k,k,h,o,g,h,f,k,j,k,l,e,b,i,e,b,e,d,i
j,a,k,k,l,b,i,c,g,i,b,n,k,f,a,f,c,h,m,j
f,n,a,f,m,d,h,f,c,f,d,a,k,o,l,k,k,i,c,g
c,d,h,g,m,l,n,e,m,g,j,h,g,e,a,o,d,n,k,f
g,n,k,c,c,h,e,h,l,m,g,i,g,n,o,g,h,b,c,f
h,e,j,f,o,a,g,a,l,g,b,l,l,d,d,a,c,n,b,c
m,l,g,g,m,h,m,a,k,a,j,m,o,k,o,a,i,n,l,c
b,d,m,h,d,h,h,g,e,f,l,m,k,e,a,i,e,k,c,e
l,h,j,a,n,n,k,f,m,g,k,d,m,e,l,m,n,b,b,a
d,j,e,a,c,a,k,j,e,n,j,f,o,i,i,o,m,l,b,f
l,c,m,g,b,o,k,i,b,l,h,a,m,f,e,j,m,b,j,k
l,m,k,d,g,a,e,d,a,g,k,g,c,h,m,e,o,c,k,a
n,i,j,d,h,m,l,f,o,m,m,n,n,f,c,n,c,o,e,m
e,g,d,l,b,e,b,l,j,c,d,l,h,j,k,g,i,g,b,l
g,b,c,n,m,h,g,g,k,j,k,b,m,m,a,g,e,c,j,g
f,i,h,j,j,i,h,k,m,b,c,k,f,f,g,h,l,j,n,j
b,e,c,l,c,k,h,i,k,l,o,f,m,d,h,o,e,i,n,m
o,a,e,a,g,a,f,j,a,o,f,a,f,n,d,n,h,j,g,n
o,a,g,c,e,i,l,l,h,d,o,c,o,c,m,l,i,l,d,j
i,n,a,a,a,g,g,i,j,j,b,e,c,l,j,g,h,f,i,o
i,h,o,n,g,d,c,d,m,b,g,d,c,g,k,d,h,g,h,f
