var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
l,e,a,k,c,o,i,o,d,m,k,a,d,n,m,n,e,a,c,k
g,g,o,k,a,a,a,c,g,m,b,h,j,h,f,o,d,f,i,n
c,b,g,l,o,g,b,o,c,e,l,l,h,c,m,c,b,h,h,n
e,b,m,h,j,h,n,g,i,g,h,f,c,g,h,i,i,h,k,f
e,f,i,l,c,e,d,f,e,a,d,e,f,d,a,e,a,g,h,d
d,g,l,b,l,l,i,f,b,i,g,b,c,h,o,f,m,h,h,e
o,c,c,j,e,e,o,j,o,l,f,k,o,c,a,i,n,i,g,b
b,g,k,d,c,m,a,b,f,b,c,k,d,n,f,n,k,i,m,i
d,f,c,k,c,f,f,o,g,c,o,i,l,f,k,m,i,i,g,f
d,k,c,d,b,g,n,j,f,g,g,k,e,a,g,g,k,d,j,l
n,d,n,e,o,f,a,c,d,g,n,l,m,h,i,f,b,i,j,o
k,o,n,c,h,a,m,l,e,m,l,k,l,l,o,d,l,c,e,n
b,d,a,o,b,h,a,e,i,c,g,i,n,o,m,k,h,k,e,l
f,g,n,b,f,l,b,j,a,e,a,i,f,h,e,e,e,h,e,k
e,a,d,l,f,h,f,h,b,c,h,m,a,k,j,d,l,o,h,l
b,f,l,e,j,n,c,n,h,n,i,k,h,h,c,k,g,m,o,b
l,n,n,f,h,b,f,l,e,o,o,f,b,m,b,a,f,e,o,l
b,f,g,o,e,o,b,j,f,c,a,b,o,e,o,o,m,i,m,c
k,c,k,f,c,f,l,e,f,a,o,m,d,j,k,e,c,k,l,d
n,b,f,g,g,a,j,k,k,o,j,k,d,g,f,i,e,d,k,c
i,h,a,l,e,i,m,k,l,l,m,c,m,d,k,m,i,j,l,k
n,i,b,l,e,m,k,h,j,c,h,a,g,f,a,g,a,e,k,i
c,l,h,l,m,n,n,f,i,h,i,n,n,a,e,f,k,m,k,c
a,n,n,a,m,f,e,m,o,d,d,e,f,f,f,k,j,b,l,k
m,n,m,h,a,o,g,k,k,a,j,d,l,n,c,h,j,j,c,d
g,n,o,o,k,o,j,c,f,l,f,i,f,e,e,g,o,o,g,m
l,a,k,h,o,i,h,f,k,g,k,l,n,b,i,f,b,e,k,i
j,a,k,k,l,b,i,l,g,j,b,n,b,f,c,f,c,h,m,j
o,d,a,f,m,d,b,f,c,f,d,a,k,o,l,f,b,f,m,j
c,d,g,g,m,m,n,e,f,g,i,h,c,e,a,o,d,k,k,l
g,n,k,c,c,g,k,h,c,e,g,i,a,n,o,n,h,b,c,f
h,e,j,f,b,n,g,a,n,g,j,l,n,d,d,a,c,n,b,c
m,l,g,b,m,h,m,k,k,a,g,m,f,k,f,a,i,n,l,o
b,d,l,h,d,h,m,g,g,f,l,b,k,e,h,g,a,k,c,e
n,h,j,n,n,n,k,f,f,g,k,g,o,e,l,m,n,b,b,c
d,j,e,l,c,a,k,j,e,n,c,f,e,c,i,o,c,d,n,o
l,h,n,g,b,o,k,i,b,l,h,n,c,f,h,j,m,c,a,k
l,m,f,d,g,b,e,d,a,g,k,m,c,f,m,m,d,c,k,a
k,h,j,c,h,m,l,f,o,m,m,n,c,f,c,e,c,o,e,c
e,b,l,l,g,i,b,l,b,c,g,j,h,h,k,g,i,g,b,l
g,b,c,n,m,h,g,g,k,b,k,b,m,j,a,g,e,a,m,g
f,i,h,j,j,i,h,k,m,b,c,o,f,f,g,h,l,j,g,j
b,e,c,l,c,k,f,i,k,h,o,f,m,d,h,o,e,c,n,m
o,e,e,g,m,a,f,a,a,k,b,a,f,n,d,n,h,b,g,g
o,a,i,c,e,b,l,a,g,m,o,c,o,c,m,j,h,l,o,j
c,b,d,a,a,i,g,g,j,l,b,i,c,d,j,h,h,f,i,k
i,h,o,n,g,k,c,d,m,f,g,h,c,a,k,d,h,i,h,k
j,n,l,a,c,g,i,b,j,l,l,m,d,l,d,i,l,c,o,i
i,i,e,m,b,h,m,l,o,i,e,n,b,d,f,n,k,f,a,f
b,b,l,o,n,a,h,l,h,j,n,i,a,k,m,d,a,o,j,d
g,n,a,b,j,l,m,m,g,m,h,b,h,h,a,l,n,d,i,e
i,g,f,n,c,i,l,e,k,k,g,g,c,e,h,k,e,l,e,b
b,m,c,i,f,i,i,i,n,n,a,g,i,e,g,o,h,l,k,e
k,b,i,f,j,k,g,i,h,a,m,o,l,a,o,k,a,d,i,j
b,o,n,l,n,a,h,n,m,b,g,a,j,l,c,k,h,c,f,n
i,f,c,o,i,a,f,l,c,a,k,f,l,a,e,m,e,e,n,j
d,e,g,d,o,h,a,o,g,e,c,i,g,d,g,g,n,j,m,g
d,l,d,f,e,l,m,g,h,m,j,d,a,k,a,h,g,b,g,d
n,c,m,e,m,m,i,n,j,i,k,a,m,f,f,k,k,a,a,b
k,c,e,j,k,e,m,d,e,f,g,h,b,i,n,b,m,f,o,d
j,n,n,j,a,l,j,f,f,g,g,i,j,e,o,a,d,f,o,e
c,n,l,l,a,h,f,n,n,k,c,l,e,f,a,g,g,h,h,a
n,m,c,d,h,b,g,b,n,d,g,c,o,g,j,l,e,a,a,b
f,k,g,l,e,b,f,i,k,h,i,h,i,d,e,n,g,e,i,c
g,j,k,c,o,m,g,f,m,i,b,h,c,d,g,f,l,a,n,g
k,l,i,l,j,o,k,e,g,m,j,c,f,d,h,d,f,l,c,i
j,d,n,e,g,e,j,b,e,e,k,c,k,o,c,l,g,g,e,m
n,h,a,m,h,k,a,a,a,b,f,h,i,a,a,i,l,k,m,f
g,i,k,e,f,j,m,b,a,n,c,n,h,n,b,b,a,c,j,k
k,f,f,c,o,a,k,e,o,c,h,d,d,g,k,e,h,b,a,m
b,i,f,d,d,f,l,n,f,e,b,l,b,l,c,l,f,m,g,g
n,a,j,h,o,b,m,d,g,l,h,j,h,h,b,i,k,d,l,f
i,l,d,g,e,o,h,a,j,g,g,b,d,g,d,i,h,m,a,l
c,a,g,a,c,k,c,f,j,g,b,b,c,k,j,d,b,k,l,b
m,c,f,g,h,e,k,g,h,c,c,g,o,g,i,o,f,g,m,c
m,f,f,c,d,l,c,g,e,d,o,m,j,m,b,j,n,d,k,k
l,c,d,e,o,k,k,h,c,f,h,e,b,m,b,h,f,d,c,i
k,i,d,a,n,o,l,k,n,d,d,f,b,h,l,k,i,j,n,j
a,e,k,l,c,a,i,e,i,h,b,l,c,h,i,e,o,d,g,f
o,l,l,d,i,o,b,m,c,n,m,l,j,i,g,c,g,b,j,e
k,a,n,c,i,i,c,b,o,l,h,b,n,f,e,k,c,b,e,o
h,c,n,l,i,m,e,i,m,e,i,k,k,d,n,a,h,f,k,k
l,k,c,c,d,o,h,j,e,n,g,g,j,c,j,g,h,c,g,i
k,h,f,j,c,m,g,e,c,o,f,o,j,c,c,l,h,f,l,d
l,l,o,h,b,e,m,f,l,h,h,e,o,g,h,h,e,h,d,d
c,n,b,n,i,k,e,e,c,b,d,i,a,m,l,k,i,h,a,j
h,b,c,l,l,i,o,h,i,f,n,h,h,c,d,c,j,l,g,j
m,i,j,e,n,i,l,o,b,l,b,g,k,o,l,c,f,i,e,l
h,i,i,m,i,e,a,c,b,h,a,c,f,f,m,d,i,a,o,b
k,e,j,l,i,f,f,k,b,c,o,f,k,m,g,k,h,n,c,b
j,i,b,b,c,j,e,c,e,n,b,b,b,h,j,o,f,o,d,b
g,k,h,h,e,e,i,j,m,a,k,b,h,i,k,j,f,c,f,d
o,i,a,k,i,a,e,b,n,d,f,b,f,l,n,k,l,e,d,c
k,h,o,n,e,e,d,c,o,c,j,g,a,m,f,f,d,a,k,e
g,m,f,j,k,c,f,f,o,h,h,h,j,i,i,h,c,k,i,j
o,a,c,c,a,l,g,b,n,h,k,n,k,a,e,e,n,f,k,k
o,b,d,c,o,j,o,a,j,c,f,c,n,i,a,o,e,f,j,e
b,m,i,i,n,k,j,c,a,a,b,a,o,k,j,o,l,e,l,l
f,e,i,e,j,f,l,k,f,h,e,c,i,n,b,i,k,l,c,b
m,i,c,m,m,a,m,f,i,g,i,b,i,n,b,c,c,o,k,o
m,b,o,f,o,g,a,e,k,f,e,d,b,m,b,e,a,h,d,m
d,m,e,j,l,d,k,j,j,c,n,b,f,n,g,m,d,m,e,g
j,c,b,k,h,k,b,k,l,f,h,d,f,o,k,a,d,j,k,d
b,h,b,l,l,h,j,o,b,e,h,h,m,m,l,e,l,o,h,h
c,a,n,m,d,g,d,k,a,a,h,o,h,a,m,a,c,e,j,f
j,n,c,d,b,e,a,m,n,e,e,i,j,h,o,j,d,e,f,l
n,i,j,a,j,b,d,m,d,m,d,m,i,f,j,l,j,k,m,d
g,m,b,e,l,j,b,b,o,g,m,h,j,n,a,e,m,i,g,g
h,g,e,m,b,i,h,b,b,o,h,f,k,o,d,m,f,d,g,j
m,o,d,i,k,e,d,f,c,a,e,o,c,k,k,g,c,d,j,a
c,k,d,f,j,f,h,k,j,h,a,e,j,b,k,k,d,c,n,i
a,h,d,j,n,o,f,b,m,o,a,b,m,n,b,h,d,b,h,e
j,c,b,e,b,o,f,h,l,e,o,o,j,k,l,c,i,f,i,m
k,i,a,i,k,e,b,e,k,k,e,a,o,j,k,d,n,n,d,a
l,f,e,o,o,a,e,g,l,l,d,m,c,g,f,g,h,n,e,m
o,o,i,k,g,e,f,c,a,c,m,b,f,f,o,c,e,i,i,e
c,k,g,f,o,i,i,l,j,j,j,h,i,c,i,o,h,a,b,g
m,c,m,b,m,c,k,l,k,b,e,e,h,m,o,i,h,c,i,b
c,m,l,o,h,b,b,b,l,h,j,b,i,e,l,m,b,c,g,n
n,k,m,o,j,c,i,a,k,g,k,f,i,a,b,e,c,k,j,l
l,g,f,i,n,e,g,n,b,c,c,c,m,k,a,g,c,j,h,g
d,c,f,m,f,c,b,o,d,j,a,n,e,g,l,h,l,o,b,o
g,i,l,k,i,e,m,l,l,e,m,o,i,o,j,l,h,h,m,c
m,c,c,e,b,b,l,o,c,e,i,m,c,l,g,d,o,m,l,n
