var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
j,a,a,i,e,d,j,d,c,h
h,c,b,a,i,j,c,h,i,d
b,f,h,c,h,j,d,d,c,e
e,i,a,b,j,f,j,f,a,f
e,e,d,b,g,e,b,h,e,b
j,e,c,d,b,c,b,j,e,b
f,j,f,c,g,e,c,j,j,g
b,b,c,h,j,c,a,i,a,c
a,e,j,j,g,g,c,a,d,c
g,j,h,a,h,c,g,b,a,e
a,e,d,e,b,a,f,f,a,d
h,h,i,i,f,g,b,j,f,g
a,j,g,j,d,i,g,j,c,h
j,b,d,e,h,i,c,h,i,b
d,f,d,a,h,f,f,i,h,b
a,e,i,a,b,c,j,a,g,i
b,f,i,d,e,d,c,i,i,e
i,h,g,f,b,e,i,f,i,f
f,j,g,e,b,f,d,h,i,h
c,e,g,g,h,e,c,c,g,a
b,g,d,a,b,e,f,i,i,i
f,g,d,a,h,c,j,c,e,a
g,e,i,c,e,c,a,d,g,f
j,i,f,i,c,i,i,d,g,e
j,f,b,j,h,h,g,j,a,g
h,e,i,h,d,c,j,i,c,j
j,f,b,h,h,f,c,i,f,i
d,b,f,f,h,c,b,f,h,d
c,i,j,a,c,c,h,a,f,h
h,i,b,j,j,c,j,h,f,j
i,c,g,a,e,c,j,a,g,f
b,f,a,d,a,j,i,a,c,d
g,d,i,j,f,h,c,a,a,c
b,f,d,j,b,g,b,j,b,i
i,g,b,d,i,a,b,e,i,i
a,d,e,f,g,g,h,e,f,e
f,c,j,j,a,g,i,i,e,h
f,f,e,a,f,c,f,b,e,c
d,j,h,f,e,b,c,i,d,a
i,b,d,f,b,f,j,b,j,f
e,e,c,j,b,c,j,i,a,g
e,f,b,a,e,d,i,f,e,j
e,i,c,h,h,b,b,e,e,f
g,i,j,f,d,c,j,e,d,b
e,j,c,g,e,a,h,i,a,e
i,i,a,a,i,h,d,d,i,e
i,b,e,i,h,h,h,h,a,a
d,g,c,c,c,c,b,f,d,f
c,a,j,b,b,b,b,e,i,i
g,j,j,c,h,d,c,f,a,d
j,b,f,b,i,e,a,i,j,d
h,f,g,b,j,c,c,f,g,h
