var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
f,g,a,d,j,b,e,e,j,d,i,j,b,d,h
b,f,g,g,d,i,g,i,f,g,e,i,c,f,b
h,c,j,c,b,i,j,e,h,a,i,j,i,d,b
e,c,a,a,i,a,c,b,e,b,a,i,c,a,a
d,e,i,a,d,h,d,i,i,h,h,f,f,i,f
f,j,i,a,h,i,d,d,e,j,j,j,h,b,j
b,b,h,c,g,h,a,j,a,f,g,c,d,e,e
c,f,i,c,f,c,g,b,e,h,i,f,g,e,j
i,j,d,i,g,e,a,g,h,h,a,i,a,a,g
a,b,b,h,g,e,i,d,f,a,j,d,i,b,f
h,j,e,f,a,j,j,b,e,g,f,b,b,d,f
f,f,c,b,i,e,j,f,b,f,b,c,c,e,g
h,h,g,b,b,f,h,d,g,e,h,d,f,a,i
f,e,g,f,c,g,h,i,g,j,b,b,e,i,e
j,d,d,h,c,a,e,f,j,j,b,i,b,c,d
h,f,b,d,d,c,h,g,f,i,i,b,b,h,b
h,c,b,c,j,d,a,e,j,f,e,d,f,g,a
e,f,h,i,c,h,c,c,a,b,c,b,d,e,b
j,b,d,c,c,a,f,i,g,a,h,c,d,f,b
f,i,h,g,c,h,b,f,f,h,f,h,f,f,g
b,i,e,i,a,h,i,e,f,f,e,a,b,a,a
b,h,e,c,c,g,c,f,d,i,c,b,e,d,d
h,b,d,f,j,c,b,h,f,b,a,g,c,e,a
f,a,e,d,i,f,f,e,f,a,d,j,e,h,e
f,h,c,f,c,e,c,d,j,e,i,f,d,b,j
g,j,i,j,b,d,e,a,d,e,i,f,g,e,j
f,d,f,a,c,h,a,h,d,c,c,d,h,c,j
j,e,f,i,d,h,d,b,c,g,f,b,a,j,g
a,c,h,i,e,h,g,g,b,d,f,c,c,g,e
i,d,g,d,h,i,c,i,d,e,b,c,f,g,h
f,b,h,a,a,c,i,f,e,b,a,b,d,g,j
d,c,a,b,e,g,h,f,j,g,a,b,i,i,e
i,i,d,f,h,g,a,b,c,h,c,j,c,a,j
a,j,a,h,g,e,d,d,d,c,i,h,d,c,b
g,f,g,b,d,g,h,j,f,c,a,j,f,b,h
a,i,g,j,g,b,g,c,f,g,d,j,e,a,g
i,d,b,d,e,a,h,c,d,d,e,j,h,d,a
i,b,j,h,h,a,j,e,c,a,d,f,b,d,h
b,b,i,i,a,j,c,c,h,f,g,e,d,c,b
e,e,a,i,a,a,c,d,c,b,b,j,h,h,j
d,j,d,d,a,j,h,g,i,f,f,e,d,d,h
d,c,f,j,j,f,h,b,i,h,h,a,i,d,i
c,g,i,j,g,j,d,j,f,e,j,b,c,b,b
i,e,e,g,b,c,e,c,h,j,j,c,d,g,a
d,j,i,g,i,g,g,g,e,a,h,f,d,g,c
h,a,b,f,g,b,e,h,g,a,f,g,c,g,f
e,e,j,e,d,b,g,d,e,i,j,e,d,b,d
d,d,g,c,i,c,h,b,g,e,h,h,a,h,f
d,g,b,a,a,j,d,j,g,h,e,d,d,f,b
i,j,b,g,b,a,c,f,e,g,e,j,a,i,b
f,b,a,h,f,h,b,d,c,g,a,a,i,i,c
f,a,b,g,f,f,e,d,g,e,j,b,g,i,b
a,f,c,h,f,i,b,j,g,h,e,c,i,e,e
j,f,e,b,h,i,d,e,j,f,d,i,d,d,b
f,j,d,j,f,d,f,j,h,e,h,c,e,a,h
d,b,d,d,c,i,g,h,h,g,e,d,b,g,h
c,b,f,i,a,d,c,h,c,e,d,i,b,d,g
g,e,j,g,c,h,c,b,c,j,c,h,i,f,h
