var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
e,j,c,g,f,i,a,d,e,g,a,g,g,a,c,e,e,e,j,e
b,g,j,i,h,e,c,c,h,e,g,b,c,e,g,i,e,e,j,g
i,c,e,j,d,h,i,d,e,b,j,g,d,a,g,c,g,c,a,e
d,d,c,f,f,j,b,a,b,j,h,c,b,i,d,c,i,f,f,g
i,g,d,h,j,a,i,c,d,c,g,c,j,c,b,e,b,j,a,i
e,f,b,b,g,h,i,e,e,f,d,g,e,f,d,f,i,j,j,f
b,a,a,j,e,g,g,g,b,e,h,e,j,h,e,j,j,j,c,f
g,j,b,e,j,g,c,f,i,c,d,j,h,h,d,h,h,a,f,d
h,f,i,c,f,d,g,d,j,c,e,b,h,i,c,j,h,b,c,b
g,a,c,h,e,d,b,e,f,b,d,h,d,f,b,i,e,e,d,e
j,a,j,f,i,c,e,f,i,a,c,j,g,h,b,d,g,j,j,j
e,e,g,b,a,d,i,h,g,e,a,d,g,h,j,d,f,b,g,c
j,h,f,b,d,e,h,e,h,a,b,h,j,i,h,j,f,g,i,j
e,i,b,f,c,f,h,c,h,f,a,h,i,c,e,b,b,f,c,j
i,c,i,h,c,j,e,h,b,f,a,b,b,d,f,j,g,f,a,a
j,f,d,g,i,g,h,i,a,a,a,j,g,e,g,a,h,g,g,j
j,c,i,j,b,i,g,d,h,h,a,h,j,j,c,c,e,i,b,d
d,e,a,c,c,a,g,i,h,j,i,j,c,h,g,f,g,g,e,j
i,a,i,f,c,j,a,c,h,g,b,e,e,e,g,g,h,e,c,a
e,j,a,i,c,h,d,h,a,d,c,a,j,j,h,h,f,f,e,b
g,j,j,c,i,a,b,a,h,e,g,f,g,i,h,i,a,i,e,c
d,h,j,j,c,j,j,h,f,i,i,j,i,b,f,g,e,c,b,e
h,e,i,j,j,i,d,e,a,j,e,i,b,h,g,j,f,h,d,h
e,d,j,d,a,e,h,d,i,b,f,g,g,g,e,b,d,i,a,e
e,h,a,g,c,d,j,e,i,i,a,d,c,f,d,f,e,j,i,c
f,f,b,e,d,d,e,d,c,e,e,a,h,h,j,a,c,b,i,e
e,j,h,e,c,a,g,b,g,h,i,h,e,d,d,j,g,d,i,g
f,i,i,c,h,a,h,a,j,d,g,j,f,j,j,a,b,g,b,f
a,h,a,c,f,g,c,i,g,g,c,e,f,j,e,j,b,d,j,a
h,g,f,g,g,g,a,c,g,a,a,e,j,f,c,g,a,e,g,a
e,a,a,h,i,g,b,i,i,e,e,j,c,j,d,e,i,j,g,d
g,c,c,b,f,f,h,i,b,d,e,j,a,g,g,b,e,c,b,e
h,a,i,j,g,f,g,a,c,a,i,g,f,e,d,i,h,h,f,f
g,j,c,h,i,d,i,e,f,h,j,a,i,d,g,d,h,d,a,j
f,f,f,b,h,f,f,g,h,h,e,g,j,f,c,j,e,a,e,c
g,j,f,e,e,d,c,f,d,c,f,g,i,i,j,h,f,d,e,e
h,j,d,h,f,j,h,f,d,g,g,a,e,a,a,h,c,b,i,i
b,a,e,h,g,g,e,d,c,e,f,c,g,a,a,e,d,g,a,i
i,a,g,e,e,c,j,f,j,e,h,d,c,d,g,c,h,j,e,e
b,i,c,c,i,j,j,i,c,j,a,g,e,g,d,e,f,h,e,g
c,f,i,f,i,g,a,i,i,e,f,d,b,a,c,e,i,h,j,e
b,c,j,f,b,i,h,a,d,c,b,f,d,a,h,c,f,j,d,i
g,b,b,e,j,c,i,g,a,j,d,j,b,f,g,j,e,e,h,c
h,d,j,i,d,g,f,g,j,f,d,d,c,b,a,j,b,e,f,e
c,f,b,j,e,f,c,c,e,a,f,h,c,j,j,b,g,c,f,e
j,d,d,c,h,b,f,b,h,b,c,i,b,j,b,f,b,i,i,j
d,i,e,d,f,b,c,i,i,i,d,g,c,f,f,h,e,e,b,d
c,g,f,j,a,g,h,a,h,a,b,a,h,c,h,c,d,f,c,a
d,g,d,a,i,c,i,g,h,c,g,h,e,e,g,d,b,b,d,h
h,f,d,f,c,i,a,a,i,d,d,g,a,c,g,j,h,j,c,f
