var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
m,e,p,n,b,r,n,t,f,h,i,q,k,n,j,n,k,o,j,g
l,m,e,k,r,s,b,h,g,k,j,e,h,f,b,e,o,o,d,t
k,s,q,o,j,h,l,l,d,n,m,s,m,t,b,a,l,m,g,m
r,t,b,n,r,e,h,n,s,k,l,c,g,r,s,i,l,m,t,s
p,o,g,d,q,m,d,t,o,l,h,r,a,p,c,h,e,p,b,b
c,m,e,j,d,i,m,f,d,f,p,b,j,a,g,b,s,i,h,p
b,e,l,n,t,h,i,g,s,j,t,q,e,o,r,a,r,o,j,a
i,b,t,k,j,p,a,k,d,r,o,q,h,h,p,n,k,d,f,k
d,h,c,g,t,e,n,k,e,a,e,c,e,s,p,c,p,i,b,h
l,q,t,q,m,h,f,h,h,d,m,f,j,f,b,b,a,j,t,j
f,m,e,r,a,s,i,i,p,i,r,n,b,g,i,f,o,m,m,o
b,b,o,m,l,b,s,d,q,o,p,f,r,e,m,s,h,f,o,d
m,s,r,a,o,s,h,o,k,g,m,q,a,a,d,n,o,k,r,r
m,p,n,g,c,q,q,o,d,q,e,n,o,o,n,a,g,m,b,k
a,e,i,p,d,i,f,n,b,h,n,e,q,a,b,f,o,n,s,p
f,t,f,i,o,r,c,o,b,t,c,q,e,l,t,g,a,j,q,b
p,h,d,g,a,g,n,k,s,s,c,b,s,p,h,r,i,b,g,p
i,e,a,n,l,b,i,t,m,p,n,g,s,t,f,j,f,b,b,s
f,j,q,c,p,b,a,i,t,q,j,i,f,a,l,c,d,j,m,o
l,h,e,k,q,a,c,l,h,d,p,m,h,p,k,t,i,l,g,o
f,e,r,t,o,n,d,t,m,h,n,g,d,f,b,j,i,t,s,n
n,d,k,o,s,k,n,b,i,e,r,b,q,b,b,g,s,d,l,n
k,d,j,p,t,o,n,c,d,f,o,r,e,o,a,r,h,s,k,d
e,g,o,p,t,k,q,d,n,j,d,g,t,k,f,n,e,t,l,p
s,i,e,o,r,s,j,k,s,j,n,b,e,k,n,l,e,p,g,c
m,h,h,m,m,j,c,k,s,c,p,n,b,b,c,c,i,j,i,q
g,i,m,j,s,b,n,k,l,e,r,s,k,p,s,b,d,s,b,t
g,j,n,q,r,d,k,t,q,i,h,e,k,k,q,g,a,o,g,p
o,e,e,b,h,j,d,m,t,n,i,j,i,h,r,r,s,c,b,t
a,a,e,k,g,b,t,i,a,o,n,g,d,g,e,c,h,f,f,q
c,r,g,j,r,b,j,a,n,t,n,t,h,p,g,j,r,i,r,e
g,e,g,m,a,r,l,c,a,m,t,c,c,q,g,n,a,m,b,o
k,l,f,p,l,t,n,b,n,r,k,f,g,t,s,g,i,t,b,i
n,a,j,c,b,a,r,b,j,c,g,b,d,e,b,s,t,c,i,j
l,d,f,q,f,q,h,n,n,p,i,f,e,j,c,l,c,m,q,n
f,p,d,j,t,r,t,n,n,m,f,h,i,l,b,r,c,e,g,f
a,p,n,d,m,q,k,b,n,k,m,i,q,f,s,d,q,t,a,c
k,o,i,n,j,s,o,g,e,k,n,r,r,m,q,b,r,r,a,a
k,f,s,p,b,f,k,o,s,s,f,e,r,k,b,q,l,p,i,i
l,l,l,e,i,j,t,g,b,h,t,l,d,o,r,c,n,h,g,h
g,a,a,l,h,j,a,b,f,t,o,p,t,j,r,q,n,q,c,i
d,g,f,d,a,o,s,r,r,a,n,g,r,j,a,d,g,s,c,h
b,i,g,p,f,q,t,a,n,o,n,t,b,c,p,o,n,j,b,p
l,f,b,g,h,o,k,i,o,m,h,o,d,n,a,e,t,k,p,b
d,e,p,r,c,p,n,h,k,i,o,j,k,i,b,e,p,i,m,k
d,n,b,d,b,q,l,o,o,j,e,p,m,n,q,c,d,b,g,b
k,e,n,q,m,t,i,n,d,q,e,d,c,r,s,l,d,a,r,h
t,q,k,l,t,k,f,d,c,t,i,f,c,h,g,c,b,a,h,b
c,a,k,r,i,h,g,s,f,r,l,n,q,a,e,p,e,m,f,k
e,i,b,f,k,h,b,k,i,p,e,s,m,n,q,a,l,p,b,h
s,r,d,i,d,f,k,g,d,a,e,s,b,o,i,r,c,e,p,g
q,i,h,f,j,s,q,m,r,s,i,p,e,c,e,g,a,c,r,b
e,s,b,a,q,f,k,l,d,g,f,a,k,q,p,l,b,o,b,t
a,e,f,h,i,d,h,m,l,o,a,o,j,g,m,f,m,s,m,s
o,j,q,h,p,d,c,t,m,k,j,q,t,p,e,n,r,m,s,p
k,m,p,o,l,l,s,t,j,l,f,s,i,s,c,q,e,a,s,d
q,k,n,e,t,p,g,c,i,b,q,s,o,o,i,j,h,m,p,p
m,r,i,d,s,n,l,d,k,f,g,c,a,m,c,k,r,g,b,a
e,j,e,d,g,c,l,r,t,a,a,s,g,t,r,n,m,m,o,a
k,j,q,p,s,q,o,k,t,a,g,r,c,g,l,a,j,f,g,b
d,g,h,j,c,f,b,e,j,o,r,h,e,h,l,s,m,r,d,s
b,p,o,a,n,c,b,m,s,k,n,q,b,g,t,f,k,r,c,s
