var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
f,g,h,i,i,a,h,d,e,f
o,n,d,i,i,m,g,h,f,d
k,e,f,i,j,n,b,o,o,k
i,e,j,d,o,j,m,h,k,h
g,j,i,f,i,k,h,j,b,a
n,n,g,o,b,m,n,j,m,g
e,o,o,f,b,k,j,i,j,m
e,n,h,k,i,j,g,k,h,o
j,j,l,i,i,o,o,d,f,m
a,c,l,a,n,n,m,i,h,f
o,f,g,e,j,a,k,d,e,f
c,l,g,d,l,m,c,g,b,b
d,d,h,c,n,b,j,e,k,m
j,i,g,i,d,m,g,i,d,k
m,b,i,g,d,b,f,b,n,m
d,j,d,i,o,c,i,a,g,j
f,f,f,b,j,j,f,g,b,k
n,j,e,k,b,j,o,i,h,m
c,i,k,b,i,a,l,a,h,o
n,c,e,e,b,m,e,m,l,d
f,i,c,j,b,h,c,m,m,c
n,m,e,j,b,o,c,b,e,m
n,f,c,o,a,c,g,j,k,a
g,a,b,i,a,o,d,k,j,h
e,a,o,o,m,a,o,m,l,j
o,a,j,e,b,j,j,n,b,c
d,e,k,d,j,n,b,j,l,i
j,k,k,b,f,j,n,n,f,g
k,f,g,b,a,h,b,j,o,h
m,f,c,h,a,f,m,e,i,f
o,a,k,l,i,n,a,b,m,k
l,g,a,c,i,m,k,o,e,f
m,i,b,k,a,b,c,m,l,e
d,f,n,d,e,b,b,h,f,h
f,i,b,h,k,c,a,j,i,f
a,d,i,f,i,m,a,b,b,j
f,i,g,h,n,a,a,f,n,n
i,h,n,g,l,e,a,g,d,f
n,g,f,i,h,o,l,j,j,b
g,n,i,j,l,k,o,g,c,m
o,l,l,n,a,b,k,d,l,h
k,m,c,f,o,m,c,i,i,o
d,g,l,j,i,l,b,f,l,n
i,g,i,h,a,m,f,i,b,c
i,k,f,l,n,j,l,k,g,l
m,a,h,a,m,h,k,h,c,i
m,i,j,n,l,i,i,c,i,h
j,f,l,m,i,n,n,l,c,n
m,m,f,o,n,b,c,g,n,g
a,e,i,k,k,f,b,g,g,i
e,a,i,l,i,g,c,k,f,b
m,c,e,g,o,k,l,d,n,n
d,h,l,k,d,h,n,f,a,j
c,e,f,g,m,e,k,f,g,n
d,l,g,j,k,m,b,a,e,o
l,j,l,e,h,m,h,g,o,o
a,b,b,e,j,m,g,d,i,e
a,n,m,o,b,m,d,h,j,b
h,o,n,e,a,f,g,a,c,g
m,d,i,f,e,n,m,c,b,h
j,a,g,f,m,h,g,j,a,b
l,g,d,j,m,b,l,a,a,c
d,h,l,a,g,j,k,l,n,l
k,c,b,d,i,j,f,f,l,a
o,d,c,h,j,a,k,b,i,g
k,b,f,j,o,a,a,e,f,b
j,f,g,e,l,k,k,l,f,k
l,i,a,o,g,i,g,n,h,o
o,d,k,e,d,e,c,l,e,j
c,j,e,l,j,m,a,e,j,m
d,b,e,a,e,b,k,a,k,k
f,k,a,d,j,j,m,c,m,n
m,b,m,h,o,a,j,b,k,f
e,k,k,m,i,g,i,j,c,h
h,o,e,h,g,k,a,h,b,f
l,j,j,e,e,g,i,o,d,l
f,l,m,e,j,n,a,b,o,o
c,h,m,f,n,i,j,m,a,l
d,g,k,n,b,m,o,a,l,a
i,c,d,a,o,a,o,k,o,c
a,n,g,h,h,h,i,l,j,n
l,o,g,j,h,o,d,f,i,k
f,i,l,m,e,e,k,h,b,j
c,i,e,f,i,f,k,a,o,d
f,b,j,d,d,m,e,d,m,a
b,a,o,e,h,j,d,o,o,o
l,h,d,j,f,a,j,b,h,h
h,b,a,f,j,m,j,d,g,n
l,m,f,o,h,k,o,n,c,a
c,c,a,j,h,o,f,m,n,m
m,m,h,g,m,e,k,n,b,j
i,j,c,d,h,f,g,i,i,f
a,m,h,i,h,m,d,l,j,g
a,i,g,n,b,k,h,n,j,m
o,g,e,f,n,d,o,j,g,a
i,k,b,k,m,g,k,n,a,a
e,i,c,m,j,e,j,o,c,m
g,h,f,c,k,l,e,b,d,e
k,g,f,e,o,o,l,m,f,a
h,c,l,i,a,m,g,j,k,c
h,e,c,g,j,o,g,e,l,h
a,h,i,k,f,o,a,i,e,m
m,o,o,i,e,c,o,m,m,g
e,i,k,j,f,b,e,d,e,k
l,j,g,o,e,m,a,d,e,e
f,f,l,a,n,g,g,k,c,h
n,m,a,m,o,j,h,k,e,l
o,h,o,o,f,e,o,l,n,d
l,n,b,k,n,h,b,l,c,d
h,j,m,c,c,o,h,j,o,e
d,c,m,b,c,o,j,c,c,a
e,i,m,f,k,a,f,l,o,d
o,o,o,f,n,a,f,b,m,k
c,m,h,c,c,j,o,j,l,g
e,h,i,k,e,m,g,h,m,n
i,l,f,i,l,k,h,j,d,m
g,j,e,b,j,h,n,a,e,e
h,o,n,g,b,d,a,h,l,o
b,h,d,e,g,j,h,b,m,m
k,c,e,d,o,d,n,o,l,f
f,n,e,c,k,j,k,a,n,m
a,i,e,o,d,m,n,d,e,j
k,m,d,i,b,k,c,o,m,k
n,o,l,e,n,j,c,d,a,n
m,m,n,n,h,a,o,k,j,d
e,h,h,i,l,c,g,o,j,o
i,a,g,b,a,d,l,j,f,j
e,a,o,h,m,c,h,b,c,d
a,a,m,e,n,j,m,e,n,h
g,i,b,b,k,a,k,h,o,h
d,m,m,h,h,b,g,c,m,h
j,e,o,i,o,b,i,l,f,h
n,n,c,b,m,l,j,m,c,n
l,k,n,f,g,c,f,o,o,j
c,j,c,f,b,h,c,h,b,i
l,j,d,k,b,a,a,d,j,m
c,o,k,f,m,n,i,d,c,h
f,k,e,b,l,m,i,c,g,a
f,f,c,h,a,o,k,b,k,c
b,d,a,j,h,o,j,a,d,c
c,g,c,e,c,c,l,j,l,b
e,m,n,l,e,e,i,a,i,n
n,e,g,k,j,n,k,j,d,d
n,d,i,a,o,l,d,j,k,h
k,h,f,e,m,f,h,f,c,d
g,l,g,h,a,h,l,a,i,j
f,m,d,d,i,e,n,h,j,e
i,j,f,c,b,c,i,f,m,f
c,n,e,l,o,a,e,g,f,l
j,l,i,i,j,g,o,c,i,n
i,a,f,c,c,l,m,j,c,k
l,b,m,o,e,n,l,k,j,i
n,g,e,o,m,f,m,l,k,o
i,d,e,f,o,e,g,m,h,c
j,k,j,g,f,j,e,h,n,o
d,j,f,f,h,h,i,k,d,b
d,m,f,g,g,b,e,b,a,e
