var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
e,b,c,i,f,d,e,d,e,g,c,g,g,j,c,a,j,j,j,e
b,g,j,i,h,h,c,c,a,e,g,b,c,e,i,i,a,e,e,g
j,c,c,j,i,h,a,d,i,b,j,g,d,a,g,c,g,c,a,c
d,d,c,f,a,j,j,a,i,e,h,i,d,i,d,c,i,c,f,i
i,g,d,h,j,a,i,c,f,c,g,b,c,c,b,e,g,j,a,c
b,f,b,g,i,h,i,j,a,f,d,g,e,f,d,f,j,g,j,f
b,a,a,h,e,f,g,e,j,e,j,e,j,h,e,j,j,j,c,e
g,d,b,h,j,g,c,a,i,c,j,i,d,b,d,h,h,a,f,d
h,f,i,d,e,d,g,f,j,c,e,b,d,i,j,j,h,g,i,b
h,a,g,h,e,d,e,d,a,b,d,h,d,g,a,i,e,e,d,e
j,f,j,f,i,c,e,a,g,j,c,j,g,h,b,d,g,a,b,j
e,e,i,b,b,d,i,g,g,e,a,e,h,j,j,d,c,b,g,c
j,h,a,g,d,e,h,d,e,a,b,h,j,i,h,j,f,g,i,f
e,i,a,f,c,f,c,c,h,f,a,h,i,e,e,a,b,f,c,j
i,g,i,h,j,j,f,h,b,f,a,b,b,d,f,a,a,f,a,i
j,e,d,h,i,g,j,i,c,h,a,g,g,e,i,a,h,g,e,c
f,j,a,j,b,i,a,g,i,h,j,c,j,g,c,c,h,h,b,d
d,d,a,c,i,a,j,g,h,j,i,f,c,h,g,f,g,g,h,j
i,e,a,i,d,j,i,c,h,g,b,e,j,h,b,g,h,e,c,g
g,f,a,i,c,b,d,g,a,e,c,a,j,j,j,h,f,f,e,b
b,j,j,g,j,f,b,a,a,b,j,f,g,i,h,i,a,i,e,c
b,h,j,j,b,j,j,h,d,i,i,j,i,b,f,j,e,c,b,e
h,e,i,j,j,g,j,e,a,j,e,i,g,c,d,j,i,h,d,b
e,g,e,d,a,e,a,d,a,a,f,g,g,j,e,b,d,g,a,b
