var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,e,h,a,f,e,o,d,m,e,l,o,b,f,o
i,n,k,a,f,j,l,k,i,m,l,g,k,n,a
c,b,f,d,o,f,e,b,b,b,n,d,n,n,o
m,b,m,k,b,a,f,m,b,e,g,b,k,j,j
k,o,e,g,f,h,h,a,k,l,f,h,a,o,k
j,n,o,m,n,j,i,k,k,m,n,o,m,n,c
m,j,b,h,e,l,g,f,f,m,g,n,b,b,a
h,c,o,c,f,k,g,d,a,c,i,n,d,f,k
b,n,o,a,f,c,n,d,n,i,j,k,o,n,d
b,b,g,n,c,f,f,j,m,h,j,j,n,b,e
i,d,o,e,k,c,f,g,j,h,j,d,k,n,h
k,k,o,m,a,j,d,h,k,m,m,e,g,o,b
j,m,h,m,j,m,g,b,b,i,n,k,d,h,o
c,g,l,o,c,j,f,d,h,b,d,k,d,i,m
k,f,i,f,m,d,m,k,k,f,d,c,f,e,i
h,o,b,a,m,j,a,g,n,e,h,h,n,n,m
a,d,k,i,g,c,b,h,k,b,b,b,o,j,b
j,b,k,c,o,e,d,k,a,h,d,f,f,d,c
e,j,j,i,f,e,k,b,a,c,i,i,b,i,d
j,l,g,b,o,j,c,o,l,n,h,n,c,g,a
o,c,d,h,o,j,j,o,m,g,c,j,i,b,g
j,l,b,d,o,k,c,e,k,f,j,a,d,h,a
j,o,n,d,h,b,l,i,b,m,o,a,e,h,i
k,c,c,c,h,c,d,m,f,k,f,j,h,h,k
l,m,j,f,k,e,o,o,l,e,d,h,o,f,n
i,h,k,b,o,a,g,e,k,m,b,k,f,f,m
c,a,j,k,n,c,e,k,k,h,e,l,j,k,f
f,f,j,f,l,o,i,e,i,o,l,a,l,h,n
i,d,h,i,h,j,f,k,c,j,j,o,l,a,h
f,d,i,b,h,h,c,b,o,h,h,f,d,a,a
i,h,j,g,f,f,b,m,k,b,n,k,o,f,c
d,e,l,m,l,j,o,l,g,h,l,d,e,m,l
n,d,c,b,h,g,f,o,l,f,o,c,h,e,k
h,d,g,k,d,j,e,g,k,j,d,c,l,d,a
e,g,l,d,a,h,b,k,o,h,e,f,f,d,h
b,m,e,e,f,j,a,m,k,e,i,b,h,b,f
j,j,o,b,j,e,b,n,n,g,j,a,j,h,j
o,a,b,n,a,j,m,h,b,h,j,e,c,a,o
e,g,l,g,i,c,k,k,e,m,c,a,m,h,k
k,d,c,d,a,o,m,d,m,i,f,d,n,n,a
b,b,g,i,l,d,g,g,l,c,e,m,l,i,a
f,l,n,c,b,j,e,l,o,c,f,g,a,h,e
h,h,g,d,f,m,e,n,l,l,n,b,d,m,j
m,e,e,j,a,j,c,b,k,d,g,o,a,f,l
a,f,f,m,o,k,k,g,e,k,b,a,h,b,o
c,e,i,n,k,k,o,i,m,g,i,k,m,o,g
o,g,k,l,l,i,a,j,o,j,i,l,b,g,d
g,j,b,j,f,f,i,c,l,g,m,j,c,o,l
h,l,f,f,j,d,h,h,g,o,a,a,i,k,f
e,b,h,c,e,g,g,e,e,o,k,k,f,b,o
c,l,c,o,b,h,j,i,e,m,n,j,n,b,g
m,d,j,a,j,j,k,b,o,g,m,l,m,f,j
b,b,m,d,m,k,i,n,d,e,d,i,b,d,j
e,l,d,o,k,o,o,n,e,f,c,n,o,i,c
h,k,o,d,e,j,e,a,j,b,n,o,g,o,n
c,k,g,c,i,j,m,f,e,c,e,b,o,o,m
b,i,c,d,g,j,g,j,i,l,i,c,d,m,e
b,i,i,d,o,e,d,c,e,a,h,e,f,j,a
j,j,m,i,f,g,g,a,m,o,h,d,k,a,k
e,j,i,h,k,f,f,j,k,c,d,f,i,l,i
j,d,o,m,o,h,c,k,a,m,c,e,m,b,c
d,h,i,d,k,h,m,a,d,o,o,d,j,h,a
c,a,g,j,c,a,o,d,n,k,n,j,a,g,g
a,e,c,k,o,a,c,n,l,n,o,g,h,m,m
i,m,e,b,e,c,e,k,o,a,f,f,m,m,e
e,g,f,d,b,j,b,b,i,m,j,j,a,m,m
g,d,o,b,k,c,c,c,i,b,i,j,l,a,n
j,g,h,f,c,m,l,l,d,c,g,e,o,c,k
g,l,j,e,m,o,j,c,j,e,i,a,n,f,b
e,k,f,g,g,j,b,b,f,i,i,i,m,a,d
h,l,b,i,d,c,o,a,a,b,l,d,l,o,o
o,f,l,k,c,g,j,j,i,g,j,e,n,n,h
m,i,c,b,h,e,g,b,c,l,h,m,c,g,f
l,f,m,j,f,j,a,k,e,e,o,d,i,i,g
m,j,b,b,k,l,b,g,k,b,i,l,h,g,f
d,o,k,d,d,h,a,l,k,k,o,j,g,m,b
o,k,i,l,g,h,b,m,n,k,j,h,b,j,b
e,l,i,m,d,e,h,b,o,k,k,g,i,i,a
m,e,j,l,f,j,i,b,b,h,j,k,m,n,k
m,j,o,n,j,c,n,i,k,d,c,d,h,l,e
b,n,o,b,i,k,a,c,f,m,e,m,e,h,m
d,j,o,d,m,c,d,b,o,b,f,n,l,m,n
o,m,g,o,d,o,e,j,k,e,n,l,g,k,b
e,g,b,h,k,g,o,b,c,n,d,b,g,b,b
o,i,k,k,m,j,c,k,e,l,f,h,c,g,j
j,d,d,a,j,a,d,b,c,c,o,k,h,g,h
d,a,g,d,l,k,g,m,a,o,k,f,e,b,c
n,i,l,b,e,k,g,d,e,c,h,l,l,a,h
d,l,f,b,i,n,i,d,n,l,d,j,a,i,h
d,c,l,j,o,c,m,o,n,i,b,b,l,j,o
c,l,d,o,f,j,g,e,k,g,l,m,d,n,k
m,b,m,k,o,k,l,f,o,h,e,m,n,l,d
k,l,h,o,j,j,b,c,f,a,g,b,c,n,i
m,g,d,l,o,l,h,e,f,i,h,c,f,j,k
j,e,b,h,n,n,m,k,c,l,n,f,g,l,f
m,f,c,g,k,h,m,b,d,l,e,a,l,l,m
m,g,n,j,j,o,g,l,m,c,k,f,e,l,k
k,m,f,m,e,c,c,e,o,f,o,o,h,j,g
a,m,n,d,b,c,k,o,i,j,a,j,b,l,c
m,l,g,f,n,d,g,k,b,d,o,g,b,f,o
b,b,f,i,g,c,l,k,l,j,a,i,i,j,j
c,a,o,c,l,c,e,f,m,f,k,m,a,b,e
c,j,d,l,d,f,o,o,f,a,j,i,m,a,d
h,g,j,k,l,j,c,e,j,b,j,j,k,a,o
d,f,o,f,d,j,a,d,d,f,j,g,n,c,o
i,m,g,n,n,l,l,i,m,g,a,k,f,n,m
a,l,l,j,b,c,h,i,j,m,f,c,b,i,g
i,a,e,f,l,j,n,c,b,m,c,n,g,f,a
d,n,c,f,j,k,e,c,e,n,j,b,d,a,n
n,k,l,m,n,c,h,k,c,b,e,g,f,b,g
h,c,i,i,g,c,g,o,m,l,d,h,c,k,d
l,g,i,h,e,m,m,c,c,n,d,c,k,f,b
i,j,k,h,j,e,m,m,k,b,m,g,b,b,j
d,l,a,m,n,l,n,b,h,a,a,o,h,i,d
l,o,e,c,n,j,l,g,b,g,f,c,f,g,k
m,k,f,a,a,l,h,e,g,i,o,k,a,h,c
f,o,a,i,g,k,i,o,m,f,h,f,b,b,n
n,j,m,o,h,c,c,c,f,c,a,f,n,l,i
f,a,a,e,c,a,l,j,f,l,h,m,b,d,h
j,c,f,b,b,o,d,l,c,k,e,b,b,l,b
o,n,b,i,e,k,j,a,n,i,e,j,k,e,a
b,n,b,f,m,j,i,f,l,e,d,a,j,g,h
c,l,a,d,o,l,j,l,g,b,d,g,b,a,g
j,j,g,e,j,a,d,d,b,b,o,m,m,o,e
c,l,m,g,i,l,h,i,f,n,i,m,o,k,k
l,a,l,a,m,c,l,l,f,n,o,g,k,i,n
m,l,j,m,e,n,k,k,i,j,j,a,n,f,c
l,h,b,b,k,g,h,m,m,n,g,c,j,l,h
b,h,i,e,j,c,f,b,n,j,h,j,b,j,j
k,h,c,i,d,n,f,g,c,j,o,b,h,j,j
m,l,i,b,m,d,h,j,g,e,e,h,i,i,o
g,d,d,a,b,d,a,i,i,j,j,m,c,d,f
j,n,f,i,f,m,d,o,h,j,d,o,c,a,b
n,f,m,h,c,h,o,o,c,e,e,n,g,h,n
e,c,e,j,f,a,n,g,k,o,n,g,c,h,o
d,d,f,c,o,h,b,b,d,k,g,g,b,n,h
e,j,j,h,k,c,i,m,k,j,n,i,g,l,a
m,a,e,e,a,k,a,j,e,m,m,i,d,c,c
o,d,n,e,a,j,c,e,e,d,c,a,i,k,a
f,m,n,d,f,c,g,a,h,d,d,d,o,e,m
k,e,o,b,n,k,k,k,l,m,c,a,g,m,l
l,l,m,g,l,o,d,a,a,g,f,j,i,i,b
l,l,o,c,h,l,f,k,h,n,m,j,b,e,o
j,b,e,n,b,l,b,k,j,j,a,e,h,a,n
a,c,m,e,k,g,h,n,m,n,f,a,g,j,i
k,k,o,b,h,a,m,a,k,e,g,d,b,j,g
f,l,a,k,f,o,b,g,h,c,i,c,i,f,m
m,o,f,m,m,a,a,o,g,h,h,m,b,c,j
e,n,b,g,b,j,c,h,h,k,e,k,i,i,g
j,k,e,e,e,h,n,j,o,g,b,j,b,l,c
m,h,d,m,n,m,f,b,m,b,a,o,f,k,a
d,m,i,f,d,j,g,g,g,o,f,j,m,i,j
h,e,b,l,m,g,f,c,b,d,d,f,h,b,d
m,m,o,h,b,o,g,o,a,j,m,f,d,f,k
j,f,k,c,l,h,o,g,n,c,d,e,e,o,a
h,m,f,h,i,j,a,i,h,m,d,c,g,m,a
h,l,f,o,c,d,g,m,d,f,l,o,a,m,n
m,k,m,l,n,c,o,g,i,n,e,l,j,b,g
e,h,i,c,e,m,e,g,a,n,l,l,a,e,c
l,g,g,c,d,l,d,k,e,l,k,m,e,n,h
f,e,a,m,l,k,e,n,l,h,i,a,n,n,b
c,g,m,d,o,o,m,g,f,e,c,c,n,j,c
a,j,f,j,j,n,i,h,o,o,e,e,m,b,o
n,c,i,i,o,c,f,l,m,m,h,f,a,d,i
j,m,k,n,j,i,c,o,m,a,b,c,e,h,m
n,h,m,d,a,d,f,f,h,a,i,l,c,a,c
f,h,c,j,f,l,h,n,g,o,m,a,a,e,f
k,a,l,d,j,k,o,l,c,e,d,j,n,e,l
d,e,f,d,m,m,n,i,f,f,i,g,e,b,h
b,e,e,d,h,k,h,m,o,i,l,l,d,o,c
k,m,b,b,f,j,m,a,c,m,d,e,d,b,o
n,b,g,o,n,h,f,k,d,m,m,a,b,j,k
i,h,j,j,d,d,c,h,c,a,o,a,g,d,a
e,n,d,n,d,j,f,l,d,k,a,a,f,b,g
m,j,i,j,g,c,m,d,b,a,m,c,c,k,j
o,i,d,b,k,c,f,l,c,b,i,c,f,j,b
b,l,b,m,i,i,g,h,c,e,d,f,i,n,l
g,e,b,n,m,c,e,e,n,a,e,o,l,d,j
c,h,j,d,c,i,a,a,a,f,g,k,f,b,o
h,k,h,g,a,o,e,f,o,a,f,g,j,n,d
c,i,c,o,o,n,n,g,j,c,k,l,j,d,f
o,j,a,k,n,a,j,j,f,f,n,e,m,h,b
m,e,f,i,a,o,m,i,i,b,j,l,a,c,h
f,h,f,d,g,l,i,d,k,m,d,k,l,j,j
i,l,a,j,o,c,j,j,k,m,j,e,m,m,e
i,b,k,k,g,h,j,b,j,b,f,c,e,e,m
k,h,d,k,k,c,d,d,f,b,h,h,j,m,e
k,h,g,o,n,g,d,f,f,b,e,i,i,i,g
l,j,o,l,b,e,m,a,e,m,i,o,h,l,l
c,a,f,c,h,c,e,b,e,a,a,m,f,k,h
d,h,l,d,g,o,e,i,k,a,i,m,o,e,m
f,d,d,n,e,k,k,b,d,j,i,e,n,o,c
m,j,j,d,c,d,n,k,h,b,i,i,i,a,o
j,j,d,o,f,n,a,c,e,j,c,j,g,a,b
n,h,f,d,o,o,i,c,o,d,j,k,d,b,f
b,g,d,k,n,m,e,d,c,o,g,l,a,f,k
k,m,b,l,o,e,e,n,a,d,f,g,i,n,f
i,d,i,e,m,d,l,l,b,c,n,m,c,b,g
o,m,b,l,j,c,f,a,b,d,k,f,j,e,i
i,l,c,j,a,c,c,a,b,h,b,l,c,d,h
j,e,c,o,c,b,b,m,d,f,g,k,c,a,b
a,o,k,g,h,c,e,m,h,a,b,k,b,n,i
d,c,l,b,n,l,n,d,i,o,j,b,b,f,j
e,j,i,i,e,h,g,e,e,e,l,a,m,i,h
l,l,f,k,g,g,j,e,b,o,k,g,j,f,j
j,l,g,b,d,n,m,b,a,o,b,a,l,f,i
g,i,g,n,a,n,j,l,m,o,n,f,j,f,i
j,l,e,l,l,h,o,f,b,g,j,j,f,e,h
c,k,i,k,k,j,d,f,l,l,d,n,j,h,a
f,c,j,e,g,c,l,k,l,e,n,c,h,f,n
m,d,b,b,m,f,c,l,d,j,i,j,j,i,d
h,n,e,j,j,a,i,j,e,n,a,i,i,e,k
g,m,d,e,j,j,f,f,g,k,m,g,h,f,j
b,k,c,l,e,n,n,m,o,b,k,d,o,h,g
e,f,e,f,f,i,f,n,k,b,i,o,c,e,e
e,o,c,d,o,o,k,l,i,g,g,a,l,n,i
b,h,b,c,i,c,o,c,g,g,f,l,m,e,a
o,j,c,c,c,g,c,o,c,g,f,k,n,h,f
k,c,k,o,o,a,g,j,c,g,k,i,k,d,f
m,e,d,b,h,n,n,n,m,b,b,h,i,d,d
h,g,j,i,h,h,e,e,a,c,c,n,g,n,m
j,m,b,i,o,o,o,l,c,f,k,g,k,l,i
c,h,i,b,d,c,e,c,o,k,n,n,o,j,d
g,g,d,l,d,k,f,j,e,c,j,g,l,d,a
e,f,h,b,k,i,d,l,h,n,f,e,n,h,h
f,j,i,m,e,m,d,j,j,e,m,f,d,a,k
c,i,i,j,h,l,g,k,b,g,m,k,d,b,o
f,d,d,o,i,m,c,k,b,e,g,b,o,h,a
k,k,o,g,e,b,c,l,j,m,n,n,i,m,m
k,j,b,j,l,c,h,e,m,c,n,l,b,m,h
