var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,e,h,a,f,e,o,d,j,h,e,o,b,f,h
i,n,a,a,f,j,l,e,i,m,l,b,n,f,b
c,b,f,d,g,f,e,b,c,b,m,a,n,b,m
o,b,k,k,b,d,f,c,b,h,m,b,k,g,i
k,o,e,o,f,l,h,k,i,l,f,h,a,o,k
j,n,o,o,o,j,i,k,i,a,n,k,m,n,c
g,j,d,h,o,m,g,f,f,m,j,n,h,b,i
h,a,e,c,f,k,l,d,a,c,i,n,c,f,k
b,o,o,a,f,c,e,d,i,i,f,k,o,h,d
b,c,g,n,j,g,f,f,m,h,n,j,n,b,e
i,d,o,e,g,c,f,d,j,h,k,d,k,n,h
e,k,o,m,a,j,d,h,k,m,m,n,h,o,c
f,d,h,m,j,m,o,b,b,i,n,k,m,h,o
a,g,o,e,m,j,g,f,h,b,d,k,a,i,b
k,i,i,f,c,d,m,m,n,i,d,c,f,e,i
h,o,a,l,b,j,l,a,e,e,h,h,n,n,m
o,d,k,i,g,a,b,i,k,b,b,b,a,j,b
j,o,c,c,o,h,o,f,a,h,n,j,f,d,c
e,g,j,i,f,j,k,a,a,c,i,i,g,i,d
j,c,b,b,o,j,c,o,l,n,h,n,c,g,k
o,g,h,d,o,k,j,o,g,d,c,j,k,m,d
j,l,b,d,o,c,b,m,k,f,j,k,d,h,a
d,d,n,f,h,b,l,i,b,l,o,a,h,n,i
k,c,c,a,h,c,d,i,f,d,f,o,a,h,j
l,m,o,f,k,e,o,o,l,f,h,b,d,f,n
i,h,k,e,n,a,g,e,a,d,l,k,b,d,m
c,c,j,k,g,k,e,k,l,o,e,d,j,k,f
g,f,j,i,l,a,i,e,i,a,l,a,g,h,n
m,d,b,i,h,k,e,k,c,j,f,o,l,a,h
j,d,n,b,h,h,l,b,o,h,h,f,m,d,a
i,h,j,g,f,f,g,m,g,m,n,k,o,f,c
d,g,l,i,l,j,o,l,j,h,l,d,l,m,l
c,i,c,c,h,d,c,m,l,f,o,c,h,o,j
h,d,m,k,d,d,e,g,i,j,m,c,l,d,a
o,g,l,b,e,b,b,k,a,l,e,l,o,d,h
b,m,e,h,f,j,b,f,k,e,i,b,f,b,f
o,g,o,b,j,e,b,n,n,g,j,o,k,h,j
