var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
f,g,h,k,n,e,k,d,e,d
o,n,d,m,i,m,g,n,f,d
k,e,f,n,j,n,o,d,o,k
i,e,n,d,o,b,m,b,k,f
g,j,i,j,i,k,h,j,b,a
g,n,g,b,b,m,n,j,n,g
i,o,o,f,b,k,j,i,j,n
d,a,i,k,i,h,g,k,h,o
a,j,l,i,i,o,o,d,f,m
a,c,l,a,n,n,m,c,h,f
o,f,g,e,j,a,g,d,e,f
g,l,g,c,e,m,c,g,b,b
d,d,h,i,n,b,k,e,k,m
k,n,a,e,h,m,g,c,d,k
k,b,i,g,d,b,f,j,n,m
d,j,d,e,o,c,i,a,g,j
k,f,g,b,j,j,n,k,b,d
d,e,b,k,b,j,k,j,h,f
a,o,k,b,i,d,l,a,h,o
n,c,e,h,b,m,e,m,l,d
h,i,h,j,b,h,c,m,m,h
n,c,c,j,b,o,e,n,b,m
l,f,c,o,a,c,g,k,k,a
e,c,b,i,a,o,d,m,j,c
e,a,o,j,m,a,k,m,l,j
o,a,j,e,b,j,j,k,h,c
j,c,k,d,j,h,b,j,l,i
j,k,k,a,f,j,a,n,f,g
k,f,h,b,a,i,o,j,o,h
b,f,c,h,a,f,e,e,i,f
o,a,k,l,l,b,j,b,m,b
l,g,a,b,n,m,k,o,m,f
h,b,b,h,a,c,c,o,l,e
d,f,h,d,e,b,b,h,b,h
f,i,a,n,k,c,a,j,h,a
a,d,i,f,i,m,i,b,b,j
f,o,n,h,n,a,a,f,n,n
f,h,k,a,l,m,d,g,d,f
n,b,f,a,g,o,l,j,j,b
g,f,n,j,l,k,o,g,c,m
o,l,l,n,f,b,k,h,l,o
k,m,c,f,o,m,b,m,l,o
d,g,l,j,i,l,b,f,l,a
e,b,i,m,l,m,e,i,d,c
i,k,b,c,b,j,l,g,g,l
i,n,m,m,m,h,k,c,c,i
m,i,l,n,l,i,i,c,i,o
j,a,l,m,i,n,n,l,c,n
e,m,f,o,n,b,k,h,n,g
c,e,i,k,k,f,b,n,g,i
m,a,h,g,i,g,n,k,f,b
m,f,k,g,m,f,l,e,n,n
d,j,l,a,d,h,n,f,a,j
c,f,o,g,m,l,k,k,g,e
d,l,d,j,k,g,b,a,i,o
m,l,l,k,h,m,f,g,g,d
a,b,b,e,j,d,g,c,f,e
a,n,m,b,b,n,d,h,g,g
h,o,n,e,c,f,g,a,c,g
c,d,i,f,c,h,m,c,b,b
j,a,g,f,k,h,g,m,a,n
l,g,h,o,m,b,k,a,a,c
n,h,l,a,g,j,k,l,n,l
k,c,b,d,b,j,i,f,l,a
o,d,c,e,j,o,k,b,i,g
k,b,f,o,o,a,a,n,f,b
j,f,g,b,l,k,e,l,f,k
n,i,h,o,g,l,g,k,k,o
j,d,k,e,d,e,c,l,k,j
c,j,e,l,j,m,a,e,j,m
d,m,e,a,e,b,l,a,h,d
j,k,a,d,j,j,c,c,j,n
a,b,m,h,d,a,j,b,k,f
b,k,k,m,i,g,i,j,c,f
h,o,e,h,g,k,a,h,g,l
b,j,j,l,e,g,i,o,e,l
f,l,m,e,j,n,a,b,o,o
c,m,m,h,n,i,j,m,a,l
e,g,k,n,d,m,n,e,l,a
i,m,d,a,j,a,o,b,o,c
