var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
s,l,h,l,t,o,t,b,o,c
e,o,r,n,a,a,e,l,c,a
n,k,i,n,e,i,h,g,t,j
t,h,f,l,j,t,r,n,d,a
d,p,k,s,d,j,r,n,h,e
t,s,t,r,c,i,e,r,s,b
k,l,c,l,f,k,l,s,o,t
e,h,n,e,m,s,q,f,i,g
h,d,r,t,f,r,k,q,h,l
n,a,n,p,o,h,d,q,h,r
c,s,d,o,n,l,l,e,q,d
k,j,k,j,s,m,l,r,m,k
s,l,n,q,l,a,s,g,b,p
d,e,k,k,i,k,c,g,s,c
f,l,e,g,f,i,d,r,g,c
s,h,g,o,l,o,i,f,g,f
d,c,q,h,n,r,l,f,d,o
l,o,p,l,b,m,k,q,e,m
d,p,s,f,e,m,j,h,p,k
e,n,l,b,d,f,i,d,h,t
o,e,a,l,l,l,r,b,k,c
n,n,d,n,g,e,g,l,a,n
l,n,f,g,f,q,i,i,i,p
t,i,s,g,f,e,s,c,t,t
b,p,t,n,b,r,n,f,d,t
p,m,q,j,s,e,s,f,q,s
j,d,s,r,g,k,k,f,n,p
j,i,r,p,d,c,b,b,f,f
p,h,t,d,k,n,r,j,p,e
f,b,s,t,p,m,m,h,e,m
a,m,m,r,d,s,t,e,p,f
j,l,l,h,n,o,h,i,e,b
g,q,g,g,n,r,q,b,p,g
c,b,e,o,t,j,t,l,o,s
f,n,t,p,n,h,l,r,c,k
o,h,q,r,d,c,m,r,g,t
k,e,n,s,o,k,b,l,i,a
s,g,j,l,t,a,n,s,r,a
f,c,r,n,t,p,e,g,e,o
e,q,m,b,o,d,m,o,g,c
j,b,f,a,a,i,p,l,j,b
b,i,g,d,s,b,g,n,s,l
k,d,d,h,p,k,m,e,t,k
e,p,f,k,g,b,b,f,l,c
h,c,d,b,i,s,k,j,f,d
h,f,b,d,t,l,h,g,h,t
p,l,r,p,o,r,l,g,i,b
i,a,g,a,f,e,d,c,t,n
f,p,o,r,q,h,r,p,j,g
b,r,a,n,j,h,o,k,a,c
b,m,q,r,j,p,b,t,k,l
m,p,i,q,e,t,e,s,s,a
b,k,t,c,d,p,a,t,p,s
f,b,g,p,p,g,l,i,n,k
p,m,s,b,a,g,n,b,s,a
n,t,m,n,b,c,n,b,g,e
h,q,r,b,n,o,k,i,a,i
s,m,d,h,m,l,h,c,f,p
b,r,k,s,p,q,h,n,p,k
n,p,s,g,g,k,n,l,p,t
h,c,o,r,i,g,o,m,o,k
k,b,p,c,r,q,o,g,q,a
h,q,j,d,e,p,n,l,i,s
d,q,j,b,j,s,i,a,e,q
d,m,s,p,t,m,t,c,k,a
p,r,s,p,d,i,g,g,n,h
f,b,f,a,e,i,r,t,o,q
e,n,a,e,m,m,h,q,r,s
d,r,a,g,f,m,f,d,j,t
t,c,m,f,i,f,o,l,p,a
e,e,o,k,m,d,r,a,r,h
p,k,d,f,s,a,f,t,c,s
c,h,k,h,o,k,g,l,b,i
a,p,r,l,k,e,t,j,s,n
p,f,n,k,c,q,h,c,d,o
k,f,s,h,l,f,j,t,b,p
e,l,c,f,k,h,r,g,g,t
k,t,t,e,j,h,o,j,s,j
f,b,t,i,r,o,h,n,p,o
a,p,m,l,k,s,i,f,s,h
m,o,d,k,p,i,m,b,h,b
f,t,a,c,s,a,b,g,j,k
g,l,f,b,f,j,t,g,t,i
g,b,a,o,t,d,t,m,r,j
l,k,r,c,r,l,i,o,a,i
r,b,s,f,o,h,n,a,t,k
d,l,t,t,s,l,q,m,o,r
t,d,o,h,m,h,n,k,j,h
g,j,i,g,l,o,a,s,s,g
f,g,b,h,k,f,n,a,g,f
s,d,l,r,j,p,b,f,m,f
n,s,c,i,a,b,k,j,o,j
c,j,b,f,h,h,p,f,h,q
b,b,c,k,r,d,s,l,j,h
a,l,k,r,e,j,b,r,r,b
g,f,m,d,k,b,m,n,p,q
k,b,l,s,f,j,b,t,m,c
j,k,p,f,h,g,t,h,l,q
a,s,j,n,d,r,r,f,o,h
g,n,e,f,t,j,n,q,j,t
r,m,m,m,c,h,t,i,r,n
f,p,t,a,n,i,j,j,s,c
b,g,j,s,b,h,n,b,a,t
k,o,d,q,s,b,n,n,h,c
m,t,q,d,e,r,a,o,n,l
p,e,p,j,p,q,r,d,g,m
a,k,f,b,d,j,l,k,a,j
r,h,b,n,t,m,p,e,q,n
n,o,s,t,d,e,r,i,d,m
a,n,o,g,s,s,e,k,k,o
n,q,c,g,o,o,s,b,g,f
q,e,a,g,d,d,k,c,k,b
c,o,a,b,s,q,r,d,g,d
m,n,t,b,h,m,s,c,s,f
e,s,e,r,o,s,q,o,j,s
f,g,k,l,m,t,t,j,h,o
k,q,j,s,r,n,c,a,b,i
e,t,q,e,n,s,a,n,b,t
d,t,m,a,d,l,c,b,h,o
g,n,o,b,d,j,k,k,g,t
i,s,i,r,c,m,l,l,t,o
g,m,l,d,t,n,i,t,s,k
p,g,e,a,s,l,n,n,a,r
p,n,f,p,b,m,n,t,i,e
g,a,t,j,s,c,e,k,l,t
c,b,m,t,i,h,n,a,e,k
f,l,f,b,m,l,k,k,r,c
j,p,a,g,s,b,h,q,e,o
m,o,q,g,h,d,p,r,g,g
s,f,o,d,h,l,h,e,h,m
b,t,r,o,i,i,q,d,l,h
e,o,n,a,k,h,h,f,j,c
n,b,m,s,f,l,c,l,r,p
