var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
f,k,l,m,a,m,g,n,d,l,o,d,a,o,c,j,k,d,o,n
e,n,b,g,a,i,l,a,f,h,j,i,k,g,l,i,i,e,d,n
e,i,g,j,g,b,f,n,g,o,m,d,k,n,c,k,j,a,n,j
d,i,f,a,e,e,f,f,g,l,m,i,h,m,a,f,f,i,a,m
g,g,j,f,a,m,j,j,e,j,n,b,o,k,f,c,d,g,b,n
i,n,d,f,h,i,i,j,j,d,d,k,i,g,o,g,o,a,b,n
d,c,k,i,h,l,n,m,a,k,c,e,f,n,f,k,a,l,m,k
e,h,j,h,a,h,l,b,l,m,g,e,k,o,k,h,j,l,n,j
o,n,d,b,a,k,m,n,f,b,n,n,n,i,h,d,f,o,i,f
o,h,h,l,i,a,f,m,m,l,h,j,k,n,g,l,m,g,j,h
e,d,d,o,g,l,f,g,d,l,i,d,e,g,j,g,j,l,j,o
c,m,d,m,o,i,j,o,e,k,m,e,f,j,o,i,n,i,d,k
c,a,l,m,i,e,n,h,g,b,i,n,m,a,c,a,g,g,b,h
n,n,d,o,c,d,f,m,n,o,h,n,o,k,l,c,c,a,b,f
b,j,j,f,k,e,c,f,i,b,i,h,b,b,a,l,n,f,b,l
a,g,b,b,d,d,e,d,b,f,h,b,k,g,l,m,l,i,m,k
f,d,d,e,g,h,k,b,e,h,b,h,d,e,d,l,h,h,f,h
a,g,n,h,h,h,m,m,l,l,d,j,f,l,o,o,o,h,b,c
c,c,e,e,a,l,d,h,l,m,m,l,g,k,h,c,k,e,i,i
i,h,n,n,h,e,b,k,o,h,l,e,g,m,f,e,c,j,o,c
f,e,k,c,h,o,o,k,j,g,k,j,h,h,h,d,f,b,b,n
i,h,m,c,h,c,b,f,m,b,l,n,l,a,f,a,a,h,a,e
i,d,m,c,j,d,f,b,g,k,h,g,m,c,a,g,m,m,h,l
m,h,i,g,j,k,h,f,a,a,n,f,b,i,a,d,j,h,i,n
