var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
j,a,a,j,a,a,d,d,c,h
f,e,b,g,i,b,j,h,g,g
d,f,e,c,b,j,b,c,d,e
e,i,a,d,j,f,j,f,a,f
e,b,j,b,j,e,b,h,e,c
j,e,c,d,f,j,b,g,j,b
f,j,g,c,g,e,c,e,h,g
b,d,c,h,j,c,h,i,a,c
g,e,i,f,d,g,c,g,d,c
b,j,j,a,g,g,g,j,g,e
a,j,d,e,b,b,f,i,a,d
j,h,i,d,c,g,b,c,f,e
a,j,a,j,d,i,i,j,c,j
j,j,c,e,h,a,i,h,i,b
d,f,i,a,j,a,f,c,h,b
a,h,a,j,b,c,j,c,g,i
h,f,i,c,e,d,c,e,i,i
i,h,a,f,b,e,c,c,i,f
d,j,i,e,e,f,d,h,i,h
j,e,g,f,h,a,a,c,g,g
b,f,d,f,b,e,g,f,g,b
i,g,d,c,e,f,j,c,b,a
c,h,f,c,e,c,j,d,g,f
j,i,f,h,c,i,f,b,g,e
j,f,h,j,g,g,j,j,c,a
g,e,c,h,d,c,f,b,j,a
j,f,f,h,i,e,c,i,b,i
e,b,g,f,i,e,f,f,h,d
c,g,g,f,a,e,j,a,f,h
g,c,b,j,f,a,c,h,f,j
j,j,g,b,b,c,g,c,g,g
b,b,a,g,a,a,i,a,j,d
g,j,i,j,f,a,c,f,j,j
h,d,a,j,g,g,b,j,b,i
b,e,b,d,i,a,c,e,i,i
a,d,e,h,g,g,h,e,e,f
g,f,j,f,a,f,i,i,e,h
f,j,e,a,f,c,f,b,g,g
d,h,h,f,g,b,j,i,d,g
f,b,a,f,b,f,j,a,j,f
e,e,i,j,b,c,i,i,e,g
f,f,f,e,e,d,i,f,e,c
b,i,c,h,a,b,b,e,g,j
g,i,j,d,d,c,e,e,d,b
e,e,c,c,e,a,h,d,f,b
a,i,a,f,e,h,e,d,i,e
i,b,e,i,h,h,h,a,a,a
e,c,c,c,c,c,i,f,i,j
e,a,j,b,b,b,b,e,i,i
g,e,j,g,h,d,c,c,a,d
j,j,f,i,j,c,a,j,j,d
j,i,a,e,j,i,c,g,g,j
c,h,h,a,j,c,h,e,i,c
d,j,d,d,f,j,b,b,d,g
j,e,e,h,i,d,d,e,d,j
d,e,i,h,h,h,h,f,d,d
h,h,g,e,b,d,j,d,j,b
h,b,c,g,b,e,j,f,j,i
c,d,d,h,b,f,j,g,e,h
a,e,d,e,b,c,j,f,c,i
a,j,j,j,e,g,b,h,d,h
f,a,h,e,g,i,b,f,a,e
b,i,c,c,b,h,j,c,h,d
d,d,b,b,e,a,j,b,b,f
h,j,a,e,f,f,c,a,i,g
j,f,e,d,a,j,j,i,b,h
b,d,h,b,c,b,g,e,c,d
e,f,d,h,e,b,i,c,j,a
c,g,c,i,b,d,f,i,d,g
b,e,h,e,a,h,e,d,j,d
c,h,d,c,f,i,g,b,j,g
e,e,f,a,a,c,b,g,i,c
g,i,h,e,j,c,d,h,j,h
e,e,f,c,d,b,g,b,g,a
d,d,b,d,a,h,c,a,e,d
i,d,h,c,i,e,h,g,d,h
e,b,i,g,f,a,h,h,c,d
c,h,a,j,b,g,f,j,h,a
d,h,a,e,d,e,g,g,i,i
h,j,g,e,b,f,a,d,g,a
i,e,j,e,i,i,c,e,a,i
d,d,d,j,j,e,c,a,e,f
i,g,e,f,e,h,d,f,g,i
c,b,c,a,a,i,g,g,b,h
f,d,h,b,a,i,j,e,d,e
j,b,h,h,g,i,e,b,j,g
d,d,f,g,g,j,c,i,j,f
h,h,b,h,f,j,c,d,e,a
g,h,b,e,j,a,f,c,f,j
i,i,b,d,i,g,c,i,g,f
b,e,j,j,e,a,c,b,c,c
i,j,e,c,e,a,g,i,d,g
e,f,d,i,h,h,d,c,j,d
h,c,b,c,h,b,e,e,g,h
j,a,g,c,g,f,j,h,i,f
b,h,g,h,i,d,c,a,i,h
a,f,e,c,h,a,j,b,j,h
g,c,d,i,d,a,j,a,b,c
b,j,h,b,b,e,b,b,d,f
c,h,f,j,e,i,g,j,h,h
i,d,c,f,f,a,g,j,f,c
g,d,h,i,c,g,e,b,f,e
a,e,h,f,a,h,d,b,e,i
e,i,j,a,j,a,e,i,j,d
i,e,f,j,e,b,f,g,d,d
d,d,c,c,b,h,f,g,d,b
d,e,f,f,d,j,d,i,j,f
f,c,d,d,a,e,b,d,h,f
i,d,d,i,e,g,g,j,c,e
h,b,h,j,f,h,b,c,d,f
e,h,d,h,h,f,b,c,i,a
a,f,j,g,i,i,i,i,c,j
i,c,i,f,i,a,j,d,h,b
e,c,j,j,h,g,a,e,i,g
j,c,b,i,a,b,j,i,h,h
f,d,h,e,c,b,g,b,i,e
i,e,b,g,b,d,c,e,j,g
g,a,i,f,c,b,g,e,c,b
e,d,j,c,b,b,h,g,g,f
h,j,i,a,f,b,g,d,d,i
e,e,i,j,f,b,h,h,f,d
i,g,j,a,j,f,b,d,e,i
f,b,g,f,d,b,g,h,g,d
j,i,f,j,c,d,f,i,h,f
f,e,j,e,j,a,c,i,e,a
i,j,i,j,b,d,b,a,g,g
j,e,a,e,b,a,c,c,h,f
e,a,a,j,j,j,a,d,h,i
e,i,a,e,e,g,g,e,b,a
c,j,c,d,f,f,c,c,h,e
a,c,c,i,e,c,d,e,d,g
h,d,i,c,f,d,d,h,d,g
c,f,e,f,g,b,a,e,e,f
d,h,a,i,b,f,c,i,g,g
i,a,f,j,g,a,c,i,h,h
i,h,g,a,e,a,i,c,h,b
g,a,a,b,f,d,h,c,j,g
e,j,i,c,e,j,c,j,c,e
f,f,i,j,i,a,a,a,d,a
e,a,a,g,g,d,c,e,a,e
i,f,a,f,b,d,c,b,h,b
a,h,f,i,d,h,a,d,d,a
e,j,g,f,a,g,a,i,g,b
c,b,g,h,j,d,d,e,e,a
b,j,f,c,c,a,j,g,i,e
c,a,a,i,c,e,g,b,g,g
a,f,j,e,j,j,c,i,j,h
e,c,g,j,h,i,h,h,a,f
e,c,h,h,h,a,c,i,f,h
