var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
e,b,c,i,b,b,a,d,e,g,a,g,g,a,c,e,e,j,j,e
b,g,f,i,h,h,c,c,a,e,g,b,c,e,i,i,e,e,j,g
i,c,e,j,h,h,i,d,h,b,j,g,d,a,g,c,g,c,a,e
c,c,c,b,a,j,j,a,i,j,h,c,b,i,a,c,i,j,f,g
i,f,d,h,f,h,i,e,d,f,g,c,j,c,b,h,b,j,a,d
e,f,b,a,g,h,i,j,a,f,d,g,e,f,d,f,j,g,j,f
b,a,a,j,e,g,g,g,b,e,a,e,j,h,e,j,e,j,c,d
g,e,b,j,j,g,c,j,i,c,i,j,h,b,g,h,h,b,f,a
h,f,f,c,e,d,g,e,j,c,b,b,h,i,c,j,h,b,c,b
g,a,c,h,e,d,b,e,f,b,d,h,d,f,b,i,e,e,d,e
b,f,j,f,i,c,e,f,i,d,c,j,g,h,b,d,g,a,b,j
e,e,i,h,a,d,i,h,g,b,a,e,h,b,j,d,f,b,g,e
j,h,c,b,d,e,h,e,h,a,i,h,j,i,h,b,f,g,f,f
e,i,d,f,c,f,h,c,h,f,a,h,i,c,e,b,b,f,c,j
i,c,i,h,c,j,f,h,e,f,a,b,b,d,f,b,g,f,a,e
j,e,c,g,i,g,j,i,a,h,a,j,g,j,c,a,b,f,g,j
i,j,i,j,b,e,g,d,h,h,g,h,j,j,c,b,a,i,h,d
d,e,c,c,i,a,g,f,h,f,i,j,c,h,g,f,j,g,h,j
i,a,e,f,c,j,a,c,h,g,b,e,j,g,g,g,e,e,j,a
a,j,a,i,c,h,g,e,a,e,c,a,j,j,j,h,f,f,e,b
g,j,j,c,i,a,b,b,h,e,j,f,g,i,a,i,a,i,e,c
d,i,j,d,b,f,j,h,f,i,i,j,i,b,f,j,e,c,b,e
a,e,i,j,b,i,d,e,a,j,e,i,b,h,f,j,e,h,b,h
e,d,j,d,a,e,e,b,i,b,f,g,g,b,a,b,d,g,a,e
e,c,e,g,c,d,j,e,i,i,a,f,c,f,d,f,e,j,h,g
f,f,b,e,b,d,j,c,c,a,e,a,h,a,a,a,c,b,i,e
h,c,b,a,b,a,g,f,g,h,i,h,e,d,d,j,g,b,h,g
i,i,i,c,j,a,h,a,j,d,c,i,f,b,j,b,b,g,j,f
a,c,d,c,f,a,c,i,g,g,c,e,b,j,e,j,b,d,j,a
h,g,f,g,e,f,j,c,g,a,a,e,j,g,c,f,a,e,g,a
h,a,a,h,i,g,b,i,i,e,e,j,c,j,d,e,j,j,g,d
g,c,c,b,f,f,h,i,a,d,f,i,a,g,c,b,e,c,g,e
h,a,i,g,g,f,g,b,g,e,g,g,c,e,d,a,i,i,f,f
