var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,e,h,a,c,e,o,d,j,m,e,o,b,h,o
b,n,a,a,f,j,l,e,i,m,l,f,n,f,k
f,b,f,l,g,o,n,d,b,b,m,h,n,n,o
m,b,m,k,b,d,f,m,b,h,j,b,k,g,i
k,o,d,o,f,l,h,k,k,l,f,h,a,o,k
j,n,o,o,o,j,i,k,i,a,n,a,m,n,c
m,j,g,h,o,l,g,f,f,m,g,n,h,j,i
i,c,e,c,f,k,l,i,a,c,i,n,c,f,k
b,n,o,a,f,c,b,d,i,i,f,k,n,n,d
b,c,g,f,j,f,f,f,m,h,j,j,j,b,e
j,d,o,e,k,e,n,d,j,h,j,d,k,n,c
e,k,o,m,a,j,j,h,k,m,m,n,h,o,c
h,d,h,m,j,m,o,b,b,i,j,k,e,k,o
g,g,o,e,i,j,n,j,h,b,o,k,a,i,m
n,f,e,o,m,d,m,m,n,a,d,c,f,e,i
h,o,a,a,k,h,a,a,e,e,h,h,n,n,n
o,d,o,i,g,a,m,i,k,b,b,b,o,k,b
j,o,f,c,o,a,n,i,a,h,n,f,h,d,c
e,j,j,i,f,j,k,a,a,c,k,i,b,i,d
n,c,e,o,o,j,c,o,l,n,h,n,c,g,a
f,g,n,d,o,k,j,o,g,j,c,j,k,m,d
j,l,b,d,o,c,c,m,j,i,h,j,d,h,a
j,d,n,f,e,b,l,i,b,m,o,a,e,i,i
k,c,c,a,h,c,d,i,f,j,f,o,f,h,i
n,h,d,f,k,e,o,o,l,e,h,i,o,f,n
i,h,k,e,a,a,g,e,a,d,l,k,b,d,m
o,c,j,k,g,k,e,k,l,o,e,d,j,k,f
g,f,j,i,l,a,c,e,i,o,l,a,g,h,n
m,d,h,i,h,k,g,k,c,j,f,o,l,a,h
g,d,n,b,h,h,c,b,o,h,h,f,d,d,a
i,h,j,g,f,f,d,m,c,m,n,k,o,f,c
d,e,l,i,j,j,o,l,g,h,l,d,e,m,l
n,d,c,c,h,d,f,m,l,f,o,c,h,o,c
h,d,h,k,d,j,g,g,k,j,m,c,l,d,a
o,g,l,l,e,b,b,k,o,h,e,l,o,d,h
b,m,e,h,f,j,b,f,k,e,h,b,f,b,f
o,g,o,b,j,e,b,n,n,m,j,o,m,h,i
m,a,j,a,a,j,d,j,h,h,f,l,m,j,o
j,l,l,n,c,g,k,k,f,m,c,a,m,h,n
k,n,d,d,a,o,n,h,m,i,f,d,n,b,a
i,b,g,l,l,d,o,g,l,c,e,m,k,i,a
b,l,n,h,b,k,l,f,o,c,i,f,h,f,e
h,e,c,d,f,m,e,n,l,l,b,b,k,m,j
m,l,e,j,a,j,m,f,k,d,g,o,a,f,l
m,f,c,m,o,k,k,h,e,k,b,j,h,b,o
m,h,i,j,k,k,o,g,m,o,l,k,m,o,g
m,g,k,l,a,m,a,j,o,j,n,l,k,g,d
g,d,a,j,f,f,i,c,m,c,c,j,c,o,l
h,l,g,f,j,d,o,h,f,o,a,a,m,m,f
j,b,a,c,e,j,e,e,h,o,k,k,f,d,o
d,l,e,o,b,i,j,i,i,m,i,o,n,n,g
c,d,j,o,k,j,k,j,o,g,o,l,m,d,j
h,a,g,m,m,k,i,n,d,k,f,m,b,d,e
e,d,f,o,b,o,o,n,e,g,c,g,o,e,c
h,k,o,d,e,j,e,a,i,b,n,o,g,e,i
d,k,g,c,i,j,m,h,c,c,e,b,o,c,m
b,i,c,e,g,j,l,k,i,a,i,c,d,b,f
b,n,i,f,o,j,d,g,f,b,h,e,f,f,a
j,j,m,e,e,g,m,a,m,a,c,h,k,h,k
e,l,e,h,o,k,f,j,k,m,d,f,a,l,i
g,h,o,h,e,k,c,o,d,l,c,e,m,d,c
d,e,a,f,k,d,m,e,d,d,i,d,j,h,a
e,a,g,j,c,d,o,c,n,k,f,d,l,j,g
a,c,c,k,o,a,m,n,l,l,o,f,l,m,m
i,m,n,e,g,o,o,m,o,a,f,j,m,m,e
a,i,f,d,b,e,b,b,i,m,i,j,a,m,j
d,d,o,o,a,c,c,c,i,b,e,j,m,a,n
j,g,d,f,f,m,l,i,d,c,g,f,o,c,k
g,m,j,e,m,o,j,c,h,e,i,a,n,f,b
e,f,b,g,g,j,b,b,f,j,m,i,e,g,d
h,i,b,n,d,d,k,a,a,n,l,l,c,o,o
g,f,l,j,g,a,j,j,f,g,j,e,n,n,i
b,i,i,b,o,e,g,m,b,h,h,m,j,g,i
l,f,j,j,f,m,a,k,m,h,l,m,i,e,g
n,j,b,j,c,n,b,d,k,k,i,o,h,g,f
d,o,k,d,d,h,g,g,h,k,o,c,g,g,b
o,k,i,e,g,m,b,m,f,j,l,o,m,j,b
e,l,i,a,e,i,g,o,d,k,d,n,i,i,a
m,c,j,l,o,j,i,a,l,l,h,h,m,n,f
m,l,a,n,j,e,n,i,c,d,c,d,g,l,e
e,f,o,b,i,k,a,c,f,m,e,j,d,h,m
d,j,o,d,i,c,d,n,o,b,o,n,l,m,c
o,l,g,k,d,e,e,f,k,e,m,l,g,k,b
e,g,b,h,f,g,o,b,c,n,d,b,g,b,b
o,i,k,k,m,j,c,d,g,m,j,h,c,g,j
f,d,a,e,i,m,d,b,c,c,f,k,l,j,h
