var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
d,b,n,q,k,j,e,d,d,m,f,d,a,j,q
c,d,r,q,t,b,i,k,n,c,f,a,a,j,l
q,h,c,t,b,d,i,h,a,g,i,b,k,l,l
t,f,f,p,t,c,h,e,o,c,a,p,h,i,k
f,q,s,s,m,c,j,b,d,n,s,c,f,m,f
t,j,b,e,j,r,e,o,a,l,s,g,c,s,e
a,s,o,o,c,o,s,a,b,a,g,j,p,a,o
l,c,g,o,e,n,m,f,a,b,c,d,a,e,c
m,c,a,h,c,d,r,l,q,r,k,p,q,j,c
t,a,t,q,q,q,l,c,l,p,b,o,q,g,r
t,e,r,a,a,b,s,s,h,d,h,h,e,o,i
a,m,b,f,l,a,k,f,g,t,d,t,b,t,a
d,h,e,g,o,b,c,k,o,j,b,d,f,s,j
d,m,h,h,h,h,b,n,a,j,n,h,i,p,n
n,b,l,r,j,r,l,e,k,m,e,a,s,s,l
p,n,j,o,l,j,d,l,k,k,r,d,p,q,m
f,t,m,h,r,l,r,l,o,o,j,g,j,n,s
l,d,i,p,n,a,s,d,j,e,e,i,j,n,k
f,o,c,k,g,a,p,t,e,t,f,o,r,s,p
h,t,r,l,m,o,d,h,j,p,d,n,a,f,t
i,e,p,o,o,i,j,d,j,m,q,i,c,g,l
g,k,d,t,d,t,k,k,b,r,h,g,m,n,n
g,k,n,r,c,b,g,l,a,o,a,j,o,j,d
b,r,b,r,o,t,s,m,q,a,h,h,o,s,b
b,q,r,t,t,d,p,c,o,p,c,k,c,e,n
a,a,h,f,q,r,b,l,c,h,d,h,d,n,f
r,e,k,e,d,d,r,m,c,j,h,j,n,t,k
r,r,t,q,k,e,g,b,a,i,s,a,n,p,k
o,n,r,g,p,f,j,i,e,k,p,q,m,j,o
l,e,r,l,s,a,o,t,p,e,a,e,c,q,t
c,l,s,e,t,l,p,p,q,d,p,r,g,m,e
r,b,g,h,r,j,n,e,p,l,i,p,b,c,e
g,g,j,r,r,d,m,k,s,b,j,t,h,c,k
e,e,q,c,k,c,s,m,r,h,m,g,c,t,l
m,k,e,q,g,q,k,a,q,e,p,g,g,d,f
i,m,m,e,c,k,l,e,m,l,l,m,m,j,l
g,m,j,s,q,h,d,k,a,c,b,o,s,b,o
d,d,k,p,k,b,d,b,i,c,r,n,l,h,g
o,c,g,n,k,g,f,r,j,o,k,a,l,e,l
k,g,g,b,n,f,o,s,k,m,i,g,o,a,o
r,e,f,m,a,i,m,k,g,k,c,e,d,d,o
o,r,j,s,j,m,t,b,t,f,f,i,l,d,d
a,p,s,g,g,h,o,p,q,t,k,r,q,f,c
q,f,r,h,a,m,g,c,d,l,s,j,j,r,d
o,t,n,b,h,n,r,a,m,p,q,q,n,c,l
m,o,f,s,k,h,n,o,d,a,o,e,k,q,g
g,b,t,q,q,d,s,e,a,n,n,f,b,i,k
j,a,n,g,c,t,l,f,f,k,p,t,b,b,e
c,e,d,e,p,q,q,q,g,b,a,t,o,c,c
b,p,p,t,s,q,i,m,b,e,n,b,k,k,n
c,e,m,e,j,g,g,k,j,f,d,g,b,a,l
i,p,h,i,g,l,b,i,d,o,k,e,p,f,b
b,h,f,j,m,g,g,h,a,j,l,l,n,d,c
h,j,j,d,m,e,b,a,c,t,k,j,q,d,a
k,l,c,d,n,e,t,d,s,c,f,t,d,m,r
g,j,n,t,n,k,k,d,k,n,l,b,r,o,o
b,c,t,b,c,l,r,n,b,d,m,s,i,f,i
d,l,l,g,e,i,n,f,n,m,e,p,j,h,f
b,i,r,s,s,p,n,b,e,f,e,b,h,c,o
g,i,c,r,l,h,t,l,s,d,g,n,b,o,f
m,c,h,e,h,i,i,r,r,g,h,m,p,q,a
a,m,h,j,l,p,i,i,d,e,t,d,d,o,c
m,g,k,n,d,g,t,k,o,h,i,g,h,p,s
d,g,r,d,i,n,d,a,h,d,h,l,n,h,e
g,g,r,f,g,a,f,f,j,h,t,i,o,m,d
i,i,c,q,m,r,k,i,t,n,e,o,t,j,t
m,t,g,m,b,r,j,c,r,j,k,o,p,e,s
b,f,p,o,i,a,k,f,q,h,b,c,n,p,e
t,g,p,r,k,a,q,a,g,b,b,r,a,p,r
t,c,s,m,m,o,i,k,k,c,k,m,r,a,r
l,m,r,h,e,i,g,c,h,s,l,t,f,j,g
g,a,l,n,l,b,q,c,d,h,e,a,g,q,i
e,r,b,g,q,q,j,k,q,d,t,f,j,q,e
i,q,k,p,p,t,e,k,n,g,t,p,s,o,r
k,o,e,h,j,g,c,b,e,o,p,i,o,q,r
a,p,c,g,o,o,p,q,c,q,m,a,h,q,d
p,b,n,k,p,q,j,n,d,t,n,a,f,k,c
a,n,h,o,i,q,j,i,i,j,c,h,m,j,i
s,e,g,a,g,n,b,f,e,o,p,r,j,r,d
c,k,n,p,p,m,m,t,t,g,q,e,o,s,b
t,d,l,o,s,r,s,b,l,d,o,f,n,d,k
s,s,p,q,l,r,j,d,g,t,h,q,f,h,c
p,b,f,n,c,d,f,n,f,d,e,q,q,c,r
p,o,d,c,k,s,f,f,i,g,e,b,m,d,b
c,l,a,j,g,i,d,b,t,d,o,s,b,o,d
n,f,c,n,m,q,r,f,f,t,r,f,d,a,c
g,b,r,l,s,i,m,r,r,p,o,q,i,c,p
j,p,d,g,f,k,t,m,c,e,b,i,r,b,o
p,g,t,l,o,j,g,a,g,b,m,n,j,t,r
e,t,a,g,p,o,l,o,j,k,j,m,i,c,r
d,i,g,e,s,d,g,l,h,a,s,o,a,c,c
p,g,o,a,a,j,r,r,r,g,n,e,p,b,l
e,a,t,k,o,r,a,a,l,o,t,q,a,d,r
b,e,o,m,j,s,i,n,b,s,i,p,t,c,h
j,h,b,g,b,c,g,a,i,c,m,r,t,n,h
j,o,j,n,t,m,g,b,e,j,n,d,c,a,i
a,f,f,s,c,c,g,c,q,m,k,b,n,e,c
j,h,r,j,t,e,f,t,d,j,a,i,q,c,s
h,g,g,t,m,d,j,q,r,s,m,p,c,s,j
p,k,m,p,k,c,t,g,g,q,q,o,b,q,e
n,t,r,d,p,c,f,j,i,r,b,r,o,k,q
s,q,r,m,r,r,s,i,l,m,n,n,m,a,c
o,t,k,o,n,a,o,d,b,n,i,a,b,i,a
