var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
j,k,b,e,l,a,s,m,o,d,m,b,n,r,n,l,d,e,q,r
g,a,k,i,g,n,t,p,k,m,k,i,n,s,g,l,r,p,f,j
k,d,i,c,h,i,l,c,l,f,k,e,j,d,g,l,g,f,g,g
r,k,r,s,r,a,h,t,j,m,j,t,h,k,n,s,l,a,n,n
k,q,a,s,t,f,t,n,g,f,t,i,r,h,l,m,m,e,o,d
i,f,c,l,j,a,d,r,a,g,p,i,j,n,q,t,t,q,j,h
f,h,d,f,j,a,h,t,p,r,t,k,o,p,q,t,r,i,q,l
l,j,s,t,r,k,h,f,a,n,m,i,n,i,i,l,g,e,e,p
r,g,e,h,f,i,t,f,q,b,h,t,a,a,i,i,e,q,f,q
r,b,d,h,k,n,p,f,b,a,f,r,s,s,g,g,k,i,m,b
e,f,c,p,s,i,h,b,f,e,g,f,b,j,l,o,d,l,g,s
i,j,j,j,o,c,d,a,e,c,d,m,l,g,i,d,n,k,f,f
j,d,m,m,j,p,p,c,i,s,f,k,r,f,o,l,r,b,d,o
f,f,r,h,d,e,p,o,t,f,b,f,e,k,d,t,h,l,m,j
b,k,l,r,j,a,e,t,s,p,c,d,c,n,g,j,j,p,f,d
k,n,a,p,q,t,g,f,j,k,q,g,h,q,j,c,i,i,s,b
k,g,s,t,s,o,h,h,p,o,k,p,i,l,k,g,q,d,q,t
k,q,h,h,o,c,h,a,b,e,c,e,j,l,a,h,l,i,d,h
b,r,l,b,d,t,c,c,a,l,d,i,s,n,j,i,t,d,g,k
h,f,t,i,q,m,k,f,j,a,p,l,a,e,f,t,a,a,f,s
e,q,g,f,q,c,k,k,n,k,k,r,e,b,g,h,g,f,r,j
h,m,o,c,d,p,k,j,t,p,g,b,a,g,e,r,m,j,s,j
h,m,t,r,f,d,o,h,a,k,j,i,o,a,i,g,f,o,f,m
f,i,j,r,q,o,f,k,d,t,e,f,h,t,p,b,d,k,c,t
o,l,n,c,g,h,g,h,p,k,q,a,a,g,d,f,r,e,t,d
i,t,t,j,k,l,t,h,c,c,e,f,k,h,q,p,t,j,d,n
f,e,s,r,m,i,h,f,o,e,g,l,h,g,n,g,t,k,o,t
f,f,f,h,j,h,p,f,i,k,k,d,g,k,i,l,i,i,r,t
d,k,c,a,h,r,n,t,n,b,m,k,a,a,e,g,m,e,a,o
b,p,e,a,c,c,o,l,j,s,c,q,h,k,p,t,g,j,p,b
b,c,q,l,k,q,h,e,o,r,m,c,n,r,s,k,i,e,p,n
f,k,g,q,s,s,b,f,j,e,i,r,l,g,g,l,d,l,o,k
h,i,a,r,j,i,a,q,i,n,c,l,h,r,c,f,l,a,s,h
i,p,l,l,l,k,h,b,h,c,m,d,e,g,g,f,a,h,b,b
k,b,m,h,e,q,f,t,k,e,m,l,t,l,l,f,t,q,s,j
f,n,d,k,d,i,g,t,d,g,a,a,a,c,i,g,b,j,m,c
b,s,t,d,j,q,h,q,m,m,f,h,r,s,f,p,c,a,d,b
j,q,k,e,l,i,g,k,r,m,c,a,a,q,i,g,o,c,a,l
k,j,o,r,l,m,r,o,j,o,f,d,k,j,g,f,g,a,d,h
t,a,t,s,j,r,o,t,s,d,n,s,m,a,e,i,n,h,q,q
f,l,k,h,p,a,g,j,m,k,l,q,e,t,e,j,q,p,p,h
p,f,a,r,b,d,k,n,h,b,m,l,k,n,h,p,f,d,q,d
i,q,k,r,e,e,o,b,h,e,t,f,d,k,c,s,r,i,m,t
