var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
m,e,p,n,b,p,n,t,o,h,i,q,h,n,j,n,k,f,j,g
l,o,d,k,r,s,b,h,g,k,j,e,h,f,b,e,o,n,d,t
k,s,s,o,j,t,l,l,l,n,t,s,m,t,b,i,l,m,g,m
r,t,b,n,r,e,h,n,s,k,l,c,g,r,s,i,f,m,t,g
c,o,g,d,q,m,d,r,o,l,h,r,a,p,c,h,s,p,b,b
c,j,e,j,d,i,m,f,r,m,d,b,o,a,g,i,s,q,h,p
c,k,l,t,t,h,i,g,i,j,g,q,e,o,r,a,r,o,j,a
i,b,t,k,e,a,a,k,d,r,o,q,h,h,p,s,l,d,f,k
d,b,c,g,t,e,n,k,e,a,b,c,i,s,p,c,a,d,o,h
l,q,t,q,m,h,f,h,h,m,m,f,j,f,b,b,k,j,k,j
n,m,e,i,a,s,i,a,p,i,r,n,b,g,i,f,o,m,a,m
b,b,o,m,n,b,s,i,q,o,p,f,c,e,m,k,h,f,o,d
m,s,t,f,o,s,h,o,k,f,m,q,a,a,d,n,o,k,r,r
m,p,h,g,c,q,q,o,i,a,e,n,o,o,n,a,g,m,b,b
a,e,q,p,d,i,f,n,b,m,o,e,q,a,b,f,l,n,c,p
m,t,f,i,n,r,c,o,q,t,c,q,e,l,t,g,a,j,q,i
p,b,d,g,a,q,n,k,s,s,k,b,s,b,h,r,i,b,g,p
i,o,a,n,l,b,i,t,m,p,a,g,c,r,f,j,f,m,b,s
p,n,q,c,j,b,j,i,t,o,j,i,f,a,l,h,d,j,m,o
l,h,c,k,q,a,c,l,a,d,p,f,i,c,k,t,i,a,g,o
f,b,r,t,j,n,d,t,m,h,t,r,d,f,b,n,e,t,s,n
k,d,k,o,s,k,s,b,i,e,b,b,k,e,b,m,s,d,l,n
k,d,j,p,t,o,n,c,d,f,p,d,e,o,a,r,h,a,k,d
e,g,o,h,o,k,h,j,c,a,d,n,t,k,f,n,e,t,l,p
e,c,e,o,f,t,j,k,s,j,h,h,i,k,n,m,c,p,m,c
m,f,h,m,m,i,c,k,p,c,p,n,b,b,c,c,i,j,i,e
g,i,m,j,s,t,n,k,l,g,r,o,b,p,s,b,d,f,b,t
q,j,n,q,r,d,k,t,q,o,h,e,p,q,s,i,a,o,g,p
o,f,e,b,i,j,d,m,t,a,i,j,i,h,r,r,s,c,r,a
a,a,e,k,g,b,t,i,a,p,l,p,d,q,e,c,b,f,s,q
c,r,g,j,i,o,j,a,t,t,n,t,h,p,g,o,r,p,r,t
g,e,s,m,a,r,l,n,a,m,t,c,c,q,g,b,r,m,b,n
k,l,f,p,a,t,n,b,q,r,k,f,g,t,s,g,i,t,b,i
n,a,j,i,b,m,r,b,j,c,i,b,d,e,b,s,j,c,m,j
a,d,f,q,f,q,h,n,n,o,i,d,p,j,n,l,c,m,q,n
f,p,d,j,t,r,t,n,k,m,f,h,i,l,b,r,c,e,g,a
l,p,n,d,m,q,b,b,d,k,m,i,q,f,i,d,q,t,g,c
g,o,i,n,j,s,o,g,e,k,n,r,r,m,q,r,r,r,a,a
h,b,s,p,b,f,k,o,a,s,b,e,r,k,b,q,l,p,i,i
l,q,l,e,i,e,t,g,b,h,t,l,n,o,r,s,n,h,g,h
g,a,b,l,h,t,e,b,f,t,o,p,t,h,r,q,n,q,c,i
h,g,f,d,k,o,o,r,r,a,j,g,c,j,a,r,g,a,c,h
b,i,g,p,f,q,t,a,c,o,b,t,b,q,l,o,n,j,b,b
o,f,b,g,p,l,k,h,o,m,f,o,d,n,a,e,t,k,p,b
p,b,m,e,m,p,n,l,k,i,o,r,k,i,b,e,p,i,m,k
d,n,r,d,b,q,l,q,o,j,d,p,m,n,q,g,d,h,g,m
