var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
j,a,j,j,e,h,d,b,c,h
f,a,b,g,i,j,j,h,g,b
a,f,e,c,i,j,d,b,c,e
a,i,j,b,i,f,j,f,a,f
d,b,j,h,j,e,b,h,e,b
j,e,c,b,f,j,b,g,j,b
f,j,g,c,g,e,c,e,h,g
b,h,c,h,j,c,h,i,a,c
g,e,b,f,g,g,c,i,d,c
g,j,j,a,g,c,a,j,g,e
a,j,d,e,b,b,f,i,a,d
j,h,h,d,c,g,b,c,f,g
a,j,b,j,d,i,i,j,c,j
j,b,j,e,h,a,i,h,i,b
d,f,i,a,j,f,f,c,h,b
a,e,j,j,i,c,i,a,j,i
a,f,i,c,e,d,c,e,i,i
a,h,g,f,b,e,c,a,i,f
d,j,i,e,d,f,d,h,i,e
b,d,g,g,h,a,a,j,g,d
b,d,d,f,b,e,g,d,c,i
f,b,d,c,g,a,j,c,b,a
g,h,i,c,e,c,a,a,g,f
j,i,f,i,c,i,f,b,g,e
j,g,h,j,h,h,j,j,a,j
h,e,c,h,d,c,f,b,j,g
g,f,f,b,e,e,c,d,f,i
h,i,f,f,d,e,i,f,j,j
c,g,j,f,a,e,h,a,f,h
g,i,b,j,f,j,c,h,f,j
j,j,g,a,b,c,g,a,a,g
e,f,a,g,a,a,i,a,c,d
g,j,i,j,f,a,c,f,j,j
c,c,a,b,b,g,i,j,b,i
h,e,b,d,i,a,d,e,i,i
a,d,b,h,g,h,h,i,e,f
g,f,j,j,a,f,i,i,g,h
f,j,i,a,f,c,f,b,j,j
d,j,c,h,b,b,c,i,d,g
i,b,a,f,b,f,j,a,j,f
a,e,i,j,b,c,d,a,a,g
f,f,b,h,e,d,i,f,e,j
b,a,c,h,a,b,b,e,g,i
g,i,j,g,d,c,e,e,d,b
e,e,c,c,e,a,h,d,h,j
a,i,j,f,i,h,d,d,i,b
i,b,e,i,i,h,h,j,a,a
h,h,b,c,c,c,b,f,i,j
e,a,j,b,b,b,b,e,i,i
g,e,j,b,h,d,d,f,a,d
j,j,e,i,e,e,a,a,g,d
j,i,c,g,j,g,c,j,g,j
c,h,h,a,j,c,a,e,i,c
d,j,d,d,g,j,b,b,d,g
j,e,f,h,j,d,d,i,d,j
d,e,i,h,h,h,h,d,d,d
f,h,g,d,b,d,j,d,j,b
h,b,g,g,b,e,j,h,j,i
c,d,a,h,b,j,c,g,e,g
a,e,d,g,b,c,j,f,c,i
a,j,j,f,e,g,b,h,j,h
g,a,h,e,g,i,b,f,f,e
b,i,j,c,f,h,j,c,h,d
d,b,b,b,b,a,j,b,b,f
e,j,a,e,f,f,h,a,i,g
j,f,e,d,a,j,j,i,b,h
b,c,h,b,c,i,d,g,c,d
e,f,d,h,b,i,i,g,b,a
d,g,c,i,f,d,d,i,d,h
i,e,h,e,a,h,e,d,j,d
c,j,g,c,f,i,d,b,d,g
f,b,f,a,f,c,b,g,i,c
g,i,g,e,j,d,d,h,j,h
j,e,f,c,d,b,g,b,g,d
e,g,b,d,a,f,a,a,e,d
c,a,h,c,c,d,h,g,d,h
e,b,i,g,f,b,h,h,c,j
c,h,c,j,b,d,f,j,h,a
d,h,a,e,d,i,a,g,j,i
h,j,g,e,b,g,a,d,e,a
i,j,j,e,g,i,d,e,a,i
d,e,d,j,j,f,c,a,e,f
i,j,e,f,e,a,b,f,g,i
c,b,i,a,a,i,a,g,f,h
c,d,h,b,a,i,j,e,c,e
j,b,h,h,g,d,e,b,j,g
d,d,f,g,b,j,c,i,f,f
h,h,f,h,f,b,c,d,e,a
g,h,i,e,j,a,h,c,f,j
c,i,b,d,i,g,a,i,g,b
h,e,b,j,e,c,i,b,f,b
i,j,e,c,e,a,g,i,d,a
e,f,d,i,h,h,d,a,j,h
h,c,i,c,h,b,e,e,g,h
c,a,c,e,g,b,j,g,i,f
b,h,g,h,d,d,c,a,i,h
a,b,e,f,j,a,j,b,j,h
g,c,d,i,d,a,j,a,f,c
i,j,h,b,g,a,b,i,i,f
a,h,i,j,e,i,i,j,h,c
i,d,e,h,f,d,g,j,e,c
g,d,h,i,c,a,e,b,f,e
a,e,h,f,a,g,d,b,e,i
e,e,j,a,j,i,a,i,j,d
i,e,f,j,e,b,f,b,d,d
d,d,c,c,b,h,f,g,d,b
c,e,f,f,d,j,d,i,j,f
f,f,j,c,a,e,b,d,c,b
i,e,f,i,e,g,g,j,c,f
h,b,h,f,f,h,b,i,c,f
e,h,d,h,h,f,b,c,i,c
a,b,j,g,i,i,i,i,c,j
i,d,i,f,i,a,j,d,h,e
e,c,j,j,h,h,a,e,f,e
j,c,g,i,a,b,j,i,h,j
b,d,h,e,c,b,g,b,i,i
i,g,b,g,b,d,a,e,j,g
g,a,i,f,h,b,g,e,c,b
e,d,j,g,b,b,h,g,g,f
h,j,i,g,f,i,g,d,d,i
e,e,i,j,f,b,j,h,f,d
i,g,j,a,j,i,b,d,e,i
f,b,g,f,d,b,g,h,g,d
j,i,f,g,c,d,f,i,j,f
d,g,a,e,j,a,i,i,e,a
i,j,i,j,b,d,d,a,g,h
a,e,a,e,b,a,c,b,h,f
b,a,j,c,j,g,a,d,h,i
e,h,a,a,b,a,a,e,c,a
c,j,c,d,f,f,c,h,j,e
a,i,c,i,e,i,d,e,d,g
h,d,i,c,f,d,d,h,d,g
c,f,j,f,g,b,h,e,e,f
i,h,d,i,g,c,c,i,g,g
i,a,f,j,g,i,c,i,h,h
i,h,c,a,e,a,i,c,h,b
g,e,a,b,f,d,h,h,a,g
f,j,i,c,e,e,c,j,f,e
b,f,i,j,i,a,d,b,d,a
j,a,a,g,g,b,e,e,a,e
d,f,a,e,b,d,c,b,h,f
a,e,f,i,d,h,a,d,d,a
e,j,g,f,a,b,a,i,g,b
c,a,g,h,j,d,d,e,b,f
c,j,g,g,j,g,j,d,j,e
c,a,a,i,c,e,g,a,g,g
a,f,j,e,j,j,c,g,j,j
e,f,i,j,i,i,h,h,a,f
e,c,h,h,h,f,c,i,f,h
h,e,e,a,d,g,h,j,f,g
d,j,h,e,h,g,j,i,a,d
j,e,a,h,f,g,g,e,g,c
j,d,c,d,d,a,i,d,j,d
c,a,b,a,i,a,f,b,c,f
h,b,c,g,b,b,h,h,a,b
j,h,b,e,j,f,i,j,h,a
c,h,g,j,f,j,f,c,h,d
d,e,d,b,b,b,i,h,j,g
a,i,c,a,i,h,g,b,j,e
h,e,c,g,i,d,h,g,h,g
f,j,b,i,a,b,c,a,c,g
c,f,g,e,g,d,i,j,c,i
c,e,j,b,i,a,d,a,g,f
d,e,j,i,e,j,f,h,f,e
h,i,e,g,g,c,f,d,i,a
c,g,b,i,g,d,a,c,i,f
h,g,d,f,b,d,g,f,c,d
e,b,e,g,d,a,f,i,g,h
a,b,f,e,e,e,d,g,a,a
a,c,h,a,h,e,f,j,j,c
i,h,f,i,c,d,g,a,d,i
g,j,d,c,f,a,f,j,j,b
e,b,d,e,b,d,c,e,g,d
d,h,g,e,f,e,j,b,c,i
f,a,h,b,e,f,j,c,b,g
b,a,c,b,d,b,g,i,i,j
h,c,g,i,e,j,i,b,a,j
e,h,c,d,f,g,f,e,i,g
b,a,j,d,e,j,j,c,e,g
b,j,a,g,c,d,f,d,i,c
j,f,h,b,i,i,c,b,d,h
i,a,i,f,i,j,b,g,h,a
d,h,a,j,d,b,f,g,j,c
i,b,c,d,b,h,g,a,e,b
b,i,f,h,e,i,i,g,a,d
f,d,g,a,j,f,d,g,a,a
i,d,c,h,d,g,c,a,d,g
a,d,d,d,a,b,c,j,j,b
g,f,h,i,i,i,j,e,e,e
b,b,c,h,c,b,c,i,j,b
h,e,i,h,f,h,b,h,j,h
b,i,e,e,g,h,d,b,c,f
b,h,f,i,g,d,d,i,c,i
j,b,g,i,d,c,g,j,i,a
a,j,g,h,b,a,a,f,a,i
b,a,c,i,f,c,f,j,a,h
a,b,a,j,i,h,c,d,d,f
f,j,b,e,b,a,j,c,a,i
h,g,c,g,f,h,i,h,e,e
i,c,g,b,g,b,h,f,j,a
f,c,d,e,b,j,e,e,d,h
g,j,c,c,g,j,h,f,f,d
c,g,j,c,b,h,a,c,f,c
h,j,j,b,j,i,c,i,b,j
i,j,b,c,j,a,f,e,i,h
c,d,a,h,b,g,i,d,a,f
d,g,b,j,a,f,j,i,g,a
j,f,a,d,c,h,e,c,h,c
g,c,j,d,j,j,d,i,e,i
e,c,i,c,j,h,g,h,j,g
a,a,b,c,g,j,a,f,c,d
h,d,f,b,d,b,f,a,c,f
f,c,a,a,g,f,i,e,d,h
g,g,c,j,b,h,j,a,g,h
h,d,d,i,e,g,b,h,c,i
g,i,j,d,h,h,i,d,j,c
e,b,c,h,f,e,i,f,h,g
f,b,a,g,f,e,j,a,j,d
a,i,c,f,g,b,h,h,g,a
e,d,j,d,d,a,f,g,a,j
b,j,a,g,d,d,h,i,g,f
j,f,e,b,a,d,c,g,g,c
c,h,f,h,g,e,h,d,d,a
c,b,f,f,e,g,g,i,e,e
f,i,g,j,b,c,a,j,g,i
b,e,i,a,e,c,a,a,a,i
i,j,c,h,j,f,h,f,f,i
f,g,h,g,b,i,a,f,a,g
d,i,d,f,c,b,i,i,b,i
e,a,e,f,f,c,b,e,a,j
c,f,d,f,c,b,d,g,h,g
h,h,a,e,c,f,b,f,a,d
a,j,a,i,j,j,g,a,g,f
j,h,h,b,e,c,g,h,j,d
d,g,b,h,f,g,c,c,c,c
c,j,d,b,i,a,f,j,b,a
f,e,e,b,j,b,h,e,d,f
e,d,j,c,g,h,c,h,c,f
h,g,c,e,e,b,g,j,d,b
a,a,h,c,d,g,a,i,j,d
i,f,c,d,g,i,c,h,a,i
b,j,i,b,d,f,d,a,f,d
c,b,h,d,j,e,b,d,a,d
i,i,h,e,g,a,d,d,h,j
f,a,d,h,f,d,e,a,g,j
h,h,h,g,h,d,c,f,d,b
h,h,g,c,g,c,d,j,j,j
f,b,i,b,j,f,b,e,a,g
h,c,h,h,e,d,f,c,a,b
i,g,e,b,i,c,d,i,d,g
b,e,c,a,h,f,a,c,f,a
a,h,d,i,g,j,i,h,j,a
