var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
d,b,n,p,k,n,r,d,r,m,f,d,n,k,q
c,j,b,q,k,b,i,k,n,c,f,a,a,g,l
g,h,g,t,b,q,i,o,f,g,b,b,k,c,l
t,f,m,p,t,l,s,t,o,c,a,p,h,i,k
f,d,s,s,m,c,j,b,d,n,h,n,p,m,i
c,j,b,e,j,r,e,o,a,q,s,g,c,q,e
l,s,o,o,c,o,h,a,o,a,g,d,p,a,t
l,c,e,o,k,o,m,f,a,b,c,d,a,e,c
m,c,a,h,c,s,r,l,i,f,f,p,q,j,k
h,a,t,q,q,q,l,c,l,p,b,t,q,r,l
e,e,r,c,a,d,s,s,h,e,h,h,e,o,i
a,c,b,f,l,a,o,t,g,t,d,t,b,t,a
k,h,d,j,g,b,c,h,o,o,b,m,a,s,j
d,m,d,h,h,h,b,n,a,i,n,h,c,f,n
d,b,q,r,h,r,l,e,k,l,c,a,s,s,p
d,n,j,c,o,j,d,n,d,k,a,d,p,q,l
f,c,m,h,c,d,n,l,o,o,k,r,j,n,f
e,b,i,p,n,a,h,d,p,e,e,i,l,c,h
f,q,c,k,b,a,m,i,h,s,f,o,r,t,p
q,p,r,l,h,o,d,h,l,p,d,n,g,m,t
i,e,p,o,o,i,j,f,j,m,q,n,c,g,c
g,k,d,t,q,t,k,k,b,r,h,g,n,i,l
g,k,q,r,c,m,o,j,a,o,a,e,p,a,i
b,r,i,r,o,i,s,f,q,a,o,h,d,s,h
g,q,m,t,n,o,p,c,q,a,c,k,p,e,n
k,h,k,f,q,t,d,c,o,h,o,h,e,n,f
r,e,s,e,n,d,t,l,c,j,h,j,e,t,k
r,c,t,q,m,e,g,d,s,i,r,a,k,p,k
o,f,d,g,p,f,e,d,o,e,p,q,d,b,o
s,e,r,k,s,a,o,t,p,e,a,e,c,q,b
c,l,s,e,p,m,p,p,e,k,p,r,a,m,e
r,b,g,f,r,j,n,e,p,l,g,p,b,r,e
p,g,j,l,r,h,m,n,s,b,j,c,h,c,k
e,e,q,o,k,o,f,h,r,c,b,g,c,t,l
s,h,j,q,g,h,l,a,n,e,p,t,t,d,n
h,r,m,s,c,o,o,e,m,l,l,m,m,q,l
