var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
o,i,d,m,a,f,k,e,l,q
q,e,i,j,d,p,o,j,o,c
s,g,r,j,n,a,b,f,g,f
g,j,m,t,d,t,a,p,a,c
r,r,a,e,s,r,e,b,f,s
b,f,f,d,e,k,h,s,t,m
h,q,k,r,i,k,n,g,e,r
j,r,h,m,n,n,c,i,t,d
a,r,b,k,i,t,k,q,s,t
q,s,h,p,l,a,p,c,d,n
c,f,l,m,p,t,q,r,j,g
h,r,f,b,r,q,g,n,i,b
o,g,h,f,b,s,a,a,a,p
o,k,d,k,k,b,s,a,e,p
p,i,t,q,e,k,p,p,c,m
o,j,o,i,b,f,j,a,k,e
r,r,c,k,p,o,k,q,a,h
c,n,i,t,j,q,q,e,r,k
r,a,t,c,n,q,t,n,n,b
q,m,l,m,s,n,j,f,r,n
m,o,e,r,b,g,e,e,r,q
s,l,q,j,g,m,g,j,i,t
j,l,b,q,i,h,f,h,t,h
d,e,f,q,b,m,a,t,l,d
f,b,l,j,j,o,t,q,a,r
o,p,g,b,l,k,j,q,a,j
i,m,j,d,j,o,k,t,b,i
i,k,n,p,s,c,f,e,i,d
n,p,l,h,q,d,e,m,n,e
p,o,l,m,t,q,m,n,k,k
b,c,a,d,e,s,t,r,n,o
i,i,r,h,p,f,b,h,k,m
s,h,o,q,j,o,k,j,l,d
c,o,p,c,a,r,d,j,q,j
p,l,o,p,h,h,a,p,l,k
m,j,c,d,s,f,p,p,l,m
r,d,n,e,l,b,o,j,l,c
r,n,t,t,n,p,h,g,s,c
k,r,r,d,a,j,f,l,a,h
n,h,k,a,l,l,m,g,c,q
d,o,i,g,m,j,f,j,c,m
k,e,o,a,r,h,g,b,b,l
h,m,a,h,h,b,m,r,l,b
q,p,m,k,m,h,f,n,f,m
a,o,d,g,l,s,k,c,m,n
a,a,b,e,a,b,b,k,f,r
s,i,n,p,l,o,q,p,t,p
l,s,d,g,i,m,p,o,g,t
b,b,q,d,f,a,i,i,h,d
d,j,r,j,c,a,o,q,e,k
f,c,c,d,e,j,f,g,a,e
e,q,g,a,h,p,s,m,p,h
d,g,m,f,s,j,f,f,t,i
q,m,o,p,q,c,a,h,b,b
n,c,s,d,f,c,p,e,r,c
s,f,d,j,j,l,r,e,c,s
n,h,n,a,e,s,i,h,m,o
o,c,t,t,o,g,g,o,m,t
d,k,f,e,t,i,b,b,n,l
s,b,s,q,r,b,r,j,n,o
a,e,q,d,k,j,o,l,q,b
h,d,f,f,r,t,o,e,a,j
a,h,j,d,l,j,r,j,a,j
o,h,j,r,c,s,j,l,j,j
s,h,h,i,c,q,d,o,r,j
n,k,b,p,s,k,g,m,p,s
a,o,r,g,n,k,e,c,q,i
d,p,e,r,o,q,k,o,s,j
b,h,e,q,b,o,i,f,h,d
g,r,a,g,d,n,n,j,c,c
j,d,b,k,o,g,r,c,s,p
s,j,t,l,r,p,i,c,e,j
p,p,f,h,l,b,f,j,l,o
e,b,j,t,q,t,h,m,p,h
n,a,h,k,e,i,b,s,n,h
h,m,s,h,b,n,t,i,b,a
t,i,d,c,j,a,k,a,f,r
t,b,l,r,c,c,s,m,p,f
p,o,r,o,h,f,s,l,n,h
e,l,d,t,q,h,c,n,p,p
g,n,t,r,t,k,m,e,d,l
p,q,e,f,r,p,k,c,h,t
t,i,m,a,i,o,d,a,g,p
t,a,e,i,a,t,d,l,s,j
b,m,b,f,h,g,a,k,e,o
f,o,s,f,s,a,k,o,g,b
s,i,l,m,r,g,c,l,q,n
l,g,q,h,f,m,r,t,b,k
t,g,s,f,b,f,n,g,m,d
f,t,b,h,q,n,p,s,c,e
o,k,d,d,p,o,f,q,i,r
q,h,k,o,m,f,k,l,q,f
d,p,b,c,d,a,l,g,d,i
d,o,k,g,e,t,o,o,e,p
l,m,f,d,n,r,f,i,s,m
t,a,o,l,h,h,m,h,n,i
h,p,r,e,i,r,f,c,c,q
l,g,l,b,d,s,d,n,g,l
m,h,r,b,s,o,e,i,q,p
t,n,c,c,a,b,s,d,h,a
f,t,l,n,e,r,d,h,s,t
p,e,l,g,p,k,q,g,d,e
h,t,j,r,j,q,r,e,e,d
h,n,t,d,r,h,i,o,k,s
a,q,j,p,n,o,c,k,b,l
n,d,q,b,t,i,t,a,k,s
g,g,e,m,l,r,q,h,e,f
f,f,b,j,n,q,l,r,j,t
s,t,s,c,o,m,k,h,a,m
b,l,o,q,e,s,j,t,r,j
g,h,k,d,o,e,a,e,l,e
p,d,e,q,s,t,k,s,r,m
l,j,e,a,r,i,a,f,s,n
d,c,r,a,d,q,d,s,p,h
q,f,p,d,n,s,c,h,o,j
n,t,r,d,o,r,d,m,h,h
h,h,e,e,h,l,a,s,s,o
q,q,l,f,p,s,n,o,l,r
e,q,p,g,s,n,s,d,d,h
t,l,b,a,h,f,d,t,i,i
j,k,q,l,e,q,q,q,c,h
t,m,a,l,b,d,f,r,f,b
o,f,n,g,r,t,s,b,f,n
t,i,m,d,q,t,r,c,g,n
t,a,b,o,r,l,h,t,n,k
j,o,h,b,k,a,r,r,f,b
p,i,m,a,o,f,k,o,s,n
l,d,e,q,r,k,m,h,d,h
e,a,r,o,d,t,l,p,c,e
o,a,q,f,d,s,g,q,a,k
d,n,n,b,k,k,c,f,f,p
i,e,h,d,q,a,r,o,h,q
s,i,a,e,k,m,g,j,s,a
g,d,t,t,o,t,s,k,r,j
t,o,e,m,b,k,e,q,h,i
d,m,e,i,t,m,r,a,m,k
l,f,h,s,i,e,p,t,e,r
t,m,p,n,e,s,f,n,l,h
m,p,f,s,t,h,q,e,a,d
t,c,b,r,r,a,j,b,b,i
j,l,o,o,e,d,i,t,p,g
r,n,e,e,a,t,m,i,n,t
k,g,k,m,b,f,h,h,k,p
p,d,b,i,j,d,i,g,c,b
n,p,s,i,p,o,s,h,n,p
j,c,c,j,n,b,a,e,i,t
r,c,p,o,e,r,r,n,f,d
m,o,t,h,a,r,l,i,r,a
o,r,l,l,m,o,t,t,p,e
t,q,c,m,e,q,b,b,n,m
t,c,b,m,e,f,n,b,o,m
k,b,j,q,b,h,s,b,d,f
q,g,i,i,j,f,q,f,i,h
m,e,g,m,l,b,p,f,s,k
r,i,d,b,t,b,m,r,k,n
d,t,g,p,o,q,d,i,j,a
a,o,l,s,q,r,t,b,f,k
s,f,k,b,c,r,n,o,a,n
h,n,t,c,i,s,m,h,p,g
p,h,k,p,l,c,k,m,e,g
r,b,j,j,k,g,p,f,b,q
a,q,b,q,p,s,e,g,s,s
i,r,h,s,g,t,j,d,n,c
m,k,b,n,b,m,m,o,c,t
p,f,e,h,e,f,l,l,k,g
q,d,r,j,t,r,l,r,b,g
r,b,n,b,p,a,f,e,d,a
a,b,r,a,f,o,b,a,h,k
k,d,a,c,q,f,s,d,o,g
l,q,r,d,a,a,l,n,t,f
e,c,k,e,k,d,n,o,i,l
q,r,r,k,o,e,h,o,s,a
f,s,l,c,d,q,g,f,t,g
r,p,k,k,d,t,n,c,p,o
p,l,c,g,c,o,r,m,k,i
g,c,s,n,p,t,j,k,t,h
f,k,f,s,p,p,k,c,e,i
n,n,h,s,o,t,a,f,t,o
t,o,e,j,d,a,r,f,s,b
i,e,i,m,a,i,o,g,e,e
d,s,d,p,f,s,h,j,k,f
e,j,d,o,b,d,f,g,s,q
d,t,m,h,j,m,h,a,f,p
p,t,g,m,d,h,n,s,p,r
i,n,q,i,p,s,r,o,p,e
f,d,n,a,b,p,m,r,q,q
e,s,l,d,t,d,i,b,l,f
n,b,r,g,o,s,a,i,d,l
i,s,s,g,j,c,s,n,c,j
b,f,p,o,k,r,t,t,n,l
s,j,t,q,n,p,f,r,c,p
h,l,b,t,o,i,a,j,p,p
