var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
m,e,p,n,b,p,m,t,j,h,g,q,s,n,j,n,k,f,j,g
l,o,f,o,r,s,b,l,g,k,j,e,h,f,t,e,o,o,d,t
l,s,s,o,j,t,l,f,c,n,t,s,m,i,b,i,l,m,g,m
r,t,b,n,r,m,h,n,s,k,l,c,g,r,s,i,n,m,t,h
p,o,g,d,q,l,d,r,o,l,r,r,e,p,c,h,e,p,g,b
r,b,o,j,d,i,m,f,d,m,d,b,j,a,g,i,s,i,h,p
b,o,l,n,t,h,i,g,s,j,g,j,e,o,r,a,r,o,j,a
i,b,t,t,e,a,a,d,d,r,o,q,h,h,p,s,k,p,f,k
d,b,s,g,t,e,n,k,e,a,t,c,i,s,s,c,p,d,o,h
l,q,l,q,m,h,f,p,h,d,m,k,j,f,b,q,a,j,k,j
n,a,e,i,h,s,i,i,p,i,r,n,o,g,i,f,o,m,m,m
b,b,o,m,n,b,s,h,q,o,p,f,c,e,m,k,h,f,o,d
m,s,b,b,f,p,h,n,s,g,m,q,a,a,d,n,o,k,r,r
p,p,p,g,c,q,q,o,i,f,e,n,o,j,n,a,g,m,b,k
a,e,i,p,d,i,f,n,b,m,a,e,q,a,c,f,l,n,a,m
t,t,f,i,o,r,c,o,b,t,c,q,e,l,t,g,a,j,q,i
p,b,d,g,a,q,n,k,s,s,q,t,s,b,h,j,i,b,g,m
n,o,a,n,l,b,i,p,n,p,a,g,s,t,f,j,f,b,b,s
f,n,q,c,j,b,a,i,t,q,j,i,f,a,r,c,d,j,m,o
r,o,e,k,q,a,c,l,t,d,p,f,h,c,k,c,i,t,g,o
f,a,r,t,o,n,d,t,m,h,t,g,t,f,b,j,e,t,s,n
n,d,k,o,s,k,s,b,i,e,r,b,k,e,b,m,s,d,n,n
i,d,b,p,t,o,k,c,d,f,l,d,e,o,a,r,h,s,k,d
e,g,o,p,o,k,h,d,n,a,d,n,l,k,f,n,e,t,k,p
s,c,e,o,r,t,j,k,s,j,p,d,e,k,n,l,e,p,m,c
m,s,h,m,m,s,c,k,s,c,p,n,t,b,c,c,i,j,i,q
g,i,g,j,s,t,n,n,l,e,r,o,k,e,s,g,d,l,b,t
g,j,n,q,l,d,k,t,k,k,f,e,m,q,s,i,a,o,g,p
h,f,e,b,i,j,d,m,s,t,i,j,i,h,r,r,s,c,b,t
a,a,e,k,g,b,t,i,a,p,l,g,d,g,e,f,h,f,s,j
c,r,g,j,r,p,b,a,t,t,i,t,h,p,g,o,r,n,r,t
g,e,s,b,c,r,l,n,a,m,t,c,c,q,g,m,a,m,b,o
j,l,f,p,a,k,n,r,n,r,k,f,g,t,s,g,i,t,b,i
n,a,j,i,b,m,r,b,j,c,i,b,d,e,b,s,d,c,m,j
d,d,f,q,f,q,h,n,n,p,i,f,l,j,c,l,j,m,q,n
f,m,d,j,t,l,t,n,n,m,f,h,i,q,b,r,c,e,g,f
e,p,p,d,m,q,b,b,d,k,m,i,q,f,s,d,q,t,a,c
h,o,i,n,j,s,m,g,e,k,n,r,r,m,q,b,r,r,a,a
h,b,s,p,b,f,k,e,f,s,b,e,r,k,b,q,l,p,i,i
o,l,l,e,h,j,t,g,b,h,t,l,t,o,r,s,f,h,g,h
e,a,b,l,h,t,k,b,f,t,o,p,t,h,r,q,n,q,c,i
d,g,f,d,n,o,s,r,l,a,i,g,r,j,a,r,g,s,c,h
b,i,g,b,f,q,t,a,n,o,n,t,b,q,p,o,n,j,b,b
l,f,e,g,h,o,k,h,o,m,f,o,s,j,a,e,t,k,j,b
p,a,n,r,c,p,n,l,b,d,o,r,k,i,b,e,p,i,m,k
i,n,b,d,s,q,l,o,o,j,d,p,m,l,q,g,d,h,g,m
k,j,n,q,m,t,i,n,d,q,e,d,c,r,s,l,d,a,r,d
t,q,p,l,t,k,f,d,c,t,i,f,c,h,g,c,b,p,h,b
c,g,k,b,i,h,g,f,f,r,l,n,f,o,e,p,e,j,f,k
e,t,r,o,k,h,b,k,i,p,e,s,m,j,q,o,l,p,b,h
s,a,d,i,d,f,k,g,m,a,j,r,b,o,e,r,n,e,q,g
q,i,h,f,f,q,q,m,r,d,s,p,b,c,e,g,a,c,r,b
e,s,s,a,q,a,k,l,d,g,f,a,k,k,p,l,b,g,b,r
