var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
b,l,o,e,n,k,j,l,a,o,f,k,d,h,i
i,d,c,d,i,i,l,a,o,d,o,d,a,i,l
j,e,g,b,b,g,n,g,n,c,a,k,a,g,i
n,e,i,l,f,f,d,n,n,h,a,n,n,f,j
e,c,j,a,i,n,a,g,i,m,e,b,i,h,k
c,d,d,o,c,b,f,g,c,a,g,m,b,i,g
o,i,l,i,g,n,e,b,g,k,h,f,l,g,d
i,b,j,e,i,j,l,i,d,f,d,f,o,h,k
i,d,l,d,i,n,c,l,o,e,j,a,j,i,e
h,f,l,f,n,n,d,b,k,h,b,b,k,g,h
i,g,d,m,b,k,l,l,a,h,b,k,n,o,a
a,o,d,l,h,i,i,f,j,k,a,n,g,d,f
h,g,o,d,n,c,e,k,n,e,g,a,j,l,i
f,m,d,o,o,i,l,b,e,c,m,a,i,e,h
e,b,j,c,h,d,o,g,f,e,m,g,f,k,d
n,c,c,d,e,a,g,e,h,i,l,o,a,i,l
b,g,d,c,b,f,o,f,j,c,i,n,m,n,f
c,c,f,e,g,k,n,b,d,h,g,g,f,j,g
a,i,a,c,i,e,m,e,d,f,d,c,o,e,e
c,f,e,f,g,i,b,m,b,d,l,o,o,f,a
b,m,m,i,g,g,i,m,c,m,j,b,n,m,e
c,h,e,f,g,h,b,o,a,e,h,h,c,j,b
c,g,m,f,a,a,l,g,n,n,c,h,j,i,d
e,f,f,d,a,h,h,g,g,g,e,o,n,c,d
k,n,n,f,e,k,j,m,b,i,l,c,g,h,l
i,n,b,m,l,f,b,d,j,h,o,a,i,j,n
b,f,a,l,b,l,k,g,b,j,f,k,k,l,a
l,k,a,c,c,g,b,d,o,a,o,h,e,c,l
f,g,i,c,a,l,n,g,m,o,h,l,g,b,c
g,g,m,k,a,j,b,k,l,h,l,d,b,j,b
i,n,b,h,l,m,e,o,j,k,g,a,c,h,g
m,l,h,c,n,i,j,g,c,h,j,k,j,m,m
j,b,f,e,a,d,b,m,b,m,c,g,j,d,g
g,g,o,l,j,o,k,a,j,b,a,g,h,j,j
b,m,h,b,d,a,c,g,d,h,f,c,g,j,c
h,j,j,i,i,i,c,o,j,i,d,n,k,g,a
b,k,i,k,n,k,c,j,f,o,h,l,n,c,l
b,a,j,d,l,g,b,h,e,h,f,i,g,n,i
c,l,g,b,h,j,l,g,g,k,j,h,b,h,l
e,d,i,f,n,n,n,f,k,e,e,k,a,g,b
i,o,l,b,a,d,e,a,b,f,f,m,n,e,b
f,h,m,i,f,l,k,m,l,f,d,d,i,h,l
n,l,l,f,b,c,k,j,b,o,i,n,n,m,j
o,l,j,j,l,i,b,b,j,l,k,l,i,h,m
o,k,f,n,n,f,m,f,h,g,i,b,l,g,i
o,l,k,j,e,l,j,a,k,j,o,a,b,m,e
j,m,b,b,l,o,g,h,l,b,g,i,b,o,e
l,g,c,j,i,m,f,n,b,o,a,a,o,d,m
d,h,g,g,n,d,j,f,f,a,n,h,k,l,a
a,k,c,e,d,j,e,f,h,j,b,a,b,k,i
