var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
o,i,d,t,a,s,k,e,l,q
q,e,i,p,d,p,o,c,o,c
q,g,r,j,n,a,b,s,g,f
g,j,m,t,d,t,a,p,a,c
r,r,a,e,f,r,e,q,f,s
b,f,l,d,e,k,h,s,t,m
h,j,k,r,i,s,q,g,q,r
j,r,h,m,o,g,c,o,t,d
a,r,n,k,i,t,k,q,l,t
q,s,h,p,l,a,p,c,d,g
c,o,l,n,p,t,q,k,j,g
h,r,f,b,r,q,g,o,i,b
o,g,h,s,b,p,a,a,m,a
o,d,i,k,k,b,s,a,e,a
p,i,t,q,e,k,p,p,c,m
o,j,o,i,b,f,j,a,i,e
r,t,c,k,p,b,q,q,a,h
j,n,i,t,j,q,q,e,l,a
r,a,s,c,h,q,c,n,n,b
g,m,r,m,s,n,j,f,r,n
m,o,e,r,b,o,e,t,r,q
c,l,q,j,g,m,g,j,e,t
s,l,b,q,n,h,m,h,t,a
d,e,f,q,e,m,s,o,l,r
s,b,l,j,d,e,t,q,a,e
o,s,g,b,o,o,j,q,b,j
i,m,j,d,g,o,k,q,b,t
i,e,n,p,s,c,f,e,i,g
n,p,l,h,q,d,e,m,a,e
p,o,l,c,t,q,m,n,k,b
b,c,a,d,e,f,t,r,l,f
i,i,e,h,p,f,b,p,k,m
s,h,o,q,p,o,k,g,i,d
c,o,p,r,a,n,d,j,q,j
a,l,o,p,h,b,a,p,l,b
m,j,c,d,i,f,p,p,l,m
d,d,d,e,l,b,o,i,t,c
a,n,t,t,n,p,r,g,s,c
s,r,r,d,a,j,f,l,a,h
n,f,k,a,q,c,m,k,c,q
d,o,i,g,m,o,l,j,h,e
d,e,o,l,r,h,g,b,b,l
h,c,a,h,l,b,m,r,l,b
n,p,m,k,i,h,f,l,f,m
a,o,n,g,k,s,d,p,m,g
a,a,a,c,a,b,b,s,f,r
t,i,n,p,l,o,q,p,t,o
l,s,q,d,i,m,p,o,g,t
b,o,q,h,q,a,i,i,h,d
d,q,r,s,c,a,o,q,e,o
d,o,a,s,e,j,f,g,r,e
e,m,g,a,n,d,p,m,p,h
d,g,r,f,s,j,f,f,t,i
q,o,o,n,q,c,q,h,b,b
n,c,s,i,f,c,r,e,r,c
s,f,d,j,j,l,g,e,c,s
d,r,n,a,i,s,c,h,e,o
o,c,t,t,g,g,b,o,m,t
d,k,f,e,t,i,b,b,n,b
s,b,s,q,r,b,r,i,n,o
a,e,q,d,k,j,o,l,q,n
h,d,f,f,h,i,o,a,a,c
a,h,j,c,g,j,r,j,e,j
b,h,l,r,c,s,j,l,k,j
s,h,h,b,c,q,d,o,r,j
n,k,b,p,s,k,g,q,p,i
a,f,a,g,n,k,e,c,q,i
d,p,e,r,o,q,b,d,s,j
b,k,e,q,a,q,i,g,h,b
c,r,a,s,d,q,o,g,c,c
j,d,q,k,o,g,e,s,s,p
d,j,t,b,r,p,i,p,e,j
c,p,f,e,l,s,e,j,l,o
e,b,n,k,q,t,h,n,i,f
n,s,h,k,e,j,b,s,n,e
l,m,s,h,b,n,t,i,b,a
b,i,d,c,j,a,e,a,c,b
t,l,l,r,c,c,e,m,p,a
p,o,l,o,h,f,s,m,n,h
n,l,d,t,q,h,c,n,p,n
g,n,t,r,t,k,q,e,d,o
p,q,e,p,r,k,e,a,r,t
t,i,a,t,o,o,d,a,g,p
t,a,l,i,a,t,d,a,l,f
b,m,b,f,h,h,c,k,e,o
f,o,s,i,s,a,k,o,j,g
s,s,l,m,r,k,n,n,q,n
g,g,q,h,f,o,r,t,t,q
t,h,b,f,b,s,f,g,d,d
l,t,b,h,q,n,p,s,c,e
o,k,i,d,c,o,f,q,j,r
q,h,k,o,m,f,k,l,q,f
d,g,n,c,d,k,l,g,d,h
d,o,k,k,e,t,o,o,e,p
l,m,f,h,n,r,f,o,s,c
t,a,p,l,h,h,m,h,n,i
h,s,r,e,i,r,f,c,o,q
l,g,i,p,d,c,d,n,g,i
m,n,r,j,s,o,e,h,q,p
t,n,c,c,a,b,s,d,h,a
h,c,l,n,e,i,d,h,s,t
p,q,l,g,p,k,t,o,d,e
k,t,j,r,j,n,m,e,e,d
h,n,t,s,r,h,r,o,d,s
e,q,g,p,n,o,c,k,o,l
n,q,m,b,t,i,t,a,c,s
g,g,m,m,c,r,q,h,e,f
f,f,b,r,a,q,l,r,j,t
m,l,s,c,s,m,k,h,i,k
b,q,o,q,e,s,j,c,r,n
c,h,k,q,l,l,a,t,t,e
p,d,e,q,s,t,k,s,r,m
g,j,e,a,r,i,a,f,s,g
i,c,r,a,d,o,d,s,p,e
q,f,p,d,h,e,c,h,h,j
p,t,b,p,o,s,d,m,h,h
h,h,e,e,h,l,c,s,s,o
q,q,c,f,p,s,n,o,l,r
e,q,f,g,s,n,s,d,d,r
t,c,q,a,h,f,k,t,i,a
j,k,a,l,e,q,p,q,c,h
t,c,r,l,b,d,a,r,f,b
n,f,p,g,r,g,m,b,f,n
l,l,m,p,q,t,r,c,t,n
t,o,b,l,r,l,h,t,f,e
c,o,h,c,k,a,r,s,f,b
p,c,m,a,o,h,k,t,s,q
i,d,e,t,r,h,e,h,d,h
e,t,r,q,r,t,l,p,c,e
l,a,q,f,d,s,g,q,a,a
g,n,n,b,k,k,c,f,f,p
i,o,h,f,b,a,n,q,h,q
s,o,a,e,i,m,g,j,s,a
g,d,t,t,o,t,s,k,d,j
t,o,n,m,b,k,e,q,s,i
d,m,c,f,m,m,p,a,m,k
l,f,a,s,i,e,p,l,e,r
m,k,p,n,e,s,f,b,l,h
m,m,f,s,t,h,a,e,a,d
t,c,k,b,f,f,l,b,b,n
g,l,o,o,b,d,k,e,p,i
r,n,e,a,a,t,m,i,n,t
l,g,a,m,b,b,h,h,k,a
e,e,n,i,j,d,i,g,c,b
m,a,h,f,p,o,s,h,n,p
r,h,c,j,c,b,a,e,i,t
i,b,p,o,e,r,r,p,q,d
m,o,g,i,h,r,l,i,r,a
o,r,g,l,m,o,t,t,p,n
t,c,i,m,e,d,n,b,r,m
t,c,b,k,e,f,n,b,e,m
k,q,t,q,n,b,l,b,d,f
q,s,i,i,j,f,l,q,i,h
m,m,g,c,l,b,p,f,s,k
r,i,d,b,t,b,m,a,k,n
b,m,g,p,o,q,d,h,j,a
d,o,l,s,q,i,t,b,f,o
