var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
m,k,h,n,i,n,k,m,a,j
o,b,i,n,h,d,d,j,c,j
f,o,g,m,l,h,i,m,b,f
m,o,m,e,m,c,n,f,b,l
k,m,j,k,h,k,e,b,i,e
d,b,a,o,c,d,l,b,g,g
a,n,e,l,c,a,j,j,m,i
h,f,j,f,h,i,d,e,k,a
c,b,a,n,h,k,i,m,c,h
c,c,e,k,d,h,n,j,b,l
h,a,a,d,j,m,i,a,a,l
i,g,a,a,c,d,n,o,i,i
j,i,h,a,d,c,j,h,b,h
f,l,a,g,k,d,j,j,o,f
l,d,n,j,a,c,b,b,g,g
j,m,o,n,j,j,a,n,n,k
m,a,a,o,l,g,h,e,i,j
j,m,f,f,c,j,k,j,k,h
i,n,l,o,h,d,f,g,k,a
g,c,b,b,j,d,m,a,j,j
m,l,k,c,c,n,o,l,d,m
d,c,b,c,c,o,m,h,f,h
b,a,k,c,g,l,n,b,b,i
o,c,f,n,g,m,g,b,m,g
o,i,a,c,j,a,k,l,j,k
h,e,i,d,n,g,h,a,i,c
n,n,l,e,l,i,c,b,j,o
n,d,l,k,e,g,l,a,c,g
a,l,h,o,g,e,n,b,l,n
e,a,k,b,g,o,n,h,e,l
h,e,l,l,h,c,j,d,d,f
b,k,d,o,l,d,k,c,a,l
g,j,f,g,g,c,o,c,j,m
j,i,m,e,f,c,c,n,i,n
m,l,d,m,o,l,k,b,e,l
c,i,j,l,h,d,h,j,i,k
m,f,a,b,d,a,h,i,g,d
m,f,m,k,b,n,n,k,o,l
i,k,d,k,i,m,d,b,m,i
k,o,n,c,b,h,i,o,f,h
h,g,e,m,e,c,k,n,j,a
f,h,k,l,m,d,e,l,e,a
j,k,e,c,h,b,c,i,j,e
a,d,j,h,g,d,b,j,i,j
a,d,f,i,c,b,f,o,n,b
l,k,n,h,j,c,k,n,f,o
l,l,i,m,b,e,a,k,e,n
n,e,o,h,h,h,l,f,f,a
b,h,e,j,d,c,o,o,d,g
c,o,o,f,o,o,c,a,n,o
j,e,h,g,m,e,l,e,c,i
l,a,l,g,h,o,f,l,g,a
j,k,e,k,a,i,n,i,h,k
i,h,c,g,j,n,k,i,n,g
j,g,a,c,o,j,c,g,a,a
l,g,e,f,k,d,g,h,l,a
c,j,f,k,l,l,d,k,c,f
c,j,n,j,c,h,g,n,m,g
d,n,m,d,h,l,d,g,f,g
i,n,j,l,f,k,n,k,i,a
n,e,a,a,j,i,m,b,h,i
b,k,o,j,j,c,k,a,h,o
i,f,e,k,i,g,k,f,g,b
f,c,f,c,c,g,b,i,j,e
h,i,k,b,l,a,k,b,e,g
i,j,g,j,m,a,h,h,c,i
n,a,a,o,m,o,m,f,c,f
d,l,b,j,i,b,d,i,o,a
n,i,l,d,a,n,n,f,b,k
i,d,b,i,l,d,h,h,m,h
j,j,b,k,f,c,k,g,k,f
m,a,d,e,l,g,n,k,m,b
l,j,n,b,m,a,j,d,f,a
o,d,f,h,h,j,a,b,f,n
g,n,b,h,i,f,h,n,n,h
b,m,i,c,f,j,j,n,o,b
m,g,n,d,l,h,h,d,l,a
i,h,n,n,o,e,j,h,e,b
o,k,l,m,c,d,l,h,b,e
a,c,o,k,k,m,i,e,l,c
i,b,a,k,k,i,a,f,m,c
b,n,a,l,a,m,g,i,e,f
m,e,e,m,f,a,k,k,i,i
i,l,b,l,j,o,k,h,l,j
o,j,i,e,a,d,m,b,d,e
e,e,e,m,k,b,g,h,l,a
b,f,e,c,e,e,j,d,l,n
g,h,d,l,j,i,j,m,n,e
b,h,g,j,k,k,d,a,l,e
i,e,d,c,k,m,b,l,g,n
l,h,n,g,h,f,g,a,i,k
o,o,k,e,c,o,l,j,e,m
a,j,h,n,k,d,b,f,h,g
i,l,i,m,c,k,e,a,m,h
h,d,b,l,n,f,i,b,m,a
a,d,f,i,j,j,k,a,h,e
a,o,k,h,l,n,j,c,g,a
f,a,g,a,o,b,b,d,o,m
f,k,k,c,m,m,f,l,i,n
g,c,e,j,n,d,d,c,b,c
c,o,o,g,l,m,d,h,j,n
c,d,e,e,e,m,b,j,a,m
b,n,c,n,f,h,i,l,m,g
o,l,l,c,e,c,m,a,c,f
b,d,a,j,f,h,e,l,o,m
m,e,e,k,d,k,d,e,m,f
n,n,d,h,m,j,e,e,a,i
h,f,c,j,e,n,i,f,g,j
b,b,f,j,d,i,c,f,g,n
g,g,n,a,n,n,e,b,l,f
e,c,n,o,n,m,c,k,f,e
o,l,n,l,o,l,b,f,l,j
n,n,i,l,d,a,b,d,i,f
i,g,h,a,n,k,i,b,o,g
o,m,j,f,l,m,o,n,d,d
a,g,g,n,b,k,e,a,o,h
e,m,o,o,l,f,l,l,f,o
g,n,m,g,g,f,m,n,j,a
a,e,o,d,i,g,e,k,d,m
f,j,n,l,m,f,l,c,j,l
m,b,b,a,o,n,k,g,g,h
c,b,b,j,m,d,l,a,a,k
e,h,o,n,c,k,o,o,d,f
f,n,e,d,d,d,g,i,d,o
l,g,m,m,k,a,i,j,m,j
o,f,h,n,a,m,d,c,m,a
a,h,a,o,o,f,f,b,c,i
o,e,i,b,j,b,e,d,f,j
c,e,n,c,d,g,n,h,g,n
k,l,f,o,o,b,n,n,h,n
n,h,n,b,k,c,k,k,d,n
n,o,c,n,m,c,a,b,c,n
d,b,k,o,h,b,j,l,o,d
b,d,m,l,i,l,k,c,l,k
i,c,k,h,a,g,o,n,i,o
b,m,o,f,c,h,h,m,m,h
i,n,l,k,j,h,l,d,f,n
h,d,j,b,b,d,a,k,n,e
m,a,k,b,b,m,m,d,b,c
e,i,k,c,j,n,j,g,o,c
i,k,k,d,n,l,f,b,j,i
o,h,m,i,e,n,a,g,k,d
o,o,a,f,l,k,k,m,o,j
d,o,j,k,m,b,e,b,b,n
f,e,h,m,j,o,e,i,d,f
m,g,a,b,g,i,g,g,i,k
m,h,o,e,h,n,h,m,m,a
a,m,g,a,c,m,a,i,d,b
i,b,m,i,m,a,m,o,o,b
n,g,e,n,l,j,e,k,e,d
c,e,g,a,n,b,n,b,f,f
b,j,n,j,f,h,j,e,d,o
j,k,b,m,j,o,n,f,d,a
a,i,b,l,m,n,d,l,k,c
n,j,i,j,e,g,k,n,g,a
j,e,g,l,k,i,a,e,i,o
j,g,g,g,i,c,m,d,h,m
n,o,m,i,n,m,o,n,c,j
i,e,e,f,o,o,c,n,k,j
o,l,k,n,f,k,n,b,i,e
n,k,j,a,e,e,n,i,c,l
g,k,m,l,h,c,c,n,m,k
j,m,g,k,d,n,l,o,e,l
g,c,n,o,c,j,n,c,g,f
e,i,e,k,d,k,h,g,f,g
g,e,m,c,c,c,n,j,o,d
l,j,f,h,a,k,e,i,d,g
k,f,i,c,d,i,k,b,l,k
b,e,o,c,a,b,i,e,b,m
c,k,j,j,g,l,e,d,e,h
j,i,k,b,m,f,b,g,o,i
e,o,m,e,n,c,n,b,j,i
m,l,k,h,f,c,m,o,l,g
i,b,m,k,f,c,b,i,h,b
f,g,g,c,l,m,i,m,a,g
c,e,c,i,j,m,n,c,b,f
j,l,h,n,k,f,a,n,l,k
n,k,b,m,o,m,c,a,g,g
g,f,e,c,i,e,a,g,f,m
o,g,h,g,b,n,c,j,c,m
l,j,l,g,c,e,i,n,b,b
m,n,b,e,d,i,o,k,d,m
a,d,n,o,b,b,b,e,c,f
n,j,g,l,l,k,l,m,k,m
h,d,k,g,o,m,o,f,i,i
h,e,i,j,l,a,o,f,a,f
a,e,c,j,j,m,e,m,i,f
k,e,e,g,n,c,g,i,m,l
o,l,a,k,i,a,b,g,n,i
o,f,i,f,g,m,a,o,n,g
b,e,f,k,l,n,c,e,i,g
m,a,e,e,o,i,f,d,h,h
a,n,l,c,n,c,i,b,o,f
d,k,d,g,h,f,a,f,d,n
