var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
o,i,d,t,a,s,c,e,c,f
b,n,p,j,d,p,o,c,o,c
q,g,s,j,n,o,b,s,t,f
g,j,s,t,o,r,a,p,a,c
b,r,a,e,s,r,e,e,d,f
g,m,l,d,e,k,f,s,p,m
b,i,k,e,i,n,q,g,e,r
j,r,r,m,o,e,c,o,t,d
a,r,b,k,i,e,i,q,j,l
l,s,n,j,l,a,r,t,d,b
g,f,l,i,p,t,d,n,j,g
h,r,f,b,r,q,g,g,i,b
o,g,h,m,b,p,i,a,m,p
r,k,e,k,k,b,s,a,e,i
p,i,c,n,e,k,p,p,c,m
f,j,o,i,b,f,h,a,c,e
r,r,c,r,p,b,q,q,a,h
c,o,i,t,j,q,q,e,l,j
r,k,s,l,n,q,c,m,j,b
a,t,n,g,s,n,g,f,d,n
m,o,e,r,b,o,e,e,b,q
c,l,q,j,g,r,c,j,e,t
j,l,b,q,i,h,j,h,t,q
d,e,f,q,g,m,a,o,l,l
f,s,l,j,j,o,t,e,s,r
o,a,g,b,r,d,j,q,a,j
i,m,f,d,j,o,k,q,b,t
i,k,n,p,s,c,f,e,n,b
n,e,h,h,q,d,e,e,n,l
p,o,l,h,t,q,m,n,k,c
b,c,a,d,q,h,t,i,l,f
i,i,e,c,p,f,g,h,k,m
s,h,o,m,p,m,k,k,e,n
f,o,p,r,a,n,d,j,q,j
a,l,h,p,h,b,a,p,l,k
m,f,c,d,i,f,p,p,l,m
p,d,f,e,l,b,m,j,t,c
f,n,s,t,n,o,h,g,s,c
s,r,r,d,a,j,o,l,h,h
n,f,k,a,q,t,m,k,c,q
d,o,i,g,m,o,t,j,h,l
r,f,o,a,r,h,g,b,b,l
h,m,a,h,l,b,m,r,l,b
q,b,l,k,g,c,f,m,f,o
a,n,d,o,k,s,k,g,a,g
a,a,b,e,a,g,b,a,f,r
s,t,n,p,l,o,q,j,t,o
l,s,g,g,i,l,p,o,l,f
b,o,c,h,e,r,i,i,h,d
c,j,e,r,d,a,o,q,e,q
f,c,c,d,e,j,f,l,r,l
e,m,g,a,n,d,p,m,p,h
d,g,r,f,s,j,s,l,s,i
e,f,k,n,q,c,b,h,b,b
d,s,s,d,j,i,r,e,l,a
s,f,d,j,t,l,r,e,c,s
e,h,n,q,e,s,c,h,e,o
o,c,t,h,i,g,g,o,m,t
d,k,l,c,t,i,l,e,n,b
s,b,s,c,i,b,r,i,b,o
a,e,g,d,k,k,o,l,q,n
h,d,f,f,h,t,o,m,g,m
a,h,j,l,g,j,s,j,c,j
b,h,l,k,c,s,j,l,k,f
s,h,l,i,m,q,e,o,r,c
e,k,s,p,s,k,g,i,p,f
a,f,k,g,l,k,e,c,r,i
d,p,n,r,c,m,k,o,l,j
k,h,n,q,b,q,j,f,h,d
e,r,a,b,s,t,m,j,c,c
j,d,l,k,o,g,f,s,e,p
s,t,t,l,r,p,i,c,e,j
n,j,f,h,l,b,p,k,l,o
q,b,d,t,q,m,h,n,i,f
n,s,h,k,e,i,b,s,n,h
h,t,o,h,b,o,t,c,a,a
b,i,d,c,j,a,l,a,f,b
t,l,l,r,c,n,o,m,p,f
b,o,r,o,h,f,n,l,b,h
b,l,d,t,q,h,c,n,p,f
g,n,t,r,t,k,m,h,d,o
p,q,e,p,r,p,e,a,h,c
t,i,m,q,m,b,d,a,g,o
c,a,e,i,a,t,d,o,h,j
b,c,k,f,h,p,c,l,e,o
f,o,s,i,h,a,n,d,j,l
s,s,l,m,t,k,c,s,q,n
g,g,q,h,i,a,h,t,c,p
t,g,s,r,b,f,n,g,d,d
f,t,f,h,q,n,r,o,s,e
o,m,f,k,c,o,f,q,i,r
q,h,k,o,m,f,k,q,q,f
n,s,n,c,d,k,l,g,d,i
d,o,k,a,e,t,o,o,e,p
l,l,f,g,n,r,f,g,s,m
t,a,a,l,t,h,m,h,n,i
h,p,k,e,i,r,f,c,o,o
b,j,i,f,d,c,q,j,f,i
m,n,r,k,s,e,e,i,q,h
t,l,c,c,n,b,s,d,h,a
f,g,l,n,e,r,d,h,s,t
p,o,l,g,p,k,q,l,d,q
k,t,j,r,j,n,m,e,e,b
h,n,t,s,a,a,i,o,k,h
e,q,g,p,n,o,q,k,o,l
n,q,m,b,t,i,e,n,e,s
g,o,c,m,i,r,a,e,e,n
f,f,b,f,a,q,l,r,j,t
m,t,s,m,o,m,e,b,l,m
b,q,o,q,e,s,j,c,r,n
s,h,k,d,l,l,a,e,l,e
k,d,e,p,s,r,k,s,r,m
i,j,e,a,r,i,e,f,s,g
i,b,r,a,h,q,d,s,p,e
q,f,p,d,h,e,c,r,j,j
n,t,b,p,o,s,d,n,d,h
h,h,i,e,h,l,c,s,l,o
q,o,d,f,m,l,n,o,l,r
e,q,p,g,s,n,s,d,d,r
t,l,q,d,r,f,d,t,e,r
j,l,a,d,e,q,t,q,c,h
t,m,a,l,o,d,a,r,l,b
i,f,p,g,r,t,r,b,f,b
l,l,m,p,d,e,r,t,m,n
t,a,b,f,r,l,h,t,f,r
c,a,a,b,k,a,r,r,f,b
p,i,a,a,o,h,k,e,s,o
q,d,e,q,r,b,m,d,d,h
e,a,c,j,r,t,l,p,c,d
o,a,m,f,d,g,o,r,a,t
d,n,n,b,k,k,c,f,f,p
i,o,h,f,p,a,b,q,h,q
d,i,a,e,i,a,g,d,s,i
g,d,j,f,o,t,s,k,f,j
t,o,n,m,j,e,k,q,s,i
r,m,s,r,m,m,h,a,m,k
l,f,a,s,i,e,p,t,e,e
t,q,p,r,e,b,f,b,l,k
m,m,f,s,t,h,q,j,a,d
t,k,l,p,r,f,l,i,b,n
j,q,o,o,b,d,k,t,p,i
r,n,i,m,h,t,m,j,e,t
k,g,k,m,k,s,h,m,k,p
q,m,n,i,l,d,t,g,a,b
n,a,a,h,p,a,s,n,n,q
j,h,c,j,n,b,a,e,i,t
i,b,p,o,e,r,r,p,f,q
m,o,g,n,a,r,l,i,e,h
o,q,l,l,m,n,p,f,p,e
g,k,i,m,e,d,b,c,n,m
t,c,k,k,p,f,n,b,l,g
k,q,r,a,n,r,m,b,r,f
q,k,i,i,j,f,j,f,a,h
m,m,k,c,l,b,p,f,j,d
r,i,d,s,t,b,m,r,k,n
g,m,p,p,p,q,d,i,j,a
d,o,i,s,q,i,t,b,f,o
s,f,t,e,c,r,n,o,l,n
h,n,t,c,i,s,m,c,p,g
p,h,s,p,q,c,k,m,n,g
q,b,j,m,k,g,i,n,b,q
a,t,b,q,q,s,e,g,s,s
i,f,h,s,g,b,j,d,n,c
m,n,c,n,b,m,m,o,c,m
p,f,e,h,e,f,l,l,p,t
f,f,j,j,t,d,l,r,b,g
s,b,n,c,p,a,m,e,d,a
a,c,a,a,f,q,b,q,h,k
k,d,g,c,q,f,s,d,e,g
l,d,r,d,t,a,a,d,t,f
e,c,g,e,k,d,b,o,i,l
q,r,c,k,o,e,n,o,i,a
f,s,l,r,o,q,h,f,t,g
r,p,k,f,h,r,n,c,d,s
p,l,d,g,g,o,r,m,s,i
g,c,o,n,l,c,j,k,t,o
d,k,f,s,p,p,c,c,s,i
n,k,p,s,o,t,a,f,t,o
t,o,e,p,d,a,r,a,k,b
d,e,i,m,p,i,o,g,e,n
n,s,d,o,e,s,t,j,j,b
e,r,p,o,b,o,f,g,l,q
d,t,m,h,j,m,h,t,m,g
p,t,t,m,d,e,e,s,l,r
i,j,j,i,p,n,b,o,p,j
f,c,n,a,b,p,a,o,q,q
e,s,l,d,t,d,e,s,l,n
n,g,r,g,o,i,a,p,m,l
i,i,s,b,g,c,s,t,c,c
b,f,p,j,q,r,t,t,o,l
m,j,t,e,n,p,f,r,c,p
j,l,b,l,o,l,m,j,h,p
i,i,s,r,a,h,k,m,c,h
j,d,b,b,d,r,m,m,a,m
s,p,h,j,h,i,a,b,l,t
o,d,p,a,q,o,g,s,c,t
n,f,p,d,h,m,e,c,i,k
k,e,l,a,c,c,o,m,f,c
i,b,a,d,j,q,d,n,d,a
h,g,s,r,o,o,m,s,c,j
l,j,c,d,s,c,e,d,o,q
a,s,n,m,s,m,f,d,r,p
b,p,d,t,a,e,n,j,b,i
c,g,s,i,d,n,j,e,t,t
h,t,r,e,e,t,n,d,m,o
b,e,j,d,p,g,o,d,k,s
h,l,l,d,e,s,s,f,l,p
c,j,f,e,s,c,c,o,b,d
q,h,r,f,l,g,o,t,j,t
t,b,d,o,o,r,k,n,r,d
i,f,a,d,g,q,c,r,d,b
e,k,a,j,e,d,e,n,m,k
i,r,e,g,h,s,p,o,b,j
i,d,a,b,i,e,e,t,p,j
r,k,a,d,p,o,n,h,d,i
a,o,c,k,l,g,s,r,p,r
h,h,c,k,o,n,l,e,p,p
b,s,h,k,s,a,j,f,h,h
s,f,g,n,r,d,h,k,f,b
j,k,m,c,i,h,n,f,b,p
n,q,m,o,n,b,e,f,h,p
l,t,n,g,q,i,d,h,a,r
l,b,j,g,n,e,a,a,b,g
k,t,a,r,b,d,m,g,e,j
f,e,d,e,t,i,g,h,f,s
b,d,l,g,h,j,q,t,q,q
k,s,n,l,n,t,h,s,o,a
i,b,i,e,g,m,a,h,o,i
i,e,d,p,g,j,d,d,t,o
a,t,b,f,o,e,p,j,k,f
b,i,f,q,c,t,r,q,d,q
h,q,f,k,a,a,p,f,m,p
t,p,a,k,e,n,b,n,q,t
d,b,m,r,k,f,c,o,i,j
a,e,t,q,g,g,g,j,n,g
t,l,d,e,s,t,o,k,g,s
h,n,j,k,t,t,m,d,j,m
h,h,o,p,p,j,f,r,k,c
m,i,s,j,l,b,e,a,g,o
n,r,h,o,h,i,h,o,b,r
m,o,l,h,m,q,k,q,l,g
l,k,r,f,h,d,t,k,h,o
s,j,l,p,c,m,j,n,f,t
i,r,p,q,o,f,n,t,e,d
s,o,m,a,s,n,o,q,j,n
d,n,t,d,p,f,k,k,s,m
t,a,a,r,l,f,l,o,j,k
k,h,s,d,a,g,i,o,n,h
n,i,q,a,l,d,d,l,q,k
t,p,i,o,e,i,d,a,d,t
q,q,d,a,o,f,k,b,s,i
s,a,i,r,k,b,t,s,t,n
h,f,d,e,l,t,f,r,j,b
g,h,e,o,j,a,d,l,f,o
o,s,l,g,s,s,g,q,e,p
o,n,b,d,e,d,t,n,m,i
o,g,n,a,l,o,g,l,h,d
d,j,e,j,r,s,l,f,b,m
s,k,m,t,h,e,r,r,r,g
g,q,t,d,o,r,k,t,k,a
l,d,c,d,p,q,c,f,g,j
p,h,b,m,e,j,f,l,r,i
s,m,r,n,i,p,b,f,m,r
j,k,c,p,t,r,l,l,r,b
f,r,c,q,o,a,o,f,l,c
g,a,l,a,t,q,o,k,j,t
g,o,r,s,e,r,a,j,f,g
i,e,r,o,n,t,m,t,h,j
m,s,e,m,h,h,t,k,l,e
j,k,o,t,h,o,a,d,t,n
o,m,b,o,j,e,b,h,r,m
f,k,e,o,q,d,n,i,k,m
f,k,g,l,e,k,e,r,g,g
b,s,e,r,f,r,n,k,k,t
h,f,k,d,t,t,j,n,c,q
f,q,c,k,s,m,q,o,h,e
h,a,a,m,s,n,n,l,k,i
o,m,m,i,b,d,k,s,i,b
j,q,s,p,m,r,n,a,k,f
q,l,i,p,m,j,f,j,o,m
g,i,l,b,e,s,h,b,s,c
q,h,n,s,i,f,b,s,d,g
o,a,t,a,d,l,e,a,i,f
t,f,g,k,p,l,s,f,q,m
c,b,m,i,t,b,c,s,i,b
b,h,m,g,i,i,c,k,t,t
h,t,d,e,m,k,k,o,p,a
i,t,j,g,c,i,s,m,e,n
k,m,s,b,p,p,h,k,r,k
o,i,a,k,p,q,a,j,e,l
i,c,p,t,h,m,n,n,d,c
j,s,f,c,l,e,d,k,a,o
j,l,p,m,i,t,m,i,b,p
k,g,d,f,q,d,j,n,e,j
p,q,r,j,b,j,f,q,j,p
m,m,n,h,s,h,p,j,e,i
s,t,f,q,c,n,l,q,c,i
t,g,a,t,c,n,n,m,j,b
a,d,h,t,g,d,r,l,o,k
k,c,f,s,p,o,r,d,k,d
i,r,s,m,i,a,q,d,l,f
f,r,l,h,t,j,j,p,b,q
i,m,g,g,c,s,n,a,g,t
o,r,s,i,h,r,j,o,f,k
o,p,g,n,f,e,k,k,k,m
p,l,f,e,d,m,b,s,f,d
a,r,j,h,r,a,a,m,l,r
d,m,k,c,e,l,k,p,n,s
f,b,q,e,j,p,c,j,e,p
m,s,k,k,m,b,e,l,n,r
o,m,k,b,a,j,q,p,c,p
b,r,a,t,f,e,q,e,k,d
m,c,a,i,f,i,a,q,c,c
n,n,n,l,m,d,l,p,p,m
m,n,r,q,e,r,k,f,p,n
i,p,a,a,s,o,o,h,o,e
k,d,k,o,i,d,g,i,e,s
k,s,n,i,o,e,p,p,a,p
n,g,s,s,e,d,i,o,p,n
s,q,a,f,e,s,t,c,q,n
s,q,g,h,p,t,s,c,i,p
g,r,a,f,r,s,n,c,b,s
n,d,s,t,k,e,s,c,j,o
s,f,f,i,o,i,s,r,c,d
d,s,r,i,o,t,k,h,e,m
n,h,l,b,i,q,j,f,g,q
o,e,h,p,a,r,j,g,k,s
b,c,c,h,r,d,n,k,j,d
h,o,q,j,j,p,l,p,o,r
a,j,a,h,i,q,q,i,h,i
k,i,k,k,m,s,j,j,l,p
o,f,d,a,q,f,r,p,q,i
b,f,b,p,f,i,f,g,d,p
c,q,n,c,c,r,n,t,c,n
p,j,s,k,f,l,h,s,t,s
p,t,m,q,n,j,q,o,o,f
k,n,s,o,a,n,j,j,i,t
r,f,l,j,d,r,p,h,k,l
k,a,r,h,i,c,n,t,g,e
t,e,i,j,n,d,t,o,b,k
s,f,d,h,o,i,e,k,m,a
j,m,g,t,s,o,c,c,q,h
i,s,o,k,a,k,a,e,n,g
m,l,f,s,s,r,p,e,m,t
j,p,e,o,g,m,p,h,j,j
o,l,r,b,o,r,h,d,l,f
j,d,c,i,n,d,s,k,t,a
n,d,e,r,i,m,t,t,q,g
f,i,j,o,q,d,n,f,m,e
o,o,j,b,r,f,h,d,m,n
j,n,d,r,r,p,n,k,c,o
p,e,f,j,s,q,c,q,m,e
i,r,f,o,h,p,b,t,s,a
e,e,i,k,s,p,d,o,b,r
q,t,i,a,i,n,k,e,o,t
t,o,o,c,k,a,q,m,m,e
b,c,t,t,c,d,d,k,m,i
q,a,g,l,n,s,q,n,n,p
b,m,q,p,j,c,r,l,h,n
f,r,n,b,q,r,r,m,b,b
e,d,a,g,q,t,i,m,d,m
p,k,t,b,e,e,h,i,b,c
h,e,b,n,n,k,t,e,d,q
r,q,t,r,i,s,g,t,m,t
f,k,j,d,n,o,c,l,l,b
j,i,o,r,k,f,f,o,o,n
k,o,k,q,q,j,o,k,n,b
c,o,n,s,s,q,e,q,g,p
o,b,g,o,h,i,l,h,m,j
n,i,l,e,j,n,j,o,k,f
s,o,p,t,n,f,g,e,d,m
f,n,c,p,d,q,f,q,c,q
t,q,a,r,l,h,m,l,c,c
b,o,c,f,r,d,c,o,c,d
o,o,m,a,r,q,s,e,l,m
o,m,d,a,f,h,e,o,s,c
f,e,d,c,e,k,n,n,q,m
e,t,a,c,p,b,f,s,q,t
f,f,n,k,l,f,n,r,l,d
m,o,b,c,s,i,q,h,t,q
r,e,p,c,o,j,r,e,m,n
n,i,f,o,l,p,l,n,b,a
q,m,h,f,k,g,j,l,l,j
d,m,d,r,t,f,i,q,p,h
m,m,p,g,t,n,l,d,s,p
s,t,d,e,a,n,o,a,r,q
n,m,g,i,q,d,g,g,s,r
q,o,l,p,g,l,c,q,s,m
t,s,m,d,s,e,j,g,e,g
i,s,c,n,i,f,p,j,c,t
b,s,m,k,n,b,c,c,d,s
i,a,g,r,f,t,e,f,i,n
i,f,d,q,h,t,s,n,a,g
a,e,t,d,p,s,d,i,b,m
b,r,r,n,l,g,t,e,g,k
f,o,s,c,i,q,j,n,c,g
q,i,l,q,t,p,q,e,k,f
k,k,q,h,q,h,j,c,o,r
q,h,n,l,q,p,k,o,b,o
e,f,g,i,d,b,j,g,t,m
o,f,r,k,r,b,l,c,b,f
s,q,h,r,r,g,g,p,s,n
g,t,g,a,r,c,p,a,k,a
p,c,q,c,m,d,q,s,i,q
b,j,g,t,l,a,h,p,d,s
r,n,o,i,f,n,g,h,a,l
g,c,b,r,l,n,d,l,f,o
f,h,l,k,g,f,n,p,o,n
t,r,j,d,a,t,r,s,p,t
j,j,m,k,n,q,h,s,f,q
d,l,i,l,i,s,b,i,g,h
j,r,n,i,q,s,i,e,r,p
k,a,c,g,o,p,h,q,m,c
m,h,p,m,b,t,t,f,i,t
n,k,t,b,m,g,r,g,f,q
e,t,g,g,p,s,j,g,o,n
p,j,c,r,f,p,f,j,j,b
i,i,b,e,q,a,q,k,g,t
m,q,a,o,j,k,a,l,m,n
c,f,e,q,e,g,l,a,h,c
a,c,c,k,o,k,b,d,t,l
a,o,r,l,e,t,r,t,d,l
i,m,k,q,e,q,d,r,m,b
a,g,o,e,a,e,e,c,b,s
i,e,t,o,o,j,f,k,m,t
g,h,n,j,t,h,h,j,j,b
c,b,j,j,k,b,d,b,p,o
t,l,b,b,b,l,b,d,e,e
f,j,a,i,s,l,b,q,b,f
s,s,i,a,k,l,a,c,e,j
m,r,m,i,p,a,l,g,k,p
n,f,r,a,g,g,m,t,a,t
k,t,d,f,l,k,m,k,o,s
c,d,p,r,s,r,g,s,i,m
o,m,q,p,t,m,q,k,l,p
e,e,g,q,s,d,p,t,t,a
b,o,g,b,h,n,m,r,i,a
g,h,s,m,s,d,p,c,p,s
s,p,d,i,f,m,o,g,n,o
a,q,s,f,e,h,c,n,g,i
l,k,p,j,n,c,d,q,r,m
j,i,g,m,t,a,a,n,o,l
a,c,m,p,d,b,l,k,r,i
b,l,h,e,e,g,k,d,q,l
j,d,d,l,d,g,i,e,k,q
p,i,p,m,e,r,m,d,l,n
f,k,p,n,p,k,q,e,o,d
r,e,b,j,n,p,g,i,f,l
l,l,h,f,j,j,i,i,r,i
m,l,d,r,t,r,e,s,e,q
r,d,h,f,l,r,h,o,h,n
p,b,d,r,d,c,f,h,i,i
q,o,g,k,d,q,e,g,g,r
f,p,p,e,c,e,b,r,d,h
o,c,t,n,i,l,q,f,n,q
b,o,g,k,q,p,p,q,f,n
l,p,m,q,c,c,o,f,m,f
e,d,g,f,m,i,e,r,d,a
o,k,f,p,c,k,p,h,t,n
p,s,s,a,c,t,q,d,l,t
d,a,o,n,c,n,m,e,l,p
r,h,f,s,o,a,h,n,c,g
f,c,f,s,n,e,s,q,s,t
b,n,p,b,o,j,d,k,t,f
f,c,e,n,l,m,k,f,q,c
l,c,q,s,g,k,l,e,j,o
e,m,k,k,n,p,h,m,r,q
j,s,m,c,r,l,f,a,t,c
j,l,t,a,m,r,t,s,k,i
k,k,d,m,i,m,q,k,f,t
d,l,e,f,c,s,p,r,h,c
s,j,f,p,j,b,h,j,g,c
b,t,t,e,e,i,c,k,s,a
b,m,k,k,s,t,s,m,h,e
l,c,t,k,f,p,p,o,g,t
c,p,h,t,d,r,i,l,g,l
o,o,p,b,j,k,l,a,r,f
b,a,n,c,j,r,h,b,k,g
n,k,q,d,j,l,p,k,r,n
s,r,j,d,e,a,t,o,o,p
o,t,f,d,t,f,m,r,f,q
g,b,k,q,s,i,t,i,b,p
t,o,b,e,c,q,s,f,j,p
e,t,r,n,e,s,m,i,o,c
d,e,r,d,p,d,n,g,t,i
n,o,c,a,o,a,m,e,h,r
l,s,o,e,o,p,r,c,e,l
k,c,h,m,j,r,a,n,l,h
b,q,q,k,s,f,f,h,t,p
e,t,g,j,g,j,n,a,b,t
n,j,s,l,k,t,e,c,f,t
n,p,c,b,r,d,a,j,m,o
n,l,t,i,c,p,t,g,h,k
k,c,d,s,q,r,b,s,j,p
g,l,i,s,h,l,q,h,l,f
o,n,l,l,d,b,m,g,n,r
m,e,g,k,n,j,j,c,r,i
q,t,i,l,j,t,i,a,c,t
c,r,k,f,m,t,n,e,c,t
i,b,p,l,i,f,a,e,g,f
a,k,l,t,j,n,s,o,d,t
p,l,d,h,k,c,s,i,b,b
r,a,j,g,q,s,t,l,d,c
n,o,m,l,s,b,s,k,i,b
e,q,i,j,p,p,g,c,e,t
j,k,l,k,f,k,p,r,s,p
d,a,k,k,n,t,l,n,c,e
d,i,p,e,g,s,g,g,n,f
i,q,m,f,p,t,k,s,l,e
k,a,i,j,i,c,b,p,j,a
h,n,c,k,q,i,m,d,d,f
d,l,s,q,k,r,m,k,q,t
s,h,h,n,g,t,l,t,r,r
b,j,m,i,k,j,i,p,f,i
a,n,b,l,h,o,t,a,j,p
k,k,j,r,m,r,b,q,l,b
i,q,c,j,n,a,p,p,i,k
g,s,l,b,d,p,p,i,a,c
p,t,s,j,p,f,j,j,q,c
s,k,n,n,o,o,d,d,k,a
m,m,l,m,s,t,a,e,l,f
g,s,m,f,o,k,m,j,p,n
k,l,a,p,q,f,b,f,k,b
i,e,f,l,i,m,c,g,j,c
j,o,p,q,p,f,m,p,n,p
c,t,m,g,k,d,f,h,o,d
b,j,j,d,l,f,o,h,i,i
m,k,n,a,d,i,j,e,l,l
j,c,c,s,h,l,f,l,i,h
f,p,g,o,b,e,j,e,b,r
i,r,d,s,n,h,d,d,f,j
o,p,m,g,s,g,i,s,k,n
f,o,b,m,h,d,d,l,p,n
d,n,e,a,p,m,a,t,s,g
k,b,e,h,r,n,a,c,d,o
c,g,c,k,e,m,o,t,s,f
e,c,m,s,s,r,e,c,p,k
t,g,p,h,r,c,m,d,d,m
o,k,s,q,p,k,c,h,p,c
r,m,h,c,h,q,d,i,p,h
j,e,r,r,j,b,k,m,n,m
i,g,p,e,t,m,t,n,j,b
g,s,j,a,r,t,j,h,b,d
t,o,h,p,a,b,q,d,p,c
g,q,e,s,b,t,p,n,a,a
b,d,l,s,h,m,r,j,m,t
n,q,n,p,o,m,q,l,n,c
s,c,a,c,l,l,a,m,g,e
t,m,d,p,s,q,s,p,l,a
r,r,s,f,i,o,t,t,k,n
l,k,a,d,e,i,i,t,e,r
g,k,r,s,p,b,e,d,n,o
a,n,t,p,p,p,g,t,t,l
a,o,f,j,f,j,n,r,n,i
l,c,k,k,n,g,p,k,o,d
o,h,c,p,d,d,f,s,o,j
m,g,p,i,p,r,e,o,s,n
i,k,h,t,o,c,p,o,f,n
i,q,l,a,f,t,t,r,b,e
a,j,t,n,s,p,n,c,o,c
k,n,a,m,m,l,h,j,h,j
d,m,f,g,b,o,l,i,e,n
j,e,k,f,i,n,j,s,o,h
k,f,g,m,m,q,k,k,i,m
t,a,c,m,a,j,d,a,f,i
r,p,l,h,m,f,o,k,i,p
s,m,n,k,o,t,f,l,c,a
p,j,q,b,e,g,t,o,h,b
m,e,b,j,i,t,h,c,f,m
m,l,m,l,c,f,d,b,t,t
c,p,j,j,l,e,g,s,d,o
e,m,i,h,n,q,g,p,p,d
n,n,t,c,g,j,d,t,d,q
a,d,j,t,c,r,o,s,i,a
b,g,n,t,m,p,d,g,s,a
p,c,c,f,s,l,e,k,r,d
t,o,m,r,d,p,o,o,a,d
l,s,f,m,q,e,s,c,k,h
t,k,q,n,o,q,l,s,o,e
n,g,e,s,c,m,b,k,i,g
c,k,j,r,j,q,s,d,a,t
f,p,a,h,s,j,c,h,b,o
s,d,r,a,r,l,k,t,k,a
r,p,e,b,s,l,p,s,i,l
