var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
f,g,e,d,e,e,f,e,j,d,i,e,b,d,h
g,d,g,g,d,i,g,i,g,f,e,i,e,f,b
h,j,g,c,d,i,d,e,j,a,i,j,i,d,b
e,c,a,b,f,a,c,c,e,b,h,f,c,a,a
d,j,i,h,f,h,d,d,i,h,e,f,g,i,f
b,j,i,g,a,i,d,c,j,j,d,j,g,b,j
b,b,h,c,g,h,a,j,a,f,b,c,f,e,e
h,i,g,c,f,c,g,c,a,h,i,j,g,j,d
i,j,g,i,g,e,h,i,h,h,a,i,a,a,g
a,b,a,h,g,e,i,d,f,a,j,d,i,h,a
h,b,d,b,a,j,j,c,e,g,f,b,b,e,f
f,f,c,e,i,e,j,f,b,a,b,c,f,g,g
h,h,g,d,b,f,h,b,j,e,h,b,a,a,e
h,e,i,h,c,g,h,i,g,j,b,d,e,i,e
g,d,d,h,c,a,e,f,a,h,b,i,b,b,d
h,f,f,h,a,c,h,g,f,c,i,b,b,g,b
f,i,d,c,j,f,a,i,g,a,e,d,f,g,a
e,f,j,i,j,h,c,g,g,b,c,a,d,e,b
j,b,d,c,b,a,f,i,g,d,h,c,h,f,b
f,i,h,g,c,h,b,f,f,f,f,h,f,i,g
c,i,e,i,a,h,i,e,j,a,e,a,b,a,a
d,e,e,c,f,a,c,f,d,i,c,b,e,d,d
h,f,d,h,j,d,b,g,f,b,a,g,b,e,g
f,i,j,j,i,f,f,b,f,a,d,a,e,j,e
f,c,c,d,c,i,h,d,e,e,i,a,d,a,e
i,j,i,j,b,e,j,a,j,e,a,a,g,e,g
f,d,f,j,d,h,a,c,d,c,c,a,h,c,j
g,j,d,i,d,h,h,b,g,g,f,h,a,j,g
a,h,g,i,e,c,g,g,b,d,f,c,c,g,e
i,d,g,d,h,i,f,i,d,e,b,c,f,c,h
f,b,h,h,a,c,i,f,e,f,a,a,d,g,j
i,c,a,i,e,g,h,g,j,g,d,b,i,h,b
i,i,d,i,h,g,a,b,c,h,a,j,a,f,d
a,j,a,h,a,e,d,d,d,c,i,h,g,h,b
g,j,g,b,d,g,h,j,g,c,a,j,d,b,h
g,i,g,j,i,b,g,c,f,h,d,j,e,j,g
i,c,i,i,e,b,h,c,i,d,e,h,h,d,a
b,b,j,h,h,a,j,e,c,h,d,f,b,d,h
j,b,a,j,g,g,a,c,a,h,g,a,d,j,b
f,e,a,i,c,a,c,d,c,b,b,j,c,h,h
d,j,d,d,a,b,h,g,i,f,f,e,h,d,h
b,c,g,j,j,g,h,b,i,h,d,a,i,d,i
c,g,i,d,f,j,d,j,f,e,j,a,a,b,c
i,a,e,g,b,c,e,j,h,h,j,g,e,g,a
d,c,i,f,i,g,g,i,a,e,h,f,d,g,c
h,a,a,i,g,b,e,h,g,j,f,g,d,g,f
e,e,j,e,b,b,g,d,e,i,j,b,d,b,d
j,h,g,c,i,b,d,b,b,e,h,h,a,i,i
e,d,b,a,a,j,d,j,g,c,e,j,h,f,f
i,j,b,a,b,d,f,b,f,c,b,a,j,i,b
f,d,j,h,j,h,b,d,c,g,a,a,d,f,j
f,i,i,g,f,f,a,c,g,e,a,b,g,a,b
a,f,c,h,f,i,g,j,g,h,e,c,b,e,e
