var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
e,b,j,h,d,i,a,d,e,g,a,g,g,a,c,e,e,i,j,e
b,g,f,i,h,h,j,c,a,e,g,b,c,c,i,i,g,e,j,g
i,c,e,j,f,h,i,d,h,b,j,g,d,a,g,c,g,c,a,h
d,d,d,a,h,j,j,a,i,j,h,c,b,i,a,c,i,c,f,g
j,f,d,a,j,a,i,c,d,f,g,b,c,c,b,e,b,j,a,i
e,f,b,i,i,h,i,j,c,f,d,g,e,f,d,f,j,g,j,f
b,a,h,j,e,g,g,g,b,e,a,e,c,h,e,j,j,j,c,f
g,j,b,e,j,g,c,f,i,c,d,b,h,c,f,h,h,a,f,d
h,f,f,d,e,d,h,i,j,c,b,b,h,i,j,j,h,b,c,b
g,a,f,h,e,d,b,e,i,b,d,h,d,f,b,g,e,e,d,h
j,f,j,f,i,c,e,f,i,d,c,j,g,g,b,d,d,j,i,j
e,e,i,b,a,d,i,h,g,b,a,e,h,b,j,d,f,b,g,c
j,h,f,g,d,e,h,e,e,a,b,h,j,i,h,j,f,g,i,h
e,i,f,f,c,f,h,c,h,f,d,h,i,c,e,a,b,f,c,j
i,c,i,h,c,j,f,h,b,f,j,b,b,d,f,j,g,f,a,e
j,f,d,d,i,g,h,i,c,h,a,j,g,j,c,a,b,g,e,j
g,c,i,j,b,i,g,g,h,h,h,h,j,j,c,c,e,i,h,d
d,e,c,c,i,a,f,i,h,j,i,j,c,h,g,f,j,g,h,j
i,e,i,d,d,j,a,c,h,b,b,e,e,e,g,g,h,e,c,i
g,j,a,i,c,a,d,e,a,d,f,a,j,g,j,h,f,f,e,b
g,j,j,c,i,a,b,b,e,h,g,f,g,i,a,i,a,i,e,c
d,i,e,d,e,b,j,h,f,i,i,j,i,b,f,d,e,c,b,e
j,e,i,j,b,g,d,i,a,j,e,i,b,h,f,j,e,a,b,h
e,d,h,d,a,e,a,b,a,b,f,g,g,g,e,h,d,g,a,b
e,c,g,f,c,d,j,e,i,a,j,d,c,f,d,h,e,j,i,g
h,f,b,e,e,d,f,d,c,e,e,c,h,a,d,a,c,b,i,e
e,c,h,e,g,a,g,b,g,h,i,h,e,d,d,j,g,b,i,g
f,i,h,c,h,a,h,a,j,d,c,i,f,b,j,b,b,g,j,f
a,h,a,c,f,g,c,i,g,g,c,e,b,j,e,j,b,d,j,h
h,g,f,h,g,g,g,c,g,a,a,e,j,j,c,f,a,e,g,a
e,a,a,h,f,g,b,i,i,e,e,a,g,j,d,e,j,j,g,d
b,c,c,i,f,f,h,i,e,d,e,j,a,g,g,b,d,h,b,e
h,j,i,g,g,f,g,a,c,a,i,g,c,e,d,a,h,i,f,f
g,j,c,h,e,d,i,e,f,h,j,a,i,d,g,d,h,d,d,j
f,f,f,b,h,f,g,g,h,h,e,g,j,f,c,j,e,d,e,c
j,j,f,e,e,d,c,f,d,j,f,g,i,i,j,h,f,d,i,e
h,c,d,h,f,j,h,f,d,g,g,g,e,a,a,h,c,d,i,i
b,a,i,h,g,g,e,d,c,e,f,g,g,a,c,e,d,g,a,i
i,e,f,e,i,d,j,f,j,e,h,e,c,d,g,c,h,c,e,e
d,i,c,c,i,j,j,i,c,j,a,g,e,i,d,e,f,j,e,g
j,f,i,g,h,g,h,f,i,e,f,e,b,a,c,f,i,h,j,e
b,c,h,e,b,i,h,a,d,a,b,f,d,a,h,c,f,g,h,i
g,b,b,e,f,c,i,g,a,j,d,j,b,j,e,j,e,e,h,c
h,d,c,i,d,g,f,g,j,f,h,d,c,i,a,j,b,h,f,e
c,e,b,f,a,f,c,b,e,a,b,c,c,j,h,b,g,c,f,e
j,d,d,c,h,b,f,b,h,b,c,i,c,j,b,f,b,i,i,j
d,i,e,d,h,b,c,i,i,i,d,g,c,f,f,h,e,b,b,d
g,g,f,j,a,g,i,a,h,a,b,a,h,c,h,c,d,f,c,a
d,b,d,a,i,c,i,g,h,h,g,h,e,e,g,d,a,b,g,h
h,f,g,a,f,i,a,h,c,d,b,g,a,c,g,j,h,j,c,f
e,i,h,d,j,a,d,i,c,d,c,a,c,c,i,f,i,g,d,i
e,d,d,i,j,f,f,e,a,a,e,e,h,i,g,e,h,a,i,h
a,f,g,h,j,g,c,a,h,c,g,h,g,h,e,f,i,e,h,j
i,a,h,b,g,h,i,d,j,e,f,b,c,a,g,e,i,d,i,j
e,f,e,e,j,i,a,g,j,a,b,e,i,d,c,g,g,h,g,e
i,f,h,f,c,b,c,a,i,f,g,h,f,e,c,i,d,a,f,e
f,a,h,c,i,i,j,b,c,a,f,b,g,a,c,a,c,a,b,h
f,i,f,i,i,a,a,c,c,h,i,a,d,d,c,e,h,j,j,h
a,g,f,e,i,h,j,j,d,e,g,i,d,c,a,b,j,a,e,h
j,j,j,i,h,g,j,i,e,h,f,a,b,a,d,h,b,f,a,i
j,a,h,g,b,d,i,c,j,g,a,b,e,b,h,e,c,j,g,c
h,b,g,f,e,e,i,a,g,b,j,a,a,j,f,d,f,e,h,i
i,d,d,j,e,b,j,h,g,d,e,d,j,c,c,c,e,h,e,a
i,j,f,a,e,f,j,d,f,j,c,c,e,a,b,d,a,g,g,a
c,a,c,f,g,j,c,e,h,e,g,e,e,f,d,a,e,c,a,g
e,c,c,b,f,h,j,f,f,g,i,i,c,j,a,e,c,a,e,c
g,j,c,a,a,c,b,j,e,d,c,i,a,j,h,a,e,b,d,b
e,c,j,e,i,c,h,j,c,i,j,i,i,j,a,a,g,c,f,i
a,h,b,i,i,i,a,f,j,e,b,i,b,g,e,c,e,c,e,c
g,f,c,f,f,d,f,b,c,d,b,b,h,j,e,b,i,a,a,d
e,e,a,j,g,e,b,d,c,e,e,d,c,g,e,h,e,g,g,d
b,f,h,h,a,e,i,j,h,c,h,d,b,b,e,f,c,i,g,b
d,d,e,c,f,h,a,c,i,g,i,c,i,e,d,f,g,d,e,f
j,f,h,j,c,h,b,d,a,d,e,g,b,g,a,g,b,a,f,b
d,h,f,b,f,j,f,a,d,d,j,f,g,j,j,e,a,i,i,g
d,j,e,j,a,i,c,j,j,g,b,d,a,d,e,b,j,a,f,c
c,i,h,i,g,f,c,c,e,d,h,f,i,b,i,h,j,b,f,j
a,e,d,g,i,a,i,e,c,i,d,h,j,e,c,b,h,g,g,h
i,f,c,f,d,c,d,j,c,h,f,d,j,b,h,a,g,f,j,j
f,a,a,f,i,j,d,b,d,i,i,e,b,g,e,d,a,i,b,b
d,c,i,f,f,e,a,g,i,h,g,d,f,d,b,d,f,h,g,i
i,j,j,e,d,g,g,i,d,j,a,i,h,g,a,d,a,e,g,a
d,h,e,c,b,b,d,a,i,h,g,h,b,h,j,h,i,f,b,c
d,i,h,h,f,h,b,j,b,g,c,f,b,f,e,d,g,h,j,d
a,j,g,a,f,e,j,g,e,b,i,e,h,a,f,b,e,f,e,b
e,i,g,e,h,i,f,d,c,e,c,g,b,i,f,j,f,c,a,c
i,j,h,i,e,h,g,f,f,j,j,j,i,e,g,d,f,i,i,c
f,e,f,e,g,h,g,b,d,i,c,e,d,e,g,j,e,i,h,a
h,e,f,f,a,f,e,i,g,e,a,i,a,c,d,d,d,j,c,b
d,d,f,b,h,d,d,f,a,j,j,b,c,d,e,i,c,f,e,j
g,f,f,g,e,a,g,d,e,c,i,i,j,j,b,a,h,c,a,i
j,a,e,j,e,f,b,f,c,e,d,c,e,f,h,d,e,i,c,c
c,c,j,d,c,b,a,i,c,d,g,g,b,d,e,d,g,g,i,e
f,g,f,j,c,c,f,g,a,g,d,i,i,h,j,j,d,f,h,c
a,b,b,f,e,j,j,j,h,j,d,h,d,f,f,h,b,g,h,h
g,e,a,e,h,i,g,i,h,g,h,h,j,g,e,b,i,c,d,f
j,i,e,c,c,f,j,d,c,h,b,h,h,h,b,j,f,i,a,g
h,g,j,g,d,f,i,d,g,c,d,b,d,d,i,f,e,f,e,i
d,a,i,a,e,f,i,a,h,j,b,h,d,e,a,e,b,i,e,f
j,e,h,g,b,e,f,e,b,c,h,g,b,h,h,e,b,g,a,h
d,j,e,c,g,i,b,e,g,c,h,e,i,h,i,e,c,j,b,c
h,j,j,g,a,d,i,d,g,e,b,i,c,c,c,e,f,j,e,c
g,f,g,c,f,b,f,d,d,h,j,i,e,a,i,g,d,f,f,h
c,f,d,h,j,f,f,f,c,d,b,e,f,c,c,d,h,j,e,c
d,f,g,g,e,f,i,j,j,d,h,e,i,f,c,f,g,i,c,d
i,j,b,i,i,f,e,j,j,d,a,h,h,j,d,a,g,f,h,j
i,f,h,c,d,d,f,f,c,j,c,g,c,e,b,f,i,b,d,b
b,c,j,j,f,a,i,b,e,j,g,g,h,j,b,a,a,d,a,a
d,j,j,d,b,a,c,e,h,b,g,i,c,i,c,h,j,e,e,c
f,e,g,g,g,b,d,f,e,j,g,d,j,e,b,h,f,g,f,i
c,e,j,e,e,j,i,d,h,i,j,h,b,g,c,c,a,a,b,f
j,c,d,i,h,e,h,i,e,a,h,h,a,a,i,b,g,d,d,e
d,g,c,c,h,b,j,b,b,f,a,e,h,d,c,b,g,d,j,g
i,g,d,g,c,d,d,g,h,e,h,b,g,g,b,j,b,d,h,e
e,g,f,d,f,c,j,f,b,a,b,a,b,f,f,i,c,b,a,b
b,j,g,f,a,c,h,c,h,h,b,g,e,g,e,g,c,b,i,c
d,f,f,i,i,i,g,g,i,e,b,i,b,c,j,i,c,d,b,b
g,f,i,c,a,c,b,b,e,e,e,i,e,b,f,h,b,i,a,c
c,j,d,j,i,a,c,j,a,j,i,g,j,h,e,i,c,b,f,g
f,a,i,j,g,f,f,j,j,h,b,d,c,j,g,d,i,h,h,e
c,f,e,g,g,c,b,c,g,d,h,i,d,c,i,e,j,c,e,b
d,h,d,h,j,j,i,a,a,h,b,f,c,c,c,d,g,e,e,b
b,i,a,c,e,c,b,c,a,h,a,b,d,h,c,h,f,e,d,f
e,d,h,g,a,i,e,d,c,j,e,g,e,c,c,c,e,a,f,c
b,e,c,f,j,f,h,f,d,i,h,h,h,g,b,d,h,d,d,d
d,a,i,g,i,i,i,i,a,e,f,d,a,c,a,i,h,f,h,a
j,f,c,f,j,f,g,e,b,c,a,j,c,d,b,f,a,a,j,c
g,b,d,j,j,d,h,b,b,h,d,j,d,g,e,g,h,c,a,i
c,g,c,h,c,f,d,g,e,i,i,h,a,h,c,b,i,a,d,i
a,a,b,b,g,j,e,j,c,b,f,a,b,e,i,a,f,h,f,g
j,c,b,d,b,b,a,g,j,e,c,h,b,j,i,a,d,e,c,i
f,j,i,j,g,i,j,c,j,e,e,b,i,e,c,c,i,f,i,b
a,c,f,d,e,c,d,g,d,j,c,j,i,i,g,e,e,h,c,e
