var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
a,e,c,c,f,a,b,i,d,i,c,a,i,f,g
c,j,f,j,j,h,d,g,h,e,j,i,b,a,e
g,f,e,d,j,h,e,i,a,g,g,a,a,f,e
j,a,c,f,j,g,a,h,e,j,e,h,b,e,d
f,d,c,f,d,e,e,g,f,f,j,h,g,c,f
a,d,b,f,c,h,e,c,g,f,h,a,h,b,j
h,g,j,d,b,e,c,b,j,e,a,d,f,d,b
b,h,b,d,e,j,d,c,e,b,h,i,c,h,j
e,d,f,h,a,f,c,i,c,b,c,i,c,e,h
b,g,c,i,b,f,f,e,g,g,h,c,a,b,d
h,d,d,b,c,i,j,h,e,d,a,e,i,f,f
a,h,a,e,g,f,e,a,h,g,i,d,i,d,h
d,j,j,c,h,c,i,e,d,h,f,c,f,e,i
a,g,j,b,i,c,d,g,a,f,i,c,j,c,b
g,f,i,i,i,b,h,a,j,f,i,i,b,g,a
d,h,c,c,c,j,a,a,g,a,i,e,i,a,e
c,e,i,d,f,a,c,b,a,a,g,c,e,i,j
j,h,c,h,i,g,a,i,a,f,b,b,g,d,e
g,g,i,b,i,g,b,g,a,g,f,d,h,a,e
b,e,j,j,i,h,g,a,g,e,a,f,f,a,h
h,e,d,h,c,e,f,d,a,e,j,b,i,e,d
h,i,d,d,i,d,a,a,b,c,b,e,j,h,a
e,h,i,d,f,a,g,d,g,j,c,j,b,d,d
a,a,e,a,g,c,b,i,g,g,d,a,i,j,d
a,f,j,c,i,f,a,e,e,h,g,b,g,b,j
c,d,b,i,h,f,j,g,i,h,c,f,c,f,j
a,g,h,g,f,e,c,d,h,a,b,b,h,g,j
c,c,j,h,j,e,e,h,j,d,a,j,d,h,h
i,i,j,h,a,e,d,j,h,i,a,d,b,i,b
c,j,f,c,a,j,c,g,h,h,i,d,f,h,g
a,g,j,i,a,j,f,a,e,e,c,d,g,i,j
b,f,c,j,a,b,i,j,h,d,c,e,e,j,e
e,g,i,f,d,b,c,d,a,h,b,a,g,a,j
b,b,c,i,e,f,e,e,b,a,g,f,g,g,e
b,d,f,e,j,b,d,b,a,a,c,a,f,b,g
