var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
f,g,e,d,e,d,e,e,j,d,b,j,b,d,h
b,j,g,g,d,i,g,i,g,f,e,i,d,f,b
h,c,g,c,d,i,d,e,h,a,i,j,i,d,b
e,a,a,b,f,a,c,b,e,d,g,f,c,a,a
d,d,b,h,f,h,d,i,i,j,e,f,d,i,f
f,j,i,b,a,i,d,a,f,j,j,j,h,b,j
b,b,f,c,g,c,a,j,a,f,b,c,f,e,e
c,a,i,c,f,c,g,c,e,h,j,g,g,e,j
i,j,g,i,b,e,a,g,h,h,h,i,g,a,g
c,b,b,h,g,e,i,e,d,a,g,d,i,b,e
h,b,e,f,a,j,j,c,b,g,f,b,b,e,f
g,f,f,e,i,e,d,f,b,a,b,c,b,b,g
h,h,g,d,b,f,h,d,j,e,b,d,f,a,e
f,e,h,f,c,f,h,i,g,j,b,d,e,i,e
j,d,d,h,c,a,e,f,a,j,b,i,g,c,d
h,j,a,d,d,c,c,g,f,e,b,b,b,f,b
c,i,d,c,j,d,a,a,g,c,e,d,f,g,h
e,f,a,i,c,h,c,g,g,b,c,a,d,e,b
j,b,d,c,b,a,f,i,g,d,h,c,j,h,b
c,i,h,g,c,g,b,f,f,g,d,h,f,g,g
c,i,e,i,a,g,i,e,g,a,i,a,b,a,a
e,e,e,c,c,g,c,f,i,i,c,b,e,j,d
i,f,d,c,j,c,b,g,f,b,a,g,c,i,a
f,a,e,e,i,f,f,e,f,a,d,j,b,h,e
f,c,c,d,c,e,c,d,e,i,i,a,d,b,d
i,j,i,j,b,e,j,a,j,f,a,h,g,e,g
f,c,f,j,d,h,a,h,b,c,c,d,h,c,j
j,e,f,i,f,h,d,b,h,g,e,b,a,j,g
a,h,h,i,e,h,g,g,b,d,f,c,c,g,e
i,d,g,d,h,c,c,i,b,e,b,c,f,j,h
f,b,h,h,a,c,i,g,e,f,a,c,d,g,j
d,c,a,g,e,g,h,g,b,g,a,b,i,h,e
i,i,d,c,h,e,a,b,g,e,c,j,a,f,j
c,j,a,a,a,e,d,d,d,c,i,h,d,h,b
g,j,g,b,d,g,h,j,g,c,a,j,f,b,h
h,i,e,j,i,e,g,c,i,a,d,j,e,a,g
i,d,b,d,e,e,h,c,i,d,e,j,h,d,a
b,b,j,h,h,c,f,e,f,h,d,f,b,d,a
