var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
f,k,l,h,a,o,g,n,d,l,o,c,a,o,c,j,k,d,o,m
e,c,b,g,a,i,l,a,f,h,j,f,k,h,c,i,i,f,d,n
b,i,g,c,g,b,m,n,g,o,m,g,k,n,l,k,o,a,b,j
d,i,a,a,e,a,f,a,g,l,m,i,h,m,m,f,f,i,a,m
g,g,g,i,a,a,j,j,h,j,n,b,o,j,f,c,d,g,b,i
i,n,d,f,n,i,i,j,j,d,d,n,i,g,o,g,o,a,b,n
d,c,k,i,h,l,f,m,a,k,c,e,f,n,f,j,a,l,m,k
e,n,j,h,a,c,l,b,l,m,g,e,g,o,k,h,m,l,n,j
o,n,h,b,a,k,k,n,f,b,g,n,k,i,h,d,f,l,i,d
o,h,h,l,i,c,f,m,m,l,i,j,e,n,g,a,m,j,j,h
e,d,d,o,d,l,m,n,d,l,i,d,h,g,b,g,j,l,j,o
c,m,d,m,h,i,h,o,e,k,m,e,f,j,o,e,n,i,d,j
a,d,l,b,i,e,g,h,g,b,i,n,m,a,c,b,g,e,b,h
n,n,d,o,c,c,l,m,n,o,e,n,o,k,l,c,c,d,b,f
n,c,o,k,k,e,c,f,i,b,i,h,b,d,a,l,n,f,b,l
a,g,b,b,d,d,e,d,b,f,l,b,k,g,e,m,l,i,l,k
f,d,g,e,g,h,c,b,e,o,b,i,d,e,d,l,h,h,b,h
i,g,g,h,h,h,m,b,l,l,d,f,f,l,o,i,o,l,e,f
c,c,e,e,a,i,d,d,l,m,g,e,j,k,h,c,k,e,l,i
i,j,n,n,o,o,b,k,o,h,l,e,g,m,f,e,e,j,o,e
f,e,k,c,h,o,o,k,j,c,k,j,h,h,h,d,f,b,h,n
i,h,g,c,h,c,k,b,e,b,i,g,l,i,f,a,g,h,a,e
i,d,m,c,j,d,l,b,g,j,h,g,f,c,a,g,e,m,h,o
n,h,i,g,j,k,h,f,a,e,n,j,b,i,k,m,g,h,n,n
m,o,k,k,d,l,g,k,o,f,l,l,n,o,e,g,n,i,o,n
e,o,a,o,o,h,n,g,e,c,j,n,o,l,l,a,b,f,l,g
