var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
m,k,h,n,h,a,k,m,a,i
h,b,i,n,h,d,d,j,c,j
l,o,g,k,l,n,i,m,b,f
h,o,i,e,m,c,n,f,b,l
k,m,j,k,h,j,e,b,i,e
d,b,a,o,c,d,l,b,d,g
n,n,e,l,c,a,j,j,m,i
h,b,j,f,h,i,d,e,k,a
c,b,e,n,h,m,i,m,c,h
c,c,e,k,d,o,n,j,m,l
h,a,a,d,j,a,n,n,b,l
i,g,a,a,c,h,e,o,i,i
c,a,h,n,d,c,k,h,b,h
f,b,a,g,a,d,d,j,o,f
n,d,n,g,a,c,b,b,g,h
j,m,o,n,j,l,a,g,n,k
m,a,a,o,l,g,e,e,i,j
j,o,f,f,c,a,i,j,b,l
i,n,l,o,h,a,f,g,k,m
g,h,e,m,c,d,m,l,j,j
m,l,f,c,c,i,o,l,d,c
d,h,b,k,c,o,m,h,a,h
d,a,k,c,g,l,d,e,b,i
i,e,f,n,g,m,g,e,m,b
g,e,c,j,j,a,k,l,j,k
h,e,i,k,c,g,e,l,k,b
l,o,l,e,l,i,c,b,j,o
n,d,f,k,e,g,l,a,c,g
a,a,h,o,g,i,n,b,l,n
e,a,n,b,g,j,m,h,e,l
i,e,l,k,h,c,l,d,d,i
b,k,d,o,l,d,k,c,d,l
l,j,f,b,g,c,m,n,j,m
j,i,e,k,f,c,c,n,i,n
i,l,d,m,o,l,h,b,e,e
c,i,j,l,h,d,h,j,i,k
m,l,a,b,d,a,h,i,g,i
m,f,l,k,b,d,n,o,o,l
d,l,g,k,i,m,f,b,m,i
k,i,c,c,b,n,i,o,g,h
h,o,e,m,e,c,k,n,j,o
h,i,k,l,m,i,c,c,e,a
j,k,e,c,h,b,c,i,j,d
a,j,j,h,b,d,b,j,o,c
a,d,f,a,c,b,f,o,n,b
c,b,n,k,j,i,k,i,f,o
l,l,i,m,b,b,a,k,e,n
n,e,e,h,h,h,l,f,f,a
l,h,e,j,d,c,k,o,m,g
c,o,j,f,o,o,b,b,n,o
l,e,j,g,m,c,l,e,e,i
f,a,l,g,j,o,f,h,j,d
j,o,e,k,a,i,l,i,h,b
i,o,a,g,j,b,k,i,n,g
j,g,a,c,o,j,c,g,e,f
l,j,e,f,k,d,b,o,n,a
c,j,f,k,l,l,d,k,c,f
c,b,n,j,c,d,g,n,m,i
d,n,m,d,h,o,l,g,f,g
i,n,j,l,f,h,n,k,i,n
n,e,a,l,o,i,d,l,i,e
b,e,o,j,j,c,l,g,h,o
i,f,e,k,i,g,k,f,g,b
f,c,f,l,h,b,b,i,j,e
h,i,l,l,l,m,n,b,e,g
i,j,g,c,m,a,h,h,c,i
n,a,a,d,b,i,d,f,c,f
d,l,a,j,o,b,d,j,i,a
n,i,l,g,a,n,o,f,j,k
i,m,b,i,l,d,h,h,m,h
j,j,b,k,f,i,k,g,b,f
m,d,d,h,l,g,n,k,b,d
l,j,n,b,g,a,j,h,d,g
o,d,l,h,h,b,a,b,f,i
g,n,b,b,i,k,h,n,i,b
b,m,i,c,f,j,j,c,o,b
m,g,e,d,l,h,h,d,l,a
i,j,n,l,o,a,j,l,h,b
o,k,l,m,c,d,l,h,j,e
a,c,o,k,d,a,i,e,l,c
i,b,a,k,k,i,a,f,m,d
b,n,a,l,k,o,g,i,e,f
m,e,e,h,f,n,c,j,i,k
i,l,b,l,j,o,k,h,l,j
m,j,i,e,a,d,m,b,d,e
e,e,l,d,k,b,g,h,l,a
b,f,e,c,e,e,d,d,b,n
g,j,d,l,o,d,j,m,n,b
b,h,g,j,k,k,d,a,f,l
i,e,d,c,k,m,b,l,g,n
l,h,c,g,h,f,g,h,i,k
h,o,k,e,o,b,l,j,e,m
a,j,o,n,k,d,b,f,m,g
i,l,i,m,c,k,e,a,m,h
h,d,b,l,a,f,b,b,m,e
a,d,f,f,j,j,k,a,h,e
a,o,k,h,l,n,j,c,f,h
k,a,c,a,o,b,m,n,o,m
f,i,k,d,m,m,f,l,i,e
g,c,e,k,n,d,j,b,b,c
c,o,k,o,l,h,d,b,j,n
c,e,e,f,e,m,h,j,m,h
n,n,c,n,f,h,i,j,m,g
o,l,l,m,e,c,m,g,c,f
b,m,a,j,f,h,e,b,a,m
h,e,e,k,d,k,d,e,m,f
n,n,d,h,m,g,e,e,a,b
h,f,c,j,e,n,i,f,m,j
b,b,f,j,b,i,c,f,n,n
g,o,n,a,n,i,e,b,l,f
e,c,n,o,n,m,j,k,f,e
o,l,n,l,a,a,b,f,o,j
h,n,i,l,d,a,b,d,d,f
b,g,h,a,n,k,i,h,j,g
o,m,j,f,f,e,g,n,d,d
a,g,g,n,b,k,e,b,o,h
e,m,f,o,l,f,l,g,f,o
g,n,m,g,g,f,m,n,j,a
e,e,o,f,i,g,e,k,d,e
f,c,g,n,m,f,l,c,j,b
m,b,b,a,o,i,k,g,g,h
c,b,b,j,a,d,l,m,a,k
l,h,o,n,c,k,o,c,d,f
a,n,e,d,d,d,m,m,h,f
l,h,m,m,o,c,m,e,m,j
o,l,h,n,a,m,d,c,m,a
a,e,l,o,g,f,f,h,c,i
o,e,c,b,j,l,e,j,f,j
c,e,n,j,d,g,n,h,g,g
k,e,f,o,o,k,h,l,h,n
a,h,n,b,k,c,e,k,d,n
n,o,c,n,m,c,a,b,j,n
d,b,k,o,h,b,j,j,f,d
b,o,c,l,i,l,b,c,l,k
i,c,k,h,c,i,i,n,h,o
b,m,o,f,c,j,h,m,h,h
i,n,l,k,j,h,l,d,i,n
h,e,a,o,d,d,a,k,n,e
m,a,k,b,b,a,m,g,b,c
e,i,k,g,j,l,j,g,o,c
i,k,o,g,n,l,f,b,j,i
o,h,m,i,e,n,b,f,k,d
o,o,a,f,l,k,k,m,o,j
d,o,c,k,e,b,g,b,b,n
f,e,h,m,j,o,e,i,f,f
m,g,a,b,g,i,g,g,e,k
m,h,o,e,h,n,l,k,m,a
e,m,g,a,a,m,a,i,d,b
b,b,m,i,m,a,m,o,o,b
n,g,j,n,o,c,e,k,e,b
a,e,g,a,n,b,b,b,e,f
b,j,n,j,f,h,j,e,d,o
d,k,b,j,j,o,n,f,b,a
a,i,b,l,m,n,d,l,k,g
n,j,i,j,e,g,m,n,g,a
j,e,g,k,k,i,a,a,o,b
j,g,k,m,i,c,m,d,h,b
n,o,m,m,n,e,b,n,c,n
i,e,e,f,o,c,c,c,k,j
o,l,c,n,f,k,b,b,j,e
n,k,o,a,e,g,n,i,g,l
l,c,m,d,m,n,c,n,m,k
l,m,g,k,d,n,l,e,e,l
g,n,n,g,c,l,n,c,g,i
l,i,e,k,d,k,h,g,f,g
g,e,m,c,c,h,n,e,o,b
l,e,f,h,a,k,e,i,d,o
k,f,i,c,d,i,k,c,l,k
g,e,o,b,a,b,i,e,m,m
c,k,j,j,g,l,e,b,e,h
j,i,b,b,m,d,b,g,o,i
e,e,m,e,n,c,n,c,j,i
m,e,k,h,f,c,m,o,l,g
i,b,j,k,f,c,n,c,h,b
h,g,e,h,l,m,i,j,a,g
m,e,c,i,h,m,n,c,b,f
f,l,c,a,k,g,o,n,l,k
n,n,h,m,o,m,n,a,g,g
e,f,e,c,m,a,a,g,k,m
l,g,h,g,b,n,c,j,c,g
l,j,f,g,c,e,i,n,b,b
m,j,b,e,d,n,o,a,d,a
a,j,e,o,b,b,b,e,c,f
n,j,g,l,l,k,l,j,l,i
h,h,k,g,o,m,o,k,i,i
h,o,i,j,l,a,m,f,a,f
a,e,l,j,j,m,e,m,m,f
k,e,e,g,n,o,g,i,m,f
o,l,a,k,i,a,b,g,n,i
l,j,g,f,g,m,a,o,n,g
h,e,c,c,l,n,c,e,i,g
e,a,e,e,o,i,n,h,h,h
a,e,l,c,i,c,i,b,o,f
h,n,d,k,h,l,a,f,d,n
h,b,e,c,h,l,l,f,e,c
c,b,c,e,n,b,c,m,l,o
n,i,j,m,l,a,c,h,k,c
h,a,n,o,a,c,o,f,b,a
m,e,b,j,d,e,n,e,b,c
m,l,n,h,b,c,m,g,b,g
d,b,f,g,o,l,h,f,h,i
n,h,k,e,g,m,n,f,a,g
m,j,d,b,o,c,i,m,i,o
m,o,k,o,o,b,j,a,m,n
o,b,g,e,i,o,m,g,b,o
h,j,e,c,f,f,b,h,k,o
n,j,e,k,e,f,g,e,f,i
b,h,e,m,b,c,k,e,b,a
l,g,n,e,j,b,g,j,j,e
e,a,l,d,l,m,d,f,j,k
o,k,b,b,c,h,m,c,n,m
