var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
b,l,o,d,i,b,n,l,a,e,n,l,d,h,i
e,d,c,n,i,i,l,g,o,k,o,d,l,i,a
c,e,g,b,b,m,h,b,n,c,a,k,a,i,n
e,e,i,l,f,d,d,h,n,h,a,n,n,f,m
e,c,j,o,i,b,a,g,j,n,e,o,m,h,k
c,d,c,e,c,i,f,g,f,a,g,h,a,i,g
l,i,l,i,k,n,e,b,l,k,h,f,d,g,b
n,d,g,g,i,f,l,n,d,f,d,f,f,h,k
c,i,l,d,i,n,n,l,o,e,g,a,j,h,e
b,f,l,h,h,m,d,b,k,h,b,b,k,g,b
i,g,a,m,e,k,n,l,n,h,b,k,k,i,a
a,o,d,n,l,m,i,l,c,c,a,j,e,d,g
c,f,e,n,n,e,j,k,n,e,h,a,e,g,a
n,d,a,m,m,m,n,b,g,c,c,h,i,e,n
o,b,j,f,m,d,o,g,f,e,m,g,i,k,i
n,c,m,d,e,a,g,e,h,i,c,o,a,i,l
c,g,g,c,b,f,c,f,j,c,i,n,l,n,o
c,c,e,e,g,e,n,b,d,h,g,b,f,j,m
a,o,a,e,i,e,m,k,d,f,a,g,d,e,e
c,f,l,j,g,i,b,m,b,d,l,d,o,f,b
c,f,n,f,g,a,i,g,n,j,j,b,n,m,c
c,f,e,m,g,h,e,o,j,e,h,a,c,d,m
c,b,m,g,a,m,n,g,n,n,c,h,j,i,n
e,n,d,d,a,h,n,i,g,l,e,l,f,c,k
m,n,l,g,e,k,k,m,b,m,l,o,g,h,l
b,n,b,m,k,f,c,l,d,l,i,l,d,j,n
e,k,a,l,k,a,k,g,b,k,f,d,k,i,a
g,n,a,f,c,f,c,d,o,j,o,h,h,c,l
o,g,l,c,a,i,n,g,m,m,h,l,h,b,c
e,g,j,k,a,a,d,k,e,h,c,d,b,j,b
c,n,f,h,i,f,c,h,c,m,g,a,k,h,g
m,l,h,e,i,i,j,c,c,h,o,k,i,m,m
f,b,f,o,a,d,i,a,b,m,l,g,m,d,m
n,k,g,h,j,a,e,j,j,b,a,l,h,j,j
c,m,f,o,d,e,b,g,l,h,f,i,o,e,c
h,j,j,j,i,i,c,b,f,i,l,g,k,g,k
c,a,d,f,n,k,c,j,f,o,h,l,b,b,n
o,a,g,d,l,b,c,f,e,h,d,j,o,i,i
c,h,h,e,h,j,m,g,b,k,j,h,b,h,l
e,d,j,f,l,n,n,k,k,e,e,k,a,g,e
e,e,l,e,a,d,j,a,b,f,g,m,a,n,b
f,a,m,f,f,l,k,m,l,o,d,f,i,f,m
n,a,f,f,b,c,k,j,b,o,j,n,l,m,j
o,k,j,j,l,i,o,b,e,l,k,l,i,h,m
o,a,f,h,l,c,m,f,h,g,i,b,l,g,a
e,d,o,j,c,d,j,j,k,j,o,d,b,m,e
a,m,l,b,l,c,g,h,l,d,g,i,b,o,a
h,g,c,j,i,a,f,n,k,o,m,e,o,d,m
m,h,l,g,n,d,i,f,f,a,n,h,k,i,a
a,e,j,e,d,j,k,c,e,j,b,a,f,g,m
