var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
i,i,i,h,j,d,g,j,e,g,d,j,j,e,b,i,j,e,a,j
b,d,f,h,c,i,h,c,j,d,a,b,g,f,c,g,i,g,j,j
i,h,d,a,a,d,g,j,e,a,f,g,h,e,a,i,c,e,e,j
a,h,c,i,c,i,h,d,d,b,h,a,f,j,g,i,h,d,b,b
c,c,h,b,c,i,g,c,i,h,j,a,g,d,c,b,j,i,e,b
d,g,j,d,h,a,h,i,e,h,f,g,b,h,g,e,i,a,j,d
h,j,h,a,e,i,f,b,d,d,d,b,a,j,d,d,c,h,d,e
a,i,j,g,a,g,a,d,d,i,f,a,h,d,c,g,b,i,b,i
i,d,i,b,e,g,j,i,f,i,c,a,i,g,b,d,b,a,e,h
i,j,e,f,e,h,e,j,j,a,g,f,h,b,d,g,g,g,f,j
i,d,h,j,i,i,c,d,b,g,j,d,a,d,h,d,c,h,h,e
h,d,h,i,f,g,g,g,h,a,d,b,a,h,i,b,a,a,a,j
a,d,e,b,j,j,h,b,f,h,b,b,f,f,e,d,a,c,e,a
i,d,j,j,a,e,h,c,i,a,j,b,j,b,d,h,c,d,d,g
b,h,g,b,f,f,d,d,e,h,a,a,a,h,e,d,c,d,g,b
i,d,b,a,c,h,h,e,e,g,a,i,d,j,e,h,h,i,g,b
i,h,h,h,b,i,h,i,c,a,d,f,c,b,e,e,i,d,a,g
a,e,c,h,f,j,f,d,c,h,b,i,g,j,a,e,c,c,g,h
a,j,e,c,f,h,j,c,c,a,i,b,j,f,c,i,i,g,d,c
j,d,e,h,c,a,i,j,g,a,j,h,f,f,i,c,a,e,e,h
g,e,b,h,a,c,e,i,e,h,f,c,d,j,c,g,i,h,e,c
a,j,e,c,d,e,b,i,j,g,f,c,j,a,f,d,i,e,h,j
e,g,g,j,c,h,b,h,g,b,i,d,a,j,c,j,h,j,d,i
d,i,h,b,g,f,h,d,b,a,e,c,d,b,c,f,d,a,e,j
d,h,i,b,f,f,b,b,b,g,f,c,g,j,c,e,j,h,i,c
i,d,f,h,j,g,c,g,j,c,c,f,i,j,c,b,j,a,c,j
j,j,h,b,a,h,f,f,j,j,b,f,c,h,g,d,a,a,b,f
h,e,h,h,j,c,h,d,f,g,c,d,d,a,j,f,j,c,a,f
a,d,a,h,j,c,a,h,h,f,j,b,a,i,d,d,i,d,g,i
j,b,f,c,e,h,f,b,g,c,j,b,f,a,j,c,i,d,a,i
a,j,e,h,a,g,h,i,g,d,c,c,g,i,c,g,h,h,a,j
h,h,c,i,a,e,b,h,d,e,f,d,h,b,j,f,i,e,a,j
j,j,g,j,h,g,f,d,g,d,a,d,a,j,g,a,c,f,c,f
g,f,g,b,i,f,g,b,j,c,f,c,g,b,a,b,b,b,e,e
a,d,f,i,c,g,f,e,c,j,c,g,a,a,b,d,j,b,g,c
i,a,f,h,e,f,b,g,a,f,d,g,j,b,i,c,a,b,i,j
j,h,e,c,a,g,h,h,a,a,a,g,j,e,h,c,j,i,h,b
h,j,g,f,c,d,i,j,i,a,e,i,d,e,c,d,d,c,e,b
a,j,d,b,b,d,a,g,f,g,h,b,g,h,d,d,j,h,g,j
a,c,c,h,b,d,b,h,i,b,h,g,a,b,g,j,a,h,g,j
a,d,f,j,c,f,h,h,b,d,e,g,a,e,b,f,h,j,j,j
h,h,h,j,h,i,h,d,a,c,i,c,h,e,e,i,a,c,c,b
g,f,j,j,a,i,g,e,g,g,g,c,a,c,d,a,i,g,c,c
j,e,i,h,j,h,d,g,f,g,c,b,g,a,c,g,c,e,a,j
h,d,h,j,g,f,a,d,a,e,i,e,j,i,e,d,c,h,a,h
a,e,c,b,c,f,e,a,c,g,j,j,g,i,c,g,e,f,g,c
a,c,d,c,a,f,h,b,b,g,g,g,g,c,f,c,i,j,d,c
b,b,f,j,h,h,h,d,f,a,i,h,i,h,e,i,i,h,c,i
a,d,f,b,i,i,h,e,c,g,a,f,g,f,a,b,i,e,a,h
j,d,a,j,b,i,j,d,g,g,a,c,j,h,a,d,j,h,d,f
b,a,h,b,d,c,h,i,a,g,j,c,g,h,d,e,i,c,f,b
b,i,c,j,d,e,h,i,g,c,d,b,i,b,d,j,j,i,a,j
h,d,h,e,d,g,j,e,c,g,a,h,h,j,e,e,h,j,d,e
f,j,b,i,e,a,g,j,j,a,i,b,j,e,e,i,g,a,e,e
b,d,e,b,c,b,j,e,j,c,g,b,j,g,d,h,g,h,f,b
a,i,g,g,f,f,a,d,f,e,a,f,j,a,e,g,i,i,h,c
b,j,e,j,b,i,g,d,i,h,e,a,d,j,b,d,j,i,g,a
b,i,c,e,c,c,j,d,i,g,b,a,h,h,b,i,h,j,e,a
e,b,e,g,c,d,b,i,a,d,e,d,a,a,c,f,f,c,g,j
i,d,b,h,c,i,b,h,e,f,e,g,a,h,b,h,e,e,e,b
i,j,b,h,b,g,h,c,f,d,d,a,h,a,e,j,j,h,g,j
h,f,a,j,e,j,g,g,g,a,f,h,g,b,f,f,h,g,f,i
g,h,e,a,h,c,f,a,a,a,c,j,f,i,e,i,g,j,g,e
a,a,f,b,i,c,b,b,b,g,j,b,b,e,h,i,i,c,a,i
j,j,c,j,e,g,a,e,f,a,b,b,a,e,e,a,g,e,e,g
a,i,c,i,a,a,b,d,j,c,a,d,g,i,c,g,j,i,g,c
a,b,a,b,g,f,h,i,e,a,d,e,c,f,e,j,c,a,f,b
c,j,b,h,i,i,h,g,i,g,d,e,e,h,f,b,c,e,b,b
a,i,h,e,c,b,j,g,j,f,j,j,a,f,d,i,g,e,g,a
a,i,e,j,a,f,h,c,i,e,h,j,i,j,d,e,h,i,e,b
a,i,h,i,c,j,j,j,e,d,h,j,j,b,d,c,g,g,e,d
h,d,b,b,a,h,g,i,c,a,h,j,a,b,d,e,j,i,c,i
a,a,a,h,h,h,j,c,d,a,b,i,j,a,g,e,a,b,e,b
a,d,h,b,c,c,e,j,g,g,g,j,j,b,c,h,e,h,j,h
i,g,f,i,c,f,j,d,a,d,f,c,g,b,d,b,i,i,i,g
a,f,h,h,c,c,g,i,f,a,h,j,e,h,e,i,f,i,b,j
c,c,h,c,d,e,g,c,f,e,h,f,a,a,g,c,j,a,b,e
j,g,c,h,c,d,g,d,g,g,h,f,f,f,b,i,b,c,a,a
j,g,c,j,j,i,j,i,c,g,j,j,f,a,e,e,i,d,j,e
b,g,e,j,j,i,i,f,g,g,f,d,a,i,d,g,i,f,h,j
a,h,e,b,c,j,j,g,b,a,j,j,j,j,h,b,a,j,a,b
a,d,b,d,j,c,f,h,a,b,i,b,h,b,c,g,f,h,a,i
a,i,h,h,j,f,h,d,b,a,j,d,a,j,e,g,h,d,h,i
h,j,i,f,a,i,e,i,d,f,j,c,a,b,d,b,c,j,f,d
h,a,c,b,g,j,b,e,f,a,b,b,a,b,f,f,h,j,e,h
d,b,a,j,c,j,d,j,g,d,j,d,a,g,f,d,a,e,e,a
h,a,h,e,i,f,f,d,j,b,j,f,j,j,c,b,j,b,c,i
b,g,h,h,b,i,g,f,d,a,j,b,h,f,e,d,g,e,c,i
e,g,h,j,f,f,f,a,g,a,d,d,j,e,g,i,d,h,i,h
a,e,c,a,c,g,h,e,j,h,c,f,g,h,d,g,i,j,h,e
g,d,f,d,b,h,h,j,e,g,b,c,f,a,f,f,j,e,e,b
i,f,h,d,f,i,d,g,f,g,h,b,b,i,c,b,g,e,d,c
j,h,e,c,f,f,j,b,i,g,a,g,a,h,d,b,c,c,f,j
j,i,h,a,c,i,d,d,g,f,b,i,j,j,e,g,j,h,a,b
