var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
f,g,h,i,i,a,h,g,e,f
o,n,d,i,i,m,i,h,f,d
n,e,b,j,j,n,b,o,o,k
i,i,j,i,o,j,m,l,k,j
g,j,f,f,i,k,h,m,b,a
n,m,g,i,b,m,n,j,d,g
i,o,l,a,c,g,j,i,i,b
e,n,i,k,i,n,j,k,h,d
a,j,l,i,i,m,o,b,f,m
a,c,l,a,n,k,m,k,c,f
n,f,j,e,h,o,k,n,c,f
c,l,a,o,g,m,h,g,b,l
d,f,e,c,n,l,k,e,d,m
d,i,d,m,h,m,g,i,d,k
j,j,i,g,g,g,f,n,n,i
d,j,e,i,o,g,h,a,g,j
f,f,f,a,j,j,f,k,b,d
n,j,f,k,b,l,k,k,h,m
d,i,k,b,i,e,l,g,h,o
n,m,e,e,b,m,e,m,l,j
f,f,o,j,b,o,c,m,m,e
n,m,e,j,n,o,c,a,j,m
n,j,e,j,a,c,g,k,k,b
e,a,b,i,d,o,d,h,j,c
h,e,g,o,m,a,g,m,l,j
o,o,j,k,c,j,j,n,h,c
j,h,m,d,j,h,b,j,l,i
j,k,k,b,f,j,n,o,f,g
k,f,g,b,a,h,j,j,o,e
n,f,o,h,a,g,m,d,i,f
o,j,j,l,n,o,a,b,m,k
l,m,a,c,n,l,f,j,d,o
h,f,b,h,a,b,e,m,l,e
l,k,n,d,e,b,b,a,b,h
f,i,a,m,l,c,a,o,h,f
a,d,i,m,b,m,a,b,b,j
f,i,o,h,n,a,a,f,n,l
i,h,m,g,l,e,a,c,d,f
l,i,f,i,h,j,l,j,m,b
g,f,d,j,a,i,f,g,c,f
o,l,h,n,a,b,k,h,j,o
k,m,c,f,o,h,g,i,f,o
d,g,b,j,n,l,f,f,l,n
e,k,i,k,h,m,c,l,d,e
i,k,f,c,b,h,l,g,f,l
k,n,h,m,c,h,k,c,c,n
c,i,j,n,l,g,i,c,i,o
j,o,a,m,i,c,n,l,c,o
d,m,b,o,n,b,c,o,k,g
n,j,d,k,k,f,j,n,b,i
h,a,i,d,i,i,n,k,g,b
n,f,e,f,i,o,l,j,l,n
d,h,l,l,d,h,m,f,m,l
c,f,f,k,o,e,o,k,k,n
d,l,g,o,k,g,b,a,h,h
c,m,l,e,h,m,f,g,g,o
a,b,f,c,j,n,j,c,j,g
a,n,m,k,b,a,d,l,j,h
n,o,l,d,a,c,n,a,c,g
