var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
d,s,n,p,k,n,g,d,p,m,f,d,n,k,q
i,d,r,l,t,b,i,k,n,c,m,a,a,s,m
g,h,g,t,f,d,i,h,f,g,b,b,k,l,q
t,n,f,p,t,s,h,t,o,c,a,p,h,i,k
f,c,s,s,m,c,a,j,d,n,h,n,j,m,i
t,i,r,a,j,r,e,g,t,t,o,g,c,q,e
c,s,o,o,c,d,s,a,r,a,g,d,p,q,t
l,c,g,o,e,o,j,q,a,l,c,d,a,f,c
m,c,a,h,c,s,r,l,q,f,m,p,q,j,s
h,a,o,q,q,q,l,g,l,p,b,j,d,g,l
t,e,i,a,a,s,s,s,h,i,h,h,e,o,i
a,c,b,f,l,a,o,f,q,t,d,j,l,t,f
d,h,d,g,o,n,c,n,m,j,b,m,f,r,j
d,a,t,h,f,h,b,g,a,g,n,h,i,k,p
s,b,l,r,j,r,l,e,k,m,d,a,s,s,l
d,n,j,c,o,j,t,q,k,k,r,d,p,q,m
f,q,m,h,r,l,s,l,o,o,m,r,d,n,f
l,d,i,j,o,t,s,g,j,e,h,i,l,c,i
h,q,l,k,g,a,h,k,h,t,d,o,r,s,p
h,t,a,h,m,o,h,h,j,p,d,n,a,f,t
h,c,p,o,a,i,j,f,j,m,q,i,o,d,l
f,k,h,r,d,t,k,k,b,r,h,j,m,i,n
l,k,a,r,o,b,g,j,a,q,c,b,p,f,c
r,r,i,r,o,t,s,m,q,f,h,h,d,s,b
n,q,m,t,t,b,p,l,o,o,c,g,p,e,n
d,h,a,f,l,d,b,c,o,h,d,p,d,n,f
r,e,s,f,d,t,r,e,c,j,h,j,n,t,k
r,c,t,q,d,e,g,d,s,i,s,a,n,d,b
k,n,d,g,p,f,j,d,p,h,p,q,d,b,o
s,e,f,s,s,a,i,t,p,t,q,e,c,q,b
c,l,b,e,t,l,i,p,j,g,q,c,a,m,e
r,b,p,f,h,j,n,j,p,l,i,d,k,c,e
g,r,j,r,n,t,r,b,s,b,c,t,h,c,k
i,j,q,o,k,l,s,k,r,c,l,g,c,t,l
