var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
d,f,c,d,b,f,g,f,e,f,d,g,d,e,b,i,g,f,j,j
b,b,f,a,c,a,a,c,c,d,a,a,i,f,j,g,g,g,j,d
i,h,d,a,c,f,g,j,f,a,f,i,h,e,a,i,c,e,e,i
c,h,c,i,g,d,b,d,d,b,h,i,f,g,g,i,h,e,b,g
i,b,j,b,e,c,g,c,a,i,b,a,f,a,h,b,e,i,e,b
d,d,j,b,i,h,g,i,e,h,e,g,b,f,j,e,c,c,j,d
h,j,h,a,h,h,f,b,d,d,a,b,f,j,j,d,c,h,d,d
g,f,j,g,d,h,a,c,d,i,b,i,i,a,f,b,b,a,b,i
f,d,f,h,g,g,j,a,f,i,i,a,i,g,i,g,b,a,e,h
g,b,a,f,e,h,e,j,j,a,g,f,i,c,d,h,g,g,f,j
i,d,b,j,b,h,c,a,c,g,j,i,d,d,h,b,c,h,f,e
h,b,h,i,g,g,g,g,h,a,d,b,d,a,i,b,a,a,a,c
i,b,f,i,j,j,h,h,c,f,j,e,f,f,j,h,c,c,b,e
d,j,f,j,f,j,h,c,c,h,i,e,j,d,d,h,b,d,d,g
f,h,g,f,f,e,g,b,d,i,d,a,i,h,j,i,c,d,e,b
i,b,c,f,c,h,b,a,c,j,d,i,d,i,f,h,b,d,g,h
b,h,g,h,b,i,f,i,c,a,g,f,i,c,h,i,g,d,c,e
a,g,h,h,b,d,b,h,c,b,b,c,g,j,a,e,e,c,g,h
f,j,f,j,j,h,j,c,c,a,e,b,g,b,a,h,g,a,e,i
g,c,e,h,f,i,f,b,g,d,e,h,f,f,i,i,a,h,g,h
d,h,b,a,i,c,c,d,e,a,f,e,d,g,j,g,i,f,e,c
a,i,g,c,f,h,b,a,a,g,b,c,j,a,f,h,g,e,h,j
j,g,h,f,b,h,b,h,d,b,e,d,a,j,j,j,g,j,f,h
d,e,d,c,g,j,h,j,g,a,e,g,d,b,g,c,d,a,e,h
d,i,i,i,b,f,b,b,b,g,f,d,g,a,d,h,g,h,f,c
b,d,f,a,j,g,b,b,d,d,c,e,i,j,i,a,d,a,e,j
