var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
d,b,n,l,k,n,r,d,r,m,p,d,a,f,q
q,r,h,t,t,b,i,k,n,c,f,a,a,g,l
a,h,g,t,b,d,n,o,f,g,b,b,k,c,l
t,n,f,p,t,l,c,e,o,c,a,p,h,i,k
f,d,s,s,m,c,j,b,d,n,h,n,f,m,i
c,i,r,e,j,r,e,o,a,l,s,g,q,s,e
a,n,o,o,c,o,s,a,o,a,g,q,p,q,o
q,c,e,o,k,o,m,l,a,b,c,d,a,m,c
m,c,a,h,c,s,r,l,q,f,k,p,p,j,c
q,a,o,q,q,q,l,g,l,p,b,s,q,g,l
e,e,l,c,r,d,s,p,h,i,h,h,e,o,i
a,c,b,g,l,a,k,f,s,t,l,t,b,t,a
d,h,e,g,o,n,c,n,o,q,b,d,f,s,j
d,a,h,h,f,h,b,n,b,j,n,h,i,a,n
s,b,l,r,j,r,l,e,k,l,d,a,s,s,l
d,n,j,c,o,j,d,n,p,k,r,d,p,q,l
f,c,m,h,r,l,r,l,o,o,r,r,j,n,b
e,d,i,p,n,a,s,g,j,e,e,i,j,c,h
f,i,c,k,q,a,p,t,e,s,f,o,r,s,p
m,t,r,l,m,o,d,h,j,p,d,t,a,f,t
h,c,p,o,o,a,j,m,j,m,q,i,c,g,l
g,k,d,t,d,c,k,k,b,r,h,g,n,n,n
m,k,a,r,c,m,o,j,a,o,a,r,p,f,d
b,r,b,r,c,t,b,f,q,f,o,h,r,e,h
b,q,r,t,t,d,p,l,o,a,c,g,p,q,n
k,h,h,f,q,r,c,l,o,h,d,h,e,n,f
r,p,c,e,d,d,r,l,c,q,h,j,n,q,k
i,r,t,q,m,e,g,d,a,c,s,a,n,p,g
k,f,r,g,p,f,j,i,e,k,p,q,m,b,o
s,e,r,l,s,a,o,t,p,e,a,i,c,o,b
c,l,s,e,p,l,p,p,q,d,q,r,a,m,e
r,b,s,h,r,j,n,j,p,l,i,p,b,p,e
g,g,j,r,r,d,m,a,s,b,j,t,h,c,k
i,e,q,o,k,l,f,k,r,h,b,g,c,t,l
s,k,j,q,g,h,c,e,q,j,p,f,p,d,f
h,m,m,e,c,j,o,e,q,l,l,m,m,j,l
q,m,t,s,q,h,i,k,q,c,b,o,s,g,o
m,d,l,p,k,b,e,a,i,c,a,n,l,h,g
o,c,g,r,k,g,g,r,o,o,k,a,l,e,l
k,j,o,b,p,e,o,a,k,m,i,g,d,a,o
r,e,i,m,a,d,a,k,g,k,c,e,d,b,o
b,r,j,s,l,m,t,b,c,f,f,i,l,d,d
a,p,s,g,g,h,o,p,f,t,k,r,e,f,c
q,f,f,h,a,m,g,c,d,l,p,j,c,k,d
o,c,e,r,q,n,r,c,m,i,c,n,n,l,l
m,o,a,s,d,h,n,o,d,a,o,e,k,s,g
g,b,t,q,q,d,s,g,a,a,n,f,b,i,k
j,a,d,m,c,t,l,f,f,r,p,t,b,b,e
c,r,d,e,p,q,q,o,g,b,a,t,r,s,c
e,h,f,i,i,q,i,l,b,e,n,b,k,k,n
n,e,s,c,j,g,g,r,j,f,d,n,e,s,i
i,p,h,b,b,p,l,i,t,o,t,e,e,f,b
b,h,g,j,m,g,g,h,a,j,l,l,n,p,c
h,p,j,d,p,e,c,j,c,l,j,j,g,k,a
k,l,c,e,f,e,t,d,j,c,g,d,d,m,r
g,j,e,t,n,k,k,d,k,n,q,b,n,j,o
k,g,t,b,c,n,q,j,b,d,m,d,i,n,g
d,l,l,g,c,i,n,f,n,q,e,p,f,h,f
b,i,b,s,s,p,n,b,e,f,e,b,h,c,o
g,i,c,r,l,h,t,l,c,f,g,n,b,o,p
m,c,h,e,h,g,i,r,r,t,h,m,p,b,p
a,m,b,j,l,p,i,d,o,h,t,d,p,h,d
m,g,k,n,q,g,q,k,o,h,i,g,h,p,s
d,g,r,b,i,n,d,r,h,h,q,l,r,h,e
g,g,a,c,k,a,f,f,j,c,t,i,o,m,d
k,i,a,q,m,t,k,i,t,j,e,o,t,j,t
m,e,s,m,q,r,j,c,j,j,k,o,p,e,s
m,f,f,o,i,t,n,f,q,h,b,c,n,p,n
f,g,m,r,k,a,q,a,g,t,b,o,t,p,s
i,c,s,m,t,o,o,k,k,c,a,m,e,a,r
l,m,r,h,e,i,j,o,i,s,l,t,f,j,d
g,n,l,n,l,b,q,c,d,h,e,a,g,q,i
f,f,b,s,q,p,r,k,q,d,t,f,p,q,e
c,q,s,p,p,m,e,i,p,g,t,l,s,o,d
k,o,e,h,j,g,n,o,e,o,p,t,o,q,r
a,o,c,g,o,o,p,c,c,q,m,a,h,q,b
q,b,n,k,p,q,j,n,k,a,n,i,n,k,c
a,k,r,o,i,e,b,i,t,j,c,h,m,j,i
s,e,q,a,g,n,b,r,e,o,p,k,j,l,d
k,k,n,p,p,m,m,t,t,s,q,h,o,m,b
t,d,l,o,k,r,o,d,l,d,h,f,n,d,k
s,s,p,q,l,b,j,b,g,r,h,e,f,p,c
p,b,f,p,c,d,f,n,f,d,n,q,n,h,r
p,o,p,c,k,s,f,n,r,h,e,i,f,d,b
l,p,t,j,g,i,d,s,b,d,o,s,b,o,d
n,e,c,c,m,q,r,o,f,i,h,f,d,a,c
g,b,r,l,s,i,m,r,r,p,o,q,k,c,e
t,p,d,g,f,t,e,m,c,j,h,i,r,b,o
p,g,c,j,o,n,h,a,l,b,m,n,t,t,r
n,t,b,g,p,o,l,o,k,k,j,m,i,c,r
d,i,n,e,i,d,g,l,h,k,s,o,a,c,m
q,g,e,a,a,j,r,i,r,g,n,q,t,c,h
e,a,a,k,t,q,a,c,l,o,m,q,a,q,d
b,e,o,m,j,s,i,i,b,s,i,p,t,c,h
j,p,b,m,b,c,g,a,o,l,m,r,t,r,h
p,o,s,n,j,m,o,j,e,j,k,d,c,a,i
a,n,f,s,c,c,n,c,k,d,a,b,n,e,c
r,h,r,f,t,e,f,t,d,j,a,i,b,s,s
h,g,i,h,m,d,j,q,r,s,m,j,c,i,j
p,k,m,p,k,h,b,g,g,q,q,o,n,q,e
n,l,r,d,p,c,f,d,i,r,s,r,o,j,q
s,k,q,m,r,r,p,e,l,k,m,n,m,a,c
o,t,k,o,n,a,o,d,b,b,i,s,b,i,a
a,d,l,g,l,f,q,f,l,o,o,c,n,t,i
i,s,k,n,b,d,m,s,n,f,c,j,f,m,r
k,m,f,f,s,p,p,t,k,n,d,k,a,s,d
t,h,p,l,c,c,s,j,b,g,t,i,r,m,h
n,j,a,o,k,a,a,p,h,r,k,k,g,j,e
r,k,c,k,e,t,r,j,s,e,h,r,i,j,h
c,k,f,r,j,n,d,m,j,p,b,j,t,m,p
g,g,o,r,q,l,c,d,f,k,l,c,q,e,l
o,m,p,r,m,d,r,o,j,l,i,l,i,l,c
j,n,r,b,t,f,c,h,i,i,e,h,d,q,c
b,k,g,b,t,a,f,o,g,o,i,r,b,f,a
q,j,q,e,t,l,m,j,n,h,e,f,d,k,o
k,t,q,q,e,n,f,i,l,o,e,s,r,m,k
a,g,p,s,g,t,m,o,i,d,m,o,r,m,r
q,s,m,j,r,n,h,f,q,a,e,j,o,g,r
i,s,s,m,m,o,b,g,l,o,n,j,s,s,d
p,k,a,b,m,k,f,m,s,a,a,h,l,q,i
l,k,s,n,j,a,s,l,k,o,q,l,n,c,p
p,l,g,n,o,f,c,p,j,t,p,d,a,g,l
k,j,t,m,l,i,q,b,d,p,j,j,n,m,a
h,n,f,q,p,l,t,c,a,p,q,k,f,o,m
p,o,a,n,l,k,e,m,d,a,n,g,l,s,i
l,e,s,k,h,q,t,o,d,t,r,d,j,n,d
s,b,f,b,e,m,r,d,i,p,k,r,b,f,a
q,m,p,r,l,m,j,g,l,o,o,f,d,c,q
i,a,o,s,t,s,a,e,k,d,t,j,d,s,f
d,o,d,n,t,p,k,l,o,r,t,q,a,n,a
b,s,t,f,h,r,m,h,d,d,t,r,c,n,t
r,e,e,r,p,q,n,f,g,m,m,a,e,n,k
g,q,s,s,c,t,k,k,i,q,g,j,i,r,i
t,m,l,p,e,s,b,s,j,h,p,q,b,j,j
p,n,t,l,o,l,j,l,g,j,d,f,b,c,n
b,p,p,o,a,t,l,n,e,e,a,o,j,b,n
j,j,e,i,c,l,l,r,b,s,j,o,i,d,j
h,i,q,c,m,h,g,b,q,o,m,p,o,d,n
h,p,b,i,s,m,s,c,o,b,a,d,t,n,d
p,e,a,o,l,q,d,b,c,j,t,a,g,c,p
l,s,j,a,j,f,q,m,t,i,t,k,m,s,m
f,d,p,b,j,s,o,n,b,i,a,e,c,g,n
h,h,o,l,o,n,e,j,p,q,f,r,o,g,l
s,m,j,c,n,f,q,a,o,t,r,g,g,l,i
e,o,c,j,r,d,k,t,e,o,g,d,k,g,r
l,g,m,t,b,h,c,d,s,r,t,h,g,f,h
r,l,q,a,j,c,t,a,d,b,h,c,c,t,r
h,r,h,c,k,c,a,q,j,q,g,i,j,q,j
d,c,r,n,a,d,p,m,t,k,c,o,s,l,p
p,s,b,l,s,a,n,b,e,l,q,p,i,o,g
p,l,a,h,j,j,h,b,n,l,l,b,n,h,q
o,s,k,r,b,c,b,b,l,g,p,s,s,g,n
q,i,i,c,n,j,q,h,n,o,j,o,d,m,e
h,r,h,l,q,h,l,h,i,e,h,o,e,k,n
f,b,n,f,s,h,o,r,p,p,o,b,d,l,i
l,t,q,q,e,a,f,j,h,q,l,f,p,n,p
b,e,i,i,p,p,p,b,d,d,l,f,j,c,n
n,j,l,d,i,c,h,f,o,p,k,r,o,o,f
a,d,l,k,c,a,o,j,t,i,l,o,f,o,p
l,g,o,q,k,e,r,i,n,h,s,b,c,m,a
f,q,k,t,h,i,l,h,c,k,d,a,i,m,o
m,t,a,r,p,n,j,a,i,n,a,e,d,m,p
r,c,e,i,d,s,d,g,e,b,m,h,f,s,l
h,i,a,d,o,j,o,f,k,b,c,a,k,k,g
s,j,p,r,e,j,h,r,p,i,m,i,l,l,s
q,m,k,t,s,c,a,p,c,i,h,c,n,i,k
f,q,t,h,r,q,o,d,l,q,h,q,f,q,k
h,l,f,b,f,d,n,l,g,n,j,b,p,a,a
o,m,s,k,p,j,b,g,n,i,b,g,t,m,m
m,s,g,p,k,q,a,t,a,g,d,c,l,c,t
i,m,o,s,h,s,h,l,s,f,m,p,r,i,k
q,c,g,h,e,l,e,f,s,l,o,r,j,d,n
n,a,r,e,t,a,e,o,a,i,l,r,t,b,p
f,f,i,h,f,s,h,c,t,k,m,b,r,k,h
s,k,m,g,r,d,t,i,c,j,l,g,m,f,n
t,f,c,d,o,c,d,s,a,o,o,j,i,c,q
n,i,b,h,r,b,r,c,i,j,n,q,e,l,i
k,i,e,i,e,o,c,h,a,d,b,o,f,q,l
p,n,p,t,t,q,t,n,i,t,n,i,e,l,q
r,r,i,l,k,p,i,a,b,k,b,n,c,j,n
m,a,g,e,f,n,e,k,p,g,o,d,d,c,q
i,n,q,a,o,f,g,a,i,m,e,t,d,s,c
d,t,h,g,n,t,e,p,k,s,d,g,i,e,a
s,t,l,l,t,l,h,o,i,a,n,r,r,i,k
r,d,d,r,r,m,t,f,t,h,d,i,p,n,d
n,d,i,p,o,b,o,p,r,m,n,h,h,b,g
i,r,i,e,s,f,q,b,b,o,f,j,n,k,a
k,h,g,m,e,l,c,q,n,f,i,n,e,o,s
r,a,c,f,f,e,b,h,k,j,i,g,b,c,l
c,j,q,a,h,c,p,m,n,f,k,k,i,l,k
h,n,l,r,n,b,g,p,k,s,b,l,e,a,i
a,k,a,p,e,p,c,k,o,s,r,m,p,n,l
r,i,c,o,k,m,r,i,k,o,o,c,a,n,n
m,m,p,f,t,c,o,m,o,l,h,j,r,o,t
n,f,e,n,g,b,c,b,q,r,b,h,d,q,a
d,m,q,b,p,d,o,o,n,k,m,f,c,s,f
q,j,t,m,g,h,j,c,s,n,i,p,c,f,b
o,r,r,o,i,g,c,i,d,c,h,h,s,k,b
r,h,s,e,n,a,k,m,l,q,m,r,c,d,k
j,h,l,h,e,d,o,o,n,b,o,d,c,h,t
o,n,m,e,m,s,j,g,n,b,t,q,h,s,c
f,n,t,l,r,a,g,b,b,g,e,n,n,f,o
c,f,n,p,k,b,h,k,r,j,o,o,t,c,r
t,r,a,l,o,o,d,d,a,r,f,d,c,r,n
s,t,g,b,a,s,k,g,m,s,t,a,i,d,d
m,r,b,a,r,i,i,h,d,n,c,p,c,o,e
k,k,n,e,j,b,b,h,q,s,m,a,g,o,l
e,n,b,m,m,e,l,f,c,b,r,m,c,k,r
r,i,g,d,q,d,a,m,n,o,f,q,i,g,d
m,q,n,a,p,c,r,o,j,b,m,r,a,k,l
o,l,k,p,d,o,m,p,o,h,b,g,m,c,n
a,s,s,t,j,f,j,b,m,f,j,i,s,r,d
r,g,p,m,f,n,p,f,c,r,e,l,r,j,a
r,p,s,f,c,e,g,m,n,q,n,s,s,j,p
f,o,f,t,r,d,o,d,l,q,q,s,c,o,i
m,e,l,h,t,i,b,p,t,b,f,f,d,f,m
e,r,m,h,k,k,d,d,r,s,g,e,i,q,c
g,k,e,d,m,q,d,r,d,o,k,f,m,t,a
g,s,b,d,i,h,f,s,h,t,p,l,h,q,d
b,i,b,j,h,o,b,h,s,s,t,k,q,p,d
d,d,j,a,b,h,p,e,g,s,n,f,c,e,c
l,t,t,e,p,r,f,j,o,a,b,q,n,f,l
j,q,k,m,b,e,t,j,c,i,g,b,a,l,s
k,t,s,e,o,f,g,a,f,h,k,b,e,i,l
n,r,n,s,f,f,j,p,d,n,l,o,l,i,i
c,m,r,m,g,l,s,a,r,m,m,s,r,r,k
o,a,t,n,b,b,e,i,n,q,b,j,e,k,i
r,j,b,n,e,t,c,j,n,d,m,t,s,i,c
r,m,n,q,j,g,f,g,n,o,d,b,d,j,f
m,t,a,j,n,l,i,k,p,g,k,j,e,m,g
n,a,b,r,a,s,t,b,l,m,j,c,j,l,r
a,s,r,h,k,b,l,h,q,s,j,g,d,m,l
p,k,d,h,j,o,o,l,r,r,k,j,f,m,k
b,q,h,o,h,j,b,c,s,i,r,t,d,j,c
b,r,l,r,d,b,m,n,d,i,p,d,n,i,t
c,k,m,n,m,f,i,s,f,n,l,h,l,d,k
a,b,k,h,s,n,o,a,h,l,f,a,g,j,h
a,g,j,q,i,g,i,p,p,c,b,n,o,j,q
h,o,d,c,q,h,j,n,q,k,j,a,i,r,o
k,c,a,a,g,p,e,o,r,a,b,o,m,c,q
h,d,r,g,a,a,r,c,r,o,r,m,n,n,a
m,i,g,j,g,f,a,l,g,d,j,k,c,t,n
a,n,m,q,i,t,d,t,d,r,s,p,s,q,h
s,c,q,r,e,j,h,j,b,o,j,o,d,q,a
g,e,s,b,k,o,q,l,c,b,a,r,c,h,e
b,d,l,e,r,e,r,s,i,i,t,p,q,p,t
p,o,s,o,q,j,a,d,o,r,l,f,l,p,e
o,g,a,e,k,d,q,f,a,s,p,g,e,t,r
k,d,d,c,q,i,f,r,r,m,n,i,i,g,b
c,h,i,g,j,p,f,n,h,r,o,l,g,s,c
m,s,b,b,e,h,r,l,i,j,r,c,o,c,t
g,g,i,o,h,h,p,o,a,p,i,t,j,j,c
a,k,m,m,q,s,g,g,h,t,t,n,o,t,h
t,n,p,d,n,q,f,r,h,d,d,g,t,g,b
d,a,r,l,m,n,k,r,i,s,m,j,t,f,j
d,d,o,k,j,i,f,t,m,f,a,k,o,m,k
l,b,q,b,q,d,k,r,g,f,p,g,n,o,o
g,n,p,t,l,a,a,h,c,j,e,g,r,e,a
g,i,q,g,b,a,i,p,j,r,f,q,b,b,c
r,s,l,i,h,c,r,m,p,q,i,k,o,g,s
q,m,m,e,r,a,k,c,f,h,l,b,s,c,m
s,d,a,r,p,g,f,r,j,a,h,t,e,b,h
g,p,g,d,f,m,n,h,m,a,h,i,o,a,s
l,i,m,q,b,b,m,r,j,t,a,i,f,t,t
m,c,m,b,e,q,i,r,i,c,p,s,o,b,l
t,n,a,p,s,a,i,i,h,r,d,t,c,c,m
t,a,g,i,o,c,c,k,d,i,m,s,c,m,i
r,r,e,a,b,s,o,m,d,a,h,n,o,m,l
r,a,l,l,e,m,p,g,j,k,l,l,q,c,t
l,i,j,p,g,s,c,g,a,p,e,c,q,n,r
d,h,a,o,n,l,n,j,j,l,s,c,k,l,f
p,s,p,a,q,b,m,e,o,a,f,p,r,q,m
n,i,h,n,o,r,j,p,b,i,r,l,d,d,h
c,f,p,o,f,c,h,s,j,r,b,p,d,o,e
a,j,o,o,s,s,d,t,k,t,t,c,d,l,k
n,s,m,d,t,t,o,g,g,k,d,g,e,b,e
h,o,n,l,p,o,f,f,p,f,p,b,d,n,q
d,k,f,c,o,e,a,e,s,j,b,o,i,f,q
l,s,c,q,l,c,b,a,p,g,f,t,l,l,e
b,k,i,o,a,g,g,d,t,n,e,n,q,a,h
t,b,r,f,e,n,e,b,i,h,i,l,a,n,k
f,g,t,t,g,m,n,n,j,c,i,k,e,h,d
t,o,l,s,t,k,n,n,s,e,b,a,i,b,f
p,j,d,h,r,k,j,h,r,s,r,n,s,b,n
e,q,f,n,s,g,j,o,s,t,a,j,t,c,i
t,a,q,m,d,p,m,p,b,r,b,l,d,c,q
a,t,f,l,e,r,r,f,q,q,q,e,d,f,p
r,r,c,m,k,p,i,a,f,s,h,o,p,m,q
o,q,c,i,r,b,e,i,e,e,n,j,c,f,f
d,b,o,h,r,e,c,k,c,f,d,a,t,m,i
k,l,q,p,g,e,f,t,l,d,t,n,b,h,d
l,a,b,k,p,l,f,s,o,h,j,s,a,d,i
l,j,q,l,c,s,l,q,c,n,o,m,s,i,m
o,h,d,n,p,f,l,t,b,b,m,l,f,k,m
s,o,g,s,g,g,p,l,h,s,c,p,m,c,l
d,n,t,g,m,m,l,k,o,k,g,h,q,s,j
g,t,d,r,i,o,t,f,n,h,s,i,n,s,j
p,h,s,p,i,d,h,i,h,t,j,c,g,j,i
m,m,t,p,d,o,b,r,n,e,o,c,f,h,h
o,j,b,i,d,s,t,g,f,b,j,i,e,b,g
q,c,a,d,j,q,s,g,g,h,a,k,i,a,e
d,c,p,g,s,i,p,d,c,f,h,c,c,c,o
d,p,t,m,k,q,j,n,f,i,q,e,b,q,j
d,c,c,c,q,s,d,f,d,e,g,b,e,r,h
d,f,h,d,h,l,r,m,j,h,j,m,q,c,l
s,k,b,s,t,d,n,i,d,b,e,q,o,r,r
m,c,e,q,l,q,c,i,q,a,c,j,n,t,t
b,f,o,l,j,s,h,a,e,e,h,a,i,q,s
d,i,d,h,n,g,m,c,b,n,m,a,c,q,m
h,i,m,h,a,h,j,h,e,a,m,o,n,i,j
d,p,m,n,k,g,s,e,i,q,s,s,c,m,i
c,c,o,f,k,l,s,d,p,b,b,q,e,b,a
h,l,s,p,f,t,q,l,n,r,s,t,c,r,o
k,d,g,n,a,f,p,e,t,l,i,m,c,b,a
f,n,j,a,a,c,r,h,t,p,g,c,p,f,k
r,f,s,b,c,d,i,j,n,k,r,i,i,k,e
o,m,o,a,p,f,k,q,b,h,i,f,b,j,h
o,a,t,e,e,l,p,e,q,s,q,o,p,h,s
h,t,c,i,j,f,q,f,r,p,q,o,d,m,s
g,r,n,r,j,n,e,c,f,p,b,i,c,b,c
g,m,a,g,r,s,b,c,i,s,p,e,o,l,d
t,c,s,j,l,e,s,c,d,a,j,s,p,t,l
k,m,c,p,h,q,b,c,r,d,j,f,o,n,i
g,d,b,c,g,p,l,d,i,b,b,n,b,i,d
b,a,e,c,e,s,r,i,n,l,d,s,j,t,n
k,h,r,f,d,a,g,f,f,m,i,m,t,b,c
q,a,e,l,e,c,d,a,e,n,a,g,q,j,k
o,t,o,g,l,f,h,b,p,b,e,f,l,s,h
b,p,d,q,n,b,a,e,n,a,d,m,d,n,j
a,n,b,d,h,m,s,q,g,j,b,q,n,a,a
i,b,o,r,a,n,a,k,d,b,c,h,h,q,h
d,g,n,e,j,j,p,p,r,o,c,q,j,o,q
c,q,a,q,f,m,e,a,l,s,a,q,a,n,p
e,s,h,k,i,c,q,b,q,l,c,s,b,s,s
m,n,c,h,f,k,e,h,a,n,f,d,t,d,m
s,t,f,r,b,o,e,q,c,g,q,t,d,t,c
o,d,c,a,k,m,g,k,s,r,f,f,f,j,s
k,r,r,n,t,c,l,j,p,f,q,p,j,k,f
o,o,d,d,c,e,p,h,f,a,a,n,t,q,s
p,r,i,n,d,f,i,c,c,e,c,a,t,p,q
g,i,q,g,r,f,j,s,m,t,n,g,d,h,g
l,p,o,h,q,o,f,c,f,o,s,j,i,r,j
r,a,j,h,k,r,c,i,e,d,m,a,p,r,s
r,k,d,i,n,f,l,d,d,b,e,e,g,o,i
l,f,d,q,h,t,l,j,h,f,r,t,o,c,a
d,b,h,f,e,c,q,g,q,j,r,q,r,f,e
l,f,m,i,b,a,b,d,a,q,d,b,b,s,f
k,k,p,i,l,t,p,k,r,i,o,n,d,o,p
h,b,k,e,p,f,f,i,s,k,n,h,q,g,l
