var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
e,c,c,a,f,d,g,e,b,b
j,b,j,e,f,b,f,b,h,d
i,b,j,i,b,f,f,e,e,a
j,i,e,d,g,b,h,c,a,h
d,d,j,b,f,h,b,d,c,j
e,j,g,h,e,b,b,d,b,e
j,j,f,a,a,d,a,i,b,c
h,i,g,b,g,e,c,d,a,j
e,f,i,i,h,d,a,d,h,j
b,j,j,c,a,b,b,d,g,h
c,j,i,h,e,b,a,c,g,h
e,e,d,e,i,d,b,e,h,a
c,b,j,h,b,c,i,c,g,i
e,e,j,d,j,j,a,e,e,e
i,g,i,f,h,j,g,c,b,e
d,j,j,e,f,e,j,d,i,i
e,h,i,e,h,i,a,e,h,h
h,e,g,i,h,g,a,d,a,d
j,j,i,c,h,c,f,b,g,d
i,j,b,d,g,d,a,c,d,e
e,e,d,i,e,f,g,e,b,h
j,j,i,e,i,e,a,c,c,g
i,e,g,e,h,g,d,f,d,i
e,i,j,g,i,b,f,d,a,h
e,h,g,j,j,g,h,j,a,g
a,h,g,c,b,d,i,h,c,h
e,g,e,b,f,h,a,a,h,h
b,d,f,i,g,h,j,g,f,f
h,e,h,i,i,h,g,j,h,b
g,j,a,f,g,d,f,e,h,e
e,d,b,f,e,j,g,c,e,f
d,j,j,h,d,j,f,b,h,d
f,h,i,c,c,g,a,a,c,c
j,b,j,a,e,d,b,e,g,h
i,h,g,h,f,j,e,g,g,h
e,h,b,b,a,d,g,d,j,i
e,h,j,a,a,d,b,e,c,h
j,h,f,c,c,b,d,e,e,i
d,e,g,i,e,b,a,h,h,h
e,b,j,i,g,c,h,e,e,i
c,f,b,f,e,b,f,g,a,c
j,b,d,b,h,g,j,e,j,f
g,c,g,b,j,b,b,i,d,a
j,e,j,i,b,b,a,e,f,e
g,j,g,i,a,d,c,c,g,e
i,i,c,c,e,a,g,c,g,h
e,f,e,g,b,a,c,c,g,g
g,e,h,e,i,e,a,g,g,f
g,e,h,a,e,b,b,i,g,h
e,f,a,a,h,e,a,c,e,h
a,j,f,c,h,e,d,d,e,d
e,i,g,j,g,h,a,e,d,f
g,h,a,h,g,b,d,i,g,j
d,j,i,h,a,g,b,e,c,c
e,f,f,b,j,g,f,i,f,g
d,j,i,d,j,a,c,c,a,e
g,e,f,g,e,g,h,e,c,e
b,b,i,j,e,h,a,j,e,g
b,h,b,b,g,g,h,j,g,b
c,e,f,j,i,e,e,g,b,b
c,e,f,i,h,d,c,b,e,b
e,c,h,i,a,i,b,d,g,a
i,b,c,e,e,a,b,c,i,i
d,b,a,i,e,j,a,c,e,i
e,j,j,d,j,c,b,f,g,c
e,j,j,h,d,g,h,a,c,i
i,i,j,a,j,b,f,d,b,j
g,j,a,b,h,d,a,c,e,g
b,b,g,j,j,g,f,d,f,j
b,f,g,a,h,f,g,i,e,d
d,i,f,e,c,g,f,j,b,c
g,j,i,c,i,b,e,d,g,j
d,j,i,i,e,g,b,c,e,b
j,f,f,e,b,g,e,e,d,h
d,d,a,h,f,c,g,g,d,d
b,i,e,i,b,g,c,d,b,b
b,g,i,j,g,g,g,b,b,f
c,e,c,i,e,e,b,j,e,g
c,e,j,j,b,g,b,d,b,h
a,j,b,d,c,d,d,j,j,f
h,e,i,a,f,g,a,a,a,h
d,b,d,b,a,e,a,h,g,i
g,b,e,a,h,a,a,f,b,h
b,d,g,c,d,g,e,d,j,j
e,j,g,a,d,b,h,f,f,i
