var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
f,k,l,b,a,o,g,n,d,l,o,c,a,o,c,j,k,d,o,n
e,n,b,g,a,i,l,m,f,k,j,i,j,h,l,i,n,f,l,n
e,i,g,j,g,o,a,h,c,o,m,d,k,n,c,k,o,a,n,j
d,i,f,a,e,e,f,f,g,l,m,i,h,m,a,e,f,i,a,m
g,g,k,l,a,a,j,k,h,n,n,b,o,j,f,c,d,g,b,i
g,n,d,f,h,m,i,j,f,d,d,g,i,g,o,g,o,a,b,n
d,c,k,i,h,a,n,m,a,k,i,e,f,n,f,j,a,l,m,k
e,o,l,h,a,j,l,b,l,m,g,e,g,o,k,h,m,l,n,j
e,g,h,b,a,k,m,h,f,b,k,n,n,i,h,d,f,o,m,d
o,h,h,l,i,b,f,m,j,l,h,j,e,n,g,l,m,j,j,h
e,d,d,g,g,k,l,g,d,l,f,d,e,g,j,g,j,l,j,o
c,m,d,m,o,b,h,o,e,o,m,e,n,j,o,i,n,i,d,k
a,d,l,b,i,g,g,h,g,b,i,n,m,a,c,c,g,e,b,h
n,e,c,f,c,i,l,m,n,o,e,n,o,k,c,c,c,d,b,o
g,j,o,k,k,e,c,f,i,d,e,h,b,d,a,l,n,f,b,l
a,g,a,o,e,d,e,d,b,f,l,b,k,g,e,m,c,i,l,k
f,d,a,e,g,h,j,b,e,o,b,h,n,e,d,l,h,h,g,h
a,i,i,h,h,m,g,b,l,l,d,h,b,l,f,i,f,l,l,f
c,e,e,e,a,f,d,d,l,m,g,e,g,k,h,c,k,e,l,i
i,h,c,g,o,i,b,k,o,h,l,e,n,m,f,e,c,j,o,c
f,e,k,c,h,j,o,k,j,n,k,j,h,h,h,d,f,n,a,j
i,h,g,c,h,k,b,h,e,b,i,n,l,i,f,a,d,h,a,e
d,d,m,k,j,d,f,b,g,j,h,g,m,g,a,g,m,m,h,l
g,h,i,g,j,k,h,b,a,a,n,j,b,i,k,h,c,h,n,n
m,a,d,k,d,l,g,k,o,f,l,i,l,o,e,g,n,n,o,n
e,o,a,o,h,h,n,g,e,c,j,n,a,l,l,a,b,f,l,l
g,h,e,a,g,j,a,j,o,l,o,d,e,a,j,c,j,g,l,e
h,j,i,e,n,h,i,g,f,d,j,g,j,i,f,g,f,a,e,b
d,d,l,e,j,j,k,j,c,g,i,c,d,b,e,g,m,l,o,b
l,d,o,n,j,c,f,h,k,l,l,f,i,l,f,i,i,e,a,m
e,o,e,d,o,b,n,f,j,k,d,n,n,o,o,h,a,b,o,m
k,k,c,e,g,i,g,l,j,l,l,d,n,h,n,l,e,k,k,c
j,b,i,n,j,e,f,k,o,n,h,h,f,j,o,l,a,k,i,c
a,d,l,l,l,e,a,a,e,g,m,h,d,l,f,i,a,e,o,h
i,e,c,f,f,j,k,j,k,l,o,l,g,k,b,d,g,b,k,g
o,a,j,i,a,j,k,m,e,f,g,h,e,l,j,i,e,i,k,c
i,c,d,n,i,l,k,i,i,k,c,c,h,i,l,f,o,b,l,n
d,f,e,l,o,o,h,c,n,l,o,a,n,e,c,c,b,m,a,g
i,e,g,i,m,c,l,j,a,k,k,g,a,o,e,h,k,e,d,l
g,b,o,c,o,o,m,o,m,b,n,d,k,g,f,a,f,g,k,h
e,i,h,j,j,e,g,a,o,i,o,k,h,k,f,c,c,m,j,f
e,l,m,i,e,j,a,m,o,m,g,j,o,o,e,b,n,n,b,b
a,i,h,c,a,g,a,i,o,e,b,i,l,h,m,i,c,a,c,l
d,j,j,g,o,i,c,m,e,c,c,c,o,o,n,h,a,n,m,j
d,j,i,m,h,j,d,c,f,a,b,j,f,n,c,c,f,c,g,b
d,n,o,g,d,j,g,a,m,i,j,n,i,j,i,a,a,o,n,n
o,e,a,j,o,n,e,c,k,g,d,l,i,m,h,n,a,j,b,n
h,d,h,g,a,b,i,e,o,m,m,n,g,j,n,e,n,h,f,j
m,l,h,k,i,e,o,o,a,d,a,g,c,a,a,h,m,o,l,a
i,i,b,h,f,c,h,g,b,i,f,n,b,l,c,n,d,f,l,i
k,o,l,f,a,n,i,b,f,k,d,j,k,g,f,o,e,a,h,f
