var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
f,k,l,b,a,o,g,n,i,l,o,c,a,o,c,j,k,d,o,n
e,n,b,g,a,i,l,m,f,k,j,f,k,g,c,i,i,f,d,n
n,i,g,c,g,o,m,h,c,o,m,g,k,n,c,k,o,a,n,d
d,n,a,a,e,e,f,e,g,l,m,i,h,m,a,e,f,i,a,m
g,g,j,i,a,a,j,j,e,c,n,b,o,j,k,c,d,g,b,i
i,n,d,k,h,i,i,j,j,d,d,l,i,g,o,g,o,a,b,n
d,c,h,i,h,a,n,m,a,k,c,e,f,n,c,e,a,l,m,k
e,n,j,h,a,h,l,b,l,m,g,e,g,o,k,h,m,l,n,g
o,n,h,b,a,k,m,n,f,b,k,n,n,i,h,d,f,l,i,d
o,h,h,l,i,c,f,m,m,l,i,j,e,n,g,l,m,j,j,h
e,d,d,o,g,l,f,g,g,l,i,d,e,g,j,g,j,l,j,o
c,m,d,m,o,b,h,o,e,k,m,e,n,j,o,i,d,i,d,j
a,d,n,m,i,e,g,h,g,b,i,g,m,a,c,b,g,e,b,e
n,e,d,o,c,c,l,m,n,o,e,n,o,k,d,c,c,d,b,o
n,b,o,f,k,e,c,f,i,b,i,h,b,b,a,l,n,f,b,l
a,g,a,b,d,d,e,d,b,f,h,b,k,g,e,m,l,i,m,k
f,d,d,e,g,h,j,b,e,o,b,i,n,e,d,l,h,h,g,h
a,i,i,h,h,h,g,m,l,l,d,j,f,l,o,o,f,h,b,f
c,e,e,e,a,o,d,d,l,n,g,l,a,k,h,c,k,e,l,i
i,h,h,n,g,e,b,k,o,h,l,e,g,m,j,e,c,j,o,e
f,e,l,c,h,o,o,k,j,c,k,j,h,h,h,d,f,o,b,j
i,l,k,c,h,c,b,f,e,b,i,g,l,i,f,a,d,h,a,e
d,d,m,c,j,d,f,b,i,j,h,g,m,c,a,g,m,h,h,o
n,h,i,g,j,k,h,j,a,g,n,i,o,i,k,d,g,h,n,n
m,o,i,c,d,l,g,k,o,f,l,i,l,o,e,b,g,f,o,i
e,o,a,h,o,h,b,g,e,c,j,n,a,l,l,a,b,f,l,g
f,e,e,a,g,j,a,j,o,l,o,d,e,a,j,c,j,h,l,e
l,j,e,b,n,h,i,g,f,d,j,g,j,i,e,g,f,a,e,b
d,d,l,e,j,n,f,j,c,g,i,c,d,b,e,g,m,l,i,d
l,d,m,n,j,m,b,h,k,l,l,f,e,l,f,i,i,e,a,m
e,o,e,i,o,b,h,f,m,k,d,n,l,o,o,h,a,b,o,m
k,k,c,m,g,i,g,l,j,l,j,d,d,h,n,l,k,k,k,c
j,b,i,n,j,e,b,f,o,n,h,h,o,j,o,l,f,k,i,i
a,d,l,l,l,e,a,a,e,g,m,h,d,l,d,i,d,e,o,f
c,e,c,g,o,d,k,j,k,l,o,l,h,l,b,d,g,b,k,c
o,a,j,i,a,j,k,f,e,f,g,i,b,n,j,i,o,c,i,m
f,e,d,n,i,l,k,i,i,e,i,c,i,a,e,f,o,b,l,n
f,f,j,l,o,i,h,c,n,l,o,a,g,e,c,a,d,m,l,g
i,b,g,d,m,c,l,j,a,k,k,g,i,i,e,h,k,e,d,l
o,n,j,c,o,b,m,o,m,b,n,l,k,n,k,a,f,g,k,h
e,i,h,h,j,e,g,a,o,c,o,k,h,e,i,b,c,m,j,m
o,l,m,i,e,j,a,k,k,m,g,f,o,o,e,b,n,h,b,b
a,e,h,c,g,g,a,i,o,j,b,i,h,h,m,i,c,m,c,l
d,b,j,g,o,i,b,m,e,c,c,c,o,o,n,h,a,b,m,f
d,j,i,d,i,h,d,o,b,a,b,j,f,n,c,o,f,c,g,m
o,o,o,g,d,j,g,c,m,i,j,n,i,j,i,a,a,o,h,n
b,e,a,j,o,n,e,c,k,g,g,a,i,m,h,n,a,g,b,n
h,d,h,g,a,b,i,e,m,m,m,j,g,j,n,k,n,h,f,f
a,l,a,k,i,e,g,o,i,d,a,g,e,a,j,h,m,c,l,m
i,i,j,h,f,c,a,g,b,i,f,n,b,l,c,n,d,c,l,i
k,l,j,f,a,m,o,b,f,k,g,j,k,c,i,o,e,a,h,f
i,d,e,f,a,c,d,g,k,c,h,a,i,l,m,e,c,g,d,k
a,f,h,l,k,j,i,i,h,a,k,l,a,l,g,i,a,k,d,a
c,d,k,f,e,o,g,i,b,n,k,m,n,d,e,m,d,j,h,b
a,m,d,c,f,m,a,d,k,m,d,c,h,a,l,m,d,m,n,j
c,b,h,h,c,i,h,o,c,m,k,i,n,c,l,d,c,h,c,e
o,b,i,l,g,c,l,j,f,o,g,n,l,h,j,a,e,f,e,f
o,n,o,k,h,b,h,a,a,o,l,o,b,o,f,b,n,b,b,i
i,c,f,g,a,d,i,d,m,d,g,b,h,i,k,m,m,d,n,k
c,a,j,i,b,f,f,c,e,g,e,f,c,f,d,j,o,d,j,f
