var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
c,h,d,g,h,c,g,a,b,i
a,g,h,j,f,f,f,b,g,d
d,g,h,b,c,f,b,e,g,h
h,g,e,h,f,c,h,g,a,b
b,f,a,c,c,h,b,b,c,g
j,j,g,a,c,f,h,h,a,e
j,j,b,a,a,e,a,g,i,c
h,h,a,i,g,e,a,h,a,f
f,h,a,i,c,i,a,h,f,h
i,f,h,c,a,e,d,d,i,d
j,f,d,d,e,e,a,h,a,d
j,e,d,g,i,f,b,i,h,a
j,b,a,f,i,i,i,j,b,f
f,h,j,d,f,i,c,b,g,e
d,g,b,f,g,e,b,c,b,e
c,e,d,g,d,e,j,c,b,f
f,h,h,e,a,i,a,b,g,h
f,f,f,i,i,h,h,h,g,d
f,j,d,c,b,c,f,b,g,i
b,h,b,d,d,e,d,a,d,f
b,h,d,i,g,f,a,g,d,e
g,f,d,e,a,j,a,d,c,g
f,h,g,d,g,e,d,a,b,i
e,h,d,f,i,a,f,d,d,a
f,h,e,f,f,j,h,a,a,f
f,h,g,c,c,e,h,h,b,f
f,h,e,a,a,e,a,a,c,h
f,d,b,i,b,h,b,g,f,d
b,h,h,i,i,e,c,f,h,b
f,a,a,c,c,j,a,e,j,f
f,d,b,c,d,e,j,h,d,e
j,b,j,j,d,f,f,b,h,d
f,f,d,d,c,j,a,a,c,f
j,c,c,g,g,d,b,j,g,h
h,h,a,h,f,e,f,i,a,h
i,h,b,i,i,a,f,d,j,d
f,h,j,i,c,a,d,h,d,f
j,j,f,c,c,e,d,e,f,e
d,e,h,i,a,c,c,h,f,c
j,d,j,i,g,c,h,h,d,i
c,f,b,j,a,e,h,h,b,c
j,g,d,d,h,i,j,g,f,f
f,i,g,d,j,b,c,i,d,d
f,i,d,i,g,e,a,e,d,e
f,f,b,j,i,j,c,b,g,f
i,i,c,i,i,a,g,a,d,f
g,f,e,g,f,a,c,j,a,h
d,a,h,f,c,e,a,h,g,f
h,c,h,a,i,j,b,d,g,h
f,f,h,i,h,e,a,b,a,d
a,f,b,g,c,h,d,a,g,d
a,h,c,j,g,h,a,h,g,f
j,h,h,j,g,f,c,a,g,j
d,b,d,h,c,j,b,c,c,f
a,f,e,j,g,g,f,h,g,g
d,b,f,d,j,a,d,a,b,d
j,e,d,g,c,i,h,h,e,f
a,d,e,j,e,h,f,b,g,g
b,h,h,b,g,f,h,a,j,e
h,f,d,j,i,e,h,g,b,h
b,j,a,i,a,g,d,b,f,b
j,c,d,d,a,i,b,h,g,a
d,f,b,e,e,a,b,j,h,d
d,h,a,a,h,j,h,c,e,i
a,f,j,d,c,c,b,h,g,d
g,b,j,h,d,c,h,a,c,f
i,i,h,a,i,f,a,f,b,d
h,f,a,i,e,e,j,d,c,g
b,b,g,g,e,g,f,h,c,b
i,f,h,g,g,f,e,a,e,d
e,i,d,e,c,i,f,e,f,c
j,j,d,c,a,e,b,a,g,f
f,h,h,c,d,e,b,h,f,d
j,h,f,e,e,i,e,e,h,d
f,d,a,h,g,f,f,g,b,e
f,h,e,i,c,e,a,d,a,b
b,d,i,j,f,f,b,b,b,d
f,b,h,j,e,e,f,j,c,g
c,f,d,d,i,f,f,d,d,f
h,e,b,g,c,f,d,a,j,g
