var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
j,a,j,j,e,d,d,b,c,h
h,e,b,c,i,j,h,h,i,g
a,f,b,c,i,j,b,b,c,e
i,f,a,e,g,f,j,f,a,h
e,e,c,h,j,e,b,h,e,b
a,e,c,a,f,j,b,g,a,b
f,j,g,c,g,e,c,e,h,g
b,d,c,c,j,c,h,i,a,c
g,e,b,f,g,g,c,b,d,c
b,j,b,a,g,g,g,b,g,e
a,j,d,e,b,b,f,i,a,d
e,h,i,i,c,g,b,c,f,e
a,j,b,j,d,i,i,a,i,f
j,b,g,e,h,a,i,h,j,b
d,f,i,a,h,f,e,c,h,b
a,e,j,j,i,c,j,a,c,i
h,d,g,c,e,i,c,b,j,i
i,h,g,f,b,e,j,i,i,f
d,j,i,e,h,f,d,h,i,h
b,d,g,g,j,e,a,j,g,g
f,d,d,f,b,e,f,d,c,e
f,g,i,i,e,e,j,c,b,a
g,h,i,a,e,c,a,a,g,f
j,i,f,j,c,i,d,d,a,e
j,f,g,j,g,h,j,j,a,a
h,e,c,a,e,g,e,i,j,g
j,f,f,h,f,e,c,d,b,i
h,b,g,f,i,e,b,f,d,d
c,f,g,f,a,e,h,a,f,h
g,c,b,j,f,a,c,h,f,j
h,j,g,a,b,c,g,a,a,g
e,f,a,g,a,a,i,a,f,d
g,j,i,j,f,h,c,d,j,j
h,a,a,a,b,h,b,j,b,i
b,e,c,d,i,a,d,e,i,i
a,d,b,h,g,g,h,i,a,d
g,c,j,a,f,f,i,i,e,h
f,j,e,a,f,c,f,b,j,c
d,j,h,f,b,b,j,i,d,g
f,b,b,f,b,f,j,a,j,f
e,e,i,j,b,b,i,a,a,g
f,f,b,h,e,d,i,f,e,j
e,i,c,h,a,b,b,e,g,f
g,i,d,g,d,c,e,i,d,h
e,e,c,c,e,b,h,h,h,b
i,i,i,f,e,h,e,d,i,g
i,b,e,i,h,h,h,a,a,a
b,c,b,c,c,c,b,f,i,j
e,g,j,i,b,b,b,e,a,i
g,e,h,g,h,d,a,c,a,d
j,j,e,i,e,e,a,g,j,d
h,i,c,g,j,i,c,j,g,j
c,e,h,a,j,c,a,e,i,c
d,j,f,d,g,j,b,b,d,e
h,e,b,j,j,d,d,i,d,j
e,j,i,f,h,h,h,f,a,d
h,i,g,j,b,d,j,j,j,j
h,b,g,g,b,e,j,h,j,i
c,d,h,h,b,j,j,d,e,g
a,e,d,e,b,c,j,j,c,i
a,j,j,f,g,g,b,h,j,h
f,a,h,e,g,i,b,f,a,e
b,i,h,c,g,h,j,j,h,d
d,d,b,b,e,a,j,b,b,a
e,j,a,e,f,f,h,j,i,g
j,f,a,d,a,j,j,i,b,h
b,c,h,b,c,f,g,g,c,d
e,f,d,h,e,c,i,g,b,a
c,g,c,i,f,d,d,i,d,g
i,e,a,e,a,h,e,d,j,d
f,j,d,c,f,i,g,b,d,g
f,e,f,a,f,i,b,g,i,c
g,i,h,f,j,d,d,h,j,h
f,e,f,c,i,b,g,b,g,a
g,g,b,d,a,f,e,f,e,g
i,b,h,c,i,d,h,g,d,h
e,b,i,g,f,a,h,h,c,j
c,h,j,j,b,b,b,j,h,a
d,h,a,e,d,b,a,g,j,i
h,j,g,e,b,b,a,d,e,a
i,f,i,e,g,i,d,e,a,j
d,d,d,j,j,e,c,a,e,f
i,j,e,f,e,h,a,f,g,i
c,b,c,a,a,i,g,i,h,h
c,d,h,b,a,i,j,e,f,e
j,b,h,h,g,i,e,b,j,g
d,f,f,g,g,j,c,i,b,f
h,h,f,c,g,j,c,d,e,a
g,h,b,e,j,i,f,c,f,j
i,i,b,d,h,g,a,i,j,j
h,e,b,j,g,a,c,b,c,a
i,j,f,c,e,a,g,i,d,g
e,f,d,i,h,h,d,a,j,h
