var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
l,o,a,h,c,j,i,o,d,d,k,j,i,f,m,n,m,f,e,k
a,g,l,a,c,a,a,k,g,m,b,g,h,l,c,o,l,k,i,k
i,m,g,n,o,g,h,e,i,d,l,n,h,c,h,d,m,h,k,n
o,b,m,h,j,b,n,h,i,f,h,f,c,g,d,d,i,m,k,f
e,n,e,d,n,e,d,k,e,d,d,e,f,l,a,j,a,f,h,d
e,g,a,f,l,b,i,f,i,i,g,n,c,h,o,f,m,h,k,e
o,c,c,j,n,e,o,j,o,m,f,a,o,c,b,i,n,i,g,n
b,o,k,d,c,b,a,o,a,o,c,k,h,n,f,d,b,f,a,n
g,f,c,k,c,f,f,o,g,c,o,i,h,n,k,m,i,f,l,h
d,k,c,i,b,l,i,j,j,g,g,k,h,a,g,a,k,i,j,l
g,d,n,e,i,o,a,c,d,g,n,l,e,h,a,k,b,i,n,o
k,o,n,i,g,a,m,n,e,m,l,j,j,l,o,o,a,m,e,n
c,d,a,i,b,a,g,e,i,c,g,i,n,o,a,h,j,g,n,l
b,n,k,e,i,a,n,k,e,e,a,i,f,j,g,e,e,f,a,k
m,l,e,d,h,l,f,f,b,c,d,m,a,k,e,d,l,o,h,l
b,l,k,k,j,l,a,n,h,n,j,k,h,h,e,k,g,m,a,b
l,d,n,o,o,b,f,m,e,e,o,m,f,b,b,a,f,e,d,l
b,f,g,h,e,b,e,j,i,g,g,i,a,e,a,d,l,i,k,c
k,c,k,f,c,f,l,n,f,d,c,d,d,j,k,k,c,k,n,d
n,i,k,g,g,a,j,k,k,o,j,k,d,o,f,i,e,m,n,c
o,h,a,j,e,j,m,k,j,d,m,c,m,d,g,h,a,f,l,n
o,l,h,e,e,f,j,e,d,c,h,a,g,b,a,g,a,e,k,i
o,d,h,m,n,n,a,m,i,m,i,n,c,h,g,f,k,m,k,c
a,n,g,e,o,f,e,f,o,f,a,a,f,f,h,k,e,b,f,k
a,n,m,m,a,o,i,k,k,n,j,d,g,b,c,h,l,k,k,d
g,n,o,e,i,o,j,c,e,l,o,i,j,e,e,g,h,i,a,a
i,c,k,h,o,o,h,f,d,m,k,l,n,j,i,f,b,g,d,i
o,a,k,f,l,b,i,c,j,i,b,n,j,f,c,f,c,h,m,j
