var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
b,l,o,d,i,k,j,l,a,h,n,l,d,h,i
d,d,c,i,i,i,l,d,o,d,o,d,l,i,k
f,e,b,b,b,m,h,k,m,c,a,k,a,g,n
o,e,i,l,f,d,d,h,n,h,h,n,n,f,d
e,c,j,o,i,n,a,g,j,i,l,o,i,d,b
c,o,d,o,g,b,f,g,i,a,g,m,b,i,g
o,i,l,i,g,c,e,b,g,k,k,l,l,g,i
i,n,j,g,i,l,l,i,d,f,d,f,f,h,k
h,d,l,d,i,h,n,l,o,e,e,a,j,i,e
b,f,l,a,n,b,d,h,o,h,h,l,k,g,h
i,g,d,m,e,k,k,l,a,h,j,k,k,o,a
a,o,d,n,l,i,h,f,l,g,a,f,g,d,g
g,j,e,d,n,c,e,k,n,e,g,a,i,l,b
n,d,d,o,m,i,l,h,g,c,m,a,i,e,f
a,b,k,o,m,d,o,g,f,e,h,g,i,k,n
n,c,m,d,e,b,l,e,h,i,l,o,a,i,n
b,g,d,c,e,f,c,i,j,c,i,n,g,n,f
c,c,c,e,g,e,h,i,d,h,g,d,j,j,g
a,m,a,c,i,e,m,k,d,m,i,c,o,e,e
c,f,j,j,g,i,b,m,b,d,l,d,o,f,b
b,m,n,i,g,i,i,g,a,o,j,b,n,m,e
c,f,e,f,g,h,b,o,a,e,l,h,c,d,b
o,g,m,g,a,m,l,g,n,k,c,h,j,i,k
e,f,d,j,a,h,h,g,g,l,e,b,n,c,j
d,n,l,g,e,k,j,m,b,m,l,c,g,k,l
i,n,b,m,g,f,e,n,d,o,o,a,i,j,n
e,k,a,l,b,l,k,g,b,h,f,k,k,i,a
l,n,b,f,c,f,f,f,o,j,o,h,h,c,l
o,m,l,c,f,o,n,g,o,b,e,l,h,b,c
g,g,n,k,a,b,b,k,e,h,c,d,b,j,c
i,n,f,h,l,m,e,o,m,k,g,a,l,h,g
m,l,h,c,i,i,b,g,e,g,l,k,i,m,m
k,k,f,k,a,d,d,m,b,m,l,g,n,f,g
n,k,o,l,j,d,k,a,j,b,a,g,h,j,j
c,m,h,o,d,a,b,g,l,h,f,i,i,e,c
h,j,j,i,i,i,c,b,j,i,d,n,k,g,a
b,a,d,k,n,k,c,j,f,o,h,l,n,b,n
b,a,i,a,l,g,c,h,e,e,d,k,g,n,i
m,l,h,a,h,j,l,g,b,k,j,h,j,h,k
e,d,j,f,l,c,n,k,k,e,e,k,c,g,e
