var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
o,t,i,e,j,g,d,a,n,p,s,a,b,r,b
i,e,h,e,r,b,a,m,b,k,e,q,b,n,p
g,a,s,q,p,k,s,b,e,f,o,c,i,s,p
r,k,n,t,r,d,p,s,s,k,t,j,o,c,i
i,b,j,l,g,d,k,k,l,m,q,l,q,b,g
i,c,e,o,n,m,d,b,e,o,g,i,s,f,o
d,a,p,t,o,q,i,h,t,l,s,d,q,q,m
t,b,a,e,t,e,e,j,e,g,a,a,b,p,n
l,b,q,f,r,r,g,q,n,r,r,j,d,t,n
j,m,p,k,b,q,f,o,m,j,k,d,e,n,p
a,c,t,s,a,k,i,i,a,h,m,g,s,e,r
d,b,h,m,q,j,h,j,k,t,h,p,m,l,o
o,a,a,p,c,b,p,c,p,e,k,d,l,d,l
h,m,i,f,i,s,c,c,t,e,l,g,k,d,t
m,t,t,n,n,m,f,s,h,o,a,q,p,f,p
f,s,c,s,c,a,t,q,l,b,p,a,q,g,q
h,b,b,f,a,s,i,q,s,c,d,i,g,j,a
a,l,g,t,h,j,i,a,n,e,m,r,s,j,d
m,q,f,r,d,j,e,t,q,s,e,s,t,q,m
j,f,s,e,g,e,t,p,m,j,f,n,b,d,e
f,b,r,d,c,f,k,l,r,p,i,l,k,n,p
g,f,m,q,l,i,h,r,k,a,m,i,p,j,m
g,f,n,n,o,o,t,n,e,e,t,b,q,d,j
q,e,h,n,c,i,p,j,i,g,g,g,t,c,m
m,p,e,q,r,f,o,q,s,q,a,j,q,c,t
d,d,l,m,b,m,t,q,s,q,h,g,r,j,g
e,h,o,o,l,k,n,l,d,a,m,m,n,b,i
k,q,d,k,l,p,q,t,k,g,q,q,c,c,i
n,k,e,p,m,c,k,d,q,b,n,o,f,p,m
c,o,e,e,s,j,l,t,o,t,t,r,k,e,c
i,i,j,o,r,o,o,i,n,i,i,h,b,b,h
e,t,s,p,a,a,s,n,o,o,o,j,a,h,h
g,n,c,n,a,i,n,k,k,g,d,p,o,h,i
k,o,k,d,j,e,j,r,g,q,k,i,k,l,p
j,f,c,k,d,s,p,h,b,n,n,p,q,a,t
f,g,b,o,o,a,f,s,n,o,r,e,d,t,p
h,g,s,l,b,s,a,e,e,k,k,s,p,n,j
p,l,t,t,p,b,p,h,c,k,t,l,m,s,j
p,b,s,n,j,t,q,c,f,c,k,q,m,c,p
n,n,p,c,m,r,l,f,h,p,a,i,n,o,m
q,o,g,j,f,m,r,r,j,o,a,f,f,p,m
p,e,c,c,a,o,h,k,d,r,e,r,m,a,k
d,h,j,n,d,s,l,i,n,t,c,h,r,d,f
j,k,e,f,f,o,q,t,l,o,r,m,k,r,k
h,l,o,c,i,g,n,p,p,h,a,l,c,q,p
l,j,q,l,j,s,s,o,l,l,d,f,i,f,j
g,t,d,k,b,k,i,s,e,m,l,b,a,m,i
s,m,m,j,o,i,f,j,i,m,n,p,a,p,h
i,o,m,p,m,q,b,e,j,g,t,p,t,f,c
q,d,r,h,e,q,a,q,t,n,l,c,i,r,j
m,i,b,o,n,t,q,d,r,b,l,i,r,f,r
k,d,l,c,p,p,c,d,f,c,f,f,r,d,c
q,a,s,b,g,t,q,p,e,i,r,r,c,c,n
j,r,c,a,m,p,p,n,d,o,c,m,h,e,o
n,i,f,a,h,p,m,a,r,k,k,a,f,b,c
g,c,i,q,h,h,h,a,h,m,s,c,t,t,m
k,b,d,c,o,g,e,n,t,i,b,d,i,d,r
o,i,t,l,t,f,s,j,h,e,s,j,l,s,g
q,q,h,l,s,l,s,k,t,t,j,c,o,h,m
g,p,f,n,q,s,m,q,q,i,s,l,a,e,g
l,b,m,o,i,t,a,g,g,j,m,e,q,p,f
d,g,h,b,d,r,a,d,s,q,i,a,q,e,k
l,n,o,f,l,t,m,b,s,q,o,i,o,i,a
i,n,e,c,e,g,t,h,a,p,f,k,t,s,h
g,n,a,m,e,j,j,j,r,q,p,r,n,b,k
n,q,f,k,g,i,h,n,f,e,j,s,h,t,e
l,o,p,j,p,m,k,m,r,d,c,s,q,c,a
l,k,r,d,e,j,h,o,n,q,k,n,c,i,t
i,n,r,n,j,j,b,p,j,g,k,h,s,i,r
k,b,j,j,g,q,a,r,h,k,t,e,r,o,s
t,g,e,f,t,f,k,b,c,s,r,p,l,t,j
g,m,t,m,q,b,b,m,t,q,g,q,j,g,r
a,k,h,l,b,g,m,r,n,i,k,b,q,g,h
