var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
d,f,i,d,j,j,j,f,e,f,c,j,d,e,b,j,a,f,j,j
b,b,f,e,c,a,a,c,c,d,a,a,a,f,a,g,c,g,j,d
f,h,d,a,i,a,g,j,c,a,f,g,h,e,a,i,c,d,e,i
a,h,c,i,a,d,i,d,b,j,c,e,a,g,c,i,h,h,b,g
g,b,j,b,d,c,g,c,a,i,a,e,f,d,h,c,e,h,e,b
d,d,j,e,h,a,g,i,a,h,g,g,b,c,g,e,h,c,j,f
h,j,e,a,e,c,f,e,d,d,c,b,f,j,d,d,f,a,d,d
g,i,j,g,d,h,a,d,b,i,g,i,i,a,g,d,b,i,b,i
j,d,f,h,e,g,h,c,f,i,c,a,b,g,i,d,b,a,i,h
g,j,i,f,e,g,e,j,b,a,g,f,h,c,d,g,g,g,f,j
h,d,b,j,i,i,c,g,b,e,j,i,d,j,h,b,d,h,h,e
d,g,g,c,g,g,g,a,h,a,d,b,i,c,i,b,e,a,a,j
i,i,c,d,j,j,h,b,b,c,i,f,f,g,e,d,a,c,b,e
d,c,j,j,f,j,h,c,c,h,d,f,j,d,d,f,e,d,d,c
f,h,g,f,f,d,d,a,d,h,d,a,a,h,f,a,c,d,e,i
i,g,i,d,i,h,h,h,g,j,d,i,d,f,a,a,b,d,g,e
g,h,g,a,b,b,f,e,c,a,a,f,f,c,b,i,g,f,c,d
a,g,e,h,i,c,b,h,c,b,b,i,g,j,a,e,c,c,g,h
f,j,g,j,i,d,j,c,c,a,i,b,b,f,a,h,b,g,j,i
d,a,e,e,d,a,i,a,g,d,j,h,f,f,i,c,a,d,h,h
g,a,b,h,i,c,e,f,e,d,a,c,d,g,c,g,i,f,g,c
a,c,b,c,b,c,b,a,j,g,b,i,j,a,f,h,g,e,h,j
j,j,g,j,b,h,i,h,g,b,c,d,a,d,a,d,g,j,f,a
d,e,h,c,g,j,c,f,g,a,e,g,d,b,d,f,d,c,e,h
d,i,e,d,f,f,b,b,b,c,f,j,g,c,g,c,b,h,d,c
b,d,j,g,j,a,d,j,i,c,c,e,i,e,g,a,j,a,i,j
j,h,h,g,h,c,f,f,h,j,b,f,c,h,g,d,c,b,i,e
b,c,e,h,c,c,d,d,f,e,a,i,e,a,i,a,e,c,j,f
e,h,i,h,g,c,a,h,h,f,j,b,a,e,d,d,e,d,j,i
