var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
j,h,b,e,l,s,s,m,d,d,m,b,n,i,m,l,k,k,q,r
g,i,h,c,g,l,t,c,k,m,h,d,n,s,g,d,r,p,d,e
i,d,i,c,i,n,b,p,e,f,f,e,e,c,g,s,g,f,r,g
r,t,i,e,g,b,f,t,p,m,j,t,h,h,n,m,l,k,l,q
n,q,q,s,t,f,b,g,o,i,s,r,o,r,q,m,m,e,o,e
g,a,c,l,j,a,d,r,a,q,t,n,s,n,s,i,m,t,n,h
i,q,d,f,f,n,h,g,t,r,t,b,o,c,e,t,r,r,q,l
q,j,e,t,r,j,c,s,a,n,l,b,n,f,i,n,k,k,e,p
t,j,t,q,b,t,t,h,r,p,o,t,a,a,n,i,e,g,f,o
q,b,m,h,k,n,e,a,g,a,f,r,s,s,g,j,i,i,c,b
s,a,k,n,s,l,h,b,f,h,g,f,b,j,l,m,o,l,a,g
i,j,j,j,o,c,k,a,g,q,a,l,l,g,a,n,h,k,f,m
j,d,m,i,q,s,f,o,c,l,o,t,l,f,e,l,r,b,d,o
j,s,r,q,n,e,p,o,t,l,b,f,b,p,l,t,h,l,o,p
b,k,k,r,j,a,e,t,s,c,b,d,c,n,g,j,c,p,a,d
j,n,a,f,o,s,q,o,i,k,q,g,o,o,j,c,i,b,i,h
n,j,n,t,s,q,a,h,p,o,q,n,i,l,p,g,p,m,r,t
l,b,h,e,m,c,h,a,d,e,r,g,l,d,n,h,l,l,o,h
o,f,l,b,i,t,b,f,f,l,o,h,p,n,c,i,t,s,g,k
t,g,c,i,t,k,q,p,g,a,d,c,n,e,f,i,l,a,r,k
e,j,g,f,i,g,n,k,b,d,o,g,e,b,g,j,d,a,j,j
h,m,o,c,a,o,k,j,t,p,g,b,c,l,g,r,m,g,h,j
c,m,p,r,f,d,q,i,a,o,j,i,o,p,i,g,n,e,c,m
f,i,l,r,f,o,f,k,l,n,g,f,m,j,e,l,d,k,h,t
h,l,c,c,m,i,i,h,r,r,q,s,a,j,d,f,r,e,c,d
a,d,r,j,k,l,q,h,p,c,d,t,f,l,q,i,p,i,b,n
f,e,s,l,a,i,a,k,e,p,g,m,h,r,n,q,t,f,o,b
f,s,f,h,t,h,c,n,i,n,k,d,t,k,n,s,n,k,r,t
a,t,c,a,h,r,n,f,p,b,m,k,a,f,e,g,m,h,o,l
b,p,c,q,c,c,o,l,j,q,j,q,e,k,p,o,g,k,j,b
g,c,q,l,g,c,i,b,d,j,c,p,n,r,s,k,i,p,t,n
f,k,e,q,s,s,b,i,j,g,c,t,l,d,s,q,i,l,o,j
h,o,a,r,s,i,a,o,i,n,s,l,h,d,n,c,p,a,s,h
