var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
f,g,h,i,g,g,h,d,b,n
o,n,d,m,i,m,i,h,f,j
k,e,f,a,b,n,b,o,k,k
j,e,j,i,o,k,m,h,k,f
g,j,i,f,i,k,h,m,b,a
n,m,g,b,f,m,n,j,f,g
j,o,l,a,b,a,j,i,j,m
e,m,h,k,i,f,g,d,h,o
a,j,l,i,i,m,a,d,f,m
a,c,l,j,n,n,m,i,c,f
o,f,g,e,j,o,k,n,e,f
c,l,g,c,l,m,d,g,b,k
a,m,h,c,n,m,k,e,k,m
k,n,d,g,h,c,o,i,d,k
h,k,m,g,d,b,f,b,n,m
d,j,d,i,m,c,i,h,g,j
f,f,g,a,j,j,a,g,b,k
d,j,e,k,b,g,o,i,h,f
c,o,k,b,i,e,l,a,h,e
n,m,i,e,m,m,e,m,l,d
b,i,h,j,b,o,c,m,m,n
n,c,e,j,b,k,c,b,e,e
n,f,e,o,a,c,g,k,k,a
e,a,b,m,a,a,d,k,j,n
e,e,o,o,m,a,k,m,l,j
o,o,j,e,b,j,j,n,b,f
g,e,m,d,j,h,b,j,l,f
b,k,b,b,f,e,n,n,f,i
i,f,g,b,a,i,o,j,j,h
b,f,g,h,a,g,m,d,i,f
o,a,o,l,i,j,j,b,m,k
l,g,a,c,j,m,f,o,d,f
h,b,b,g,a,b,m,h,l,e
l,k,l,i,e,b,j,h,b,h
f,i,a,m,l,i,a,j,h,a
a,d,i,m,i,h,a,b,b,j
n,c,n,h,n,a,a,f,n,n
f,h,m,a,l,m,m,g,d,f
n,i,a,i,h,f,g,j,j,b
g,d,m,j,a,k,o,g,c,m
o,e,h,n,a,b,j,h,l,c
k,m,c,f,o,m,b,o,g,o
d,g,l,j,n,l,b,b,l,a
i,g,i,h,l,m,c,i,b,c
j,k,f,c,a,l,i,g,g,l
k,g,m,m,m,h,k,f,c,i
i,i,j,n,l,l,i,c,i,h
j,a,a,m,i,n,n,l,l,n
m,m,b,o,n,b,c,h,n,g
a,e,i,k,k,m,j,g,g,l
h,m,i,g,o,i,c,k,f,b
m,f,e,m,f,f,l,n,i,c
d,h,l,o,d,h,n,f,m,j
c,f,o,g,b,e,k,f,g,g
d,l,g,m,k,m,b,a,i,h
m,m,l,e,h,m,f,g,o,o
a,b,b,c,b,m,g,h,i,k
a,n,m,b,b,m,d,h,g,h
n,o,n,a,a,c,o,a,c,g
c,a,i,f,a,i,c,c,b,b
j,a,o,f,k,e,k,m,a,a
l,a,d,j,m,b,k,f,a,i
c,h,l,a,g,j,o,l,n,l
k,c,b,i,m,j,f,f,l,a
o,d,c,e,j,n,f,j,i,g
k,i,f,o,o,m,a,m,f,b
j,c,g,h,l,h,d,l,b,k
l,i,a,o,k,i,g,i,d,o
e,d,k,e,d,e,c,l,d,j
c,k,e,l,j,d,a,e,j,m
d,k,e,a,f,o,o,a,h,k
f,e,a,m,j,j,c,c,j,n
m,b,m,h,o,a,d,b,k,g
k,k,k,m,i,l,i,j,a,e
m,o,e,h,g,k,a,d,h,n
l,j,d,j,e,g,j,o,d,l
b,l,m,j,j,k,a,b,o,o
c,m,m,i,k,m,j,m,a,l
d,a,k,j,i,n,o,k,l,l
i,k,d,a,j,a,o,b,o,a
c,d,g,h,h,h,i,k,j,c
l,o,g,j,o,o,d,f,i,j
f,m,l,e,e,e,m,i,b,e
c,i,e,o,i,f,k,o,e,d
f,b,j,d,k,m,o,j,m,a
n,f,m,e,n,l,l,e,o,o
l,h,l,j,f,a,j,b,k,l
h,m,a,f,l,m,j,d,c,a
j,m,f,m,h,k,b,n,n,g
f,a,a,e,b,n,f,o,n,a
m,a,h,g,i,f,d,n,m,n
j,e,c,g,b,k,g,c,f,e
g,m,d,i,h,m,j,l,j,g
a,i,g,n,b,k,h,n,j,m
o,e,e,f,c,d,o,o,j,o
i,k,l,k,a,g,h,n,i,a
i,e,i,m,j,e,g,o,j,m
k,f,o,c,b,o,e,f,d,e
k,d,f,j,o,c,l,m,f,n
h,c,l,i,m,m,g,k,m,c
a,e,j,g,j,d,o,j,l,h
h,k,l,g,f,o,h,i,j,m
m,o,o,i,e,c,o,i,m,h
d,i,k,b,f,f,b,b,f,k
l,k,g,o,e,n,a,j,d,e
d,o,l,a,n,k,m,k,j,k
k,m,a,j,o,j,h,k,e,b
o,h,o,j,f,c,o,l,c,d
l,n,i,k,l,h,f,l,i,m
h,l,m,c,c,o,i,e,o,k
d,c,i,b,c,o,j,m,c,a
e,i,m,f,d,e,f,l,i,d
b,o,j,f,n,g,f,b,m,k
h,l,h,c,c,k,o,e,d,c
l,j,i,k,h,m,c,h,k,n
m,l,i,i,l,k,h,n,d,m
b,j,e,b,j,d,n,m,c,a
h,o,n,g,b,o,e,b,l,o
k,n,d,e,g,j,h,c,j,a
n,c,f,h,o,d,n,o,l,f
f,n,e,c,k,j,c,a,n,m
a,m,e,o,d,m,n,d,e,j
o,m,d,i,f,k,c,g,m,k
j,o,l,e,n,j,l,d,k,d
m,l,n,d,h,o,e,k,j,d
e,g,h,i,l,o,g,g,j,o
i,a,f,b,a,d,l,j,f,j
f,a,o,l,m,c,k,i,k,d
a,a,m,o,c,j,m,e,n,h
o,a,b,b,k,l,k,h,a,h
i,m,m,h,h,l,g,c,m,d
j,e,o,i,o,b,i,j,f,h
n,a,n,j,i,o,d,i,c,n
l,k,n,d,g,c,f,m,o,j
c,c,c,m,b,h,c,h,b,i
l,j,d,k,b,g,a,d,j,m
m,o,k,a,o,n,n,b,c,b
o,a,e,h,l,h,i,c,g,e
l,m,c,h,a,o,k,f,k,c
b,d,c,f,d,c,j,a,d,c
m,g,f,d,k,h,l,j,l,n
e,m,n,l,f,e,d,d,h,n
e,e,g,k,a,n,k,i,d,d
n,d,i,a,o,l,d,j,k,h
k,a,f,e,g,f,c,f,c,m
g,k,g,h,a,a,d,a,i,d
b,m,d,h,i,e,n,c,j,e
b,j,f,c,i,o,i,k,m,f
l,l,n,l,o,a,n,c,f,l
j,n,i,i,j,b,h,c,i,n
i,a,f,c,c,l,i,j,c,k
l,d,m,o,e,n,l,k,j,i
n,h,e,o,m,f,n,l,k,c
i,d,o,f,o,e,j,m,h,i
j,k,j,g,a,j,e,n,n,h
d,a,f,f,h,h,i,n,d,k
d,m,j,n,c,k,e,b,a,e
n,o,n,n,c,o,c,h,f,h
c,a,l,k,k,f,b,g,h,d
k,i,o,i,k,k,b,j,g,a
m,g,i,n,k,d,m,f,k,f
h,a,n,m,i,b,m,h,j,j
k,o,f,k,n,o,n,g,i,f
e,c,m,g,b,g,m,b,o,k
n,n,l,f,n,i,a,m,c,a
h,a,n,e,l,b,m,i,d,g
k,a,b,m,d,k,h,f,m,g
g,h,e,j,n,h,k,m,o,j
l,g,d,h,d,l,o,k,a,e
m,k,b,o,h,c,h,b,i,m
i,d,f,h,h,m,f,k,o,b
b,e,n,d,h,b,b,o,l,b
f,a,c,m,f,b,e,g,j,g
c,n,g,a,h,m,m,f,a,g
k,l,m,j,n,o,o,d,e,a
a,b,o,l,n,o,m,o,o,k
m,i,o,c,h,e,o,g,o,j
j,o,h,i,m,o,b,n,n,h
l,m,k,j,a,a,i,a,h,e
e,l,h,l,l,e,b,i,k,m
l,m,b,g,b,d,o,h,c,l
f,o,e,d,i,a,c,n,m,i
i,k,m,a,l,l,f,o,f,k
j,b,f,f,o,g,d,m,o,g
o,n,d,g,k,o,c,n,b,f
h,k,j,o,j,a,c,l,e,k
g,a,o,o,m,g,h,h,b,k
o,a,l,m,c,k,d,f,j,f
e,f,h,j,g,a,f,b,g,b
m,f,f,j,a,o,b,e,g,g
g,h,o,i,j,e,b,k,b,g
b,o,a,h,k,h,l,b,o,i
k,a,k,j,b,o,o,j,o,k
n,o,e,g,i,b,i,h,m,h
o,k,a,j,i,d,c,h,i,c
a,g,o,d,c,l,b,d,o,i
j,d,b,n,b,a,b,e,h,d
o,f,m,b,d,b,c,b,k,o
f,d,e,o,n,i,m,b,k,c
j,k,m,m,l,k,d,g,k,f
n,f,b,o,k,g,a,l,a,a
k,m,l,d,a,o,e,l,a,b
l,c,a,k,f,b,o,g,d,f
f,b,a,m,k,g,k,n,k,m
e,h,f,d,m,f,j,g,k,i
o,k,l,a,e,d,k,e,h,i
j,b,l,a,h,d,c,j,c,m
n,m,i,n,f,b,k,k,b,n
m,l,a,d,c,j,d,i,l,m
b,c,j,e,j,o,d,l,l,l
e,g,e,c,b,n,j,o,m,a
d,n,i,e,n,k,c,c,c,a
j,d,o,e,n,l,m,o,m,l
g,l,b,j,i,d,e,k,c,k
b,c,i,o,i,i,m,i,h,k
c,j,b,j,g,e,i,g,f,i
d,a,c,o,j,e,k,l,m,g
f,o,b,b,g,f,e,a,h,n
g,f,j,m,g,h,f,c,o,n
d,g,g,h,a,c,o,n,m,k
d,i,k,b,a,g,b,j,h,o
k,d,e,b,f,e,k,o,j,m
m,i,m,d,e,n,b,l,g,l
d,m,o,i,e,f,i,g,f,o
c,k,h,h,m,a,h,c,d,e
h,h,f,c,a,h,d,n,e,j
a,b,g,c,a,k,l,n,i,n
b,f,a,e,h,i,e,b,k,j
d,l,g,l,k,f,a,k,a,b
g,l,e,m,f,o,h,n,c,o
e,h,g,e,a,i,c,j,l,n
o,a,b,k,d,a,b,j,m,n
l,j,d,g,h,m,k,c,c,n
j,f,e,d,g,a,d,l,b,g
o,o,h,a,h,o,j,g,g,a
n,i,i,d,g,n,m,a,b,h
b,c,n,f,f,b,a,d,b,m
h,m,g,b,j,k,n,o,l,i
o,a,a,g,l,d,d,k,g,i
a,m,o,b,l,f,k,a,n,f
n,o,e,d,k,i,c,c,l,m
l,c,f,b,m,n,k,l,j,l
o,e,n,m,g,i,j,g,l,l
l,n,k,m,g,o,n,g,h,h
l,m,c,k,l,k,f,n,a,g
g,k,e,m,h,e,n,g,f,f
f,i,g,b,f,k,n,n,g,e
n,a,c,m,a,i,a,a,c,c
l,h,b,j,e,k,f,j,d,b
i,c,c,k,o,d,m,d,d,l
n,g,k,e,k,g,m,h,i,f
a,g,l,g,b,n,k,i,e,j
o,f,h,j,a,m,d,c,j,m
b,b,a,i,a,l,o,h,j,a
g,i,b,k,o,i,n,g,j,m
d,n,e,m,c,h,b,m,m,c
d,c,l,b,o,j,n,d,i,j
f,c,k,e,e,k,m,d,i,g
c,i,f,g,g,o,g,b,o,i
i,c,h,j,n,b,e,k,m,i
f,f,l,e,d,j,l,b,o,o
a,e,o,o,f,e,j,j,c,f
c,c,c,e,k,a,f,c,j,k
j,a,d,o,l,e,d,a,c,i
m,e,n,h,f,f,h,k,d,h
f,c,b,l,o,n,f,m,g,l
f,g,b,a,k,l,k,k,e,e
m,f,h,f,i,g,m,f,f,n
l,l,a,i,g,i,l,i,n,b
g,i,e,h,f,l,b,e,l,a
j,n,b,n,o,j,a,c,l,m
l,n,o,a,g,k,f,d,i,a
l,d,o,k,d,f,g,h,g,h
g,h,d,a,f,f,c,j,f,e
m,h,b,l,b,c,m,e,d,h
h,k,a,j,n,k,c,m,d,j
i,l,l,o,h,a,j,i,a,b
f,i,a,i,k,f,j,i,f,b
a,l,h,d,g,h,k,b,c,n
e,m,l,o,o,k,n,c,b,f
c,k,k,e,i,f,o,k,b,f
n,d,j,i,i,e,k,i,b,i
f,a,o,g,l,d,c,e,j,j
a,i,e,b,b,l,i,i,l,d
h,d,j,a,c,g,n,l,n,l
n,d,f,m,e,k,c,o,n,b
o,f,m,m,h,i,a,h,i,k
c,o,g,i,f,b,j,h,n,f
a,o,d,n,l,k,b,d,m,d
b,j,f,k,b,h,d,b,b,f
c,d,o,c,d,j,n,h,c,e
i,n,k,a,e,k,o,i,d,h
i,o,e,n,c,e,g,b,d,j
d,a,b,j,d,g,m,j,k,c
n,g,h,k,n,g,a,b,c,o
f,a,j,c,b,o,i,f,c,j
b,h,m,e,h,l,g,k,d,h
