var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
f,m,l,m,a,o,g,n,d,l,o,c,a,o,c,l,k,d,o,n
e,n,b,b,a,i,l,g,f,h,j,i,k,g,c,i,i,f,l,n
n,i,g,l,g,b,m,n,g,o,m,g,k,n,c,k,o,a,b,j
a,i,f,a,e,h,f,a,g,l,m,i,h,e,a,f,f,a,a,m
g,g,j,l,a,a,j,j,h,j,n,b,o,j,f,c,d,g,b,i
i,m,d,e,h,i,i,j,j,d,d,n,i,g,o,g,o,a,b,n
m,c,k,i,h,a,n,m,a,k,i,e,f,n,a,e,a,l,m,k
a,b,h,h,a,j,l,b,l,m,g,e,g,o,k,h,m,l,n,j
o,g,h,b,a,k,m,n,f,b,k,n,k,i,h,d,f,o,m,f
o,h,h,l,i,c,f,m,m,l,i,j,k,n,g,l,m,j,j,n
e,d,d,o,d,k,m,k,d,l,i,d,h,c,b,m,j,l,j,o
c,m,d,m,o,i,o,o,e,k,m,o,f,j,o,e,n,i,d,j
a,d,l,b,i,g,n,h,g,b,i,g,m,a,c,c,g,d,b,e
n,e,d,o,c,c,n,m,n,o,e,n,o,k,g,c,c,d,b,f
n,b,o,k,k,e,c,j,i,b,e,h,b,b,a,l,n,f,b,l
a,g,b,m,d,d,e,a,b,f,l,b,k,g,l,m,l,i,l,k
f,d,d,e,g,h,k,b,e,o,b,h,k,e,d,l,h,h,h,h
a,g,i,h,h,l,m,b,l,l,d,h,f,l,l,n,o,l,e,c
c,c,e,e,a,l,d,d,l,n,g,l,g,k,h,c,k,e,l,i
i,h,c,n,h,i,b,k,o,h,m,e,g,m,f,e,c,j,o,e
f,e,k,c,h,j,o,k,j,n,k,j,h,h,h,e,f,b,a,j
i,h,k,l,h,k,b,g,d,b,i,n,l,i,f,a,a,h,a,e
d,d,m,k,j,d,l,b,g,j,h,g,f,c,a,g,m,m,h,o
m,h,d,g,j,k,h,b,a,g,n,b,b,i,k,d,c,f,n,n
m,o,k,k,d,l,g,k,o,n,l,b,n,o,e,g,n,i,o,n
e,o,a,l,o,h,n,g,e,c,j,n,o,l,l,a,a,f,l,g
g,h,e,a,g,j,a,j,o,i,o,d,e,a,j,c,j,h,o,e
h,o,e,e,n,h,b,g,f,d,j,g,d,i,e,g,f,a,e,b
n,d,l,e,j,n,a,j,c,g,i,c,d,b,b,m,m,l,i,f
l,d,k,n,j,c,b,h,k,l,l,f,i,l,f,i,i,e,d,m
e,o,e,d,a,e,h,f,m,k,d,n,n,o,o,h,a,b,o,m
k,k,c,m,i,i,g,l,j,l,k,d,n,h,n,l,e,k,k,c
b,b,i,f,j,e,b,k,o,n,h,h,f,i,k,l,f,k,i,c
a,d,h,l,l,n,a,a,e,g,m,h,d,l,f,a,c,e,o,f
f,e,c,g,o,d,k,j,l,l,o,l,b,l,b,d,e,b,k,g
o,a,j,g,a,j,k,f,e,f,g,i,b,l,k,l,k,i,j,m
f,e,d,n,i,l,k,i,i,e,i,g,a,i,l,f,o,b,l,n
f,f,d,l,o,o,k,o,n,l,i,o,n,b,c,c,d,m,l,g
i,e,c,l,m,c,l,j,a,k,k,g,a,i,e,l,k,e,d,l
g,b,k,c,o,o,m,o,m,b,n,d,k,n,f,a,f,g,k,h
e,m,h,j,j,e,g,a,o,i,o,k,g,k,f,a,c,m,j,f
n,l,m,h,e,j,a,k,o,m,g,j,f,i,g,b,n,a,c,b
a,e,h,c,a,g,a,i,o,j,b,i,h,h,m,i,c,a,c,l
a,b,j,g,l,i,b,m,e,c,c,j,o,o,n,h,a,i,m,f
d,j,i,m,h,h,d,k,b,a,b,j,f,n,c,o,f,c,g,b
o,n,o,l,d,j,g,i,m,i,j,b,i,h,i,a,a,o,b,n
b,e,a,j,o,n,e,c,k,g,g,f,i,c,h,n,a,g,b,n
o,o,h,g,a,b,i,e,m,m,k,n,g,j,n,e,n,h,f,e
a,l,k,k,i,e,g,o,a,i,a,g,e,a,j,e,m,h,a,m
c,i,j,h,f,c,n,g,b,i,f,n,b,l,c,n,d,f,j,i
a,o,j,f,a,n,i,b,f,k,g,i,k,n,f,o,e,a,h,f
b,d,d,g,a,c,d,k,i,c,m,a,i,i,m,e,c,c,i,k
a,f,h,l,k,j,i,i,h,f,a,d,a,h,g,i,a,d,d,a
c,i,k,f,d,o,g,b,b,n,k,m,n,d,e,m,d,j,h,b
a,m,d,c,f,i,a,d,k,m,d,c,j,a,e,m,a,b,g,j
b,m,h,h,c,i,c,o,b,m,o,i,n,c,l,a,c,h,c,e
o,b,i,l,g,b,n,c,f,n,g,h,l,h,g,a,e,f,e,f
