var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
s,l,h,l,t,o,e,b,l,c
e,i,i,n,h,a,o,l,c,a
k,k,s,n,e,r,h,d,t,j
t,j,f,l,j,t,s,r,d,a
a,b,m,s,d,j,r,n,l,e
a,s,t,r,c,i,e,q,s,b
k,q,c,e,f,h,l,s,o,t
l,c,n,t,m,f,q,f,i,m
h,c,b,p,f,d,a,f,b,n
e,a,n,p,o,h,d,q,h,r
c,b,t,o,a,r,l,o,q,d
k,c,k,j,s,m,g,h,m,k
s,k,n,c,l,s,s,g,f,q
d,r,h,k,i,k,c,g,a,o
f,l,s,g,c,i,d,r,g,b
s,h,g,o,l,o,i,f,m,f
d,c,q,k,n,k,k,f,d,o
c,l,p,l,b,m,a,q,k,m
o,f,s,f,e,m,j,h,p,k
e,n,t,t,d,f,i,d,k,r
o,c,a,e,e,l,r,b,k,c
n,n,o,n,g,e,g,l,a,n
l,n,e,g,f,b,i,i,i,o
b,i,s,g,l,e,s,c,b,l
b,p,t,n,h,r,j,f,d,s
s,k,i,j,o,e,i,f,d,s
j,d,j,r,g,r,k,f,n,p
j,r,r,p,d,g,b,b,m,d
p,j,l,h,k,n,r,j,p,m
f,b,t,t,p,m,m,h,e,m
a,m,m,r,h,b,j,e,b,i
j,l,l,h,i,o,h,i,e,b
n,q,g,g,n,r,k,g,m,g
c,b,e,f,t,f,t,l,o,s
e,m,g,p,r,h,s,r,b,m
o,s,q,r,f,o,d,r,b,b
b,e,l,s,o,k,o,l,i,a
b,o,d,l,e,a,n,n,r,a
q,c,l,g,t,p,b,g,s,o
e,q,c,b,a,d,m,o,g,c
b,b,p,a,a,r,p,l,j,f
b,i,g,s,j,b,n,n,s,l
k,d,m,g,o,k,m,e,b,k
e,j,f,k,k,b,b,h,l,b
q,i,h,b,i,s,k,q,f,d
h,f,a,s,t,k,h,o,l,t
n,l,r,p,o,r,l,r,i,h
i,a,o,a,f,e,d,c,t,f
a,b,o,h,q,h,r,p,j,g
c,t,a,q,j,h,o,f,a,m
a,m,q,q,c,p,b,s,p,l
l,d,i,q,e,q,e,j,s,o
b,k,l,c,d,f,a,d,i,s
e,d,g,p,k,g,l,i,n,k
p,m,s,o,t,g,d,b,k,a
n,s,n,n,b,c,g,b,g,e
b,t,r,b,f,s,k,i,a,i
s,m,d,h,f,l,h,c,c,c
b,r,t,s,p,q,h,n,p,k
n,p,s,n,s,k,k,f,p,i
q,i,i,r,i,p,o,m,o,k
k,e,k,c,j,q,o,j,d,a
h,f,l,d,h,p,n,l,a,s
s,q,t,b,j,s,i,a,e,k
n,q,s,o,j,m,t,b,k,s
p,r,s,p,d,i,g,j,s,e
h,b,m,a,e,i,r,t,o,q
b,j,a,e,j,e,h,c,b,s
a,q,a,g,l,i,f,s,j,g
k,c,m,q,d,f,m,l,p,a
l,e,t,k,m,l,b,a,r,h
n,a,d,j,s,a,j,t,a,s
p,j,k,s,o,q,b,a,b,i
d,p,j,l,k,d,e,h,m,j
p,r,n,k,c,p,h,f,p,o
k,d,s,h,l,f,j,t,n,p
e,l,t,f,k,h,r,g,g,k
g,n,t,e,j,h,o,j,s,p
f,b,t,i,r,h,a,m,p,o
s,n,h,l,k,b,q,h,s,h
t,o,d,e,t,i,l,b,h,i
a,t,a,p,s,a,r,n,k,k
g,l,p,b,f,r,t,g,t,h
g,f,t,o,t,d,t,g,r,s
a,d,r,c,r,l,h,o,a,i
r,b,s,o,d,h,k,b,q,d
n,l,t,t,p,l,q,m,o,r
i,d,o,h,q,c,e,k,j,h
g,k,s,c,l,o,a,s,h,g
i,g,b,h,e,s,d,a,g,f
s,r,p,r,j,r,b,g,q,f
e,j,c,i,a,o,k,m,o,a
o,j,b,f,h,i,p,s,h,o
b,b,c,k,c,d,o,c,a,h
i,d,k,a,e,j,b,c,d,b
g,f,g,d,p,b,m,i,p,q
k,j,l,s,f,j,b,t,g,i
j,k,s,p,h,g,t,h,t,q
o,s,l,n,d,r,r,p,o,h
g,n,q,f,t,j,i,q,j,p
r,m,t,m,d,j,t,i,r,n
f,l,t,a,n,i,l,h,h,f
q,g,j,e,b,h,m,b,a,f
k,o,d,r,t,n,f,c,h,p
m,r,i,d,e,r,q,o,c,l
p,o,f,j,p,q,q,g,a,e
a,k,a,t,j,j,l,i,a,j
r,s,b,e,t,m,p,e,q,n
j,n,s,f,m,e,k,i,d,m
a,n,g,g,j,s,i,k,k,s
c,q,c,g,o,c,s,k,i,f
f,e,a,g,d,d,k,a,k,b
i,h,t,b,s,q,r,d,r,d
b,m,l,b,h,r,t,a,j,f
e,s,e,r,h,t,q,i,q,s
p,g,i,r,m,j,t,h,h,o
k,q,a,s,r,e,s,a,b,m
e,b,q,c,n,s,a,c,b,t
j,t,m,a,d,f,c,q,h,o
f,n,o,b,q,o,t,k,p,q
