var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
f,g,h,i,g,a,h,d,n,j
o,n,j,n,m,m,i,n,f,j
e,e,b,n,j,n,o,o,n,l
d,e,j,d,o,b,m,i,k,f
g,j,g,a,i,k,h,j,b,l
n,m,g,l,f,m,n,e,n,g
e,o,l,a,b,a,j,i,f,n
e,m,i,e,d,f,g,l,h,o
o,j,l,i,i,m,a,c,f,m
h,c,l,o,n,b,n,k,l,f
o,f,l,e,m,o,k,n,e,f
g,l,g,c,l,m,d,g,b,b
g,d,h,d,n,l,k,e,c,m
k,f,d,g,g,c,j,i,o,k
m,o,m,g,d,b,f,j,n,j
d,j,h,n,o,c,h,a,g,j
l,f,g,a,g,j,f,k,b,d
d,j,m,k,b,c,a,e,h,d
n,o,k,b,i,a,l,e,e,o
n,m,m,e,l,m,g,m,l,m
b,f,b,n,b,o,c,m,m,n
n,m,c,j,b,b,c,e,n,m
n,f,e,o,a,c,g,c,k,b
k,c,b,m,m,o,d,h,j,l
h,e,o,d,m,a,j,m,l,j
o,o,j,e,l,j,h,m,b,l
j,d,m,d,j,l,b,j,l,f
i,k,k,o,f,j,n,o,f,g
i,f,g,b,o,f,d,j,o,n
b,f,c,a,a,f,g,d,j,f
o,a,j,l,g,n,d,b,o,f
l,g,a,c,n,m,f,j,e,l
m,f,b,n,a,b,c,o,l,e
l,f,l,d,e,b,b,h,b,h
c,c,i,n,k,c,a,j,i,f
a,d,i,m,f,m,a,b,b,j
g,o,o,h,n,a,a,f,n,l
i,j,m,a,l,m,d,g,d,f
n,g,a,i,j,f,g,j,j,b
d,e,m,j,a,l,o,d,c,m
o,e,h,d,g,b,j,d,l,i
k,m,c,k,o,m,b,m,i,o
d,a,l,n,n,l,h,k,l,n
e,k,i,m,f,m,e,l,a,c
i,k,b,c,c,m,l,g,f,l
k,g,m,m,n,m,k,c,c,i
m,m,j,n,f,i,i,c,i,j
j,o,a,m,i,c,n,l,c,o
e,a,b,o,f,b,k,n,n,g
c,o,i,k,k,m,b,n,g,i
h,a,i,d,o,i,c,k,g,j
m,f,k,g,j,o,l,m,i,l
d,h,l,c,d,h,n,f,m,o
h,f,o,g,m,c,o,c,k,e
d,l,g,l,k,m,b,a,e,h
l,m,l,e,o,m,f,e,o,o
a,g,b,c,j,c,j,c,f,g
a,b,m,k,b,m,d,l,j,h
n,o,l,n,a,f,o,a,c,g
m,o,i,f,a,n,h,c,b,h
j,m,o,n,m,e,g,e,b,l
l,g,i,o,m,m,n,n,d,h
n,j,l,a,g,c,o,l,n,l
k,c,b,d,m,j,d,i,l,o
o,g,c,h,j,f,f,j,i,g
k,o,f,o,o,g,a,m,f,b
j,c,g,g,f,f,e,c,f,i
l,i,a,o,k,b,g,i,o,o
e,i,k,e,l,e,c,l,o,j
c,j,j,l,j,d,a,e,l,m
d,k,e,b,f,b,l,i,h,o
j,e,a,m,j,a,m,c,o,l
o,b,a,h,l,a,d,b,c,g
k,k,b,m,i,j,i,j,c,o
o,g,e,m,l,d,a,h,g,l
l,j,d,j,e,h,j,o,e,l
b,m,g,e,j,h,d,b,o,o
c,m,m,c,k,m,j,n,a,l
d,g,k,n,b,m,d,e,k,a
i,o,m,m,j,a,o,o,o,g
c,k,g,a,h,e,i,k,j,n
l,o,c,e,o,f,d,h,i,j
f,m,l,e,e,a,g,c,b,j
c,f,e,f,f,f,k,e,e,d
d,j,j,d,g,d,e,o,m,b
b,m,m,e,h,j,d,e,o,o
l,g,l,j,f,a,j,f,n,h
h,b,a,f,l,m,j,d,c,n
e,m,f,m,h,k,g,o,e,l
l,a,a,m,c,f,f,o,n,h
h,e,h,g,f,j,d,n,b,j
o,e,c,d,b,m,g,c,i,f
i,m,h,a,c,m,d,l,j,g
a,j,g,a,b,k,h,n,j,m
o,e,e,f,c,d,j,o,j,o
m,k,j,l,c,g,h,n,a,a
d,e,c,b,c,e,j,h,j,l
k,h,o,c,k,l,e,f,d,o
k,l,g,e,o,o,l,m,n,n
h,m,l,o,c,m,g,k,m,c
h,o,c,d,j,d,g,e,l,h
h,a,f,g,f,o,a,c,e,o
l,c,o,i,e,c,o,c,b,g
e,i,c,n,f,f,e,n,e,k
b,k,g,o,e,a,a,e,e,e
o,o,l,a,n,k,g,k,a,n
j,m,a,n,o,j,j,n,e,i
o,h,o,j,f,c,o,l,j,d
l,g,i,d,n,c,j,l,i,h
h,l,m,c,c,e,l,e,o,l
b,c,c,b,n,o,j,j,c,a
e,o,m,f,k,e,f,o,o,d
b,o,o,g,n,a,f,e,m,k
h,m,j,c,c,k,g,o,d,c
l,j,i,k,c,c,g,h,m,o
i,l,i,i,l,k,l,g,d,m
g,j,b,g,j,d,n,a,e,i
h,o,o,g,g,j,a,h,l,o
m,n,d,k,g,j,h,c,o,a
h,c,c,h,o,d,d,o,o,i
f,j,e,c,g,j,k,a,n,m
l,n,e,o,d,m,k,c,e,j
k,m,d,i,f,k,c,g,m,k
k,o,l,e,n,j,h,d,o,d
m,m,c,d,h,c,h,e,j,j
e,g,h,i,l,c,g,g,j,o
i,a,j,b,k,d,h,j,j,j
e,a,o,l,m,c,g,i,k,d
d,a,m,o,c,j,m,e,n,g
j,a,n,b,k,m,e,h,o,i
d,m,m,l,d,b,g,c,m,o
j,e,o,i,o,c,i,l,f,h
n,n,n,k,k,l,c,i,c,n
h,f,n,d,g,c,k,o,o,j
e,j,c,m,b,j,c,o,b,i
a,f,d,k,b,g,a,d,a,m
m,o,k,a,m,b,k,m,c,b
e,k,e,b,l,m,i,c,g,e
f,f,l,h,c,a,e,f,f,o
b,d,c,f,k,c,j,i,e,j
o,g,i,e,k,c,g,j,h,b
e,m,n,l,f,e,h,d,c,n
e,b,g,d,j,k,m,i,n,d
n,d,h,a,o,m,h,j,e,h
k,a,j,n,g,f,h,f,c,m
g,k,g,h,a,h,d,c,i,j
b,m,d,d,o,e,n,c,n,e
b,j,f,c,d,j,i,k,m,f
l,n,e,l,o,m,n,c,f,l
j,n,o,i,k,g,h,c,i,g
o,a,o,c,c,l,m,j,m,k
h,b,m,a,e,b,j,h,j,i
d,g,e,n,m,b,n,l,o,o
h,d,g,f,o,c,g,e,o,i
j,m,j,g,a,j,k,n,n,o
d,j,f,f,o,d,i,n,b,l
d,l,f,n,f,b,e,b,a,e
i,o,n,n,c,i,c,n,o,h
j,a,i,k,k,b,b,g,h,d
e,i,d,k,e,k,i,j,g,a
b,g,c,n,f,f,k,i,e,f
h,g,o,e,o,b,m,h,o,j
k,j,f,k,n,d,n,g,i,j
e,c,m,g,b,o,d,o,e,b
o,d,j,l,n,i,o,m,d,g
h,a,i,e,l,c,n,k,d,g
k,a,b,m,k,k,h,f,m,i
g,h,e,j,f,h,k,m,o,j
l,a,c,j,d,l,a,k,a,e
a,g,b,o,j,c,h,j,i,m
i,d,f,o,o,m,f,k,o,l
b,a,n,d,c,b,m,c,n,b
b,a,c,m,f,b,e,g,o,g
j,d,i,d,i,b,m,g,a,g
h,l,f,m,j,o,o,d,j,g
j,k,o,k,n,o,m,o,o,l
m,i,o,l,l,j,j,h,o,j
j,o,c,n,m,f,b,n,n,g
h,f,d,j,o,a,g,a,c,g
d,l,h,g,l,e,d,i,f,m
l,b,k,g,f,f,n,h,e,c
f,o,e,d,c,a,c,c,g,o
k,k,f,a,l,l,h,k,f,o
e,b,f,k,f,f,d,i,o,g
o,n,c,g,b,n,c,c,f,f
o,k,m,o,j,a,g,l,e,k
g,a,o,n,m,f,h,h,j,k
o,a,l,k,c,f,h,f,b,f
e,j,h,n,o,a,f,b,j,j
o,f,j,k,j,j,i,e,d,g
g,g,o,i,j,c,b,j,b,g
b,o,o,d,k,h,g,b,o,i
d,o,k,c,c,b,o,j,o,i
o,o,e,n,i,c,d,g,g,h
h,a,l,d,i,d,c,l,i,c
g,g,o,d,f,l,b,c,m,i
j,j,b,n,j,a,b,e,h,d
o,f,c,e,d,j,c,g,k,o
f,a,e,l,n,b,n,b,k,o
j,k,k,m,l,b,e,g,k,g
n,g,b,o,g,g,a,b,a,b
j,m,j,d,a,o,i,l,a,g
l,b,a,k,f,b,o,g,l,i
f,o,c,l,k,l,k,n,e,j
m,f,c,d,m,f,j,c,o,m
o,m,k,a,e,c,f,e,o,i
b,b,d,a,k,d,c,o,o,m
n,m,l,n,f,b,k,k,b,o
m,g,m,d,j,l,d,i,l,i
b,f,j,h,o,o,d,l,e,j
e,g,e,c,b,n,j,o,m,o
d,n,i,d,n,h,g,c,c,i
l,d,o,k,n,l,m,o,m,f
h,f,b,n,i,d,e,g,c,o
b,m,i,b,i,b,h,i,o,e
c,j,d,j,g,e,g,e,f,i
d,a,c,o,j,e,k,l,m,l
f,k,b,k,j,f,c,n,h,n
g,e,j,g,j,h,j,c,o,m
o,g,o,k,e,c,k,n,n,k
d,i,c,o,a,b,o,j,h,o
k,d,e,k,f,e,k,k,o,m
m,d,m,d,e,o,h,l,g,l
d,f,o,n,e,f,i,g,c,o
c,g,c,d,m,c,h,c,n,e
b,j,f,c,j,h,d,n,e,j
a,a,o,d,o,k,n,n,i,k
d,f,a,k,h,i,e,i,k,d
d,l,g,l,n,c,i,k,e,b
h,l,e,m,f,o,h,n,c,o
e,h,b,e,a,b,c,j,l,n
o,a,b,k,d,j,c,o,g,j
l,f,d,j,j,m,i,c,c,n
j,f,c,d,g,c,o,l,b,g
o,j,h,a,h,o,j,d,g,m
n,e,i,n,g,n,h,i,d,h
m,c,n,n,f,b,a,c,b,o
h,g,g,b,j,l,n,g,l,o
m,m,g,g,f,f,e,k,i,i
a,m,d,b,l,f,k,h,n,l
m,o,k,l,m,c,o,c,l,m
l,l,f,k,m,n,h,l,j,l
o,c,n,l,n,i,j,o,l,l
c,n,b,m,g,l,m,h,h,k
m,m,c,n,g,f,f,i,b,g
n,j,e,m,a,e,e,h,f,f
d,m,c,d,f,m,n,n,g,d
n,k,c,n,e,c,a,d,c,c
l,g,g,j,e,f,j,j,i,i
i,e,c,k,o,d,i,d,d,l
n,g,i,e,k,b,m,h,i,f
d,g,j,g,g,n,k,c,e,j
o,b,o,j,n,m,g,c,j,j
b,b,i,d,a,l,h,e,g,l
k,i,g,k,o,b,c,g,f,j
d,f,a,h,o,f,b,o,m,c
d,c,o,n,o,m,n,c,c,j
f,c,k,e,e,f,j,f,i,g
c,m,f,g,g,a,g,n,o,i
c,d,h,e,n,b,j,k,i,i
f,b,l,d,d,j,l,b,o,o
a,e,o,l,g,e,l,j,o,f
c,c,c,e,k,e,f,c,j,k
a,n,l,o,c,e,d,c,i,o
m,k,n,j,f,f,h,k,i,i
f,m,b,l,o,f,d,m,g,l
m,g,i,a,i,l,k,c,o,d
k,f,h,f,i,a,l,f,f,n
e,l,a,i,g,f,l,i,o,b
g,e,g,a,f,l,k,e,l,l
j,n,b,n,o,j,a,c,l,m
f,n,l,a,l,a,f,e,i,a
l,m,c,n,d,f,c,i,g,h
l,m,o,a,f,f,c,j,e,f
m,j,b,d,b,c,d,e,f,f
d,k,l,j,n,j,g,j,e,g
i,l,l,o,c,f,e,i,c,b
f,i,a,i,k,f,j,i,e,o
d,l,k,d,g,c,k,c,e,n
e,m,o,b,c,k,n,g,b,d
c,k,k,e,c,b,o,e,d,j
n,d,c,i,c,c,c,k,o,i
d,a,l,n,l,f,c,e,c,j
k,b,e,i,b,j,d,e,l,d
k,k,j,l,c,i,n,l,i,l
n,g,a,m,e,k,k,o,n,i
g,f,c,m,h,i,k,e,c,k
c,o,l,l,f,m,j,h,n,f
i,o,g,n,j,o,n,c,f,d
h,j,h,k,g,b,d,b,b,f
c,d,o,c,g,j,n,h,e,a
i,a,i,a,e,a,o,c,n,h
m,o,e,n,m,e,e,i,c,g
e,o,b,j,d,j,j,e,k,e
n,g,o,i,j,g,a,d,c,o
h,l,j,k,c,o,i,f,c,j
b,o,m,i,h,l,g,h,c,h
c,g,e,b,c,k,h,f,j,l
n,n,o,n,a,k,b,e,o,d
c,o,e,o,b,h,i,m,f,e
o,g,m,o,h,f,n,l,g,m
m,f,g,c,l,i,b,c,d,j
d,k,c,n,i,a,g,i,g,i
a,f,i,f,n,n,m,e,o,d
m,a,g,n,l,c,c,l,g,j
f,g,o,j,a,c,j,g,j,d
j,e,f,k,i,m,c,c,a,i
i,j,c,a,g,f,f,i,o,l
a,n,j,c,o,c,k,a,k,g
d,n,g,c,n,f,o,o,g,j
c,n,b,d,o,m,k,f,o,j
l,c,n,o,f,g,g,i,d,l
o,j,d,f,o,m,l,d,f,n
h,c,n,e,o,a,k,e,f,f
a,o,b,o,h,h,l,k,j,l
d,e,i,f,k,g,b,a,c,j
a,h,e,i,n,h,h,e,j,j
k,a,k,h,o,a,n,j,m,l
e,l,a,n,f,g,o,g,j,j
h,d,g,m,c,b,n,o,m,l
e,i,o,j,j,j,d,f,g,l
o,g,k,j,c,a,m,e,i,f
a,o,h,f,f,f,a,m,a,m
d,m,o,k,n,m,f,e,e,l
h,j,b,n,b,b,h,e,a,f
b,c,e,j,c,m,d,a,c,j
d,o,l,c,c,l,b,g,h,c
l,f,e,i,n,a,h,m,b,i
l,o,g,g,n,m,m,e,h,g
a,n,j,c,l,c,j,c,m,e
m,o,e,d,a,f,a,h,c,l
h,a,k,g,k,d,o,i,e,l
a,o,a,e,e,h,g,i,a,n
h,g,e,l,l,a,l,g,b,l
m,g,o,h,c,f,b,i,m,l
i,m,o,l,f,e,h,e,c,o
o,e,e,l,c,h,h,h,n,f
j,g,b,j,d,b,h,c,b,j
a,g,d,i,m,m,j,e,k,l
f,f,o,o,g,l,f,e,g,f
o,f,a,k,b,o,a,o,f,k
k,f,h,k,o,c,l,k,c,o
g,b,b,a,c,k,m,j,d,h
h,g,n,e,o,m,d,i,g,i
k,o,f,d,b,j,o,f,c,c
m,e,f,n,k,b,j,n,l,g
o,k,h,o,f,j,k,g,n,k
j,i,e,o,n,f,h,g,g,g
l,b,m,n,f,a,l,c,g,d
k,j,d,n,g,l,f,f,l,i
f,g,g,k,l,m,o,o,l,j
g,i,i,g,k,f,e,o,f,g
