var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
b,l,o,o,i,g,j,l,a,d,f,l,d,h,i
d,d,c,d,i,i,l,a,o,d,o,d,a,i,l
j,e,g,b,b,m,k,l,n,c,a,h,a,g,n
n,e,b,l,f,d,d,o,n,b,j,n,n,f,j
e,c,j,f,i,b,a,g,j,m,e,o,i,d,e
e,d,d,l,g,i,f,g,o,a,g,m,b,i,g
o,i,n,i,g,c,e,b,g,k,h,f,l,g,b
i,f,j,g,i,l,e,l,d,f,d,f,a,h,k
h,c,l,d,i,h,n,l,o,e,i,a,j,i,e
h,f,l,a,n,m,d,b,n,h,g,b,k,g,h
i,g,d,m,e,k,n,l,a,h,b,k,n,i,g
a,o,d,n,g,i,i,f,j,k,a,f,g,d,g
n,j,o,n,n,c,e,h,n,e,h,a,j,l,i
f,d,e,m,o,a,e,b,g,c,m,a,i,e,n
e,k,j,f,m,d,o,o,f,e,e,g,f,b,d
n,c,c,m,c,a,l,a,h,i,l,o,a,i,n
b,g,g,c,b,f,o,f,j,c,i,n,i,n,f
n,c,g,e,g,b,n,b,d,h,g,g,l,j,n
a,i,a,c,i,e,m,k,d,f,i,c,o,e,e
c,h,j,k,g,c,b,m,b,d,l,f,o,f,b
b,m,o,f,g,l,i,m,c,o,j,b,n,m,e
c,h,e,f,g,h,f,k,j,e,l,a,c,c,b
m,c,m,f,a,a,l,i,n,n,c,h,j,i,d
d,f,f,d,a,h,h,g,g,a,g,l,i,c,j
k,n,n,g,e,k,j,m,b,i,l,c,g,h,l
l,n,b,m,g,f,e,n,d,h,o,a,d,j,n
j,f,a,l,b,l,k,g,b,j,f,k,k,l,a
l,k,a,c,c,f,f,d,o,a,o,h,e,c,l
o,g,o,c,a,o,k,g,m,b,o,h,g,b,c
g,g,n,k,a,j,b,k,l,h,l,d,b,j,b
j,n,a,h,n,d,c,o,m,c,g,i,g,h,g
m,l,h,n,n,i,j,c,c,h,l,k,g,m,m
k,b,f,e,a,d,b,m,b,m,l,g,i,d,g
d,k,o,l,j,d,e,a,j,b,a,g,h,j,b
c,m,h,k,d,a,c,g,l,h,d,i,g,e,c
h,j,j,i,i,i,c,b,j,i,l,m,k,g,a
b,k,d,k,n,k,c,j,f,o,h,l,n,c,c
b,a,a,a,l,g,c,f,e,h,d,i,g,n,i
c,l,h,b,h,j,l,g,g,k,j,h,b,h,l
e,d,k,f,l,g,n,f,k,e,e,k,a,g,h
i,e,l,b,a,d,j,a,b,f,f,m,o,e,b
f,h,m,i,f,l,k,m,l,f,d,d,i,h,h
n,l,l,f,i,c,k,j,b,n,i,n,n,m,j
o,k,j,k,l,i,o,b,j,l,k,l,i,h,m
o,k,f,n,g,f,m,f,o,g,i,b,l,g,i
o,l,o,j,e,l,j,j,k,j,o,o,b,m,o
j,m,b,b,l,o,g,h,l,f,g,i,b,f,e
l,n,c,j,i,a,f,n,b,f,j,a,o,d,m
n,h,n,g,n,d,e,f,c,a,n,h,k,m,a
j,e,j,e,d,j,k,d,j,j,b,a,b,l,i
m,h,j,o,f,o,f,i,j,k,d,b,a,i,b
j,d,a,b,i,j,m,k,l,o,c,i,b,f,j
n,o,b,a,m,l,f,j,i,i,j,m,d,j,h
a,g,n,o,e,g,j,j,h,m,j,a,g,k,l
n,o,k,f,d,b,k,e,l,f,g,c,e,d,l
j,c,l,e,o,i,o,f,m,f,f,n,g,o,n
h,b,f,m,b,d,l,g,o,c,d,g,c,m,a
h,b,k,c,g,i,h,a,g,k,l,l,f,h,b
c,i,i,m,d,g,l,e,k,a,k,o,i,c,b
a,i,j,i,k,n,d,h,j,f,m,d,m,a,d
l,n,d,i,e,b,b,m,i,n,g,c,b,j,g
m,n,o,f,e,d,j,e,i,l,j,k,k,c,b
c,a,l,a,h,f,j,n,f,g,g,k,l,f,o
f,f,f,i,g,f,o,j,b,n,k,d,h,m,n
i,j,m,i,b,k,j,g,l,a,e,b,b,m,h
a,b,g,f,i,k,c,k,f,k,k,b,n,m,n
l,g,d,m,l,j,b,b,o,j,f,b,b,b,l
c,m,n,g,d,o,l,b,i,f,k,h,i,o,m
l,j,a,m,m,g,i,n,n,i,d,h,a,h,k
a,f,g,h,b,h,c,k,g,e,h,c,j,f,e
n,m,e,a,j,l,m,e,l,c,o,i,o,d,i
b,k,h,j,b,f,d,h,n,o,h,j,a,i,c
h,b,k,k,g,k,e,o,c,h,g,m,o,f,d
d,k,f,j,i,c,g,g,k,h,o,m,m,k,o
k,i,e,k,h,e,c,a,j,h,d,l,l,f,a
m,c,b,f,j,b,g,a,j,g,c,b,e,o,f
b,o,k,b,b,m,c,o,m,f,o,o,m,n,f
a,b,k,d,n,o,e,m,i,g,b,h,m,e,c
d,l,a,b,g,i,f,k,b,n,l,o,b,i,k
o,h,k,a,o,k,n,o,m,l,h,k,e,a,h
a,k,d,k,o,l,g,n,g,l,h,h,c,c,n
m,j,d,f,o,h,h,j,l,i,e,f,n,m,l
b,j,l,b,j,g,k,b,j,i,a,f,e,l,f
a,m,e,i,e,j,j,c,m,d,m,n,e,g,l
b,b,b,l,m,g,b,g,c,n,h,o,d,f,j
g,m,n,b,o,c,h,k,m,f,c,a,h,n,c
m,a,c,f,c,o,e,d,n,b,b,k,j,g,m
k,b,h,i,e,i,e,l,h,g,o,i,h,b,c
l,h,l,g,o,n,i,d,m,h,m,b,i,e,e
a,f,h,f,g,h,o,m,f,b,i,n,h,n,h
k,h,n,o,i,e,h,d,j,f,o,m,c,i,o
o,c,m,l,o,j,f,b,l,m,f,l,j,a,g
e,h,o,d,o,i,o,n,g,a,k,n,i,d,d
h,m,a,b,g,n,a,d,g,e,l,g,b,n,k
i,k,e,i,m,e,n,g,g,f,o,d,e,a,a
o,k,b,e,e,b,j,d,i,n,f,h,h,a,n
d,e,m,j,b,g,e,c,f,e,k,l,j,j,b
e,g,n,n,d,h,b,h,e,m,l,l,l,n,o
f,l,m,m,f,h,m,m,j,n,n,b,d,f,f
k,f,l,d,b,i,l,c,n,l,c,e,b,h,g
k,e,m,c,b,m,l,g,b,b,n,c,m,n,d
h,k,g,i,c,h,c,b,a,e,b,m,i,n,h
m,i,n,d,j,m,n,m,c,a,h,c,i,e,e
n,m,m,f,c,d,b,l,a,c,h,b,n,n,c
m,c,d,g,j,m,a,g,e,m,h,e,a,o,i
b,n,l,a,n,b,l,i,k,c,g,a,f,i,n
l,h,h,j,f,f,a,i,a,k,e,g,d,i,f
i,a,n,o,c,g,n,n,g,d,j,g,e,h,f
m,d,j,g,n,l,g,n,f,l,o,n,c,b,m
k,o,k,n,k,h,a,g,m,c,n,e,f,i,e
l,f,e,c,f,h,e,m,k,n,m,o,e,l,e
d,m,k,i,d,d,o,c,m,d,m,m,n,h,e
l,i,b,n,o,k,o,o,j,c,i,e,d,k,c
c,j,o,n,k,n,n,k,b,l,n,l,l,e,e
d,c,j,e,j,i,l,a,c,o,e,g,b,f,k
o,o,g,d,l,n,m,g,e,e,o,d,i,c,g
e,c,f,c,b,l,f,m,a,j,l,d,g,g,a
k,i,i,o,g,h,c,o,b,f,n,o,a,h,g
f,a,c,e,h,f,a,h,c,e,l,m,d,j,c
f,f,g,d,h,e,f,c,b,h,o,n,d,a,f
b,d,e,n,d,l,j,e,f,e,d,b,n,k,b
h,d,e,g,m,e,f,l,a,i,m,h,k,f,c
