var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
e,b,c,g,b,b,a,d,e,g,a,g,g,a,c,e,f,j,j,e
b,g,f,i,h,h,c,c,a,e,g,b,c,e,g,i,a,e,a,g
i,c,f,j,h,h,i,d,e,b,j,g,d,a,g,c,g,c,a,h
j,d,c,b,j,j,j,a,i,j,h,c,b,i,d,c,i,c,f,g
c,g,b,e,j,a,i,c,d,f,g,c,j,c,b,e,b,j,a,d
e,f,b,g,g,h,i,j,e,f,d,g,e,f,d,d,e,g,j,f
b,a,a,j,e,a,g,g,b,e,a,e,j,h,e,j,j,b,c,e
g,e,b,j,j,g,c,j,i,c,d,b,h,h,f,h,h,a,f,a
h,f,i,c,e,d,g,c,j,c,e,b,d,i,c,j,h,b,c,b
h,a,c,h,e,g,b,e,f,b,d,h,d,g,e,i,e,e,d,e
j,f,i,f,i,c,e,f,g,d,c,j,g,h,b,d,d,a,i,j
e,e,b,b,a,d,i,h,g,b,a,e,g,b,j,d,f,b,i,e
j,a,f,g,d,e,h,e,e,a,b,h,j,i,e,g,f,g,i,f
e,i,a,f,c,f,c,c,h,f,a,h,i,c,e,a,b,f,c,j
i,c,i,h,j,j,f,h,b,f,a,b,b,d,f,a,g,f,a,e
j,e,d,g,h,g,h,i,h,h,a,j,g,e,i,a,h,f,e,j
f,c,i,j,b,i,g,d,h,b,a,h,j,g,d,c,e,i,h,d
d,e,a,c,i,a,f,i,h,j,i,j,c,h,g,f,g,g,h,j
i,a,i,f,c,j,a,c,h,b,b,e,a,e,b,g,h,e,j,a
e,j,a,c,c,h,d,e,a,e,c,a,j,g,j,h,f,f,e,b
g,j,j,c,i,a,b,a,e,b,g,f,g,i,h,i,a,i,e,c
d,h,i,j,b,f,j,h,d,i,i,j,i,b,f,g,e,c,b,e
h,e,i,f,b,i,d,e,a,j,e,i,b,h,f,j,f,h,d,h
e,d,h,d,a,e,a,b,a,b,f,g,g,g,e,b,d,g,a,b
e,c,b,g,c,d,j,e,i,i,j,f,c,f,d,h,d,j,h,i
f,f,b,e,b,h,f,d,e,e,e,c,g,h,e,a,c,b,h,e
e,a,h,g,g,a,g,b,g,h,i,h,e,d,d,j,g,b,i,g
f,i,i,c,d,a,e,i,c,d,g,i,f,b,j,c,b,g,j,f
a,h,a,c,f,a,c,i,g,g,c,e,b,a,e,j,b,d,j,h
h,g,f,g,g,g,j,c,g,a,a,e,j,g,c,g,a,e,g,a
d,a,a,d,i,g,b,i,i,j,e,e,c,j,d,e,j,j,g,d
g,c,c,i,f,f,h,i,g,d,e,j,j,g,e,b,e,c,i,b
h,a,i,g,g,f,g,a,h,a,i,g,b,e,d,i,h,i,f,f
f,b,b,h,i,b,i,e,f,h,j,a,c,c,g,d,h,d,d,j
f,f,f,b,h,f,g,g,h,h,e,g,j,f,c,j,e,a,e,c
j,j,f,e,e,b,c,g,d,j,f,g,i,i,j,h,f,h,i,e
h,g,d,g,f,j,h,b,d,g,g,a,e,a,a,h,c,a,i,i
b,a,e,h,g,g,e,d,c,f,f,c,g,a,c,e,d,g,a,i
b,a,b,c,i,d,j,f,j,e,h,d,c,d,g,c,h,c,e,e
d,i,c,c,i,j,j,i,c,j,a,g,e,g,d,e,f,h,e,g
j,f,f,g,i,g,a,i,d,e,i,e,b,a,c,f,i,j,j,e
b,c,f,e,b,i,h,a,d,a,b,f,d,a,h,c,f,g,h,i
g,b,b,e,b,c,i,g,f,a,d,j,b,f,f,j,e,e,h,c
h,d,j,i,d,g,f,g,j,f,d,d,i,b,a,j,b,c,f,e
c,f,b,f,b,f,c,c,e,a,b,c,c,j,j,b,g,c,g,e
d,d,c,c,h,b,f,b,h,f,c,i,c,j,b,f,b,i,i,j
d,i,e,d,h,b,c,e,i,i,d,g,c,f,f,h,e,b,a,d
i,g,f,j,a,g,h,a,h,a,b,a,h,g,h,c,d,f,c,g
d,g,d,a,i,c,i,g,h,h,j,g,e,e,g,d,b,b,c,h
