var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
b,l,o,d,h,b,j,l,a,h,f,l,d,h,i
i,d,c,j,i,i,l,a,o,d,o,i,a,i,l
j,e,g,f,b,m,k,k,m,c,m,k,a,i,i
o,e,b,l,f,d,d,o,n,h,k,n,n,f,j
e,c,j,h,i,b,a,m,j,n,e,o,i,h,k
c,d,d,g,c,i,f,g,e,a,g,m,b,i,g
o,i,l,i,g,k,e,b,g,k,h,f,l,g,d
n,d,l,g,i,l,l,l,d,f,d,f,o,h,k
h,d,l,d,i,n,n,l,o,e,e,a,j,c,e
b,f,l,a,n,m,d,b,d,h,g,b,k,g,h
i,g,d,m,b,k,n,l,a,h,b,k,n,i,a
a,o,d,n,l,i,a,f,j,k,a,j,g,d,g
e,h,o,o,n,c,j,k,n,e,h,a,j,l,a
n,m,d,m,h,i,d,b,g,c,m,a,i,e,f
f,c,k,g,h,d,o,o,f,m,m,g,i,k,d
n,c,c,m,f,b,g,e,h,i,l,o,a,i,n
b,n,d,c,b,f,o,f,j,c,i,n,i,l,f
c,e,e,e,g,k,n,b,d,h,g,g,l,j,n
a,o,a,c,i,k,m,e,d,f,d,f,o,e,e
c,f,e,j,b,i,b,m,b,d,l,o,g,f,b
b,m,n,f,g,l,i,g,c,j,j,b,n,m,o
c,f,e,f,g,j,c,k,j,e,h,b,c,d,b
m,c,m,a,a,a,l,i,n,n,c,h,j,i,d
e,f,f,c,a,h,h,o,g,g,e,o,f,c,d
d,n,l,g,e,k,j,m,b,i,m,o,c,h,l
i,n,b,m,k,f,a,d,j,h,o,a,e,j,n
b,k,a,l,b,l,k,g,b,j,f,k,k,i,a
l,n,a,g,c,f,c,d,o,a,o,h,e,c,l
f,g,o,c,a,l,c,g,o,m,n,l,h,b,c
g,g,m,k,a,b,b,k,l,h,l,d,b,d,c
i,n,f,a,i,d,h,o,c,c,g,i,l,h,g
m,l,h,n,f,i,j,g,c,h,l,k,g,m,m
k,m,f,k,a,d,i,m,b,m,l,g,j,d,g
n,k,o,l,j,o,k,a,j,b,a,g,h,j,j
c,m,h,f,d,a,c,g,d,h,f,k,g,e,c
h,j,j,j,i,l,c,b,f,i,d,n,f,a,a
c,a,i,k,n,k,c,j,f,o,h,l,b,b,j
b,a,i,a,l,i,h,f,e,h,d,i,m,n,i
c,l,h,a,h,j,l,g,g,k,j,h,b,h,l
e,d,n,f,l,c,n,k,k,e,o,c,a,i,b
i,o,l,l,a,d,j,l,b,f,g,m,o,n,b
f,h,m,f,f,i,k,m,l,f,d,d,i,h,h
n,l,l,f,i,c,k,j,b,n,i,n,n,m,j
o,b,j,j,l,i,b,b,j,l,k,l,i,h,m
o,k,f,n,g,l,m,f,e,g,i,b,l,g,i
o,d,k,j,e,l,j,j,k,j,o,o,b,d,o
o,m,l,b,c,o,g,h,l,j,g,i,b,o,e
l,g,c,j,i,m,f,n,b,f,a,b,o,d,m
m,h,l,g,n,d,j,f,f,a,n,h,m,m,d
c,e,j,e,d,j,k,f,h,j,b,a,f,k,m
f,f,j,o,f,o,i,i,j,k,g,n,a,i,o
o,g,a,j,b,i,m,k,h,o,c,i,b,c,j
l,l,l,a,m,l,f,j,i,i,n,i,d,m,h
a,e,h,o,f,c,n,j,h,m,j,e,g,k,m
n,o,k,f,d,i,k,e,o,f,g,l,n,l,l
m,o,l,e,o,i,o,f,m,f,j,n,g,k,n
h,b,f,a,b,d,l,h,o,c,d,g,c,m,a
j,d,k,g,g,b,h,a,h,k,l,l,h,e,b
c,i,i,c,k,g,l,e,k,a,g,o,h,b,k
a,i,j,i,g,l,b,h,j,f,m,d,i,a,f
l,n,d,i,e,l,h,m,i,n,j,k,b,j,g
m,n,c,f,e,d,k,e,i,l,d,k,k,c,b
a,a,l,a,h,a,j,n,f,g,g,k,l,f,o
f,f,f,i,g,f,o,j,b,n,c,d,l,m,n
i,j,m,e,b,m,j,o,l,a,e,l,b,m,h
a,b,g,f,f,k,c,k,o,k,k,b,i,m,b
l,g,d,o,l,n,b,n,o,j,f,b,b,b,l
c,m,n,g,d,l,l,j,i,f,k,d,i,o,k
f,j,a,o,m,g,i,n,n,i,d,h,j,h,f
a,c,e,h,b,i,c,k,g,e,d,c,j,f,e
n,m,e,a,j,h,g,e,l,c,o,i,h,d,l
b,g,h,j,b,j,i,h,c,o,h,j,a,i,c
h,b,k,k,m,k,e,d,k,h,b,m,o,c,m
g,k,a,j,i,b,g,g,k,j,o,m,f,k,o
k,i,e,j,h,n,c,a,h,g,d,l,l,f,j
g,c,b,f,j,b,a,c,j,g,c,b,e,f,f
b,o,k,m,b,m,c,o,m,b,h,o,m,n,f
a,a,k,e,j,o,h,m,i,g,j,f,m,e,b
d,l,a,b,i,i,n,e,n,n,o,o,b,i,k
o,i,c,a,h,k,n,o,j,l,j,k,e,a,h
a,d,d,c,o,l,g,n,g,d,f,b,c,c,n
m,i,d,i,o,e,h,j,l,c,e,f,h,m,f
b,f,l,j,j,k,k,h,j,k,g,i,e,l,f
