var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
d,c,h,i,f,j,f,i,f,h,c,f,i,i,g,c,f,a,d,h
f,a,c,d,e,d,d,h,i,b,e,j,e,c,e,b,h,h,d,b
g,c,g,b,h,h,g,e,e,i,d,b,b,e,e,d,g,c,j,a
e,d,g,b,a,f,a,c,i,d,g,b,e,c,b,d,f,h,j,d
b,j,c,f,b,h,f,a,j,g,f,i,i,a,b,f,e,j,e,e
h,e,i,d,i,g,f,b,j,a,f,h,h,e,b,i,g,f,j,c
d,j,i,g,j,a,h,j,h,a,a,a,i,b,d,a,e,c,a,e
d,f,i,f,c,e,a,a,c,e,g,g,g,a,b,d,i,b,b,b
d,i,c,f,i,d,h,d,h,b,i,i,h,b,d,i,j,h,g,d
e,f,b,j,b,j,c,d,e,e,a,h,b,f,e,d,d,f,f,g
a,g,d,g,e,b,b,j,h,f,j,a,d,a,b,h,h,h,b,c
b,d,g,c,b,g,g,j,i,h,h,e,h,j,a,j,f,d,h,i
a,d,e,h,b,j,a,c,a,b,f,g,f,h,d,g,f,f,d,b
h,d,c,j,e,i,e,f,f,h,j,j,d,i,d,g,j,c,g,j
h,h,f,i,a,j,h,c,e,f,a,g,g,g,c,g,a,j,j,e
e,g,e,f,g,a,i,a,i,a,g,d,d,a,a,i,a,c,d,h
b,b,b,j,b,i,i,b,a,d,b,d,e,e,b,a,a,h,a,i
j,i,c,f,g,e,d,b,g,e,h,c,f,h,b,g,i,a,a,e
i,f,a,h,e,f,c,h,f,h,f,d,b,h,c,c,h,c,g,e
h,c,f,b,e,d,i,e,h,c,c,g,i,g,e,j,i,j,e,c
f,g,e,j,a,h,b,a,h,e,h,b,f,b,d,c,j,g,h,h
i,h,h,e,b,f,a,c,f,f,c,c,f,j,a,c,i,b,i,g
c,f,h,d,j,e,i,h,f,c,b,e,b,b,c,b,e,f,i,i
i,c,c,g,e,j,c,h,b,g,h,c,g,b,d,c,h,b,h,f
g,c,i,i,j,j,g,h,f,f,a,c,f,g,f,f,b,a,h,e
c,h,f,c,f,j,a,g,g,i,j,j,i,h,j,c,g,d,c,a
j,g,b,a,d,j,i,h,f,d,c,j,b,f,g,c,b,a,b,h
f,b,b,a,e,i,b,j,i,b,d,c,h,c,a,c,j,i,i,i
f,a,e,d,i,h,e,h,c,g,c,g,f,j,j,i,f,e,d,i
b,f,b,h,e,b,f,b,j,f,g,a,e,e,e,e,e,b,e,d
a,j,i,a,d,e,f,c,b,c,f,h,a,g,c,a,c,f,e,j
b,c,i,e,g,i,d,e,d,e,c,h,h,b,d,g,h,i,j,d
g,e,j,i,e,h,h,j,b,h,h,e,a,d,g,c,e,e,j,i
g,j,h,f,a,i,b,d,e,b,g,i,g,g,j,e,f,b,f,f
g,h,a,a,j,i,g,b,g,f,f,g,i,g,c,d,a,f,d,b
j,a,b,e,a,a,i,a,i,e,e,e,h,j,e,b,g,g,j,g
e,j,a,a,c,d,d,f,g,j,f,e,h,j,h,c,g,b,j,b
i,f,d,h,i,c,f,d,g,f,f,i,b,a,a,e,g,b,i,g
b,e,f,g,d,f,j,f,g,f,e,i,h,h,i,f,j,g,b,f
b,d,a,g,h,c,i,d,g,g,a,b,b,c,c,f,g,c,c,c
e,g,b,h,d,h,d,d,b,i,e,i,i,a,g,a,d,c,e,a
a,f,e,a,a,c,a,j,c,f,f,g,i,d,g,g,e,a,e,b
c,b,g,e,b,j,e,e,g,b,b,i,e,b,d,g,g,i,i,i
f,e,i,b,b,e,e,d,j,i,h,f,a,a,a,g,a,j,a,d
g,j,j,c,b,e,f,j,c,c,j,i,i,c,a,j,g,i,a,e
f,a,f,a,e,a,j,j,i,b,j,c,h,d,b,a,g,i,i,j
a,a,e,c,g,g,e,g,e,f,h,i,g,d,g,h,c,j,j,f
g,g,i,d,f,c,c,h,h,d,c,e,i,d,i,d,b,j,e,j
a,j,c,h,i,b,a,d,h,d,b,i,d,a,b,a,d,d,d,h
g,i,b,j,a,a,c,i,a,j,g,e,e,c,b,i,d,e,i,g
i,d,i,d,i,i,e,i,d,b,e,g,e,i,h,i,f,c,a,i
a,i,b,f,c,h,f,f,f,j,a,g,c,h,f,j,e,d,f,e
b,c,f,d,d,b,i,b,c,a,c,h,j,d,j,i,j,g,h,j
g,f,d,h,f,h,h,g,e,i,h,h,d,j,c,h,b,i,a,c
b,f,a,a,a,c,h,j,h,h,g,b,e,c,j,j,b,i,j,d
b,e,j,d,i,h,c,b,b,i,i,h,j,i,d,j,b,f,b,h
g,h,a,c,f,j,i,h,a,d,g,c,h,g,i,i,g,i,e,e
a,g,c,b,a,j,f,b,e,i,b,b,f,f,g,d,c,a,a,f
j,e,g,g,a,f,d,d,b,d,f,c,h,j,g,i,e,i,h,c
i,i,b,a,c,d,g,e,a,e,c,d,c,h,f,h,c,b,c,g
g,e,i,g,a,g,c,d,a,g,g,e,c,j,i,j,b,h,g,a
j,h,g,d,e,j,f,c,j,b,d,d,d,i,h,f,b,f,e,i
c,e,c,g,d,f,j,g,e,e,d,g,d,h,c,c,g,i,j,b
i,a,h,j,h,c,g,h,j,j,h,d,g,f,h,i,b,i,e,b
i,a,d,d,j,b,h,i,i,f,f,h,i,a,b,a,b,a,i,c
j,b,a,j,b,j,d,g,j,j,d,c,f,h,b,f,d,j,i,d
i,c,d,d,a,f,f,d,f,b,d,g,d,h,f,g,i,a,f,b
c,c,g,c,b,a,i,i,j,h,d,f,e,i,e,f,a,d,i,d
j,f,h,i,i,c,g,i,a,g,i,d,i,f,i,a,i,e,g,e
a,g,j,j,e,f,g,g,a,c,h,i,a,f,i,c,a,c,a,i
d,g,j,e,j,j,e,e,e,i,h,j,a,f,b,e,j,h,h,f
d,i,c,g,a,b,c,b,c,h,b,b,e,g,e,a,e,c,h,f
b,c,f,g,d,b,i,e,j,e,d,b,h,h,e,f,j,g,j,c
e,b,g,f,c,f,g,c,e,g,i,e,b,i,b,g,g,i,i,g
i,j,g,c,a,e,a,c,b,c,f,c,d,c,i,i,h,e,i,d
g,e,h,g,f,h,i,a,c,b,i,g,b,a,e,j,a,e,g,a
i,b,i,j,b,c,j,j,j,e,h,a,a,a,j,g,c,j,j,a
e,i,c,f,g,a,d,h,i,h,b,a,g,f,d,a,b,a,i,i
c,d,i,j,c,d,a,e,e,i,c,f,d,h,d,a,c,e,c,a
g,f,j,j,e,j,f,d,a,j,j,d,i,e,e,i,b,g,h,d
i,d,h,g,i,d,a,c,b,g,f,f,e,i,c,j,d,d,i,i
h,j,i,i,j,g,b,i,c,h,c,e,a,j,a,b,e,a,a,j
c,h,a,a,h,b,i,e,f,a,f,h,j,c,f,e,a,f,h,g
c,a,h,e,c,e,b,i,b,j,a,c,b,j,a,i,g,f,e,d
c,b,j,e,j,i,h,j,i,h,f,j,c,i,d,f,f,i,h,c
b,b,b,j,b,c,f,f,h,i,j,h,g,a,d,i,c,b,c,a
c,f,i,g,f,f,e,a,d,c,b,j,i,j,b,j,f,g,a,d
c,e,h,j,j,a,a,i,j,j,c,j,c,j,h,g,a,f,b,j
h,g,d,b,a,d,b,c,i,e,f,d,a,b,g,a,f,i,g,i
h,f,j,c,e,g,b,g,h,f,c,b,j,f,j,h,j,c,c,f
c,i,a,b,c,d,c,a,e,a,b,d,d,j,a,e,d,i,f,f
i,h,b,g,d,i,h,c,i,c,e,h,j,j,c,h,g,e,a,b
f,j,i,j,g,i,j,j,c,g,j,b,a,c,c,c,b,a,a,b
f,c,f,f,f,b,c,e,a,c,c,j,b,i,b,e,h,d,g,a
