var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
i,g,m,o,g,k,f,o,o,i
i,i,a,g,i,n,i,l,m,k
m,j,c,c,d,h,l,o,f,j
h,i,b,j,d,j,f,j,j,i
o,m,c,l,a,g,e,b,k,g
i,h,h,n,b,d,k,a,f,j
e,m,e,i,l,b,l,n,g,g
a,m,j,b,n,o,e,o,m,n
j,k,d,o,i,c,h,a,i,o
f,f,g,a,h,h,i,g,o,f
j,l,j,a,l,e,j,c,c,m
j,n,b,n,c,a,c,f,m,h
a,d,o,e,i,n,n,n,n,i
d,d,f,g,e,n,l,g,n,n
d,h,l,c,e,o,k,m,c,b
i,h,n,b,c,n,j,c,o,b
g,o,o,c,i,n,b,a,f,a
c,j,d,e,b,n,j,n,n,m
i,f,h,h,j,m,b,l,k,l
d,l,m,d,b,f,a,h,n,n
e,h,f,o,g,k,k,b,g,o
d,f,n,e,f,l,h,b,o,m
e,c,b,g,o,g,m,e,d,g
l,n,j,h,c,f,d,h,i,l
o,m,o,c,l,m,o,o,h,b
o,l,n,o,h,a,m,a,c,j
g,e,h,e,e,k,m,i,d,c
l,f,e,i,n,h,e,d,i,o
k,g,j,n,d,i,i,l,l,h
i,c,k,o,n,j,e,n,b,g
n,k,f,j,h,b,k,m,g,d
g,e,i,c,c,m,d,d,f,l
h,g,l,d,b,k,k,b,j,g
k,n,c,j,b,g,e,l,l,i
b,k,d,m,f,c,e,l,e,a
c,d,m,m,n,k,b,m,m,j
j,k,d,c,i,n,j,d,j,j
n,j,l,h,a,b,d,n,a,j
g,k,g,h,j,o,d,g,b,o
m,n,n,o,d,m,h,o,g,k
c,k,c,f,j,f,a,b,a,f
c,g,n,j,e,o,k,f,d,g
g,e,g,h,h,h,a,b,g,k
f,k,b,d,j,c,a,k,b,a
f,f,i,a,j,b,e,m,k,k
j,a,e,g,e,g,k,b,g,k
g,n,f,n,h,n,a,h,h,d
h,j,e,f,h,h,l,k,b,b
h,e,b,f,n,h,b,e,b,e
i,d,i,i,a,g,o,j,c,f
n,a,k,h,n,f,a,g,j,i
f,j,c,h,e,c,o,j,f,g
i,l,m,f,c,h,h,e,b,o
b,n,j,k,e,h,f,k,j,b
g,c,a,e,o,k,m,n,k,d
b,n,f,a,l,h,m,j,a,c
h,f,h,g,i,d,c,l,h,j
d,i,o,a,g,d,i,d,j,d
a,g,b,e,e,m,h,d,m,h
c,o,f,o,e,o,o,f,a,d
c,i,e,m,k,o,o,m,f,c
h,l,b,b,b,o,o,k,h,b
l,j,b,i,n,n,f,n,c,j
e,f,i,n,e,h,a,n,h,c
i,g,n,d,k,j,j,f,g,c
n,f,d,c,h,d,a,m,g,f
n,c,b,f,f,b,i,e,g,m
g,j,m,f,a,d,i,l,c,b
l,j,e,c,a,b,g,b,a,m
b,o,c,g,n,b,e,o,g,b
f,b,k,e,b,j,j,b,n,o
n,n,m,g,m,i,e,d,l,h
b,c,a,f,m,i,o,e,d,o
d,b,d,k,h,a,b,o,h,j
n,b,o,e,k,b,n,o,o,l
a,c,c,i,n,e,a,l,f,a
l,d,k,n,m,m,e,b,l,e
c,o,a,f,o,d,i,o,j,b
b,a,d,b,d,k,o,a,h,e
d,a,k,a,n,j,o,k,k,b
h,j,h,c,i,n,c,l,h,e
k,k,a,d,j,l,i,c,a,g
m,i,f,j,h,b,n,b,d,a
e,l,m,l,h,b,i,b,g,k
h,g,k,a,a,g,e,j,e,i
f,b,a,l,c,f,l,j,c,d
a,c,e,h,i,e,b,k,b,h
l,h,l,i,f,n,j,j,n,b
j,b,h,k,g,n,h,g,a,i
l,l,l,k,c,n,g,d,n,n
c,f,e,k,o,b,k,j,e,e
d,n,f,o,a,e,g,o,i,k
l,a,d,k,d,f,f,h,i,b
j,n,o,k,b,k,b,n,f,k
g,e,d,e,l,k,j,e,e,e
b,a,j,g,n,a,m,j,c,c
e,c,f,d,b,c,c,k,a,i
m,g,f,o,i,o,i,a,l,a
e,b,i,e,i,l,a,b,c,m
k,f,m,n,d,d,n,f,b,a
h,m,j,a,d,e,d,m,l,k
a,i,a,a,m,k,k,h,d,e
b,j,g,b,b,c,e,o,n,l
o,m,b,k,m,l,g,c,d,o
d,i,n,a,a,c,h,n,a,d
k,e,f,d,l,d,k,k,g,i
g,m,l,a,n,m,b,o,g,i
k,e,m,m,f,f,f,j,f,i
h,a,n,f,d,n,m,d,a,d
m,f,a,b,k,f,c,f,i,o
n,k,o,m,h,b,i,e,d,g
n,b,e,b,o,k,e,c,d,m
l,j,n,k,h,b,n,b,l,k
i,d,o,l,d,e,g,k,f,e
n,a,e,h,g,h,h,c,n,m
a,f,a,m,c,c,o,h,d,f
e,h,c,d,o,n,e,l,h,n
h,i,j,j,j,i,l,c,a,i
e,k,c,f,g,i,f,o,m,n
m,d,g,o,c,j,j,a,l,k
d,m,m,i,e,e,o,e,h,l
d,n,m,c,b,o,e,k,n,h
n,c,a,k,e,n,d,d,h,o
c,k,d,c,l,c,j,f,l,j
h,k,j,b,e,e,l,o,j,g
k,n,a,o,c,b,b,f,g,j
c,l,i,d,i,j,o,c,c,a
n,d,b,e,h,a,m,k,d,e
g,i,i,o,o,d,h,h,m,k
f,k,f,i,e,d,n,l,d,e
a,g,d,a,b,d,k,m,i,j
d,e,c,n,m,e,b,f,b,g
a,m,f,o,h,k,i,a,e,c
l,o,n,j,f,o,a,d,o,e
c,e,b,m,a,c,i,j,c,i
k,j,b,a,l,k,i,o,b,i
g,o,k,k,f,m,l,o,a,i
f,g,i,b,a,b,g,o,i,j
a,e,e,a,b,c,l,m,i,j
j,m,h,m,g,j,d,n,j,g
f,c,i,h,n,e,g,k,o,n
h,f,m,g,d,o,k,n,e,f
j,h,g,k,h,k,k,e,m,g
l,c,e,e,e,f,n,l,f,n
l,o,k,h,h,b,n,m,n,m
j,o,c,c,j,e,c,j,i,k
d,m,n,e,f,d,c,a,c,b
e,b,g,o,e,g,a,l,l,n
l,b,m,g,n,m,l,b,m,k
a,e,c,a,e,d,d,g,i,o
d,h,j,d,h,o,n,m,n,c
c,j,d,j,l,c,m,o,e,n
e,g,l,d,m,a,f,o,f,c
d,d,g,o,b,i,a,a,h,j
g,e,f,e,m,d,o,d,c,b
c,g,d,l,h,a,m,a,o,m
b,f,i,j,l,g,k,d,d,m
j,o,l,h,k,h,l,c,j,i
l,k,e,i,h,e,b,g,m,g
n,f,n,l,h,o,b,b,h,b
h,i,e,h,m,k,o,f,e,k
b,d,c,j,a,g,g,k,c,g
k,o,h,k,m,d,b,n,n,k
h,d,f,k,d,l,c,e,f,n
k,i,n,i,j,e,g,a,f,o
b,m,k,a,f,c,o,n,c,m
d,f,j,b,g,c,k,c,e,a
j,l,i,l,l,e,k,a,o,f
g,m,e,o,k,j,e,d,d,l
j,a,d,l,j,l,j,o,g,c
a,n,f,j,h,f,j,j,f,h
i,i,c,e,k,o,j,o,e,a
h,b,j,o,e,f,f,a,l,d
e,m,b,e,a,a,g,k,m,a
d,j,k,j,l,i,n,i,h,m
d,a,c,b,b,c,j,g,m,d
g,c,k,f,f,h,b,i,a,f
n,b,d,f,c,m,h,e,h,n
a,b,m,f,b,l,n,h,g,k
f,o,d,o,f,d,k,k,m,a
m,o,n,e,a,e,a,g,f,c
h,e,e,a,d,h,a,j,c,j
a,e,a,k,l,c,d,a,b,i
i,j,f,i,h,h,j,a,h,d
e,g,j,o,g,l,j,h,g,o
g,d,b,c,j,m,a,h,d,j
b,b,l,h,k,e,j,a,b,i
e,o,h,d,f,g,h,n,b,i
d,k,f,j,e,n,o,f,e,l
b,h,m,c,g,d,j,f,h,e
a,j,h,g,c,m,j,o,a,f
f,k,b,k,h,h,h,b,o,d
m,c,a,e,m,h,i,h,f,c
k,a,g,c,k,d,n,k,c,o
